output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_glycerol_gl,poly_input_Timepoint (hr)_sin,poly_input_Timepoint (hr)_cos,poly_output_WCW_gl^2,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_agitation^2,poly_output_agitation output_feed_%,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
0.683157352189226,-1.2801715343361342,-1.5601246592003435,1.5968091148183128,-1.2801515874454876,2.7605646426178594,0.0,1.0,2.433988952244988,-0.28809407654941177,1.99719605908817,-4.306824972264706,0.6253647903732347,-0.0,-1.5601246592003435,0.2948682623829937,4.408094783377356,0.034099660504335896,-0.23639398765570777,0.0,0.1846609338878581,-1.2801515874454876,0.0,2.7605646426178594
1.3401357816861799,-1.2801715343361342,-1.5601246592003435,1.3972548699596117,-1.2801515874454876,2.782504861201755,0.25881904510252074,0.9659258262890683,2.433988952244988,-0.2990985125797294,1.99719605908817,-4.341054448305687,0.6385698161958061,-0.4037899745351285,-1.5069647005520428,0.26787401303810576,3.8878684680004456,0.03675444793818529,-0.24542361626267697,0.04961936276114519,0.185181982863785,-1.2365314798785452,0.7201652511693603,2.6876933072096545
1.2607351128075537,-1.2801715343361342,-1.5468031783350342,1.293139611772463,-1.2801515874454876,2.5903691385472545,0.49999999999999994,0.8660254037844387,2.3926000725073635,-0.29593523744828476,1.9801425442113199,-4.006791216565878,0.7154920764907059,-0.773401589167517,-1.339570847092651,0.24740418394768626,3.349708942168366,0.03660355350227598,-0.24491930796797384,0.09566027584932521,0.16568845803708535,-1.1086437954227686,1.295184569273627,2.243325479161135
1.0163152214484013,-1.2801715343361342,-1.1400779652491444,1.173407064857242,-1.2801515874454876,2.097227299017956,0.7071067811865476,0.7071067811865476,1.2997777668466293,-0.21821992550845457,1.4594726170253136,-2.39100263172935,0.5266158477708989,-0.8061568603090311,-0.8061568603090311,0.22459937836644708,2.460901329279141,0.03663698295474422,-0.24503112292924287,0.13534582179503035,0.13534582179503035,-0.9052038684294279,1.482963644825144,1.482963644825144
1.3525904186184021,-1.2801715343361342,-0.886249748761491,0.9183246822987284,-1.2801515874454876,-0.29674862272395514,0.8660254037844386,0.5000000000000001,0.7854386171798059,-0.16321652544992546,1.1345340227501872,0.2629933923344237,0.4134071442451835,-0.7675147965250275,-0.4431248743807456,0.16912361790699093,-0.2725115846855613,0.03391688872594319,-0.23575960889585504,0.15949190118766968,0.0920826920842663,-0.6400757937227439,-0.25699184581698925,-0.1483743113619776
0.6395713638946909,-0.0477139195149697,-0.5653940812533392,0.8758109518723093,-0.046624009972909206,-0.5532390622492511,0.9659258262890683,0.25881904510252074,0.3196704671163076,-0.10464606614174755,0.026360939282979525,0.3127980913138743,0.2648425114951165,-0.5461287451135803,-0.14633475621660627,0.16209962897759866,-0.4845328297214604,0.0342565244069253,-0.008629413347594605,0.17877855686390953,0.047903569935686105,-0.012067181740038764,-0.5343878983384972,-0.1431888058047652
0.7111797611899018,1.1252215945904003,-0.16316936845978375,0.6007731448279253,1.1246788780000034,-0.5532390622492511,1.0,6.123233995736766e-17,0.026624242803564672,-0.02982618873717775,-0.18351314224331874,0.0902716683944933,0.07666591937905871,-0.16316936845978375,-9.991242240158464e-18,0.10981701636163378,-0.33237117126913496,0.03341321445831472,0.20558322190364545,0.1827928183991776,1.1192831997983813e-17,6.886671940056704e-17,-0.5532390622492511,-3.387612233734143e-17
0.5041258770147132,2.3051597087799807,0.0038291957211000864,0.37345483111931754,2.3061800246768716,-0.5527992805849861,0.9659258262890683,-0.25881904510252063,1.466273987049121e-05,0.0007342829709760344,0.008830814682579168,-0.0021167766398432347,0.002130233186381978,0.0036987190409261657,-0.0009910687800457822,0.07161334726470049,-0.2064455619737462,0.03677153698610417,0.44223091308553575,0.18522502821199605,-0.04963089672743624,-0.5968833118213753,-0.5339631018710552,0.14307498193436646
0.44341030811536614,1.4893567989693806,0.3182641494788548,0.009919054615857067,1.4893359479483332,-0.5527504159556234,0.8660254037844387,-0.4999999999999998,0.10129206884349883,0.058808398363834835,0.4740022387620602,-0.17592064100819968,0.10262796544717717,0.27562483856253617,-0.1591320747394273,0.0018328288504914146,-0.00548276156480154,0.034143124507239865,0.2751973851530025,0.16002294641841183,-0.09238929119118708,-0.7446679739741663,-0.47869590216998514,0.27637520797781157
0.6987251242576795,1.4893567989693806,0.9961595068455271,-0.6225811388710704,1.4893359479483332,-0.5531413329905256,0.7071067811865476,-0.7071067811865475,0.9923337630787238,0.183021274333396,1.4836161634355274,-0.5510169974877195,-0.46052566078797974,0.7043911424339193,-0.7043911424339192,-0.11438488779065543,0.3443753610499034,0.033755565017455545,0.27363104124479215,0.12991452000730241,-0.1299145200073024,-1.0531195482591613,-0.3911299875121668,0.39112998751216677
