output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_agitation^2,poly_output_agitation output_feed_%,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glycerol_gl,poly_output_feed_% output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
0.639663471221433,-1.2848806933537074,-1.5771772989095825,1.4729930816438324,-1.286237956431988,0.0,2.4874882321957266,-2.3231712498195214,-0.267618332751957,2.028625305880384,-4.1752318977974285,-0.0,-1.5771772989095825,2.169708618570594,0.24994016394810453,3.8994269724565935,0.028791923956849437,-0.21825121225153182,0.0,0.1696818315461306,-3.4050336303759403,0.4866626518354259,0.0,2.64728125410128
1.0242324614261087,-1.2848806933537074,-1.5771772989095825,1.2855257119670387,-1.286237956431988,0.25881904510252074,2.4874882321957266,-2.027501970078992,-0.2647961890323669,2.028625305880384,-4.268731759105995,-0.40820352246115105,-1.5234362856535992,1.6525763561283617,0.21583008433315448,3.4793579882331533,0.028187880778102054,-0.2159496648141241,0.04345376822220718,0.16217167078559916,-3.481285723669035,0.4960742480861004,0.7005103855187783,2.6143403499857425
1.2484467216747241,-1.2848806933537074,-1.5667222660963909,1.1498027293956044,-1.286237956431988,0.49999999999999994,2.45461865908221,-1.8014215377624965,-0.2614816407104032,2.015177645840315,-4.012544037175668,-0.7833611330481953,-1.3568212831141977,1.3220463165255814,0.19189891576939208,2.9447683138249285,0.027854692693556376,-0.2146695802248464,0.08344862595267277,0.14453725997184008,-3.294193587565098,0.5466149434438048,1.280553715232895,2.217984096604462
1.1655563950548438,-1.2848806933537074,-1.2103340423063622,1.021714164593813,-1.286237956431988,0.7071067811865476,1.464908493965659,-1.2366154349144975,-0.19617829665598155,1.5567775851762025,-2.607058260886225,-0.8558354088157545,-0.8558354088157545,1.0438998341316332,0.16560564065219285,2.2007712416259837,0.02627189632483932,-0.20848126431796027,0.11461216411192864,0.11461216411192864,-2.770555212502762,0.5466149434438048,1.523107266906432,1.523107266906432
1.2905777567921504,-1.2848806933537074,-0.8639728675301553,0.8359433321991623,-1.286237956431988,0.8660254037844386,0.7464491158282793,-0.7222323578128235,-0.13816457208269112,1.1112746955446715,0.22435159909934305,-0.748222451461602,-0.4319864337650778,0.698801254648239,0.13368215266857894,-0.21707304752688833,0.02557367752738376,-0.20569224280731013,0.13849280900298694,0.07995886055870195,0.3340030146695731,0.5503537691238455,-0.22488459013200618,-0.12983717864931246
1.2701923874931558,-0.10439193141799329,-0.7561820906315756,0.7816541391705885,-0.10436787139604892,0.9659258262890683,0.5718113541919404,-0.5910728611088402,-0.12352479563370482,0.07892111518703168,0.4135116670716124,-0.7304158107182998,-0.1957143266208922,0.6109831932825137,0.12768573732901187,-0.42744083755262563,0.026684281493345004,-0.017048830096140076,0.15778711472790916,0.04227892996738016,0.05707267207776652,0.044604585687139056,-0.5282082234488176,-0.14153296690858866
1.2253483907338791,1.019084589174235,-0.5498327587922642,0.7808058705295168,1.0178833608364637,1.0,0.3023160626411122,-0.4293126458744397,-0.09251479828156017,-0.5596656164174546,0.2952734539798366,-0.5498327587922642,-3.366754640606526e-17,0.6096578074533565,0.13137830813821738,-0.41931158628198356,0.028311389829254234,0.17126894004786036,0.1682598877607323,1.0302946648553687e-17,-0.5466279171196876,-0.43563270199254156,-0.5370241209862066,-3.288324354153394e-17
1.26475501711392,2.149268432277461,-0.693757596466261,0.8232193025830901,2.149905770545493,0.9659258262890683,0.48129960265464344,-0.5711146447246762,-0.1168459793944535,-1.4915134600025861,0.3725974658660073,-0.6701183796109912,0.1795576786500175,0.6776900201453891,0.13865054041454097,-0.4421276647013381,0.028366910808454895,0.3620974338079081,0.16268585709191843,-0.04359154402774455,-1.154653218986285,-0.9207616994831914,-0.518771278214521,0.13900434505404208
1.26475501711392,2.1626830772994583,-0.6501032489304779,0.830005451711662,2.1633214424713816,0.8660254037844387,0.4226342342699629,-0.5395892407877603,-0.11000225974871086,-1.406382298231613,0.3555033656105054,-0.5630059286565926,0.3250516244652388,0.68890904987108,0.14044303799779384,-0.4538813366092228,0.02863113342137237,0.366049927647941,0.14653787928733403,-0.08460368405301914,-1.18299370901651,-0.9284576262846145,-0.4735785373416724,0.27342069601664365
1.2837800898934777,3.198964405248707,-0.7884642972126591,0.8155848848134469,3.1981551585569377,0.7071067811865476,0.6216759479790525,-0.643059563021702,-0.13187195700130022,-2.5216311594686363,0.42342434613963537,-0.5575284512825568,0.5575284512825567,0.6651787043361636,0.1364079201065218,-0.43798875585657787,0.027973115414686663,0.5348967366609325,0.11826477796598332,-0.1182647779659833,-1.7174864628015416,-1.358484142331236,-0.3797333976100916,0.37973339761009156
