output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_gasflow output_agitation,poly_output_agitation^2,poly_output_agitation output_feed_%,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glucose_gl,poly_output_glycerol_gl^2,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2
0.7177127636610423,-1.2622276126869143,-1.5727814712378607,0.4652118368939262,-1.263550732600393,2.4736415562691296,-0.731676557267297,-0.08471340573645461,1.987289180202923,-2.6141491126942524,-0.0,0.216422053186221,0.025057313945324552,0.7732371806707263,0.003410873038699237,0.0029011321762773615,-0.06805757051240294,0.0,0.05386215903839505,0.5273467444925858,2.7626377662037624,0.0,1.6621184573320165,0.17418356333169385
1.0802366230344178,-1.2622276126869143,-1.5727814712378607,0.45699995166873975,-1.263550732600393,2.4736415562691296,-0.7187610563411917,-0.08004775956105485,1.987289180202923,-2.3854885587892207,-0.4070657985407208,0.20884895582523047,0.02325931664352656,0.6931466170026701,0.0026504291053832674,0.0025903687599786195,-0.06430925534542638,0.013172767527508027,0.04916143768895342,0.5445639217749104,2.300477063741221,0.3925592221040605,1.4650509618720695,0.18574296023857637
1.201077909492211,-1.2622276126869143,-1.5693063024606067,0.6324532740056518,-1.263550732600393,2.462722270942581,-0.9925129089089143,-0.07409827051792604,1.9828981281485134,-2.5592521287843026,-0.7846531512303032,0.399997143800468,0.029862681181958218,1.0314158461720682,0.0024588710160217612,0.002229465237932126,-0.05966134453837626,0.02360860668237394,0.04089130626978178,0.5649060413361955,2.6595656099622347,0.8154087333911494,1.412329355168856,0.19987895526761926
0.6774323348417791,-1.2622276126869143,-1.0490064718450312,0.6193866164700825,-1.263550732600393,1.10041457797276,-0.6497405692513127,-0.04965563724169232,1.3254728960023425,-1.4603103876617076,-0.7417595897501967,0.3836397806622571,0.029319206282591163,0.8622413057366916,0.002465050309226967,0.0022406848829837813,-0.059811277145055186,0.03347151686870332,0.03347151686870332,0.5734039391861111,1.9379118297771907,0.9843555835614463,0.9843555835614463,0.20593775618095858
0.637151906022516,-1.2622276126869143,-0.9589569230028464,-0.07158967680170349,-1.263550732600393,0.9195983801750871,0.06865141618452983,-0.04459653614209359,1.2116907225924651,0.5296413344685369,-0.8304810564554228,0.005125081824572363,-0.0033292961678514227,0.03953968217539314,0.0024217952567905294,0.002162738733287451,-0.0587617488983027,0.04027473215262379,0.023252627449857424,0.5734039391861111,0.30504614756302956,-0.4783143429506083,-0.27615491465979275,0.20593775618095858
0.516310619564723,-1.2622276126869143,-0.980173742906083,0.8439429738215347,-1.263550732600393,0.96074056628252,-0.827210743449944,-0.0510496665420036,1.2384992509246504,-0.10869874626166609,-0.8790911119785351,0.7122397430627356,0.04395445981476806,0.09359110446966208,0.002712222037435461,0.00271256210626523,-0.06580858141221906,0.04671116189065606,0.023035395830984795,0.573529080422193,0.012298239351520803,0.09946087952919955,0.04904867780887532,0.2060276548223976
0.516310619564723,-1.2622276126869143,-0.9601153125952646,0.7707427674084939,-1.263550732600393,0.9218214134799027,-0.7400019330609454,-0.04214401252325607,1.213154406610602,0.007680556724589112,-0.8665859524274522,0.5940444135125037,0.03383155378917015,-0.006165648508559081,0.002285850806275872,0.0019267482460138003,-0.055463231551362915,0.0396187468608599,0.01889717288879222,0.5707514669627154,6.399390460776829e-05,-0.007220338415903198,-0.0034439247621864187,0.20403689459646293
0.7579931924803055,-1.2622276126869143,-0.9387155890721737,0.5496613164074533,-1.263550732600393,0.881186957167118,-0.515975646421609,-0.049224595330629284,1.1861147702755546,0.34190235118005274,-0.8550420719754148,0.3021275627547745,0.028823273187356845,-0.20019961170367018,0.0033207021292366644,0.0027497692354117244,-0.06625837923225583,0.04776409777893518,0.021641631148692185,0.573468975783118,0.13265881523967954,-0.33175808196944917,-0.15031763132657391,0.2059844745569579
0.7579931924803055,-0.2599554346291755,-0.7741023312022343,-0.15320370004382908,-0.26123090450931546,0.5992344191727336,0.11859534135273593,-0.04013329153728691,0.20221945216272935,0.42754432642219914,-0.7477254338988122,0.023471373707119554,-0.00794283715552296,0.0846159094223362,0.0026998634510250505,0.0026878981548497712,-0.013543501455342543,0.050078369780450084,0.013418458740938739,0.11854753894568376,0.30504614756302956,-0.5334903282530948,-0.1429483026252313,0.20593775618095858
0.5565910483839861,0.2270879634821218,-0.4570693901193901,-0.1641416619216398,0.22583564862380653,0.2089124273841112,0.07502412930770701,-0.01930364196593902,-0.10322256218370013,0.2524439168440473,-0.4570693901193901,0.026942485178397892,-0.006932277553309565,0.09065705328017395,0.0021993407014028565,0.0017836688693680961,0.009537830794227651,0.04223350410951116,2.5860562812244715e-18,-0.10248504249848342,0.30504614756302956,-0.5523098293195854,-3.381922323069256e-17,0.20593775618095858
0.516310619564723,0.9677997981097197,-0.08516536307989986,-0.4165561667941929,0.9665826981804295,0.00725313906853117,0.03547615718819876,-0.004334547825887213,-0.08231936643728555,0.04703766714660001,-0.08226342370416079,0.17351904009427144,-0.021200903299663395,0.23006806538412142,0.0020778412334478283,0.0025903687599786195,0.049194869620969195,0.04916143768895342,-0.01317276752750802,-0.3352415643750214,0.30504614756302956,-0.5334903282530948,0.14294830262523123,0.12029225968299094
0.9191149077573617,0.7558457267094331,0.19528685403184687,-0.5166805870603057,0.7546185500576817,0.03813695535765586,-0.10090092638633487,0.010541744278110783,0.14736708263483841,-0.10694650991830981,0.16912337661672291,0.2669588290449822,-0.027890841138572812,0.28295394384115546,0.002203794176283041,0.0029139287964363627,0.04073492720062735,0.04674876038278739,-0.026990409391283603,0.02225746003792859,0.2999074225103575,-0.4742684544461798,0.27381901984264956,0.0008699539230868313
