output_Ph,output_feed,poly_output_WCW_gl,poly_output_feed_%,poly_output_glucose_gl,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_agitation^2,poly_output_agitation output_glucose_gl,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glycerol_gl,poly_output_feed_% input_Timepoint (hr)_sin,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
0.7259858931873251,-1.340726981737578,-1.6082352491995904,-1.3406980399433654,-0.39855523523806763,0.0,2.5864206167680686,-2.5543669613985833,2.156157846369721,-4.415892588136224,0.640970578062895,-0.0,-1.6082352491995904,0.3084266203771098,4.361166184297989,0.03770824211422745,-0.07739388746433651,0.1941861017535175,-3.6812888788883398,-0.0,-1.3406980399433654,-1.0943530246129118,0.0,2.7458001497815623
1.3344498002523402,-1.340726981737578,-1.6082352491995904,-1.3406980399433654,-0.40589728291775984,0.25881904510252074,2.5864206167680686,-2.2353382883153414,2.156157846369721,-4.4509023987743666,0.6527783179426802,-0.41624191149805245,-1.55343596195032,0.2837611889273918,3.8467341642084962,0.041679128515346005,-0.08286582508504273,0.19719826649495684,-3.710474649144717,-0.3469981864689631,-1.2950148620364297,-1.1233488328861054,0.7162996267297547,2.6732666003980663
1.2609124677611394,-1.340726981737578,-1.5946310107962478,-1.3406980399433654,-0.45209247174746886,0.49999999999999994,2.542848060593063,-2.051387590661869,2.137918670607437,-4.109255944387482,0.7209206751960404,-0.7973155053981238,-1.3809909650120082,0.2619152915638612,3.3150532199725546,0.04145211294037324,-0.09204508679779272,0.17632097069061278,-3.4548879038260853,-0.6703490199716826,-1.1610785613949586,-1.1650116323860265,1.2884660829264836,2.2316887194579245
1.0345417447913283,-1.340726981737578,-1.1792727770221292,-1.3406980399433654,-0.45152892188947524,0.7071067811865476,1.3906842826254844,-1.376695880995401,1.581048700712138,-2.461893268712511,0.5324757656224095,-0.833871777501039,-0.833871777501039,0.23782653599689116,2.4371299545344476,0.041502393222207994,-0.0919860868245695,0.14405275634677733,-2.79889059107034,-0.9480166755674665,-0.9480166755674665,-0.9426284020867011,1.4761821512237494,1.4761821512237494
1.345984725462379,-1.340726981737578,-0.9200568831206063,-1.3406980399433654,-0.45548083735133066,0.8660254037844386,0.846504668177605,-0.8407846520844307,1.233518459836199,0.26466922882951927,0.4190682795346291,-0.7967926337091751,-0.46002844156030326,0.17681499747373824,-0.2628808013049173,0.037436738429787626,-0.08812905492927396,0.0967428788461813,0.3856734543646079,-1.1610785613949584,-0.6703490199716828,0.13102642258326302,-0.2491262007507358,-0.1438330790656261
0.6856185089015283,-0.0849872649194048,-0.5923908347301943,-0.08364525385489349,-0.4571750201532616,0.9659258262890683,0.3509269010723363,-0.5163148310011766,0.04955068175231936,0.32116823321830906,0.270826291806384,-0.5722056065228338,-0.15332203017235407,0.16977091464985075,-0.47253123528103796,0.037941459919551467,-0.08905114575547109,0.050414242891026396,0.04534877452975527,-0.08079511094494687,-0.021648984730081474,0.24786017082968875,-0.52368246242447,-0.14032029289697848
0.7519389895149787,1.1101059314842547,-0.18162862744369124,1.1099961252026045,-0.4584187163915925,1.0,0.03298895830707919,-0.10864475986411311,-0.2016070726883647,0.09847104640726734,0.0832619622527037,-0.18162862744369124,-1.112154586162218e-17,0.11457700618746902,-0.32430133412820455,0.036689853181940256,-0.08780825118616706,1.17288070827815e-17,-0.6017910364410958,1.1099961252026045,6.796766008976671e-17,0.24853444818191503,-0.5421559794465521,-3.3197479243390915e-17
0.5601749837550203,2.3123340126425624,-0.01108540457656646,2.3140302589509427,0.43171623407233983,0.9659258262890683,0.0001228861946261606,-0.0041259691623125655,-0.02565196162288805,0.006005181244188601,-0.004785749116963553,-0.010707678575368577,0.002869113827082043,0.0760094694895703,-0.20162714536808743,0.04170484804113972,0.08816407422848842,-0.05285541682998552,-1.2535556112144377,2.235181589935096,-0.5989151019600215,-0.23386915775210707,-0.5232609793575191,0.14020735684956553
0.5039429514484816,1.4811199387259875,0.3100236460248471,1.481607748742166,0.22886478440423239,0.8660254037844387,0.0961146610945397,0.003353369460265059,0.45933343624371187,-0.16793086318922518,0.07095349490769069,0.26848835323139214,-0.1550118230124235,0.0021022115960488293,-0.0058589836518363305,0.03777284391409521,0.044480413370064205,-0.09717618524373034,-0.8025441650801554,1.2831099488545874,-0.7408038743710826,-0.12396944972235563,-0.4691009717035011,0.2708355722901313
0.7404040643049398,1.4811199387259875,1.0023077957661022,1.481607748742166,-0.45186634515868146,0.7071067811865476,1.0046209174535023,-0.6193622313854777,1.4850269968317373,-0.5433099739672577,-0.4529091603968827,0.708738639222352,-0.7087386392223519,-0.11917889339491561,0.3349578651650176,0.037197305055415075,-0.08714966752780016,-0.1363768768072782,-0.8031188331559591,1.0476548861941202,-1.04765488619412,0.2449382248266316,-0.38329360352314973,0.3832936035231497
