output_Ph,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_glucose_gl,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_agitation^2,poly_output_agitation output_feed_%,poly_output_agitation output_glucose_gl,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glucose_gl,poly_output_glycerol_gl output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
-0.9651324534800841,-1.5903936157496088,1.4627682825298758,-1.3201742003847832,-0.36713063787944455,0.0,2.5293518530171144,-2.3263773378565347,-0.06726912635131486,2.099596619969304,-2.0709712269410083,-0.0,-1.5903936157496088,0.06187093776393151,1.9047806749233256,0.0017890493782711158,-0.055839613672978794,-0.015528581743778452,0.0,0.04229715567589759,0.4846763962992511,-0.47806843541588534,0.0,1.3021752643070603
-0.8906796294007518,-1.5903936157496088,1.3759798903603766,-1.3201742003847832,-0.381151443826744,0.25881904510252074,2.5293518530171144,-2.1883496330289898,-0.07123641772162784,2.099596619969304,-2.814898041110018,-0.41162415696545906,-1.5362022674178,0.061632464614787344,2.435399048151111,0.0020062954878171772,-0.05913283345242802,-0.017072417292649824,0.01159294241919214,0.04326545011764552,0.5031863025794774,-0.6746144111553539,0.45809365420374876,1.7096287921132787
-1.0718999530753526,-1.5873034422610344,1.5559322670734217,-1.3201742003847832,-0.4000462536790194,0.49999999999999994,2.5195322178137287,-2.4697366434506574,-0.07420414833463558,2.0955170526549747,-2.9035553155970026,-0.7936517211305171,-1.3746451045125418,0.07273759110614655,2.846169978901224,0.0021854277516826274,-0.061716241258425564,-0.01870158582055885,0.023374279409655748,0.04048543952783483,0.5281307430676275,-0.7317796934276187,0.9146188555670971,1.5841663274027131
-1.240470201333977,-1.0722745274986032,1.5957668998555026,-1.3201742003847832,-0.40010335162570326,0.7071067811865476,1.1497726623223528,-1.71110019854047,-0.051280338618591235,1.4155891669334397,-1.7760616147462385,-0.7582125896878635,-0.7582125896878635,0.07631578003799623,2.643148059786075,0.002287124415991827,-0.06313586520532895,-0.019134498514724874,0.03381659663531967,0.03381659663531967,0.5282061223037345,-0.6627110749440556,1.1712161199258095,1.1712161199258095
-1.5396918565013298,-1.0428269919015982,1.6272089968315333,-1.3201742003847832,-0.4002877888316077,0.8660254037844386,1.087488135038536,-1.6968974633610452,-0.04791645870776488,1.3767132901733612,-1.2172323224266575,-0.9031146667388931,-0.5214134959507992,0.07476800400361998,1.8993480238510148,0.002111275462340172,-0.06066017954180749,-0.018392670551993257,0.039792670138545976,0.022974308816263507,0.5284496115445606,-0.4672330488397119,1.0108619375173276,0.5836214117391758
-1.3992130534328953,-0.9602405906285142,1.5266951336798364,-1.3201742003847832,-0.3996351106155075,0.9569403357322088,0.9220619918905978,-1.4659946368744046,-0.04110794824574128,1.2676848539100107,0.19836747115454745,-0.9188929531797448,-0.2787431299372327,0.06535789588029955,-0.31538622283588136,0.0018327004299457613,-0.056516724281837516,-0.01710839929564996,0.04096666416673117,0.012427101713433657,0.527587962602512,0.08255702482382858,-0.19768570116446924,-0.05996730184483391
-1.5523321241366672,-0.6996965513957573,1.138689914133282,-0.08040991295941366,-0.3996351106155075,1.0,0.4895752640351156,-0.7967374060281884,-0.027724356064697035,0.05626253879573475,0.37359319216504766,-0.6996965513957573,-4.2844057102062783e-17,0.04511876550446842,-0.6079875612629414,0.0015700137969939824,-0.003186114114141393,-0.01583490168782058,0.03962339961429335,2.426233475449041e-18,0.03213462446011861,0.21337958058854695,-0.5339360204360055,-3.2694151918821494e-17
-1.4118552826243633,-0.32402840180433695,0.5934314778542042,0.5457336665483487,-0.3996351106155075,0.9659258262890683,0.10499440517587283,-0.19228865334948358,-0.012742318597565172,-0.17683320778248235,0.17275483941386202,-0.3129874017539804,0.08386472154109437,0.023336512832008792,-0.3163863386325591,0.0015464317643390606,0.021460810872917062,-0.015715529484081905,0.03798474007727233,-0.010177980428411218,-0.21809433419765578,0.21306434551441514,-0.5149806624267236,0.1379886526148851
-1.1084202049118956,-0.015011052946878234,0.2891806889586685,1.4564879640141848,0.07331273845121891,0.8660254037844387,0.0002253317105739817,-0.004340906633173299,-0.0007003233842173157,-0.02186341794430781,0.007973847236559738,-0.012999953189549811,0.007505526473439114,0.013491391940226726,-0.1536123179153173,0.0021765815438593884,0.06795076825322424,0.003420321364536523,0.04040341765116587,-0.023326924057081477,0.10677912116312027,-0.038943609017477454,-0.46003130474556003,0.2655991976305037
-0.3315772886027799,0.2940062959105805,-0.3364136297815902,0.717638540195025,-0.3996351106155075,0.7071067811865476,0.08643970203505981,-0.09890772518591867,0.014267438444552668,0.21099024900541552,-0.1570078356567885,0.2078938455499102,-0.20789384554991014,-0.016325367250901234,0.17965457417794967,0.002354934075160693,0.034825321226404006,-0.019393357966466455,0.03431423957456069,-0.03431423957456068,-0.28679355739279017,0.21341666706785664,-0.37761540088279044,0.3776154008827904
