output_Ph,output_feed,poly_output_WCW_gl,poly_output_feed_%,poly_input_Timepoint (hr)_sin,poly_input_Timepoint (hr)_cos,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glycerol_gl,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
0.47725033827288305,-1.3297840369862846,-1.6007200678266391,-1.3297754525900796,0.0,1.0,2.56230473554292,-2.6909254453011475,-0.2674864985308862,2.128598252664192,-3.898450461851209,-0.0,-1.6007200678266391,2.8260025639124007,0.2809135912628893,4.094142043108169,0.02792369927894366,0.0,0.1671038577620028,-3.238582330230172,-1.3297754525900796,-1.132097374738506,0.0,2.435435489444628
1.2438208045039938,-1.3297840369862846,-1.6007200678266391,-1.3297754525900796,0.25881904510252074,0.9659258262890683,2.56230473554292,-2.160738691101617,-0.26451665410449926,2.128598252664192,-4.200996837587776,-0.41429683943133294,-1.54617685417294,1.8221063351523143,0.22306143412064935,3.542613914050347,0.027307079961280924,0.042769469318888316,0.1596178325108495,-3.4899184331571664,-1.2844644528219924,-1.2199558613499717,0.6792555499472465,2.5350162237262635
1.2246551436030522,-1.3297840369862846,-1.5911211557188136,-1.3297754525900796,0.49999999999999994,0.8660254037844387,2.531666532175973,-2.10111944361518,-0.25955831515494315,2.115833854971636,-4.258506383242669,-0.7955605778594067,-1.3779513413513484,1.743793212980272,0.2154166102813339,3.5342848076045863,0.026611134645828604,0.0815645980892271,0.14127402798947675,-3.55903586146209,-1.1516193232719585,-1.2441169451681247,1.338209339979149,2.3178465680071
1.134731653689644,-1.3297840369862846,-1.1419041431758543,-1.3297754525900796,0.7071067811865476,0.7071067811865476,1.303945072202182,-1.327671062913837,-0.20119770339556176,1.5184760988061587,-2.290026953575904,-0.8074481631046609,-0.8074481631046609,1.351828760947564,0.20485860518025692,2.3316952411351495,0.031044648056595264,0.12458861917646265,0.12458861917646265,-2.6667926960712602,-0.9402932399818557,-0.9322193176974214,1.4180643775141466,1.4180643775141466
1.2541372392046362,-0.5007149813467785,-1.0719347146666105,-0.5008907916782197,0.8660254037844386,0.5000000000000001,1.1490440325073876,-0.6832417586617494,-0.1878195997614316,0.536922227856725,0.5803622704844923,-0.9283226940997084,-0.5359673573333054,0.4062675472588548,0.11168083208449311,-0.3450935970499468,0.030700478882054984,0.15174109252783582,0.08760776061807395,0.2711901323333468,-0.2504453958391099,0.25512774933183924,-0.46887973937284566,-0.2707078437444741
0.872329209197737,-0.09683991281381918,-0.47583623571899925,-0.09710554971972801,0.9659258262890683,0.25881904510252074,0.22642012322322702,-0.393588571244907,-0.07719919525086161,0.0462063392460595,0.2576252026939551,-0.45962250916515424,-0.12315548015396935,0.6841793088412018,0.1341962036213849,-0.4478327014468807,0.026321493260141837,0.15671084054551804,0.04199054316937399,0.05257446796049877,-0.025132765652615355,0.2550660025619664,-0.5229673953036261,-0.14012869123941432
0.5701262354819411,0.5190399570898139,-0.0939927194800242,0.5186373412433678,1.0,6.123233995736766e-17,0.008834631315250521,-0.0808269777769472,-0.015576091611270987,-0.04874813412735346,0.05088913283623315,-0.0939927194800242,-5.755394152718336e-18,0.7394762841181293,0.14250378602020852,-0.4655785467518056,0.02746177188672266,0.1657159373347134,1.0147174611233007e-17,-0.28079839266671813,3.1757377993599194e-17,0.2553129896414577,-0.5414156874889481,-3.3152149434575196e-17
0.8310514768651919,1.4262783808324735,0.24836847903242285,1.4256739844697743,0.9659258262890683,-0.25881904510252063,0.061686901376879065,0.052264412558615074,0.04112582743999253,0.3540924791188519,-0.1344705908259236,0.23990552833355216,-0.0642824925767371,0.04428118059308039,0.03484398088025552,-0.11393061215684555,0.027418035999097423,0.15994178893615021,-0.0428562731814305,-0.7718822604368107,-0.3689915792879728,0.0558911836111336,-0.5229673953036261,0.14012869123941427
0.44186942484498715,0.790263976720452,0.24565180579435872,0.7898010374559618,0.8660254037844387,-0.4999999999999998,0.06034480969002933,0.12331020153597333,0.04062953734172308,0.19401605106931497,-0.13299974131705428,0.21274070430343603,-0.1228259028971793,0.251975370888521,0.083023485593145,-0.2717752361848622,0.027355448017515615,0.14323611979223927,-0.08269741231972677,-0.427610671673704,-0.3949005187279807,-0.2960113762402664,-0.4688797393728457,0.27070784374447393
0.4403982185013187,0.790263976720452,0.6269519873857211,0.7898010374559618,0.7071067811865476,-0.7071067811865475,0.3930687944869054,0.01350038838301008,0.10473925275804612,0.49516733007231956,-0.3394416412730025,0.44332200175882625,-0.44332200175882613,0.00046368597316413356,0.003597387050339832,-0.011658503688988676,0.027909392000028975,0.1181299961906987,-0.11812999619069868,-0.427610671673704,-0.5584736693732809,0.2548817270456273,-0.38283870406421183,0.3828387040642118
0.7720852867403613,0.790263976720452,0.8684340529913981,0.7898010374559618,0.49999999999999994,-0.8660254037844387,0.7541777043950664,-0.11388407179085,0.14987797987004245,0.6858901160146919,-0.47018381983915136,0.434217026495699,-0.7520859514020322,0.017196983856830547,-0.0226322185340635,0.07099977575763546,0.029785299564037068,0.08629209054721797,-0.1494622851191156,-0.427610671673704,-0.6839877623721679,0.25525124287158485,-0.270707843744474,0.4688797393728457
0.5686510312949475,0.790263976720452,0.9529527759533847,0.7898010374559618,0.258819045102521,-0.9659258262890682,0.9081189931972617,-0.3616937174405001,0.16610850257963097,0.7526430910945219,-0.5159435823373033,0.24664232750005166,-0.9204816975272344,0.1440585938802307,-0.06615917324333613,0.2054946033318034,0.030383721556249542,0.0451145587755471,-0.16836982551139396,-0.427610671673704,-0.7628892197086131,0.25518949610171204,-0.1401286912394145,0.5229673953036261
0.6364604508550895,0.790263976720452,1.0616197054759389,0.7898010374559618,1.2246467991473532e-16,-1.0,1.1270363990548191,-0.8369781241701071,0.1826297688104784,0.8384683447685891,-0.57477756269207,1.3001091742228643e-16,-1.0616197054759389,0.6215703245492404,-0.1356274929938439,0.4268506737142882,0.029594104044679104,2.1067521698130592e-17,-0.17202936971540383,-0.427610671673704,-0.7898010374559618,0.25518949610171204,-6.630429886915039e-17,0.5414156874889481
0.8339978873958539,0.790263976720452,1.0126592166743869,0.7898010374559618,-0.2588190451025208,-0.9659258262890683,1.0254786891155827,-1.0141236970138021,0.16714896348736538,0.7997992999187723,-0.5482695859877827,-0.2620954914739315,-0.9781536906154478,1.0028944372621913,-0.16529814476205695,0.5421986681963004,0.02724461882186573,-0.042720526715540066,-0.1594351762284991,-0.427610671673704,-0.7628892197086132,0.25518949610171204,0.14012869123941435,0.5229673953036261
