output_Ph,output_feed,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl input_Timepoint (hr)_cos
0.5456347480007424,-1.2784251589114193,-0.5267195053479327,-1.5709698614611363,0.575345696765843,-1.2797559319040672,0.0,2.4679463056192215,-0.9038507495404973,-0.08416557114840412,2.0104579990473996,-2.6622212326564356,-0.0,-1.5709698614611363,0.3310226707869734,0.030824460967720263,0.9750012190704467,0.0028703393386671355,0.0,0.053575547954893894,0.4972234637989984,0.0,1.6946354592572148,-0.3885299152778384
0.9355733079652001,-1.2784251589114193,-0.11375331786150646,-1.5709698614611363,0.5667024023707391,-1.2797559319040672,0.25881904510252074,2.4679463056192215,-0.8902723945420531,-0.07948024678260786,2.0104579990473996,-2.4317029713198495,-0.4065969194282106,-1.5174403615070713,0.32115161285276705,0.028671235456312637,0.8771981878871419,0.002559662507340997,0.013094459722896577,0.04886918898351431,0.5192108664639693,0.40062578948815536,1.4951558011921895,-0.39188658767245893
1.065552827953354,-1.2784251589114193,0.6777652081541434,-1.5674916354671342,0.7513731175563062,-1.2797559319040672,0.49999999999999994,2.457030027259431,-1.1777710768843737,-0.07350733357524897,2.006006718699073,-2.6068072162883684,-0.783745817733567,-1.3574875765341552,0.5645615617862827,0.035235552868023066,1.249566390437007,0.0021991298557184464,0.023447440455828254,0.0406121581769405,0.5451890141311903,0.8315218905495159,1.440238162037489,-0.36893561055765206
0.5023082413380258,-1.2784251589114193,1.4753364853407462,-1.0467340805054708,0.7376200067001615,-1.2797559319040672,0.7071067811865476,1.0956522352916334,-0.7720919994757327,-0.04921134294209527,1.3395641486530256,-1.4885587516708503,-0.740152766424484,-0.740152766424484,0.5440832742843462,0.0346785986877806,1.04896815421431,0.002210332983549203,0.03324404445573074,0.03324404445573074,0.5560413564616431,1.0055753482228758,1.0055753482228758,-0.30723093675307744
0.45898173467530906,-1.2784251589114193,1.5240649631220753,-0.956605312204747,0.0103434606924167,-1.2797559319040672,0.8660254037844386,0.9150937233383415,-0.009894609444946807,-0.04417516774001815,1.2242213227849672,0.5169092290587438,-0.8284445017644549,-0.4783026561023736,0.00010698717909556937,0.0004776516555680535,-0.005589170605789164,0.002132508829521525,0.03999226952976217,0.02308954757851226,0.5560413564616431,-0.4679636607743271,-0.27017894551902055,-0.2172450787683964
0.3290022146871552,-1.2784251589114193,1.482538493063144,-0.9778407972207606,0.9739733715679305,-1.2797559319040672,0.8968727415326884,0.9561726247093326,-0.9523908981257773,-0.050638545241381,1.2513975607010706,-0.1261497469599386,-0.8769987565858931,-0.4324879254454742,0.948624128523402,0.050438266413329304,0.1256508162864818,0.0026817984513443915,0.0464455267431546,0.0229043990730013,0.5562011695774985,0.11570418182712838,0.05705898804074269,-0.19222531473223844
0.3290022146871552,-1.2784251589114193,1.5143984385726863,-0.9577647208694146,0.8969276121033719,-1.2797559319040672,0.9025852843498605,0.9173132605420675,-0.8590456240462565,-0.04171500892361326,1.2257050829010765,-0.008626823030639394,-0.8644643429261853,-0.41232834046578243,0.8044791413534568,0.039065276186789774,0.008078848189235764,0.0018969985983510503,0.03931169354076676,0.018750715967874056,0.5526539850082908,0.00812980823837133,0.0038777196152310575,-0.18591331933691682
0.588961254663459,-1.2784251589114193,1.879759865794755,-0.936346171327402,0.6642317068515635,-1.2797559319040672,0.9108638249211758,0.8767441525594846,-0.6219508155847268,-0.04882481270265179,1.1982945670719047,0.3282126588737442,-0.8528838550655761,-0.386436647237249,0.4412037603869414,0.03463568247650847,-0.2328297602850646,0.002718994279562406,0.04749606183186615,0.021520185641066236,0.5561244122275738,-0.31928046165391394,-0.1446640951134115,-0.17934392695541088
0.588961254663459,-0.26852912747925584,-0.6505838225593839,-0.7715880979272964,-0.07555813319335507,-0.26980329619428806,0.9659258262890683,0.5953481928630632,0.05829975627359816,-0.03977342846326603,0.2081770121250657,0.41693371734604734,-0.7452968710452343,-0.19970169471801313,0.005709031491664785,-0.0038948319880214148,0.04082843350313275,0.00265714355176753,0.049791050245502066,0.013341471703579732,0.11722687666740217,-0.5219456423927381,-0.13985491337207773,-0.1124543276801165
0.3723287213498718,0.22221900028080568,-0.6339834501496018,-0.45427625286042866,-0.0870707179409328,0.22097233780641462,1.0,0.20636691391291212,0.03955415948007425,-0.019027079485625216,-0.10038248560450687,0.24547175794432508,-0.45427625286042866,-2.781639794970888e-17,0.007581309922749476,-0.0036469030918981032,0.047049349517730564,0.0017543013406939754,0.041884380629227114,2.5646786335926194e-18,-0.09601030586478246,-0.540357891038041,-3.3087378082687556e-17,-2.660484903442312e-17
