output_Ph,output_feed,poly_output_WCW_gl,poly_output_feed_%,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_gasflow output_agitation,poly_output_agitation output_glucose_gl,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glycerol_gl,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
-0.8456666045326477,-1.3037586374231471,-1.5942201916732508,-1.3050975446807038,0.0,2.5415380195386965,-2.326983787579546,-0.03592304206948603,2.080612857833161,-2.1176767744764455,-0.0,-1.5942201916732508,0.032890452888603434,1.9389045072931306,0.002855887097156244,-0.009188880403230834,0.0,0.022533300140793078,-1.733621725049021,0.5322072300857,-1.3050975446807038,-0.5416879387810184,0.0,1.3283464765640616
-0.7729693860642025,-1.3037586374231471,-1.5942201916732508,-1.3050975446807038,0.25881904510252074,2.5415380195386965,-2.1890489763732788,-0.04077371926229032,2.080612857833161,-2.8777301436335314,-0.4126145476920284,-1.5398984559287017,0.03511876183943472,2.478614200051551,0.003241516643245464,-0.01074488442364003,0.0066195467475970654,0.024704484785109566,-2.355834259486997,0.5482929958865108,-1.2606274242335431,-0.7583531342053599,0.46719479011003895,1.7435946937221432
-0.949916514987844,-1.3037586374231471,-1.5910922020772222,-1.3050975446807038,0.49999999999999994,2.5315743955109444,-2.4701952239323646,-0.04449142677256143,2.076530526291597,-2.968249098460022,-0.795546101038611,-1.377926266762198,0.04341271191334525,2.896282550281385,0.003544028606099275,-0.012212103269686341,0.013981410604136086,0.024216513527845977,-2.4347140947227603,0.5699706003892032,-1.130247628110186,-0.8147314471583149,0.9327709276008256,1.615606638427781
-1.114511858636321,-1.3037586374231471,-1.0697606027391044,-1.3050975446807038,0.7071067811865476,1.144387747172732,-1.7033024880984065,-0.031316639476356316,1.396141936030955,-1.8071787244594117,-0.7564349764430292,-0.7564349764430292,0.04661157030975025,2.689798126041633,0.0037102637725700935,-0.012786389986716442,0.020700152988440593,0.020700152988440593,-2.2047404905846877,0.5700361076219198,-0.9228433239536389,-0.7378598832125822,1.194536728693639,1.194536728693639
-1.4066778349465363,-1.3037586374231471,-1.039952701882831,-1.3050975446807038,0.8660254037844386,1.0815016221534002,-1.6884393772647472,-0.028065314786306878,1.3572397178113467,-1.2383963927960029,-0.9006254585647966,-0.5199763509414156,0.043815544655567584,1.9333833546139712,0.0034203658603077555,-0.011791713160831515,0.02337152019139348,0.013493553473871805,-1.5541361531667046,0.5702477084179287,-0.652548772340352,-0.5203153841119089,1.031280301666243,0.5954099597769641
-1.2695115371850174,-1.3037586374231471,-0.956355646600728,-1.3050975446807038,0.9569403357322088,0.9146161227850966,-1.456881705458676,-0.02214813972707291,1.2481374062201371,0.2002762549555818,-0.9151752935374944,-0.27761539021397513,0.03527952194857243,-0.3190177874779522,0.002935175415043747,-0.010105731353861759,0.022161680481108257,0.0067226722771097655,0.2733084177726415,0.5694989048921584,-0.37884981954322955,0.09138185211395708,-0.20039869826417983,-0.06079028051766746
-1.4190200437095863,-0.04276744551854757,-0.6926231904649768,-0.043836649140429944,1.0,0.4797268839698835,-0.7872041614948586,-0.01334825697328838,0.03036227978693837,0.37613913035477414,-0.6926231904649768,-4.241093866090807e-17,0.02190372019829316,-0.6172226293970298,0.0024425516899824005,-0.00840964089245592,0.019272032985680615,1.1800716754487987e-18,0.023806131981055065,0.019128779899531857,-2.684220602758655e-18,0.23697438685921962,-0.5430645920219069,-3.325311571749458e-17
-1.281855661250493,0.5940967928171088,-0.3123577885948204,0.5931638031526376,0.9659258262890683,0.0975673880958465,-0.18521915601299418,-0.005905965872012483,-0.18527933382725123,0.1693793280161605,-0.301714455046278,0.08084414457444641,0.011211717722535479,-0.3215449013596879,0.00951144344490695,-0.008250656647119757,0.01826343114612924,-0.004893671626626741,-0.3216493714899155,-0.25883592969270375,-0.15352208912134518,0.2366235614742913,-0.5237835371620055,0.14034737579127626
-0.9855756153525919,1.5204447758507909,0.0004411710080501754,1.5197099155789178,0.8660254037844387,1.9463185834400793e-07,0.00012778735141589706,1.2285421184597317e-05,0.0006704519553997981,-0.0002383533730799549,0.000382065300384641,-0.0002205855040250876,0.008066107201389606,-0.15649311734514576,-0.1564837445378789,-0.0005738914658914431,0.024116468779477766,-0.013923649741734686,-0.8210602643229257,-0.03131896332350173,-0.7598549577894586,0.011134251290344259,-0.4678912992883573,0.27013716759561673
-0.2270507386815277,0.7689449746147164,0.31324013061092076,0.7680493818730978,0.7071067811865476,0.0981193794251467,-0.10462777355404561,0.009438818614535376,0.24058388869356612,-0.17013925154575527,0.22149422049474193,-0.2214942204947419,-0.010064908506404787,0.18142482339041222,-0.12828495567351283,-0.013148922469771299,0.02130714425291166,-0.021307144252911657,-0.4171730701529499,-0.3351498772352992,-0.5430929262086036,0.2370156604339171,-0.38407153731985133,0.3840715373198513
-1.5246393953915782,0.7689449746147164,0.25190700127702453,0.7680493818730978,0.49999999999999994,0.06345713729238284,-0.1839433253923209,0.006680942852067213,0.19347701662032435,-0.131619483460913,0.12595350063851224,-0.2181578624970623,-0.01936606183955314,0.3815256487645884,0.0033615127837584896,-0.011573039608525584,0.013260732766851755,-0.02296826289778066,-0.4012999337141913,-0.3351498772352992,-0.6651502760630381,0.2279973843625238,-0.2612461797283867,0.4524916565728364
-1.290085715728283,0.7689449746147164,0.3991065116783754,0.7680493818730978,0.258819045102521,0.15928600766408121,-0.39718242016889677,0.010748032035375098,0.30653350959610454,-0.2164763685754411,0.10329636624679528,-0.3855072870702824,-0.026800404118771527,0.5397875760781989,0.004567180437236588,-0.011751412176513326,0.00697005763305819,-0.026012609218256405,-0.4165919026860846,-0.3351498772352992,-0.7418787338165801,0.23668547183633748,-0.14038409638153945,0.5239205802705509
-1.4793750534149388,0.7689449746147164,0.44817301514549235,0.7680493818730978,1.2246467991473532e-16,0.2008590515046017,-0.46319556718761884,0.009543643485971002,0.3442190072546979,-0.2431961386701046,5.488536484621454e-17,-0.44817301514549235,-0.022008335319752746,0.5608279664038797,0.005521275453153791,-0.009292197337417632,2.6078304700035724e-18,-0.02129455179909216,-0.41677351751947994,-0.3351498772352992,-0.7680493818730978,0.23678865577308109,-6.645410649961908e-17,0.5426389596240077
-1.3201253188070936,0.7689449746147164,0.3439066952778688,0.7680493818730978,-0.4999999999999997,0.11827181505694492,-0.3527971752175013,0.006612500908241618,0.264137324730187,-0.18580396115906478,-0.17195334763893433,-0.2978319346421883,-0.01972466255318383,0.5542411994741027,0.0026080502960000793,0.014614699241985074,-0.009613800776543276,-0.016651591398818093,-0.4149573691855259,0.5837863182298977,-0.6651502760630381,-0.4106568827725575,0.2701371675956167,0.4678912992883574
-1.425744670489082,0.14366008606698097,0.3255067564777,0.14263075598535888,-0.8660254037844385,0.10595464851263268,-0.3333669004344576,0.004107238275285269,0.04642727475475646,-0.17356923679263167,-0.28189712021316304,-0.16275337823885014,-0.012922673166287457,0.5461038217066547,0.0026821534425516603,0.01576185280318392,-0.010927492640345574,-0.006308990817471178,-0.0760546777198182,0.17816835101601752,-0.07131537799267951,-0.666085719435506,0.4617887812973662,0.2666138771907839
-1.3173826057486222,0.14366008606698097,0.3316400694110896,0.14263075598535888,-1.0,0.10998513563899232,-0.3339970913713699,0.009153352380284207,0.0473020738151406,-0.17912956577119002,-0.3316400694110896,-6.092129242099453e-17,-0.0277964204303648,0.5439712702866665,0.006641993054383917,0.048949088295090294,-0.02760026071800759,-5.070085641591063e-18,-0.07703950077758476,0.2529557796447802,-2.620084481661554e-17,-0.9579254208634451,0.5401324577252672,9.922072282032622e-17
-1.1911909908257867,-0.29056553098005744,0.21510712367668686,-0.2916877342144599,-0.8660254037844386,0.04627107465645745,-0.21645265249333884,0.004934620242115246,-0.0627441095186424,-0.11623720414173289,-0.1862882336390119,0.10755356183834346,-0.02308378719066782,0.5437490125675427,0.0038645085760478782,0.04400888303566655,-0.019866875697356925,0.011470146031825857,0.1576189859638772,-0.55957663234473,-0.14584386710723,-1.036649077432076,0.46797321228152505,-0.27018446008427244
-1.3653896607836937,-0.5974183003599646,0.15990730727618027,-0.5986061339556653,-0.5000000000000004,0.025570346920318735,-0.16131628135609066,0.0022552956819959797,-0.0957214949998549,-0.08637112688731276,-0.0799536536380902,0.13848379035193628,-0.014228039764644103,0.5448916688308534,0.001787522063798141,0.018021213162385728,-0.007051884371052535,0.012214222019763873,0.323326602342894,-0.7648741933864527,-0.5184081188667966,-0.6901589450719762,0.2700662288626338,-0.4677684297986056
-1.4463169337299255,-0.8093204014789193,0.12924074260923218,-0.8105535571731769,-2.4492935982947064e-16,0.016703169550185804,-0.12960870514316686,0.0030851800662405064,-0.10475654365361611,-0.0697521108965802,-3.165485235116463e-17,0.12924074260923218,-0.023939539876998598,0.5412434297062964,0.0035434677699160712,0.012247930177200751,-5.846849556317482e-18,0.023871574891586235,0.4374612870997406,-0.41587550960610675,-0.8105535571731769,-0.2769105743039244,1.3219004722302818e-16,-0.539706825327368
-0.7146752417574981,-1.3037586374231471,-1.5942201916732508,-1.3050975446807038,0.0,2.5415380195386965,-2.2356656452122645,-0.0399378841151077,2.080612857833161,-2.8833847416582103,-0.0,-1.5942201916732508,0.03513138688943206,2.53637134652211,0.003175067626829447,-0.010097289343815595,0.0,0.025051673742251354,-2.360463357798955,0.526030622389867,-1.3050975446807038,-0.7289912991422735,0.0,1.8086489913491102
