output_D0_%,output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_input_Timepoint (hr)_sin,poly_input_Timepoint (hr)_cos,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_agitation,poly_output_gasflow output_agitation,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl^2,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
0.43112408162986393,0.50620909116464,-1.3072540997790074,-1.5796783514650785,1.7422550125623009,-1.3072353489573265,0.0,1.0,2.4953836940874283,-2.752202526076185,-0.2821010972636464,2.0650113810177864,-4.250747410072043,-0.0,-1.5796783514650785,0.31113425736389755,0.02737529821147082,0.03189129962895602,0.0,0.17858135297100874,-1.3072353489573265,7.240911923503625,0.0,2.6908942609295567
0.39997631572310516,0.7141754237074621,-1.3072540997790074,-1.5796783514650785,1.5044570922888443,-1.3072353489573265,0.25881904510252074,0.9659258262890683,2.4953836940874283,-2.376558299396787,-0.2930229630166501,2.0650113810177864,-4.349619516536591,-0.4088508424953158,-1.5258521169098593,0.27906977044094566,0.028435164106762594,0.034408518841611384,0.04800972515116297,0.1791747335215576,-1.2626923845958842,7.581675709215866,0.7126541734177683,2.6596615834211135
0.3766155391246657,1.2526318944371009,-1.3072540997790074,-1.5633006982166364,1.3161635717749178,-1.3072353489573265,0.49999999999999994,0.8660254037844387,2.443909073044623,-2.057559430723031,-0.2798415863123955,2.043601933758457,-4.07308526976664,-0.7816503491083181,-1.3538581184095575,0.23560233945538822,0.03283730012049248,0.03204346442082545,0.08950344186234606,0.15502450875787058,-1.1320990209220603,6.788314589021156,1.3027197117013654,2.2563767286882452
0.22583130111736457,1.0946398039201073,-1.3072540997790074,-1.2364701767734558,1.197706615207471,-1.3072353489573265,0.7071067811865476,0.7071067811865476,1.5288584980501811,-1.480928510228319,-0.22120845025096533,1.6163575230097758,-2.6758932351950104,-0.8743164467314398,-0.8743164467314398,0.21427352570422434,0.02742391623205366,0.03200634887063805,0.12650365384177262,0.12650365384177262,-0.9243549798544884,4.683497272830932,1.530277307031463,1.530277307031463
-0.5302117000107713,0.33693483369981636,-1.3072540997790074,-0.9703333114862677,1.074829622947209,-1.3072353489573265,0.8660254037844386,0.5000000000000001,0.9415467353799062,-1.0429429873179017,-0.17217483324862162,1.2684540050456694,0.12015782175197566,-0.8403332978853864,-0.48516665574313395,0.1907165392664493,0.0376963232675929,0.03148454780869639,0.15366655737837784,0.08871942826784954,-0.6536176744786634,0.015334238424557844,-0.10724121790812702,-0.06191574602748046
0.10265586240168713,0.35627757492981255,-0.07079771272634168,-0.596838520677121,0.9678647591810815,-0.06969688249996955,0.9659258262890683,0.25881904510252074,0.35621621976405415,-0.5776589710851546,-0.10767695532195316,0.041597784247088945,0.32312989385789487,-0.5765017412461932,-0.1544731760020535,0.17461461822839294,0.015485026166993883,0.0325485647876607,0.17426481106422279,0.046694115393820665,-0.018038880575264708,0.2931167153864417,-0.5229547003254456,-0.1401252896302629
-0.5896755993485364,0.6851547192444617,1.1059434510879855,-0.20190827193986585,0.5408893112551355,1.1067935443785233,1.0,6.123233995736766e-17,0.04076695027774282,-0.10921002614626864,-0.0359891842375592,-0.22347077193966686,0.10931365222027101,-0.20190827193986585,-1.2363315947626504e-17,0.09641093397443946,0.013423309491313925,0.03177135825124796,0.1782452194344857,1.0914371872188025e-17,6.777155857200563e-17,0.2931167153864417,-0.5414025446804269,-3.3151344669655835e-17
-0.8027549865163183,0.5174956531911409,2.2897099352832933,0.10932735174101103,0.3773479906209739,2.290757435741569,0.9659258262890683,-0.25881904510252063,0.011952469838702748,0.04125445649938295,0.01961511145043532,0.250442443930655,-0.05912708754145351,0.10560211256643169,-0.02829600078119587,0.0677023889608375,-0.4284441096698826,0.03219021695140772,0.17330286002351386,-0.04643636138930441,-0.5928916520801317,0.2924928929596147,-0.5223979176303462,0.13997610015675133
-0.5549882928470871,0.44333309570080776,1.4712601108990004,0.2955629454815706,0.0750175492324157,1.471257341450501,0.8660254037844387,-0.4999999999999998,0.08735745474174186,0.02217240781394152,0.05265203196847222,0.4348491534004949,-0.15984816126249526,0.2559650192043952,-0.14778147274078524,0.01336374014660737,-0.42144761994267116,0.031734400671410215,0.15427508063053366,-0.08907075933128979,-0.7356286707252502,0.2924928929596147,-0.4683691596590355,0.27041306040926283
-0.7510782678133912,0.6609729963979634,0.6387596457527452,0.8107364792818381,-0.387318184236052,0.6366349569234534,0.7071067811865476,-0.7071067811865475,0.6572936388383104,-0.31401298104937114,0.1440822839010542,0.5161431835638652,-0.4389347929484374,0.5732772622554947,-0.5732772622554946,-0.0688333262499464,-0.015076520073718392,0.031583607854222255,0.1256654444432165,-0.12566544444321648,-0.4501688951809794,0.2931167153864417,-0.38282941069518267,0.3828294106951826
-0.45871317132453926,0.5819780499091343,1.2183485771836822,1.0515843211706966,-0.8249017178247546,1.2197958892683542,0.49999999999999994,-0.8660254037844387,1.1058295845320347,-0.867453712971286,0.1906587363771499,1.2827182321830684,-0.5691283746626798,0.5257921605853482,-0.9106987363552373,-0.1495597794580266,0.026131335811412238,0.032871930960604985,0.09065309007502857,-0.15701575787306746,-1.056374227538225,0.29290870074095077,-0.2706052016965632,0.46870195813087134
0.28883512370285713,0.6190593286543049,1.9770831783296363,1.23222020258734,-1.0352954168027573,1.9775232692387494,0.258819045102521,-0.9659258262890682,1.5183666276643855,-1.2757119282304383,0.2254294184609558,2.436744123442551,-0.6668903929114545,0.3189220561896904,-1.1902333173542594,-0.18940287073291673,-0.38599787918595696,0.03346913833704033,0.04734983787927764,-0.17671200069561335,-1.9101407978452984,0.29290870074095077,-0.1400755598057592,0.5227691060937457
-0.5153452468600336,0.502987498498976,1.9770831783296363,1.3586653195789904,-0.9981671169831097,1.9775232692387494,1.2246467991473532e-16,-1.0,1.84597145062668,-1.3561750449890961,0.23300044174442539,2.6867922845751555,-0.7349322221303254,1.6638851347349264e-16,-1.3586653195789904,-0.1711778285942351,-0.30876631476244115,0.029409558763580545,2.1001731704659186e-17,-0.1714921536501905,-1.9775232692387494,0.29259681721624314,-6.624386303619258e-17,0.5409221914621761
-0.6300263621280094,0.7383571465539605,1.9770831783296363,1.2924321630595554,-1.006123181230177,1.9775232692387494,-0.4999999999999997,-0.8660254037844388,1.6703808961108013,-1.3003459594216786,0.2291197134535047,2.5558146763628407,-0.6993535675379339,-0.6462160815297774,-1.1192790858776471,-0.178363446509002,0.11959320763900412,0.03142746855836521,-0.08863897077240514,-0.15352720090841857,-1.7125853877356114,0.2928047211069111,0.27055716637473803,0.46861875851291246
-0.5960467724189795,0.4675148185473061,0.6247090049907831,1.2563049867762266,-1.0512075452968919,0.643799034030021,-0.8660254037844385,-0.5000000000000004,1.5783022197988148,-1.3206372812932814,0.22422461068924013,0.8088079369336331,-0.6797442876349074,-1.0879920334492852,-0.6281524933881139,-0.18761893415915532,0.04784928450067587,0.03185491055391789,-0.15456772921744827,-0.08923972007172304,-0.3218995170150108,0.29275273821206765,0.46857715870393285,0.2705331487138259
-0.5295036005653146,0.38852426713714777,0.6247090049907831,1.23222020258734,-1.005239174091614,0.643799034030021,-1.0,-1.8369701987210297e-16,1.5183666276643855,-1.2386760187478991,0.2259185157942139,0.7933021761380064,-0.6664168721595293,-1.23222020258734,-2.2635517904149335e-16,-0.18430321281222606,0.022059236364679314,0.03361452685322191,-0.18334264875697065,-3.367949819211323e-17,-1.1826396394785346e-16,0.2924928929596147,0.5408261208185259,9.934814666335311e-17
-0.590383316140956,0.3691771308284808,0.6247090049907831,1.1057750855956903,-1.007891195507303,0.643799034030021,-0.8660254037844386,0.5000000000000001,1.2227385399241562,-1.1145009729832307,0.20054909999665907,0.7118969319609693,-0.5982976313510043,-0.9576293149977798,0.5528875427978452,-0.18279637042523558,0.03229030829131371,0.03289332935556665,-0.15706685524538583,0.09068259115669151,0.32189951701501057,0.29275273821206765,0.4685771587039329,-0.2705331487138257
-0.569854363344788,0.3546689761363159,0.6247090049907831,1.0696479093123616,-1.008775202645866,0.643799034030021,-0.5000000000000004,0.8660254037844384,1.1441466498963062,-1.0790342864763045,0.19069022584787962,0.6886382907675299,-0.578493529435051,-0.5348239546561813,0.9263422625694183,-0.1798382154983544,0.027411313209530563,0.03178155723063201,-0.0891369132719886,0.15438966261694465,0.5575463184018803,0.2924928929596147,0.27041306040926316,-0.4683691596590353
-2.5505735672833727,-1.2220061634352661,-1.3072540997790074,1.0455631251234758,-1.0096592097844292,-1.3072353489573265,-2.4492935982947064e-16,1.0,1.093202248617969,-1.055662438691907,-14.28659930591326,-1.3667970767276998,-0.4384514511471455,-2.5608910689779364e-16,1.0455631251234758,13.796007356334114,141.32295183680665,186.70554326589985,3.346720573876642e-15,-13.664023685060702,-1.3072353489573265,0.17585005451284785,1.0270985143349483e-16,-0.41934479192288515
2.2709620990775266,1.3063031008376231,-1.3072540997790074,-1.5796783514650785,0.5930457324303545,-1.3072353489573265,0.0,1.0,2.4953836940874283,-0.9368215049489825,-0.05991436528492065,2.0650113810177864,-4.023865139673739,-0.0,-1.5796783514650785,0.022493160465572832,0.006610246716938444,0.0014385487794924792,0.0,0.03792820559283657,-1.3072353489573265,6.488577568510102,0.0,2.5472686486725546
2.3281389118238085,0.6857172893143348,-1.3072540997790074,-1.5796783514650785,0.7914522946094428,-1.3072353489573265,0.25881904510252074,0.9659258262890683,2.4953836940874283,-1.2502400560118982,-0.05713788974578349,2.0650113810177864,-3.0518377537866783,-0.4088508424953158,-1.5258521169098593,0.02862729232599818,0.005544630484227191,0.0013083112037386452,0.009361636215031536,0.0349381019964745,-1.2626923845958842,3.7323773884976763,0.5000218762954615,1.8661070472305823
2.1601193305079796,1.0297886601016357,-1.3072540997790074,-1.5796783514650785,1.057388162103361,-1.3072353489573265,0.49999999999999994,0.8660254037844387,2.4953836940874283,-1.6703331887701265,-0.054824160129840246,2.0650113810177864,-3.264985679388296,-0.7898391757325391,-1.368041582177081,0.03669760863962417,0.005320107390744117,0.0012044995489327174,0.017352950389866825,0.030056191736471508,-1.1320990209220603,4.2719408289269545,1.0334336975499387,1.7899596704102627
1.5507348788699744,0.7071884792429894,-1.3072540997790074,-1.0542085724240626,0.7093633917224796,-1.3072353489573265,0.7071067811865476,0.7071067811865476,1.11135571417238,-0.7478169685176463,-0.030565336619306105,1.3780987110465746,-1.4960390660622156,-0.7454380303460444,-0.7454380303460444,0.02056702195425573,0.004444467326159102,0.0008406307636139862,0.02050159461619981,0.02050159461619981,-0.9243549798544884,2.0138762581978806,1.003463068129037,1.003463068129037
0.7312005628399322,0.38458829838433894,-1.3072540997790074,-0.9520890874631865,0.280991212517603,-1.3072353489573265,0.8660254037844386,0.5000000000000001,0.9064736304664833,-0.267528667111059,-0.023002639860667737,1.2446045104884012,0.5154634547150347,-0.8245333364090638,-0.4760445437315934,0.006788797131134741,0.0037035411176644427,0.0005837141012996565,0.020923326121215585,0.01208008796842615,-0.6536176744786634,0.2931167153864417,-0.4688683573667893,-0.2707012723402135
0.31290703801186937,0.43067403850700214,-1.3072540997790074,-0.9579296476289915,0.2225406605158155,-1.3072353489573265,0.8968727415326884,0.44228869021900125,0.9176292098066038,-0.21317829651103815,-0.026651409406125738,1.2522394971948534,0.3413778531311923,-0.8591409892644557,-0.423681449171776,0.006191500876496245,0.0042648488513726416,0.0007740573379117119,0.024952691128148203,0.012305305497018186,-0.578175410298315,0.12699992258640416,-0.3196189738924306,-0.15761863504787094
0.13636108988299847,0.43067403850700214,-1.3072540997790074,-0.9775587467429333,0.2213560909501411,-1.3072353489573265,0.9025852843498605,0.43051109680829525,0.9556211033336144,-0.2163885828531347,-0.030061157285482837,1.2778993494247852,0.07958921901114972,-0.8823301393976637,-0.4208498882548427,0.006806977369209385,0.004713895038339303,0.000945639620337119,0.027755629302899026,0.013238756072122932,-0.5627793238661932,0.006628614375203218,-0.07348515688873733,-0.03505062185241337
0.9574000588800481,1.075874400224303,-0.46407514765366115,-0.9775587467429333,0.6622634913798401,-0.46425477274789906,0.9108638249211758,0.4127070298043947,0.9556211033336144,-0.6474014686468759,-0.03177933487896503,0.4538363138168615,0.048738240716360334,-0.8904228991434192,-0.40344536682758253,0.02152944090653921,0.005665748731482881,0.0010568269388634784,0.0296111580176133,0.013416641148939394,-0.19160120833329966,0.002485730065859177,-0.04541302556674595,-0.02057637418821049
1.0501869918455053,0.6150169989976589,-0.2276028636298387,-0.796922865326291,-0.09471182137168714,-0.22783812389596333,0.9659258262890683,0.25881904510252074,0.6350860532798657,0.07547801606779676,-0.02555689357843172,0.18156941052573758,0.4276280225710994,-0.7697683771789495,-0.20625881502411536,-0.0030373578733050664,0.00491596582247407,0.0010284508784378175,0.03097672889210051,0.008300189490796157,-0.05896884566470304,0.2879385002137412,-0.51831484453295,-0.13888204401766682
