output_Ph,output_acetate_mmol_l,poly_output_WCW_gl,poly_input_Timepoint (hr)_sin,poly_input_Timepoint (hr)_cos,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_gasflow output_agitation,poly_output_agitation^2,poly_output_agitation output_feed_%,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glucose_gl,poly_output_glycerol_gl output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
0.7379621062025282,-0.4809370288350122,-1.5643538848815794,0.0,1.0,2.44720307714409,-2.1226155300743157,-0.08018752932451974,1.9753179519489708,-3.5935150139390166,-0.0,-1.5643538848815794,1.8410800193053967,0.06955176570844654,3.1168850870536335,0.0077121424252776585,0.002627505628455907,-0.06472526439530629,0.0,0.05125920042739554,0.4754881233578262,-0.8650119888548334,0.0,2.2971241025882345
0.6648221976025059,-0.17620049028822485,-1.5643538848815794,0.25881904510252074,0.9659258262890683,2.44720307714409,-1.5816054795208363,-0.08798686549930931,1.9753179519489708,-3.1517213799311383,-0.404884578687469,-1.5110498188627537,1.0221774875216247,0.05686512488451597,2.036929362739829,0.008462352696143188,0.0031634842946618776,-0.07102068339965228,0.014557240999097235,0.05432836302665561,0.5118321294046594,-0.8166544852127275,0.5214456433844098,1.9460616344960597
0.9316071784301964,0.2746176412692571,-1.5643538848815794,0.49999999999999994,0.8660254037844387,2.44720307714409,-1.5095614275627105,-0.06730611894177864,1.9753179519489708,-2.6196696230614527,-0.7821769424407896,-1.3547702048163253,0.9311755631839601,0.041517895242281375,1.6159477130710034,0.006473331148481083,0.0018511392410847823,-0.05432772877061888,0.021512433852802323,0.03726062842751832,0.5375376641250297,-0.7128832543491854,0.8373008333915953,1.450247584654007
0.6241024467665754,1.0708684468869294,-1.0361080542816212,0.7071067811865476,0.7071067811865476,1.0735199001472469,-0.961608555393476,-0.05110052517319634,1.308299138424382,-1.5187678315870974,-0.7326390312245339,-0.7326390312245339,0.861363644660052,0.045773443216940164,1.3604406777277533,0.007420421830486165,0.0024324315484215097,-0.062276230788042425,0.03487428528602063,0.03487428528602063,0.5376641094548243,-0.6241592076735202,1.0365048590495014,1.0365048590495014
0.4457770047284842,2.1629275572397746,-1.0431424379746066,0.8660254037844386,0.5000000000000001,1.088146145903606,-0.8026605792316936,-0.05921683239863254,1.3171814920426637,-0.13017373476273653,-0.9033878510516423,-0.5215712189873034,0.5920748861519475,0.04368072907512102,0.09602140828118767,0.008541320907995151,0.003222575618659935,-0.07168091891562954,0.04916229972239858,0.02838386697870789,0.5375376641250297,-0.05312349568948097,0.10807130177630796,0.062394995172224695
0.4443765328580442,1.6646075305450503,-0.945813249808732,0.8898149277675999,0.45632159090047575,0.894562703513755,-0.5560025845954168,-0.04893171816466273,1.1942834096517827,0.360686526665909,-0.8415987485601958,-0.4315950068474697,0.3455754111618072,0.030412805789223982,-0.2241795239923118,0.007786009651456979,0.0026765178484877096,-0.06532615207438604,0.04603464084800976,0.02360783112618482,0.5375376641250297,0.16234219738671019,-0.339331528435318,-0.1740185493255023
1.2250679074660267,1.0374164080578865,-0.9534540458890437,0.9135454576426009,0.4067366430758002,0.9090746176221867,-0.7366808597031504,-0.04958736196141205,1.2039314834095713,0.11304366273805588,-0.8710236126928957,-0.3878046979519496,0.5969792561940384,0.0401837866023516,-0.09160645455890855,0.007824913028546671,0.0027048455854192834,-0.06567094173272972,0.047511790916034566,0.02115361220620012,0.5313160924056726,0.049888152261880696,-0.10831201047905668,-0.0482236140287148
1.2363011453720787,1.0074018545981713,-0.945813249808732,0.915135660599092,0.4031460314822205,0.894562703513755,-0.7311717300392709,-0.04624196481300222,1.1942834096517827,0.174497500621874,-0.865547433167088,-0.38130085818369236,0.5976239526963469,0.03779591668636791,-0.1426257085345416,0.007355956728684537,0.002390351510707775,-0.06173520446241238,0.04474210001298299,0.01971030180225565,0.5295299575937257,0.07736995537052099,-0.1688376490145199,-0.07437829285379645
0.6886930736774078,-0.5836001824827679,-0.7881460291038874,0.9659258262890683,0.25881904510252074,0.6211741631922257,-0.45920777871902735,-0.036696138645653874,0.1930901413091776,0.43048948995168423,-0.7612906043986205,-0.20398720265401166,0.3394728830194564,0.02712790279047953,-0.3182426671236574,0.007005222869758745,0.0021678406335846534,-0.011406885566806458,0.0449735794307342,0.012050634289202177,0.1042942349470638,0.23252130690283268,-0.5275937465080216,-0.14136831830853483
0.6732446707868229,-0.5697579595190255,-0.4667474638209384,1.0,6.123233995736766e-17,0.2178531949832782,-0.09673953787911822,-0.023525564801092073,-0.11764634277206731,0.25584049890077704,-0.4667474638209384,-2.858003937892286e-17,0.042958002933047114,0.0104467243061438,-0.11360811869811667,0.007583442054004924,0.0025404823613115416,0.012704411614014659,0.05040319792742859,3.0863057504307964e-18,-0.10730089841941234,0.23334270099080323,-0.5481347382295084,-3.356357263371199e-17
0.6255068470293735,-0.3425147991975888,-0.08470765980535615,0.9659258262890683,-0.25881904510252063,0.007175387629699949,-0.01012262437456657,-0.004180831080293362,-0.08488780039432796,0.046271753967270256,-0.08182131629050193,0.021923955623691448,0.014280416545642997,0.005898076143531327,-0.06527753046041693,0.007677343427114415,0.0024360145296677,0.04946095912050206,0.047674233063301236,-0.012774272249084688,-0.25974910434479365,0.14158744358587705,-0.5276392039088522,0.14138049858237733
0.5581093837891203,-0.23293053406796194,0.29733214421022613,0.8660254037844387,-0.4999999999999998,0.08840640398065071,-0.08899922353195791,0.016949696000118336,0.22306711548136915,-0.16239038206204398,0.257497190247754,-0.148666072105113,0.08959601830456797,-0.017063354182389644,0.1634793098896219,0.012773608318751005,0.0032496762854341017,0.042767487702135454,0.049368585295464736,-0.028502966009847547,-0.02719963764975449,0.019801034053635296,-0.4729868563977285,0.27307908886438326
0.7729374474824703,-0.17525460505236887,0.5641535946338074,0.7071067811865476,-0.7071067811865475,0.3182692783382463,-0.37769644279106385,0.028978402208310113,0.42324423206134093,-0.3084887937748352,0.3989168323963319,-0.39891683239633186,0.4482198333494653,-0.03438924262182605,0.36608974846083897,0.008417444883466692,0.002638482102108943,0.03853636660458976,0.0363213580563072,-0.03632135805630719,-0.3193747538070795,0.2327817489307258,-0.38665803085033196,0.3866580308503319
0.4570102426345361,-0.582446663902456,0.782462054071283,0.49999999999999994,-0.8660254037844387,0.6122468660614514,-0.7964956110649983,0.04147741548628613,0.587025509263136,-0.429336514208431,0.39123102703564144,-0.6776320163230841,1.0361919245530766,-0.0539595728854746,0.5585404649546013,0.008622944980707996,0.002809938426453838,0.03976876371027754,0.026504426170235403,-0.04590701275230592,-0.3193747538070795,0.23358310901655077,-0.27434973490057446,0.47518767989084754
0.493518756878288,-0.4786299916743884,1.0492835044948643,1.2246467991473532e-16,-1.0,1.100995872805024,-1.0799554064854213,0.05271198324926519,0.7872026258431077,-0.5713464564615489,1.2850016851777529e-16,-1.0492835044948643,1.0593170317938452,-0.0517046364139224,0.5604277998426314,0.00016097123534203486,0.0025236726555494275,0.0376886168714711,6.15215633204853e-18,-0.050236168798480516,-0.17368696531497024,0.12606085003843237,-6.668337071082233e-17,0.5445110439781485
0.514580832427634,-0.42787517414066656,0.9583216463959161,-0.4999999999999997,-0.8660254037844388,0.9183803779509793,-0.9871673358172149,0.04579289356262181,0.7189604270090265,-0.5220873173906516,-0.4791608231979578,-0.8299308907753914,1.061106456867782,-0.049222794631602645,0.5611918095662931,0.01505920481784455,0.002283355732747964,0.03584928326018616,-0.023892235834826976,-0.04138256637233816,0.25691441857352737,-0.18656348048256052,0.27239670488198425,0.47180493266994233
