output_Ph,output_feed,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_glucose_gl,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_feed_%,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow output_feed_%,poly_output_agitation output_glucose_gl,poly_output_agitation input_Timepoint (hr)_sin,poly_output_feed_% input_Timepoint (hr)_cos
0.6147039817145286,-1.2779068991913998,-0.18507098276004078,-1.5860500777079656,1.5793897197798379,-0.40457293900313834,2.5155548489974437,-2.504991187787974,-0.6870070621945197,2.0268711955290297,0.6416729413444676,-0.0,-1.5860500777079656,0.6841220883858873,-2.0183596814058795,1.5793897197798379,-0.043795705943964716,-0.1752431844205147,0.0,-1.2779364435063136
1.2597798707312702,-1.2779068991913998,-0.17578332022924903,-1.5860500777079656,1.3789563818695587,-0.4100203130783509,2.5155548489974437,-2.1870938766201085,-0.6911442844615442,2.0268711955290297,0.6503127494197628,-0.4104999665971545,-1.5320067318459076,0.6009002081625316,-1.762218614396718,1.3319695825739375,-0.043795705943964716,-0.1786722877670787,0.11278414612917328,-1.2343918151387492
1.1818177112968695,-1.2779068991913998,-0.11032741286938327,-1.5739473858909399,1.2743824664381085,-0.44429446723925864,2.477310373552923,-2.0058109516755094,-0.6856410589874848,2.011404724591527,0.6992961152770389,-0.7869736929454698,-1.363078420401663,0.555144950635759,-1.6285797968267204,1.1036475900728717,-0.06890233358339434,-0.19354301913197086,0.21780939602354454,-1.1067254244984048
0.9418259982772996,-1.2779068991913998,-0.001971350010146028,-1.1538110842427571,1.154122463691941,-0.4438763458894047,1.3312800181214468,-1.3316392911813204,-0.5026590605368081,1.4744972334753528,0.5121494479203672,-0.8158676418762565,-0.8158676418762565,0.5027947133343368,-1.4748951566212236,0.8160878203962965,-0.04379294257071729,-0.19337521546320682,0.30805184244152617,-0.9036375251287337
1.2720088658256536,-1.2779068991913998,-0.30293584297223153,-0.8889103296762225,0.8979163708848887,-0.4468084382393206,0.7901615742050906,-0.7981671372649637,-0.3848739145518329,1.1359709053024565,0.3971726361374326,-0.7698189271860091,-0.44445516483811137,0.38877328462199173,-1.1474800535747307,0.4489581854424445,0.004668334069278033,-0.19345586043824559,0.37496536616607207,-0.6389682217531569
0.5719076449013109,-0.038734535537925045,-0.2996188206398059,-0.5256443298825337,0.8552153554170464,-0.4480654237393516,0.27630196153765796,-0.4495391024034463,-0.22776845013536123,0.019749336285197244,0.23552304940500499,-0.50773343367595,-0.13604676352375178,0.3705758151692285,-0.03213187071602226,0.22134602164605283,-0.0002626728798602076,-0.19415251211244375,0.418548086400446,-0.009724264237541738
0.642218706075179,1.14059143555274,-0.2671120017820347,-0.14601499676480487,0.5789659288189661,-0.4489881743045464,0.021320379280225975,-0.08453770822343358,-0.0631463925146258,-0.16648973232443892,0.06555900681851398,-0.14601499676480487,-8.940839920776471e-18,0.25038256757068655,0.66015056432391,3.545143857717606e-17,0.05914360542369841,-0.19417172288630294,0.43246511600681325,6.981855367584038e-17
0.43891603674560936,2.3269581587096178,-0.21348680740782033,-0.05678851882805833,0.3506462134603002,0.2114403960532407,0.0032249358706847356,-0.019912679095077622,-0.02474735516662937,-0.13221920236803517,-0.01200738691228157,-0.05485349697272456,0.014697950215864572,0.15280494299577213,0.8164002797372812,-0.09075391813660952,-0.45601628319598203,0.09214169845748792,0.42093208241918195,-0.6026015188866627
0.3793004575630585,1.506710542995812,-0.16970211261980206,0.3911345752571733,-0.014491041254512801,0.06093637098435744,0.1529862559616094,-0.00566794726611804,0.16943929442873498,0.5894013961979476,0.023834321582680187,0.33873247847114846,-0.19556728762858658,-0.0062775115293449354,-0.02183657617625882,0.007245520627256397,-0.4420288396635609,0.026397604195048226,0.37516175418170083,-0.7534509008956987
0.6299897109807955,1.506710542995812,-0.2583771763066472,1.044432939666018,-0.6497775775005715,-0.4441266944092232,1.0908401654593998,-0.6786491053979857,0.45204158851016574,1.5738578786330089,-0.4638605490259762,0.7385256141324416,-0.7385256141324414,-0.2812305866239451,-0.979151002299261,0.4594621313136215,-0.1533534558899384,-0.19222271609387687,0.3060432704430886,-1.065540482628924
