output_Ph,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_glucose_gl,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_feed_%,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_sin,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_cos
-0.9218664211625118,-0.2645748146723647,-1.556433845021039,1.1907987769930977,-1.2196065654346138,-0.4478550400952887,2.422486313926976,-1.8533995191217179,1.8982369360522995,0.6970567420675619,-0.0,-1.556433845021039,1.4180017272882572,0.47001749154247985,-1.4523060065322904,1.1907987769930977,0.15579419834583624,0.0,0.5462069472631963,-1.2196065654346138
-0.7173621381555699,-0.21274513005056997,-1.556433845021039,1.239392950267979,-1.2196065654346138,-0.4585531871723117,2.422486313926976,-1.92903313507756,1.8982369360522995,0.7137077002572533,-0.40283472153359007,-1.5033996478162188,1.536094885173965,0.48127176626910767,-1.511571779300203,1.1971616595844439,0.1507865921847367,0.10050266862792902,0.5592544776763186,-1.178049479465002
-0.6784780124401698,-0.17259661853732963,-1.556433845021039,1.499889861381378,-1.2196065654346138,-0.46968756799408,2.422486313926976,-2.3344793440578915,1.8982369360522995,0.7310376274116067,-0.7782169225105194,-1.3479112490981118,2.2496695962746496,0.581154754271208,-1.8292755223695414,1.2989427228349937,0.15012908961000834,0.19373247637528943,0.5728340416285965,-1.0562102682886638
-0.720242373904631,-0.12726241211874173,-1.0654935386423559,1.3039990939535355,-1.2196065654346138,-0.478272098020283,1.1352764808886096,-1.3894026090029785,1.2994829151563765,0.5095958301535349,-0.7534177064844606,-0.7534177064844606,1.7004136370316416,0.5068814611188595,-1.5903658563065197,0.9220666019956589,0.15109783292170154,0.27486163148182535,0.5833037908097243,-0.8623920727984502
-0.6554323540365321,-0.10422069561817812,-1.028315057560981,1.163951447841754,-1.2196065654346138,-0.4792394431835107,1.0574318576066435,-1.1969088000855805,1.2541397955366451,0.49280913560274425,-0.8905469629418667,-0.5141575287804906,1.3547829729329155,0.45309813545169864,-1.4195628276349277,0.5819757239208772,0.1515356514301066,0.33712273517604824,0.5844835713218381,-0.609803282717307
-1.2531048495401698,-0.15768515556344634,-0.917517038734999,1.9503396618305404,-1.2196065654346138,-0.3359268294319512,0.8418375163690417,-1.7894698710501769,1.1190098043393297,0.308218589772041,-0.886253403774403,-0.237470883830685,3.8038247965092666,0.7527119146680908,-2.3786470563960513,0.5047850489005536,0.14894882303812834,0.3727883364946792,0.4096985666808413,-0.31565740666655173
-0.8296951047808159,-0.20239882351701993,-0.8866066652078413,1.6999675941305503,-0.35662556004103346,-0.4794036477142706,0.7860713787909691,-1.5072025995934841,0.31618659851585945,0.42504246938842416,-0.8695707667432456,-0.17296837981704344,2.8898898210940116,0.6705157129441818,-0.6062518953084157,0.331647225355912,0.1555738623747409,0.3868496927855131,0.17096759435181605,-0.06957419534758733
-1.3150308612482162,-0.2935710830516236,-0.3212479446315619,1.388694212665698,0.058053624368868705,-0.43955524960134407,0.10320024193000307,-0.44611516154060066,-0.018649607506911827,0.14120622048644496,-0.3205601281226649,0.021010620837655914,1.928471616291203,0.5371340884975833,0.0806187321853163,-0.09082494705212654,0.14960709122646668,0.3859626102668689,-0.025517775349720755,-0.003796888696875307
-1.3711964014581404,-0.29411637168520377,-0.057004194796997205,0.6908666591099828,0.7058497556902834,-0.4829810105800462,0.003249478224454003,-0.03938229761465612,-0.0402363969707818,0.027531943610355523,-0.053978989560884795,0.018323397895584046,0.47729674066978917,0.2688046557211541,0.48764806254734366,-0.22207180950009447,0.1513857874578645,0.36843466694258037,-0.34091202832097184,-0.22688796805345193
-1.2444660284983806,-0.29029935125014267,0.4223216769959342,0.3423758081221588,1.6495250888609259,0.05640513279658738,0.1783555988606582,0.1445927254489883,0.6966302017746135,0.02382111027383315,0.3511476410387701,-0.23462935249786038,0.1172211939873013,0.1333046893524312,0.5647574853165352,-0.1902138074987024,0.15159494285029412,0.3237343169247232,0.09304168168850313,-0.9164270379901448
-1.4388866570753003,-0.28571892672806926,0.4223216769959342,0.16474697630797694,0.7865440834673453,1.0534550435707903,0.1783555988606582,0.06957621931439426,0.3321746163611593,0.44489690064064114,0.2784560303533123,-0.317518248326822,0.027141566202621113,0.0642364534083201,0.12958075948417416,-0.123863334950133,0.15202961817585867,0.2570853661828066,0.8285888317194395,-0.5913551522878175
