output_Ph,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_glucose_gl,poly_input_Timepoint (hr)_cos,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_sin,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glucose_gl^2
0.40976767584941814,-1.5828780124319277,1.6330739278568278,-0.4061928075103538,1.0,2.50550280224045,-2.584956813080417,-0.5622032375356043,2.014533997574655,0.6429536638161334,-0.0,-1.5828780124319277,2.6669304538457275,0.5800317157514238,1.6330739278568278,0.12615131781647954,0.0,0.5169629079897881,-1.2727032542953405,0.16499259687314333
0.5556212799808544,-1.5828780124319277,1.402323056378138,-0.4061928075103538,0.9659258262890683,2.50550280224045,-2.219706332267293,-0.5611444070669946,2.014533997574655,0.6429536638161334,-0.4096789756914075,-1.5289427520731078,1.9665099544497222,0.49713606090129897,1.3545400569562647,0.12567658886711158,0.09175366545054313,0.5169629079897881,-1.229336942526013,0.16499259687314333
0.5434712741105834,-1.2923681176862332,1.7948647687786679,-0.4061928075103538,0.8660254037844387,1.6702153516118574,-2.3196260027278233,-0.4618676922780303,1.6448011091268124,0.5249506340598423,-0.6461840588431165,-1.1192236209573552,3.221539538202901,0.6414504020658685,1.554398486120009,0.12772111390567994,0.17869045435170838,0.5169629079897881,-1.1021933496988914,0.16499259687314333
0.786567752154735,-0.7348094937837258,0.8356130616737703,-0.40935820621233876,0.7071067811865476,0.5399449921546954,-0.6140164108475724,-0.2612544775191371,0.21078504105435314,0.3008002962831027,-0.5195887759347269,-0.5195887759347269,0.6982491888398121,0.29709422058719503,0.5908676623575757,0.12640899168529085,0.2514050433914273,0.11742715225152037,-0.20283833178955446,0.16757414099338366
0.27909622568700626,-0.5254541850196215,2.466783015230024,-0.4108622967179749,0.5000000000000001,0.27610210055463463,-1.2961814588879368,-0.1868524784322433,-0.10131104712321412,0.2158893132772334,-0.4550566727518408,-0.2627270925098108,6.0850184442273285,0.877192595074831,1.2333915076150122,0.12645267321812084,0.3079602326820634,-0.07921697207986342,0.09640331166020782,0.16880782686436926
0.26542586307230187,-0.1503850496554273,0.8983843715396205,-0.4110999801559026,0.25881904510252074,0.02261566315986533,-0.13510357832364567,-0.05331566087102427,-0.13927732123423045,0.061823290929090585,-0.14526080334994118,-0.038922514949512856,0.8070944790266389,0.3185021156995447,0.23251898517691277,0.12568986697496404,0.3424474301068484,-0.38073534654375835,0.23970217364608645,0.1690031936841835
0.38241410253485314,0.33251878348140707,0.852411017835054,-0.4108622967179749,6.123233995736766e-17,0.11056874136795487,0.2834426746766601,0.12410844932993627,0.2630997565751252,-0.13661943108303792,0.33251878348140707,2.0360903192343848e-17,0.7266045433265927,0.3181516800574262,5.219512122748182e-17,0.139306163790207,0.37323740941953687,-0.3250877111982469,4.844903367153559e-17,0.16880782686436926
0.42496053655607535,0.2745777518423765,0.6561401616347894,-0.4110207523432601,-0.25881904510252063,0.07539294180681368,0.180161490475174,0.09845567258960804,0.21725491388583104,-0.11285715413897454,0.26522174182894226,-0.07106595153824076,0.43051991171012755,0.23527296182354887,-0.16982157008772972,0.12857330186041419,0.346353177782432,-0.325213086480822,-0.20478610877417427,0.16893805885681953
0.3079680143984693,0.6437042172948751,0.5518160128436578,-0.4110207523432601,-0.4999999999999998,0.41435511936320785,0.3552062946383055,0.22843999264541137,0.50931986789893,-0.264575791679069,0.5574642047005404,-0.3218521086474374,0.30450091203067187,0.19583038689007048,-0.2759080064218288,0.12594228428994592,0.30733810895731667,-0.325213086480822,-0.39561638266043464,0.16893805885681953
0.3717801707139568,0.5280078624515543,0.38914106896596085,-0.4113376635938303,-0.7071067811865475,0.2787923028106595,0.20546954401682985,0.18782187636684583,0.41777712111870463,-0.21718952049999485,0.3733579400593079,-0.37335794005930784,0.1514307715559707,0.1384244647517782,-0.2751642887040128,0.126535262581912,0.2515305772484849,-0.3254638370459719,-0.559486053855371,0.1691986734908311
0.4978884092955571,0.5837203928736987,0.22027740439726465,-0.4114168914064728,-0.8660254037844387,0.34072949705662514,0.12858041303596993,0.20923754464814698,0.46185870062764106,-0.24015242948666216,0.2918601964368493,-0.5055166889356562,0.04852213488799607,0.07895955632223951,-0.1907658280877292,0.128490049932805,0.17922754387426404,-0.3255265246872594,-0.6852276750744841,0.16926385853456544
0.3748208842028156,0.7384774218241024,-0.022850908463423625,-0.4119702481603983,-0.9659258262890682,0.5453489025439732,-0.01687487996840764,0.2623500261701884,0.5843075325969108,-0.30423072672972656,0.1911320211462858,-0.7133144138712668,0.0005221640176037654,-0.00811796847977256,0.022072282638988326,0.12620826027232857,0.0919475413185522,-0.32596435868187684,-0.7642721626295453,0.16971948536934015
0.3535487378659682,0.7879996710882299,-0.4206972385990954,-0.4119702481603983,-1.0,0.6209434816351584,-0.33150928564381377,0.279561295158729,0.6234911588270758,-0.32463242004853027,9.650212749273679e-17,-0.7879996710882299,0.1769861665649042,-0.14925217510566124,0.4206972385990954,0.1258641407186016,4.344720662241146e-17,-0.32596435868187684,-0.7912327653208696,0.16971948536934015
0.47205947542047627,0.9360711963879746,-0.5833721824767922,-0.4138481949069415,-0.9659258262890683,0.8762292847072142,-0.5460778967905148,0.33347167023174024,0.740650201255272,-0.38739137492954445,-0.24227305319710982,-0.9041753438364512,0.3403231032877358,-0.20782403817993456,0.5634942573929527,0.1269112511850187,-0.09220326358845593,-0.32745025167926956,-0.7642721626295454,0.17127032842773385
0.6148766487581084,1.1160845724630823,-0.9096061731880432,-0.4125248428488962,-0.8660254037844388,1.2456447728901012,-1.0151974169123577,0.3974636153810558,0.4455412127610679,-0.4604126128614105,-0.5580422862315408,-0.9665575925249237,0.8273833903017963,-0.3239318659968353,0.7877420534199933,0.1268237373848135,-0.17806160267223065,-0.16468001019971606,-0.3457175362907146,0.17017674596750648
0.40217017482232587,1.1392981268056424,-0.9816605640903925,-0.4127625262868239,-0.7071067811865479,1.2980002217428455,-1.1184040418271544,0.40680666856386005,0.45480806888421466,-0.4702595730141432,-0.8056054312574004,-0.8056054312574012,0.9636574630902676,-0.35051937183274096,0.6941388416917283,0.12749740933465945,-0.2524850583050998,-0.16477489348168264,-0.28227718634812565,0.17037290310668102
