output_Ph,output_feed,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_glucose_gl,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_sin,poly_output_feed_% output_glucose_gl
0.6944517602724094,-1.2476486760563938,-0.24962609709612094,-1.5709587552772386,1.2628246986666367,-1.248845126543524,-0.38796335054167025,2.467911410782211,-1.9838455167506934,-0.48398876182756406,1.9618841855288602,0.6094744222601293,-0.0,-1.5709587552772386,1.5947262195624818,0.38905729399946626,1.2628246986666367,0.09491634122358304,0.0,0.48450613960146177
1.092317063294156,-1.2476486760563938,-0.15541972176113214,-1.5709587552772386,1.423923565732895,-1.248845126543524,-0.4044096068213686,2.467911410782211,-2.236925192433676,-0.4821711425763782,1.9618841855288602,0.6353108125542547,-0.40659404493629947,-1.5174296337572128,2.027558321049482,0.4370419339938022,1.3754045468030232,0.09420476347638511,0.07943879766314177,0.5050449666062489
1.2154640262029794,-1.2476486760563938,-0.18166108899854524,-1.5709587552772386,0.7326683022385625,-1.248845126543524,-0.4297989581110147,2.467911410782211,-1.15099168411578,-0.48304729361569737,1.9618841855288602,0.6751964362535336,-0.7854793776386192,-1.3604901903676698,0.5368028411051375,0.22528499830149118,0.6345093622862102,0.09454743263879709,0.15374283124653085,0.536752334230425
0.8893262400054188,-1.2476486760563938,-0.04413228745793353,-1.0587208915710506,0.9500072988785075,-1.248845126543524,-0.42984547557319147,1.1208899262490004,-1.005792574467659,-0.32221499453813596,1.3221784258083213,0.4550863851366315,-0.7486287218137575,-0.7486287218137575,0.9025138679224379,0.2891287014891071,0.6717566032137079,0.09262506538233203,0.21520346812067417,0.5368104273363636
0.5428899452072744,-1.2476486760563938,0.008263966256181041,-1.0374748713310196,0.7192678246037296,-1.248845126543524,-0.4297989581110147,1.0763541086433157,-0.7462222937832967,-0.3188197420652331,1.2956454369731134,0.44590561876443124,-0.8984795943606547,-0.5187374356655099,0.5173462035101816,0.22103357744152627,0.35963391230186487,0.09443549024833559,0.26613270690813573,0.536752334230425
0.6809194212053666,-1.2476486760563938,-0.06075765934085625,-0.9542101214885848,0.4843658269636322,-1.248845126543524,-0.42984547557319147,0.9105169559512597,-0.4621867745918863,-0.29073340479995574,1.1916606599195232,0.41016290346801354,-0.8490704103274778,-0.4354266806910072,0.23461025433016328,0.1475789481484426,0.22102658473786918,0.09283288149012749,0.2711131623589635,0.5368104273363636
0.6294961502651274,-1.2476486760563938,-0.10185265159430883,-0.9518767435431479,0.8299808957630136,-1.248845126543524,-0.40613037656703754,0.9060693348983078,-0.7900395122619223,-0.2924373416047291,1.1887466322439801,0.38658606030058407,-0.8695826752994736,-0.38716315129066436,0.6888682873315745,0.25498827278433794,0.3375836433596938,0.0943852699467412,0.2806611327362133,0.5071939415170311
0.6308501491429188,-1.2476486760563938,-0.051718202391108456,-0.9446309909757395,0.5040226525942271,-1.248845126543524,-0.4297989581110147,0.8923277091118077,-0.4761154177943056,-0.2898449398451512,1.179697809462032,0.4060014157207482,-0.8644655059489583,-0.38082423522698666,0.2540388343281209,0.1546513049194669,0.20319473217050454,0.09414712587762188,0.2807947685714969,0.536752334230425
0.6294961502651274,-0.24425633675152691,-0.2596046464089787,-0.821821625426422,0.5249608988986534,-0.24551650905550193,-0.4297989581110147,0.6753907840185263,-0.4314242192182069,-0.25293519776532264,0.20177077654101344,0.35321807836137675,-0.7938187326022419,-0.212703088337468,0.27558394537248215,0.16156923190369413,0.1358698785691104,0.09472473682262736,0.29728670107979766,0.10552273979110824
0.740466685412536,0.24323552458685124,-0.25749806377626433,-0.490236338443276,0.22847533122797659,0.2419443934386786,-0.4297989581110147,0.24033166753027027,-0.11200690980581791,-0.14965823774453116,-0.11860993354625718,0.2107030674910788,-0.490236338443276,-3.0018318135013825e-17,0.05220097697973361,0.06974843102870766,1.3990079153623642e-17,0.09319449390487664,0.3052777324091566,-0.10398744822074549
