output_Ph,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow output_agitation,poly_output_gasflow output_feed_%,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% input_Timepoint (hr)_sin,poly_output_feed_% input_Timepoint (hr)_cos
-0.9779853418899773,-1.5609548402172648,1.2607885562423307,-1.2124407751974902,2.4365800131977067,-1.9680339993570033,1.892565296521295,0.6425241152932751,-0.0,-1.5609548402172648,1.5895877835516206,0.4817182495237151,1.2607885562423307,0.05391618937085513,-0.1710916766388817,0.14598279775761533,0.0,0.38207695266479413,-0.0,-1.2124407751974902
-0.9887515030100811,-1.5609548402172648,1.5699799701238892,-1.2124407751974902,2.4365800131977067,-2.450667833409042,1.892565296521295,0.6565472540467255,-0.4040048411931903,-1.5077665938367821,2.464837106590208,0.6060404385313044,1.5164841998992045,0.05447231602740379,-0.1710916766388817,0.1490098522751097,0.099908795385337,0.37286470050108067,-0.3138027636799744,-1.1711278576091941
-1.0195023638337024,-1.5609548402172648,1.520170887600283,-1.2124407751974902,2.4365800131977067,-2.3729181049570376,1.892565296521295,0.6876589476775833,-0.7804774201086323,-1.3518265457884309,2.3109195275074326,0.584363674231527,1.3165066067553837,0.05424492943330418,-0.1710916766388817,0.14776840980252265,0.1922032841827388,0.33290585358610325,-0.606220387598745,-1.0500045119051242
-1.5838848147335987,-1.0382412272678094,1.4341653036696245,-1.2124407751974902,1.0779448459985672,-1.4890095449868614,1.2588059984305764,0.4575074175693088,-0.7341474123085115,-0.7341474123085115,2.056830118249786,0.5546150532150023,1.0141080115672556,0.054570859000970556,-0.1710916766388817,0.14954947155014595,0.2734496951453283,0.2734496951453283,-0.8573250939292197,-0.8573250939292197
-1.779189739113589,-1.0274711973124,1.5351490482828103,-1.2124407751974902,1.0556970613065768,-1.5773214306921304,1.2457479749625395,0.4468781378638892,-0.8898161585293518,-0.5137355986562001,2.356682600443618,0.5949741867992542,0.7675745241414054,0.05469100765323818,-0.1710916766388817,0.15020872258775894,0.3356434744499276,0.19378385032540704,-1.0500045119051242,-0.6062203875987452
-0.987210180158096,-0.9734986608313162,1.3268808786539226,-1.2124407751974902,0.947699642640366,-1.2917167584522737,1.1803094709920396,0.4300212799870205,-0.9315801353307754,-0.2825917445670701,1.7606128661374056,0.51439160908675,0.38517318761517155,0.054705411439036344,-0.1710916766388817,0.15028785293348268,0.3709768427718012,0.11253459494994844,-1.1602334824729057,-0.35195297911835377
-1.8068663538128034,-0.636935224724783,0.9811645328367872,0.008114167182985311,0.4056864804952099,-0.6249382522143858,-0.005168198898149209,0.281351902807015,-0.636935224724783,-3.9001034211170283e-17,0.9626838404968309,0.37965762302450384,6.007900022877398e-17,0.05460326751901463,0.0011450179639818025,0.14972715304562212,0.38694593039030933,2.3693604754779343e-17,0.008114167182985311,4.968494434194729e-19
-1.782263985237992,-0.2330591013969433,0.44357561509114163,0.6245560572741345,0.0543165447439507,-0.10337933425473787,-0.14555847348032766,0.10294865019100846,-0.22511780509103022,0.0603201340760084,0.19675932630348464,0.17137502008232733,-0.11480581712865251,0.05451904050328563,0.08813324756138761,0.14926559294535435,0.3731845309943718,-0.09999449370772916,0.603274825686361,-0.1616470023566867
-1.597727321872964,0.12186234031540073,0.1263808678039197,1.5211988064976243,0.014850429987146543,0.015401068321676932,0.18537684664479492,0.028488448056461467,0.1055358824777616,-0.06093117015770034,0.015972123746871823,0.04854812716849727,-0.06319043390195982,0.06538978684513244,0.2589433426647707,0.14756463754735127,0.3326762362425568,-0.1920707145476316,1.3173968106335112,-0.7605994032488118
-1.3393688535192854,0.611409156470358,-0.5901162589020935,0.793797376190068,0.3738211566157947,-0.3608024840747724,0.4853349841847529,-0.256857241719352,0.43233156061973704,-0.432331560619737,0.3482371990206027,-0.2272808994417895,0.4172752083581066,0.05980118556156196,0.12325203373830004,0.1483374188522941,0.27233932772581165,-0.27233932772581165,0.561299507592086,-0.5612995075920859
