output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glucose_gl,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_agitation^2,poly_output_agitation output_glucose_gl,poly_output_agitation input_Timepoint (hr)_sin,poly_output_feed_% input_Timepoint (hr)_cos
-0.8339715027229929,-1.2652874895113118,-1.5777551948526678,1.3022910630592026,-1.2653208860455163,2.4893114548845796,-2.0546964899518603,1.9963666011138939,0.6728651683295487,-0.0,-1.5777551948526678,1.695962012923868,0.4985097114435436,-0.5553879956904365,1.3022910630592026,0.0,0.1465315440497905,-0.16325030122197445,0.0,-1.2653208860455163
-0.8045610755099234,-1.2652874895113118,-1.5777551948526678,1.6259884104065927,-1.2653208860455163,2.4893114548845796,-2.5654116612892333,1.9963666011138939,0.690448756870434,-0.40835309293730904,-1.5239944902699332,2.643838310776558,0.6188299304155154,-0.7115563176807035,1.5705841988584368,0.004357170052769012,0.14484640804890594,-0.16655040694517131,0.09850314470012267,-1.2222061223743315
-0.8731794785421152,-1.2652874895113118,-1.5777551948526678,1.5288740240045937,-1.2653208860455163,2.4893114548845796,-2.41218893364855,1.9963666011138939,0.7224578772648808,-0.7888775974263338,-1.3663760796952773,2.337455781275999,0.5814002495163206,-0.7000750722236847,1.324043743974118,0.008417406167005781,0.1446128961434787,-0.17413113220427012,0.19014001166474578,-1.095800031254452
-1.5187745113721645,-1.2652874895113118,-1.0514023806525572,1.6067192716603387,-1.2653208860455163,1.1054469660418649,-1.6893084672640228,1.330361391877659,0.4714075418645254,-0.743453753115103,-0.743453753115103,2.581546817924729,0.6179405153435424,-0.7203898300569429,1.1361220924541362,0.011905508859047254,0.14791538075222949,-0.17243850072472858,0.2719516324203897,-0.8947169788997554
-1.4767610265753435,-1.2652874895113118,-1.0443442447345286,1.470928415825032,-1.2653208860455163,1.090654901510133,-1.5361556254833497,1.321430585084029,0.47554054336831986,-0.9044286462361747,-0.5221721223672644,2.163630404481538,0.5646069041618321,-0.669784988660656,0.7354642079125161,0.014579375149197613,0.14733614186920085,-0.1747827300441265,0.33241857108455997,-0.6326604430227583
-0.7821545421884502,-1.2652874895113118,-0.9271791884952563,1.2336528534597135,-1.2653208860455163,0.859661247578722,-1.1438172515556344,1.1731791923097805,0.4256765937686893,-0.8872551639225674,-0.2691459114893999,1.5218993628492934,0.46919352993504154,-0.5663815053981247,0.35811052041059965,0.016109910966897758,0.1446498854699267,-0.1746124246416313,0.3639518303712829,-0.3673032650290532
-1.4305452054435108,0.024738356845910334,-0.6755412992438029,0.9279031844246136,0.02451641426245844,0.4563560469840053,-0.6268369227786655,-0.016561850343660475,0.3101472970708813,-0.6755412992438029,-4.1364974490538374e-17,0.8610043196653385,0.35457169899875457,-0.4260089870373642,5.681768323621196e-17,0.016834812334011566,0.1460167932487605,-0.17543550812995704,0.38212143782933783,1.5011974126545124e-18
-1.5313795446665115,0.6762665620768306,-0.2766031821378423,0.5539212446161437,0.675949394215981,0.07650932036878036,-0.15321637891457948,-0.18696975340428715,0.12699109498899142,-0.267178157260681,0.07159017147323493,0.3068287452370977,0.21042458455384852,-0.2543103981949648,-0.14336536759355006,0.1741341097466582,0.14431016152167928,-0.1744072572031923,0.3669376155586186,-0.17494857674860748
-1.4991675598968128,1.6215747580300566,0.05482233053480197,0.15143721701626633,1.6211194269485465,0.0030054879252670802,0.00830214116653629,0.08887354506056197,0.004222034556258335,0.04747753093780584,-0.02741116526740097,0.022933230697631746,0.05779814028117805,0.011662641064490798,-0.07571860850813314,-0.06291891529920005,0.14566744058035025,0.029393109639980958,0.3305307556571139,-0.8105597134742729
-1.6798186295363966,0.855140669331138,0.4660354666286383,-0.5144751977466209,0.8547973578032206,0.21718905615577266,-0.23976368885070742,0.39836588551675106,-0.21396121965575743,0.32953683872654715,-0.3295368387265471,0.26468472909642465,-0.19688817973155848,0.23620035099221265,0.3637889010789256,0.027620326722600015,0.1464570904802158,-0.17569981206535784,0.27060773314912473,-0.6044330082430008
