output_Ph,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_glucose_gl,poly_input_Timepoint (hr)_cos,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% input_Timepoint (hr)_sin,poly_output_glucose_gl^2
-0.9463262750049483,-1.5686875448130728,1.2846751521255455,-0.408443564459195,1.0,2.4607806132516665,-2.0152539102701827,-0.31834026527069387,1.9641312468633656,0.6407203323261946,-0.0,-1.5686875448130728,1.6503902464887934,0.2607044532651325,1.2846751521255455,0.04118226710129382,0.0,0.2029341447398486,-0.0,0.1668261453481326
-0.7863085268796072,-1.5686875448130728,1.2816455021246889,-0.4099045822717626,0.9659258262890683,2.4607806132516665,-2.010501336048696,-0.31633501819126364,1.9641312468633656,0.6430122127715194,-0.4060062124127372,-1.5152358129129373,1.6426151931164459,0.2584513114609297,1.2379744906494579,0.040665081314111055,0.05219237419935501,0.19478459227963993,-0.32406362595922567,0.16802176656738818
-0.7591347349745445,-1.5686875448130728,1.5994523831134313,-0.4256119864338332,0.8660254037844387,2.4607806132516665,-2.509041031911627,-0.3218067587149353,1.9641312468633656,0.6676522220419047,-0.7843437724065363,-1.3585232644083611,2.5582479258472346,0.3281179791543168,1.3851663959197922,0.04208404007936706,0.10257197482666384,0.1776598718324577,-0.6260428513497932,0.18114556299615342
-0.7379991255625483,-1.3267598097317945,1.5532842616116118,-0.3785974007753059,0.7071067811865476,1.7602915927195477,-2.060835131395213,-0.27095108359383085,1.6612169886816037,0.5023078154175968,-0.9381608584671255,-0.9381608584671255,2.41269199737033,0.31721194049282186,1.09833783449591,0.04170586850741588,0.14440545091411178,0.14440545091411178,-0.8853582910056013,0.1433359918738176
-0.7847950398839515,-1.0587925245387146,1.2802923719276755,-0.4360586873150827,0.5000000000000001,1.1210416100190645,-1.3555639926209626,-0.21075482785675045,1.325698982100126,0.46169567838937436,-0.9169412235875855,-0.5293962622693574,1.6391485576161935,0.25484482766770966,0.6401461859638379,0.03962172061050717,0.17238413632895683,0.0995260275135444,-1.0843380262531321,0.19014717878295306
-1.5531912051666577,-0.9263786420552969,1.761853537513284,-0.4288489415041933,0.25881904510252074,0.8581773884562158,-1.632143487581877,-0.19017215313215066,1.1599054530036952,0.39727650007750603,-0.8948130552838076,-0.23976443554012178,3.104127887648073,0.3616830802457098,0.45600125018968635,0.042142158851302944,0.1982906187731161,0.05313181116692407,-1.209421916964827,0.183911414629267
-0.7561136730418319,-0.8853802014537373,1.8103619785382365,-0.4367913647673199,0.19509032201612833,0.7838981011262605,-1.6028586532623703,-0.17548876869103996,0.31471099544557407,0.3867264265309425,-0.8683678691462724,-0.1727291086083142,3.2774104933368786,0.35882685650425666,0.35318410135877976,0.0392861111571146,0.1943987463528714,0.038668314852687326,-0.3486230112298207,0.1907866963352979
-1.3720358769431649,-0.5898959448659178,1.599307708815636,-0.4373238228458645,-0.06540312923014314,0.34797722576925394,-0.9434251320231457,-0.1189002793558046,-0.04447613069238481,0.2579755496900365,-0.5886329323667233,0.03858104071440302,2.557785147477119,0.3223587736262427,-0.10459972875843318,0.040627016321645434,0.20112988699679957,-0.013182749269407814,0.07523513980522481,0.1912521260285211
-1.5003571083521476,-0.4052182844985286,1.035928972701275,-0.44182202752909006,-0.3214394653031616,0.16420185809193047,-0.4197773611803337,-0.0824246761507532,-0.30423071043435473,0.17903436404899956,-0.38371340261397624,0.13025314870027144,1.073148836481919,0.2107163308184705,-0.3329884550771513,0.04137484994081452,0.19261324635835453,-0.06538338678984405,0.710938368401877,0.19520670400991602
-1.5380937782477315,0.013384412334217487,0.7933867675765124,-0.4305979829705644,-0.5555702330196023,0.0001791424935323532,0.010619015637756015,0.002727874164653972,0.02306274552303066,-0.0057633009543603935,0.011128732134429217,-0.007435981079351648,0.6294625629655068,0.16169998441525343,-0.440782071337152,0.04153842737955806,0.1694616407099485,-0.11323064826914303,1.4327093039148868,0.18541462293831848
-1.5260174132615951,0.22268576075059052,0.5814814725727726,-0.4425482721134657,-0.7518398074789773,0.04958894804106924,0.1294876440822415,0.04471968907075178,0.18534010194862324,-0.09854919864444646,0.14682692443327705,-0.16742401949103355,0.3381207029454001,0.11677293853997944,-0.4371809183917056,0.04032855443774394,0.13240963293742297,-0.1509842493213145,0.5487698008985553,0.1958489731506141
-1.3237323876846643,0.327336434958777,0.2946859528287549,-0.43804963081024956,-0.8968727415326881,0.10714914165152166,0.09646144923139496,0.06624169923483167,0.27244026749742567,-0.14338960448443552,0.14477720307887493,-0.2935791258250148,0.08683981079459117,0.05963435832760409,-0.26429579840469786,0.04095191664520053,0.0895041042288628,-0.18149636903086905,0.3681143808190055,0.19188747905299594
-1.278440106927963,0.6536003016078291,0.01895376173955129,-0.44282916430742253,-0.9807852804032304,0.4271933542618452,0.012388184389573656,0.13051791573481136,0.5439878424436921,-0.2894332753520743,0.12751109331050986,-0.6410415550840707,0.0003592450840796784,0.003784890354999822,-0.018589570522421835,0.03987638421293858,0.03895772714140563,-0.19585372018145164,0.16237257402441727,0.1960976687612102
