output_D0_%,output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_input_Timepoint (hr)_cos,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow output_feed_%,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glucose_gl
2.028434030276085,0.3530873700012165,-1.286802007360849,-1.5842047674558675,1.6680280965245473,1.0,2.5097047452298993,-2.6424980627645236,-0.4301078024028475,2.040464037238472,-0.0,-1.5842047674558675,2.7823177307953046,0.4528656356050033,1.6680280965245473,-0.17939527697686175,0.07371095027788253,0.0,0.2714976063943889,0.502200113983988
2.1026870573172807,1.1741437442064333,-1.286802007360849,-1.5842047674558675,1.333408034472927,0.9659258262890683,2.5097047452298993,-2.1123913651759687,-0.4286052250690948,2.040464037238472,-0.4100223651597885,-1.53022429901589,1.7779769863969548,0.36075238660088754,1.2879732574787446,-0.2097613035952852,0.07319683293649808,0.07002326805043174,0.26133039407622577,0.502200113983988
1.0605083053000437,1.1536158361512987,-1.286802007360849,-1.5752521677572717,1.303780216478773,0.8660254037844387,2.4814193920239838,-2.0537826122872325,-0.4244764010314776,2.028933041940362,-0.7876260838786358,-1.3642083946443035,1.6998428528814364,0.3513240263080385,1.1291067884221924,-0.17316329504340752,0.07261175422896603,0.13473284142049963,0.2333641267884259,0.502200113983988
-0.6525882228958645,1.057300809892613,-1.286802007360849,-1.121349272834603,1.1443128431572978,0.7071067811865476,1.257424191686693,-1.283174374569733,-0.30965514063915794,1.444303736111727,-0.7929136748999519,-0.7929136748999519,1.3094518830147384,0.3159964187494796,0.8091513711953835,0.4899543418798823,0.07625613278175918,0.19526409396220185,0.19526409396220185,0.502200113983988
-1.2616303343909836,1.1851934452361108,-0.49017890893208355,-1.0292653902204785,0.613626338497306,0.5000000000000001,1.059387243505714,-0.6315843527429931,-0.28371128723762273,0.5057612855803988,-0.8913699751670376,-0.5146326951102393,0.3765372832976103,0.16914269150805467,0.30681316924865304,0.3332177305079146,0.07597986005538941,0.23871509177582814,0.13782222249640064,0.19396779708512646
-0.6764548394813149,0.776247457137752,-0.10210965669749918,-0.4178698230490485,0.8053357490477134,0.25881904510252074,0.1746151890150431,-0.33652550694964095,-0.11241141082939768,0.04317052662926754,-0.40363125410991896,-0.10815266857871404,0.6485656686942417,0.21664385114303208,0.20843622955545246,-0.3057755639443297,0.07236670163651689,0.25984428379495805,0.06962506600070248,0.04077205977226791
-0.8603166811896154,0.4525646532683954,0.4896675021352982,-0.010678791859868168,0.8384491926882384,6.123233995736766e-17,0.00011403659558638665,-0.008953624413792197,-0.002891689488289794,-0.005216239372250846,-0.010678791859868168,-6.538874134974181e-19,0.7029970487195587,0.2270420426558978,5.1340206003666675e-17,1.7085332147775454,0.07332618142174621,0.270788074740647,1.658098744892038e-17,-0.19294432270417716
-1.3535610888704372,0.7320358070190071,1.3614007784159188,0.21197906186846613,0.18228016475888872,-0.25881904510252063,0.04493512267063499,0.038639578322818675,0.05738709609339462,0.2883343199221401,0.20475605049127968,-0.05486421837452454,0.03322605846452762,0.04934699323006228,-0.04717757818402571,4.4786663291269075,0.07328963630903046,0.2614960068402319,-0.07006764385680345,-0.1575724583731049
-0.5686127577161825,0.31519166989943515,0.7502770586212798,0.28037205140263455,0.4768155318772423,-0.4999999999999998,0.07860848720772155,0.1336857488130607,0.07587538241637805,0.2100203016641682,0.242809319025838,-0.14018602570131722,0.22735305143937745,0.12903768632523013,-0.23840776593862104,0.10433257705518945,0.07323730377381064,0.23436718590783565,-0.1353119578731039,0.2822188507503291
-0.2760252182297188,0.3136158938952029,0.7502770586212798,0.6630804630079005,-0.008557839379926071,-0.7071067811865475,0.43967570042277165,-0.005674536098388623,0.18001024513725622,0.49669843399814356,0.46886869186520214,-0.4688686918652021,7.323661485261343e-05,-0.0023232455947166126,0.006051306257851003,0.10433257705518945,0.07369906575054568,0.1919623214989672,-0.19196232149896716,-0.2954329413355508
-0.5465138722808841,0.6688784478493772,0.7502770586212798,0.9066886180717246,-0.16279677423184502,-0.8660254037844387,0.8220842501408138,-0.14760598225480612,0.24870401085176694,0.6791797403851434,0.45334430903586226,-0.7852153765723201,0.026502789700294318,-0.044655033600506246,0.1409861421389377,0.10433257705518945,0.07524008032407989,0.1371496266164074,-0.2375501215387185,-0.29582040575976554
-0.13724509615444003,0.45098459526415163,0.7502770586212798,0.9919514723440627,-0.41376182077056034,-0.9659258262890682,0.9839677234855537,-0.4104316473131175,0.2729663487198155,0.743048197620593,0.2567359328601301,-0.9581515455625965,0.1711988443273693,-0.11385945442321778,0.39966322861467285,0.10433008134742439,0.07572466632288052,0.07122212294703821,-0.26580458146126357,-0.29575565974631973
-0.70562514864131,0.5236137384592211,0.7502770586212798,1.101575142122783,-0.8268084598655294,-1.0,1.2134677937428298,-0.9107916466846899,0.3018487988172618,0.8251647854947426,1.349040471820957e-16,-1.101575142122783,0.6836122293052088,-0.22655843520708524,0.8268084598655294,0.10417846710069707,0.07508456163174719,3.3557235558682425e-17,-0.2740156229702007,-0.29575565974631973
-0.4713780611001395,0.7351916410274831,0.7502770586212798,1.087506771167846,-1.0420458435289417,-0.9659258262890683,1.182670977335914,-1.133231910705034,0.29411888239515727,0.8146264900508925,-0.2814674640561875,-1.0504508765352585,1.0858595400159436,-0.2818238626451257,1.0065389924417822,0.10280333212214979,0.07314453355086101,-0.06999824764896685,-0.261237016666733,-0.29575565974631973
-0.8143513455435626,0.41940484517933385,0.35196550940689725,1.3147322778036272,-1.0420458435289417,-0.8660254037844388,1.728520962298714,-1.3700113054386076,0.35566970112843305,0.4611620203395424,-0.6573661389018133,-1.1385915517533212,1.0858595400159436,-0.2819008401841506,0.9024381724040479,0.042002701526160084,0.07318449649147366,-0.13526316617197895,-0.23428267620249957,-0.13855200690787528
-0.016143450203553882,0.4715125033192861,0.6023327689130809,1.0691143554605276,-0.9607392682952791,-0.7071067811865479,1.1430055050517793,-1.0271401435891263,0.29269857924215903,0.6426795283736441,-0.7559780106100237,-0.7559780106100245,0.9230199416445483,-0.2630280076363281,0.6793452515637941,0.08372664352213549,0.07495367074937877,-0.19358934726551805,-0.19358934726551827,-0.23765496062118352
-0.7993240502076566,0.4288787702047792,0.8868410183519255,1.2721008506674583,-1.0455314691753126,-0.5000000000000004,1.618240574268871,-1.3300214713375125,0.33608766464762474,1.126625113898933,-1.1016716528538133,-0.6360504253337297,1.0931360530358876,-0.27622827986189935,0.5227657345876567,0.06142783557549563,0.06980106674146881,-0.22880297213126755,-0.1320994575513739,-0.3498279442984696
-0.7347956241760014,0.9325640085575915,0.829939368464157,1.1830620699916308,-1.0186834376341398,-0.25881904510252063,1.3996358614528823,-1.2051657363936357,0.3257333302513195,0.9804503940550625,-1.1427502075079214,-0.3061989952522453,1.0377159461101084,-0.28047484323014266,0.2636546745902212,0.05986399310937118,0.07580700477799741,-0.26594905217029025,-0.07126083375685176,-0.3187649443330673
-0.594247438201178,0.8441407083201016,0.829939368464157,1.1807477925185255,-1.0490170948216837,-1.8369701987210297e-16,1.394165349537371,-1.2386246190248997,0.3235261125714037,0.9785324606532463,-1.1807477925185255,-2.1689985070621728e-16,1.1004368652281253,-0.28743176558027067,1.9270131411363455e-16,0.0575232537128892,0.07507656502171509,-0.27400103105958395,-5.0333172847529096e-17,-0.3272801491599328
-0.6145780933622359,0.38466712008603426,0.829939368464157,1.089272930292059,-1.0154243776547829,0.2588190451025203,1.1865155166670487,-1.1060742873380156,0.2941564634799836,0.9027236193498427,-1.0521568552466718,0.28192457967421486,1.0310866667356031,-0.2742137765070574,-0.26281116779843183,0.09003958223270038,0.07292616387361732,-0.2608467695685696,0.06989368125416526,-0.3273517807462787
-0.710928674841158,0.354669569005466,0.829939368464157,1.1929282002717156,-1.0525027204680548,0.5000000000000001,1.4230776910035146,-1.2555601761090414,0.3224073388268235,0.9886268469785987,-1.0331061263261563,0.5964641001358579,1.1077619765926563,-0.28445517604228543,-0.5262513602340275,0.05745491599532751,0.07304344153978973,-0.23405679044804978,0.1351327509708414,-0.3270652544008952
-0.7082769949285822,0.27729596979765375,0.10159824990071346,1.065033918863209,-1.0562759102302515,0.8660254037844384,1.1342972483291245,-1.1249696720733278,0.29077818163385405,0.10692652404172627,-0.5325169594316049,0.9223464296276334,1.1157187985327464,-0.2883870485629532,-0.9147617716649287,0.011100223576460844,0.07454126423989815,-0.13651123052692246,0.23644438707637697,-0.028751497837258024
-0.2892842832913837,0.29466804384431217,0.8185590384866029,0.991951472344062,-1.0474616343769907,1.0,0.9839677234855524,-1.0390311104441734,0.27335896864317544,0.8107807190403166,-2.4295803910313197e-16,0.991951472344062,1.0971758754917165,-0.288656290201335,-1.0474616343769907,0.113843007916599,0.07594265945325773,-6.749688776125349e-17,0.2755769574061985,-0.2274023594606478
2.142842588562081,0.4418425252395976,-1.286802007360849,-1.5842047674558675,1.535574321962448,1.0,2.5097047452298993,-2.432664161635721,-0.43222730331497766,2.040464037238472,-0.0,-1.5842047674558675,2.357988498270432,0.4189591912966162,1.535574321962448,-0.17939527697686175,0.07443921126021706,0.0,0.27283550219906694,0.4569366161394177
2.2428980017823292,0.873408178398709,-1.286802007360849,-1.5842047674558675,1.3429935050004473,0.9659258262890683,2.5097047452298993,-2.127576713283974,-0.43044010315935055,2.040464037238472,-0.4100223651597885,-1.53022429901589,1.8036315544733865,0.36490122660285096,1.297232111018409,-0.17939527697686175,0.0738248922547501,0.07032304078496415,0.2624491611522246,0.46505485696185384
2.307817408350724,1.1250227810745028,-1.286802007360849,-1.5722679678577403,1.2035684791456056,0.8660254037844387,2.472026562751508,-1.8923321668838924,-0.4262102638656397,2.025089376840993,-0.78613398392887,-1.3616240017213384,1.448577083992866,0.32626323855974493,1.0423208781342959,-0.21015288104505467,0.07348431920659684,0.13553995647649147,0.2347620910729576,0.5086501754730801
1.8873389706739163,1.0320027538246668,-1.286802007360849,-1.2187925348601327,1.0719861109950986,0.7071067811865476,1.485455243030788,-1.3065286695545717,-0.3266932188819428,1.569811167927884,-0.8618164662591415,-0.8618164662591415,1.1491542221663957,0.287342253239116,0.7580086484224292,-0.17939527697686175,0.07184899024334515,0.18953758234627924,0.18953758234627924,0.5086501754730801
