output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_feed_%,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_sin,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_cos
-0.9068917051903683,-1.267770772596034,-1.5751154420341416,1.2854849084063198,-1.267804458789398,2.480988655734409,-2.0247871297326383,-0.31477574232237265,1.9969383805189183,0.6874267008201342,-0.0,-1.5751154420341416,1.6524714497404045,0.2568951173288261,-1.6297434985840131,1.2854849084063198,0.0399372112103715,0.0,0.5533071501509417,-1.267804458789398
-0.9068917051903683,-1.267770772596034,-1.5751154420341416,1.4373024318586993,-1.267804458789398,2.480988655734409,-2.263917255293862,-0.31559557820573886,1.9969383805189183,0.6925774530123487,-0.4076698746335114,-1.5214446848474992,2.065838280626931,0.28798288679918144,-1.8222184317393038,1.3883275391204015,0.04014551568093785,0.051857879117927365,0.5574529710991356,-1.2246050694291142
-0.7349768621007603,-1.267770772596034,-1.5751154420341416,1.5843287688678913,-1.267804458789398,2.480988655734409,-2.495500709102756,-0.3203994224762301,1.9969383805189183,0.7182467830040146,-0.7875577210170707,-1.364089986694722,2.510097647862448,0.32227353564777383,-2.0086190773590302,1.3720689617861181,0.04137696868779682,0.10170664762909651,0.5781141176723307,-1.0979508683428
-0.7255998295399035,-1.267770772596034,-1.3210058538684994,1.431743973565179,-1.267804458789398,1.7450564659548433,-1.8913421703205475,-0.2634624792341216,1.6747771116213794,0.6171940012061711,-0.9340921972575414,-0.9340921972575414,2.049890805840208,0.28554817966881196,-1.8151713935307838,1.012395872630911,0.03977663721397662,0.1410259501190767,0.5923375012879735,-0.8964731300285242
-0.6787166013410365,-1.267770772596034,-1.0699607807555063,1.2074959874414501,-1.267804458789398,1.1448160723549325,-1.291973349481995,-0.21378193083954292,1.3565010485716162,0.5016016937445829,-0.9266132171873005,-0.5349803903777532,1.4580465596872028,0.2412619493342165,-1.5308687968485775,0.6037479937207252,0.03992144682199543,0.17303492455714414,0.5943515643785185,-0.6339022293946991
-1.466393140269323,-1.267770772596034,-0.9446221151021688,1.5863151504359725,-1.267804458789398,0.892310940340095,-1.4984683726234433,-0.1967872878036674,1.1975961293976014,0.4253384246603101,-0.9124348970609898,-0.24448619381346676,2.516395756502702,0.3304672324153646,-2.0111374207679007,0.41056857246749995,0.04339881412455136,0.2012253583057212,0.5708589103066632,-0.3281319394005901
-0.8240596387316228,-0.35178650003148315,-0.8947931003460986,1.6826503938665582,-0.3520232806901411,0.8006546924269833,-1.5056239627264416,-0.18045376921110598,0.31498800272273625,0.41941000416732666,-0.8775999018258243,-0.1745654740843302,2.8313123479792837,0.33934169331471914,-0.5923321119034639,0.328268807179992,0.04067116964466523,0.1977958933378873,0.16500136798567328,-0.06867633518701356
-1.4476371405421673,0.08836178678524931,-0.5699545047653213,1.429450683256965,0.08802741527963169,0.32484813750228264,-0.8147218562621735,-0.1173603876374843,-0.050171621881473755,0.2552669845307235,-0.568734188420115,0.03727680813046855,2.043329255863804,0.2943408375459366,0.12583084891681412,-0.0934905477651717,0.04239969079805419,0.2054709789284407,-0.03942506404737961,-0.005757268417329229
-1.2507194567641782,0.7759447861908473,-0.15930948771037637,0.7602191249117435,0.7754579619567361,0.02537951287454256,-0.12111011933732048,-0.03169372583841921,-0.12353781066026015,0.07564098311915682,-0.15085495382738565,0.05120835654734397,0.5779331178815771,0.15124131568283505,0.589517973244594,-0.24436442902486824,0.03957886278142311,0.18838641906198228,-0.36819152112661485,-0.24926279265645268
-1.3913768797824833,1.7775795361900057,0.26972261966046157,0.4541629090570498,1.7768706268393002,0.072750291556502,0.12249800958348345,0.05409783018448925,0.4792622002688225,0.10877023546066814,0.22426616199831081,-0.1498498586554202,0.2062639479631621,0.09109072113117808,0.8069887329033602,-0.2523193932136856,0.040227677003835664,0.1667665171965549,0.7165533120943028,-0.9871764281987968
-1.263218942502923,0.8615952636254549,0.3187548605028431,0.2785429077588133,0.8610894487400431,0.10160466109418695,0.08878690570671682,0.06428880703843838,0.2744764471136025,0.5117084956389367,0.21016968331535585,-0.2396525929534458,0.07758615146273477,0.05617856687920895,0.2398503588924852,-0.20941964614402073,0.04067776680633037,0.1329816769278476,1.3823374668867165,-0.6474013253628926
-1.5210921744400994,0.8615952636254549,0.8274643592425509,-0.5859167102820206,0.8610894487400431,0.6846972658166853,-0.48482519524301554,0.16798448303326527,0.7125208289522011,0.17954805621138456,0.3659781276522933,-0.7421302283944557,0.3432983913877053,-0.11894761940849449,-0.5045266970643247,0.5254927262604496,0.04121352303969684,0.08978953129281605,0.18684422479166643,-0.7722876545963536
-0.7068438298127513,0.8615952636254549,1.1216578042968397,-1.0155889464679972,0.8610894487400431,1.2581162299400075,-1.1391432677634346,0.22331585222028968,0.9658477003769329,-0.5227723637842677,0.21882458223217371,-1.1001054641037478,1.0314209081879766,-0.20219813049683602,-0.8745129260606089,0.9960746896360361,0.03963860306869444,0.038841401855420725,-0.4013289657710918,-0.8445438564347663
-1.1819539064494191,0.8615952636254549,1.0297223527173744,-1.0488373933157216,0.8610894487400431,1.0603281236858049,-1.080011308263023,0.20634250888453515,0.8866830530567043,-0.48956507984091985,1.2610461832658145e-16,-1.0297223527173744,1.1000598776173176,-0.21017290590765897,-0.9031428128281784,1.0488373933157216,0.04015476909615659,2.4540274605735137e-17,-0.4093912534870429,-0.8610894487400431
-1.4554510119086703,0.21921668286589943,0.9684320516643976,-1.0522474904283088,0.21885329786523977,0.9378606386909145,-1.0190301960142008,0.1946030192528992,0.2119445482651537,2.054866203641214,-0.4842160258321985,-0.8386867585804525,1.1072247811126739,-0.21144543727843965,-0.2302878334506577,0.9112730577793385,0.04037949087532286,-0.10047324379570266,0.464373566081175,-0.18953251565330034
-1.5039032051181853,-0.0068054103643144575,0.9684320516643976,-1.0522474904283088,-0.007118681146265211,0.9378606386909145,-1.0190301960142008,0.1943430687712339,-0.006893958987622284,2.5834826907100994,-0.8386867585804522,-0.48421602583219925,1.1072247811126739,-0.21116298871480754,0.007490614371316885,0.5261237452141548,0.04027168517503798,-0.17379230098389994,-0.018990480014011095,0.0035593405731326085
