input_Timepoint (hr),input_vessel_type,input_vessel_volume,input_vessel_name,input_agitation_rpm,input_DO_%,input_pH_setpoint,input_gas_flow,input_air_%,input_O2,input_Temp_c,input_media_type,input_feed_type,input_glucose_limit,output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glycerol_gl,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l,output_titre_µgl
0,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0.0,30,Media type A,Glucose,0,0.2966666666666666,,1195.072021484375,100.0,102.74479675292967,5.000000953674316,0.0,6.733858108520508,0.0,0.0,29.94268035888672,,0.26021,9.5,29.61,
2,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0.0,30,Media type A,Glucose,0,0.557,,1194.9210205078125,100.0,105.03890228271484,5.000000953674316,0.0,6.829975128173828,0.0,0.0,30.027809143066406,,0.2135399999999999,10.07,27.4,
4,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0.0,30,Media type A,Glucose,0,1.7080000000000002,,1194.8370361328125,100.0,106.52739715576172,5.013671875,0.0,6.886013984680176,0.0,0.0,29.8785400390625,,-0.0370799999999999,16.04,25.8,
6,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0.0,30,Media type A,Glucose,0,6.95,30.0,1194.4310302734375,100.0,96.8865203857422,5.000000953674316,0.0,6.865296840667725,0.0,0.0,30.001680374145508,,-0.0370799999999999,25.15,24.29,
8,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0.0,30,Media type A,Glucose,0,17.013333333333332,,1194.248046875,100.0,106.66390228271484,4.980000019073486,0.0,6.896543979644775,0.0,0.0,29.90822029113769,,-0.0556199999999999,-1.05,22.1,
10,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0.0,30,Media type A,Glucose,0,23.4,,1194.5379638671875,100.0,123.93830108642578,5.000000953674316,0.0,6.891448974609375,10.364439964294434,0.352,29.981380462646484,,-0.05243,-1.02,21.46,
12,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0.0,30,Media type A,Glucose,0,28.0,,1194.9520263671875,100.0,122.88680267333984,5.019999980926514,0.0,6.8802409172058105,20.20605087280273,0.687,29.981910705566406,,-0.05626,-1.18,21.45,
14,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0.0,30,Media type A,Glucose,0,22.066666666666663,,1194.9659423828125,100.0,122.39520263671876,5.018664836883545,0.0,6.890089988708496,30.133350372314453,1.024,30.00071907043457,,-0.05818,-1.24,21.95,
16,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0.0,30,Media type A,Glucose,0,26.366666666666664,,1195.031982421875,100.0,122.04010009765624,4.986563205718994,0.0,6.890089988708496,30.250999450683597,1.028,29.96363067626953,,-0.06393,-1.32,22.03,
18,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0.0,30,Media type A,Glucose,0,23.63333333333333,64.5,1194.866943359375,100.0,121.54850006103516,5.019987106323242,0.0,6.894845008850098,39.32600021362305,1.337,30.006959915161133,,-0.0358,0.12,21.86,
