input_Timepoint (hr),input_vessel_type,input_vessel_volume,input_vessel_name,input_agitation_rpm,input_DO_%,input_pH_setpoint,input_gas_flow,input_air_%,input_O2,input_Temp_c,input_media_type,input_feed_type,input_glucose_limit,output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l
0,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,30,Media A,Glucose,0,0.330666667,,1184.748047,100,99.36029053,5.000000954,0,6.40255785,0,0,30.04,,,
2,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,30,Media A,Glucose,0,0.459,,1185.23999,100,98.24597168,5.000000954,0,6.397428036,0,0,30.05,,,
4,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,30,Media A,Glucose,0,0.756666667,,1185.072021,100,96.37502289,5.000000954,0,6.393665791,0,0,29.96,,,
6,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,30,Media A,Glucose,0,2.266666667,,1185.008057,100,87.61865234,5.000000954,0,6.397769928,0,0,29.99,,,
8,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,30,Media A,Glucose,0,5.526666667,,1185.047974,100,73.72402954,5.000000954,0,6.371778011,0,0,30.02,,,
10,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,30,Media A,Glucose,0,11.9,,1185.177002,100,42.76379013,5.000000954,0,6.199411869,0,0,30.03,,15.7,34.6
10.5,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,30,Media A,Glucose,0,16.96666667,51.5,1185.071045,100,40.65895844,4.999999046,0,6.311929226,7.7,0.2618,30,,8.14,34.3
12.5,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,30,Media A,Glucose,0,34.36666667,75.5,1185.155029,100,45.6183815,5.000000954,0,6.201121807,11.4,0.3876,30.01,,0.46,31.05
14.5,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,30,Media A,Glucose,0,39.76666667,88.5,1185.053955,99.36804962,34.97042084,4.999999046,0.640991211,6.228138924,17.2,0.5848,29.99,-0.0351,0.51,27.03
16.5,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,30,Media A,Glucose,0,48.76666667,109.5,1185.015015,92.14116669,47.53060913,4.993505001,7.849831104,6.283201218,25.6,0.8704,30.01,1.2031,0.69,18.83
18.5,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,30,Media A,Glucose,0,52.2,151,1185.182983,97.8449707,40.07429123,5.000000954,2.152530909,6.224378109,17.9,0.6086,30,2.60152,0.75,16.59
20.5,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,30,Media A,Glucose,0,54.46666667,164.5,1185.386963,90.59467316,40.37694168,5,9.404792786,6.280465126,17.9,0.6086,30.02,2.02996,1.91,12.44
22.5,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,30,Media A,Glucose,0,62.2,195,1184.720947,98.75225067,36.76572037,6.316586971,1.25159502,6.23805809,17.9,0.6086,29.98,-0.04202,0.43,6.46
24,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,26,Media A,Glucose,0,63.53333333,199.5,1185.43103,99.01332092,41.83518982,6.343438148,0.982318878,6.212066174,20.6,0.7004,28.79,-0.04073,0.95,3.26
28,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,26,Media A,Glucose,0,73.66666667,200,1184.916992,98.42166138,39.85417938,18.44000053,1.578430057,6.239768028,20.6,0.7004,26.01,2.92996,1.25,0.05
32,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,26,Media A,Glucose,0,76.06666667,241.5,1184.880005,99.62621307,40.09492111,7.719136238,0.378139496,6.206935883,12.5,0.425,26.01,1.71564,2.12,-0.07
36,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,26,Media A,Glucose,0,93.06666667,232.5,1185.084961,99.7210083,37.03398132,5.000000954,0.285453796,6.318427086,12.5,0.425,26,3.2145,1.53,-0.03
40,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,26,Media A,Glucose,0,87.66666667,207,1184.975952,100,45.40513992,4.999999046,0,6.207277775,12.5,0.425,26.01,5.29628,1.9,-0.02
44,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,26,Media A,Glucose,0,90.26666667,213,1185.006958,100,46.75333023,4.999999046,0,6.200779915,12.5,0.425,25.97,7.85257,2.06,0
48,5L Fermenter,5000ml,Ferm1,1185,100,6.3,5,100,0,30,Media A,Glucose,0,81.93333333,210,1184.749023,100,48.45920944,5.000000954,0,6.267468929,7.44,0.25296,26,5.03081,2.19,-0.02
