input_Timepoint (hr),input_vessel_type,input_vessel_volume,input_vessel_name,input_agitation_rpm,input_DO_%,input_pH_setpoint,input_gas_flow,input_air_%,input_O2,input_Temp_c,input_media_type,input_feed_type,input_glucose_limit,output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l
0,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,0.296666667,,1195.072021,100,102.7447968,5.000000954,0,6.733858109,0,0,29.94268036,0.26021,9.5,29.61
2,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,0.557,,1194.921021,100,105.0389023,5.000000954,0,6.829975128,0,0,30.02780914,0.21354,10.07,27.4
4,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,1.708,,1194.837036,100,106.5273972,5.013671875,0,6.886013985,0,0,29.87854004,-0.03708,16.04,25.8
6,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,6.95,30,1194.43103,100,96.88652039,5.000000954,0,6.865296841,0,0,30.00168037,-0.03708,25.15,24.29
8,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,17.01333333,,1194.248047,100,106.6639023,4.980000019,0,6.89654398,0,0,29.90822029,-0.05562,-1.05,22.1
10,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,23.4,,1194.537964,100,123.9383011,5.000000954,0,6.891448975,10.36443996,0.352,29.98138046,-0.05243,-1.02,21.46
12,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,28,,1194.952026,100,122.8868027,5.019999981,0,6.880240917,20.20605087,0.687,29.98191071,-0.05626,-1.18,21.45
14,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,22.06666667,,1194.965942,100,122.3952026,5.018664837,0,6.890089989,30.13335037,1.024,30.00071907,-0.05818,-1.24,21.95
16,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,26.36666667,,1195.031982,100,122.0401001,4.986563206,0,6.890089989,30.25099945,1.028,29.96363068,-0.06393,-1.32,22.03
18,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,23.63333333,64.5,1194.866943,100,121.5485001,5.019987106,0,6.894845009,39.32600021,1.337,30.00695992,-0.0358,0.12,21.86
20,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,31.73333333,84.5,1194.567017,99.58297729,38.35860062,5.01507616,0.389030486,6.758312225,39.32600021,1.337,30.06823921,16.73795,2.21,20.13
22,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,46.53333333,130.5,1194.822998,100,40.51617813,5.038274765,0,6.767821789,27.53000069,0.93,29.96401978,30.06822,11.5,14.54
24,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,45.4,84.5,1195.223999,99.67079926,38.5907402,5.02037096,0.3308945,6.727405071,19.25,0.654,29.99451065,39.35784,22.15,15.04
28,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,53.53333333,146,1194.871948,99.62348175,35.69575882,5.041556835,0.381832093,6.823522091,16.29999924,0.554,30.0376606,46.1988,33.01,9.63
32,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,76.93333333,206,1195.374023,91.98947906,46.79776001,5.008749008,8.002243042,6.727745056,7.980000019,0.271,29.99662018,12.05798,90.11,0.38
36,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,95.66666667,198,1195.136963,100,74.84636688,4.980000019,0,6.819786072,6.78000021,0.23,29.96467018,-0.039,8.15,0.05
40,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,110,202.5,1194.463989,100,72.68878937,4.984282017,0,6.724688053,7.796999931,0.265,30.00176048,-0.04667,3.01,-0.05
44,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,112.3333333,198,1195.06897,100,64.18135071,4.997426033,0,6.78242588,8.960000038,0.204,30.00205994,-0.04603,2.26,-0.09
48,5L Fermenter,5000ml,Ferm1,1195,1,6.8,5,100,0,30,Media type A,Glucose,0,115.1333333,202.5,250.3500977,0,0.081933632,0,0,6.393883228,0,0,20.64920998,-0.04475,1.71,-0.1
