input_Timepoint (hr),input_vessel_type,input_vessel_volume,input_vessel_name,input_agitation_rpm,input_DO_%,input_pH_setpoint,input_gas_flow,input_air_%,input_O2,input_Temp_c,input_media_type,input_feed_type,input_glucose_limit,output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l
0,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,0.378666667,,1184.807007,100,100.1493988,5.000000954,0,6.341571808,0,0,30.01,,,
2,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,0.378666667,,1184.873047,100,98.99658966,5.000000954,0,6.341571808,0,0,29.99,,,
4,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,0.779666667,,1185.26001,100,96.93994141,5.000000954,0,6.383944988,0,0,30.03,,,
6,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,2.323333333,,1184.755981,100,86.89154816,5.000000954,0,6.386256218,0,0,30.03,,,
8,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,5.95,,1184.802002,100,71.83319092,5.000000954,0,6.39781189,0,0,30,,,
10,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,12.56666667,,1185.883057,100,40.67036819,4.999999046,0,6.203667164,0,0,30.02,,17.21,30.94
10.5,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,16.33333333,55.5,1185.03894,99.84609985,41.45317078,4.999999046,0.160625502,6.361988068,7.7,0.2618,30.01,,11.16,32.07
12.5,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,28.9,82,1185.577026,99.42391968,37.3825798,4.779650211,0.568324983,6.2082901,11.4,0.3876,30,,0.43,29.1
14.5,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,46.06666667,115.5,1184.692993,100,51.56560898,4.999911785,0,6.256825924,17.18,0.58412,29.95,-0.03817,0.35,21.25
16.5,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,50.9,150.5,1184.899048,92.61048126,39.31113052,4.683191776,7.390408039,6.222157001,25.6,0.8704,30.01,5.33808,0.63,17.66
18.5,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,52,154.5,1185.041016,93.45533752,39.91603088,4.589436054,6.544757843,6.253745079,17.9,0.6086,30,12.69809,0.55,15.6
20.5,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,62.03333333,196,1185.208984,84.29701233,46.02191925,4.442884922,15.72533989,6.19018507,17.9,0.6086,29.96,4.19752,7.06,5.46
22.5,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,30,Media A,Glucose,0,72.06666667,220,1184.712036,86.6350708,42.47793961,4.457440853,13.3618803,6.390879154,17.9,0.6086,30.01,0.015307,6.95,0.42
24,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,26,Media A,Glucose,0,77,212.5,1184.875977,87.38053894,41.80899048,4.519155979,12.61721992,6.273775101,17.9,0.6086,28.7,-0.04202,2.63,0.03
28,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,26,Media A,Glucose,0,77.8,207.5,1184.947021,94.14282227,40.34300995,4.516439915,5.857100964,6.206364155,12.5,0.425,26.01,15.86059,2.17,-0.01
32,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,26,Media A,Glucose,0,83.6,207.5,1184.912964,99.57649231,40.89097977,4.79337883,0.422386199,6.194421768,10.6,0.3604,25.99,19.2027,4.02,-0.01
36,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,26,Media A,Glucose,0,87.4,208.5,1184.800049,99.45667267,40.17934036,4.711771965,0.543087006,6.226008892,9.01,0.30634,26,18.39921,2.78,-0.02
40,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,26,Media A,Glucose,0,93.26666667,217.5,1184.574951,99.6546936,40.59209061,4.850255966,0.344493896,6.214838982,7.66,0.26044,26.01,16.13374,4.1,-0.03
44,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,26,Media A,Glucose,0,93.4,216.5,1185.463989,99.54357147,37.06946182,4.800519943,0.463291198,6.221002102,6.32,0.21488,25.98,11.67324,4.84,-0.11
48,5L Fermenter,5000ml,Ferm4,1185,100,6.3,5,100,0,26,Media A,Glucose,0,86.93333333,220.5,1185.41394,99.59561157,38.56391144,4.996673107,0.405830413,6.222928047,5.37,0.18258,25.99,7.95756,4.1,-0.09
