input_Timepoint (hr),input_vessel_type,input_vessel_volume,input_vessel_name,input_agitation_rpm,input_DO_%,input_pH_setpoint,input_gas_flow,input_air_%,input_O2,input_Temp_c,input_media_type,input_feed_type,input_glucose_limit,output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l
0,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,30,Media A,Glucose,0,0.245,,1184.07605,100,98.77947998,5.000000954,0,6.393398762,0,0,30.07,,,
2,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,30,Media A,Glucose,0,0.415,,1184.848999,100,96.38337708,5.000000954,0,6.390954018,0,0,30.02,,,
4,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,30,Media A,Glucose,0,1.39,,1184.532959,100,93.80007172,5.000000954,0,6.383971214,0,0,30.02,,,
6,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,30,Media A,Glucose,0,3.63,,1184.985962,100,82.68064117,5.000000954,0,6.255813122,0,0,30.01,,,
8,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,30,Media A,Glucose,0,7.7,,1185.152954,100,65.11418915,5.000000954,0,6.211463928,0,0,30.01,,,
9.75,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,30,Media A,Glucose,0,14.8,48,1185.172974,100,49.24747086,5.000000954,0,6.391304016,0,0,29.99,0,11,27.43
12,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,30,Media A,Glucose,0,27.8,75.5,1185.031006,100,45.18157959,5.000000954,0,6.205179214,10.89,0.37026,29.99,0,0.39,23.43
14,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,30,Media A,Glucose,0,39.3,108.5,1184.91394,98.23271942,44.70985031,5.000000954,1.761402011,6.210765839,16.39,0.55726,29.99,0,0.63,17.21
16,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,30,Media A,Glucose,0,44.3,137.5,1184.480957,88.79871368,35.5222702,5.019999981,11.20691013,6.252669811,24.39,0.82926,30.07,5.5935,2.4,13.54
18,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,30,Media A,Glucose,0,54.1,177.5,1184.677979,89.76486206,42.79296112,5.009726048,10.23165035,6.311336994,17.9,0.6086,30.02,0.17903,8.58,5.25
20,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,30,Media A,Glucose,0,61.1,190.5,1185.165039,95.46865845,41.16809845,5.019999981,4.527634144,6.29422617,17.9,0.6086,29.99,0,0.95,0.06
22,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,30,Media A,Glucose,0,71.1,205.5,1184.938965,91.5447464,40.03744125,5.040000916,8.466808319,6.200987816,17.9,0.6086,30,0.87877,1.27,0.09
24,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,26,Media A,Glucose,0,83,201.5,1184.682983,91.64819336,41.15312958,5.041641235,8.3502388,6.233115196,17.9,0.6086,29.99,4.64917,1.61,0
28,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,26,Media A,Glucose,0,84.4,194,1184.687988,96.43177032,39.09397125,4.959219933,3.569775105,6.301908016,17.9,0.6086,26,19.70619,1.11,0.01
32,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,26,Media A,Glucose,0,87.6,188.5,1184.630005,96.17044067,40.28453827,4.990359783,3.829226971,6.249876976,12.5,0.425,26,23.8668,1.54,0
36,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,26,Media A,Glucose,0,87.6,184,1185.119995,96.68586731,39.99251175,4.861296177,3.31420207,6.212162971,12.5,0.425,26.01,27.54201,3.01,0.02
40,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,26,Media A,Glucose,0,90.4,180,1185.11499,97.30962372,40.32197952,4.920207977,2.693351984,6.243939877,8.75,0.2975,26.01,28.67041,1.96,0.01
44,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,26,Media A,Glucose,0,95.2,182,1185.041992,98.21497345,40.08237076,4.940063953,1.784934998,6.254415989,6.1,0.2074,25.99,22.32233,2.91,0.03
48,5L Fermenter,5000ml,Ferm3,1185,100,6.3,5,100,0,26,Media A,Glucose,0,99.6,182.5,1184.910034,99.44451141,39.92512131,4.964465141,0.555599213,6.253717899,4.27,0.14518,25.99,14.60628,3.9,0.04
