input_Timepoint (hr),input_vessel_type,input_vessel_volume,input_vessel_name,input_agitation_rpm,input_DO_%,input_pH_setpoint,input_gas_flow,input_air_%,input_O2,input_Temp_c,input_media_type,input_feed_type,input_glucose_limit,output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l
0,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,0.288333333,,699.947998,100,104.4601974,5.013671875,0,6.700653076,0,0,29.87915039,0.25893,9.32,31.4
2,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,0.542333333,,700.1010742,100,100.2813034,5.000000954,0,6.791102886,0,0,30.14336967,0.21418,10.07,28.42
4,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,1.671333333,,699.7213135,100,92.70024109,5.001091003,0,6.899037838,0,0,30.11268997,-0.03197,16.25,26.4
6,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,7.253333333,33.5,699.8582764,100,46.38360977,4.994204044,0,6.82607317,0,0,30.11893082,-0.0358,27.76,25.15
8,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,14.22,,700.1826782,100,55.87998962,5.039995193,0,6.893321991,0,0,29.90378952,-0.04603,36.18,23.35
10,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,25.76666667,,700.1762085,100,20.6134491,5.019814968,0,6.740330219,10.39332962,0.353,29.99588013,-0.0537,73.68,19.28
12,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,28.5,,700.265625,100,10.80900002,4.98000288,0,6.702670097,20.2430191,0.688,30.03891945,-0.05754,131.85,18.44
14,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,35.33333333,,700.588623,89.80325317,45.338871,4.999862194,10.16327953,6.734950066,30.18935966,1.026,29.95903969,12.12191,136.88,16.18
16,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,43.56666667,,699.753418,88.11334229,34.18162918,5.065025806,11.90464973,6.725534916,16.30999947,0.554,30.03897095,23.14416,130.94,14.05
18,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,45.43333333,116.5,700.1483154,93.57199097,39.41870117,4.960131168,6.428412914,6.707714081,11.40999985,0.387,30.00819969,28.44429,124.01,13.43
20,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,46.43333333,122.5,700.0089722,95.5511322,44.02624893,4.97313118,4.392932892,6.720828056,7.980000019,0.271,30.00205994,30.80986,116.37,12.35
22,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,49.63333333,131,699.9484253,94.27160645,34.15483093,4.991829872,5.735516071,6.731250763,5.599999905,0.19,29.76844025,29.09003,105.54,11.85
24,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,51.46666667,123.5,700.1685181,92.27377319,39.95446014,4.945058823,7.726706982,6.711075783,3.920000076,0.133,29.9221096,22.72219,99.17,11.33
28,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,57.73333333,153,699.9450073,82.90416718,35.42726898,4.670144081,17.10111046,6.692583084,3.920000076,0.133,30.03265953,-0.03005,168.91,7.81
32,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,62.46666667,155.5,699.8850098,73.92059326,36.20412064,4.351250172,26.0858593,6.905764103,4.510000229,0.153,30.06973076,-0.0358,20.02,5.75
36,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,74.6,160,699.8869019,97.44393921,25.44869995,4.704728127,2.574486017,6.851627827,4.510000229,0.153,30.02659988,-0.04156,0.92,5.2
40,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,69.2,157.5,699.7883301,99.34764099,56.02732086,5.300000191,0.621604919,6.884915829,5.186500072,0.176,29.97742081,-0.04348,0.59,4.49
44,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,74.4,164.5,699.916687,97.69582367,33.6592598,4.986669064,2.31220603,6.724863052,6.854000092,0.232,29.98361969,-0.04348,0.51,4.85
48,5L Fermenter,5000ml,Ferm4,700,1,6.8,5,100,0,30,Media type A,Glucose,0,76.33333333,151,249.5151062,0,0.66970259,0,0,6.584982872,0,0,20.88015938,-0.0422,0.47,5.35
