input_Timepoint (hr),input_vessel_type,input_vessel_volume,input_vessel_name,input_agitation_rpm,input_DO_%,input_pH_setpoint,input_gas_flow,input_air_%,input_O2,input_Temp_c,input_media_type,input_feed_type,input_glucose_limit,output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l
0,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,0.2973333333333333,,699.7362060546875,100,83.37280273,2.5,0,6.817258834838867,0,0,29.928319931030277,,,
2,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,0.5983333333333333,,700.0316772460938,100,74.87136840820312,2.5,0,6.885456085205078,0,0,30.008079528808597,,,
4,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,2.6766666666666663,,699.7379150390625,100,54.60187911987305,2.5,0,6.892108917236328,0,0,30.026460647583008,,,
6,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,7.473333333333334,73,699.6154174804688,82.05084228515625,38.48101043701172,2.3550779819488525,17.95922088623047,6.83256197,0,0,30.03887939453125,,,
8,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,1.5533333333333337,,700.2401123046875,71.46665192,52.10290145874024,2.260015011,28.523120880126957,6.706148147583008,8.52025032,0.2896885108947754,30.00196075439453,9.8,25.7,20.8
10,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,1.1333333333333333,,700.7401123046875,100,57.99917984008789,2.485160112380981,0,6.867825031280518,12.697830200195312,0.4317262268066406,30.008100509643555,21.99,21,20.5
12,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,2.036666666666666,,699.8167724609375,100,64.90811920166016,2.4870851039886475,0,6.881796836853027,0,0,30.008140563964844,24.52,23.5,24
14,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,2.24,,700.4716186523438,100,70.07758331298828,2.4800000190734863,0,6.896100997924805,0,0,30.00180053710937,24.18,25,25.5
16,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,2.4433333333333334,,699.9741821289062,100,73.10738372802734,2.4800000190734863,0,6.891444206237793,0,0,29.98348045349121,24.11,26.7,26.3
18,5L Fermenter,5000ml,Ferm5,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,0.24,,699.9641723632812,100,74.78970336914062,2.489739894866944,0,6.882129192352295,0,0,30.00192070007324,24.14,27,26.6
