input_Timepoint (hr),input_vessel_type,input_vessel_volume,input_vessel_name,input_agitation_rpm,input_DO_%,input_pH_setpoint,input_gas_flow,input_air_%,input_O2,input_Temp_c,input_media_type,input_feed_type,input_glucose_limit,output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l
26,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,700.1801758,33.16839981,42.85382843,2.832191944,66.8578186,6.713140965,19.53,0.66402,29.99,1.4,8.8,0
28,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,80.4,215.5,699.9506836,44.97898102,38.86867905,2.55974102,55.02088928,6.700331211,19.53,0.66402,30,,,
30,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,699.9005737,46.97542953,42.12643814,2.594317913,53.02283096,6.740109921,14.31,0.48654,30,0.007,7.9,
32,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,153,221.5,700.3134155,54.68706131,46.83897018,2.568645,45.30361938,6.718197823,14.31,0.48654,29.98,,,
34,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,699.8394775,59.51839828,47.04790115,2.507184982,40.44570923,6.746179104,14.31,0.48654,29.99,0.001,0,
36,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,166.3,225.5,700.1948242,59.04251099,36.90319061,2.520116091,40.95994949,6.721231937,14.31,0.48654,30,,,
38,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,699.9573975,60.50851059,43.41096878,2.513314009,39.48670959,6.70167923,14.31,0.48654,29.99,0.001,0,
40,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,166,221.5,699.6322021,61.55622864,42.42049026,2.490869045,38.40668869,6.703028202,14.31,0.48654,30,,,
42,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,700.4119263,63.74123001,41.46096039,2.491709948,36.25656128,6.697970867,14.31,0.48654,30,0.001,0,
44,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,177.3,260.5,699.9052124,65.75250244,35.80437851,2.479113102,34.25189972,6.736064911,14.31,0.48654,30,,,
46,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,,,699.8549805,76.01377869,38.55915833,2.442286015,24.00118065,6.752921104,9.96,0.33864,29.99,0.0015,0,
48,5L Fermenter,5000ml,Ferm6,700,1,6.8,2.5,100,0,30,Media type A,Glucose,0,167.33,207.5,699.7739868,66.29501343,38.89963913,2.503870964,33.70365143,6.719545841,9.96,0.33864,30.01,0.0012,1.8,
