output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_glycerol_gl,poly_output_glucose_gl,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_gasflow,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_gasflow input_Timepoint (hr)_cos,poly_output_agitation output_glycerol_gl,poly_output_feed_% input_Timepoint (hr)_sin,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl^2,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2
-0.28558003835831824,-1.6599753066664646,1.4035909628564787,1.3441917940849974,-0.4188184773321865,2.7555180187424235,-2.3299263390019616,-0.8842722002408193,2.0432833961066605,-2.231325185604789,-0.0,-1.6599753066664646,0.7476957422069721,0.6798751131142793,1.4035909628564787,0.0,0.5327020207406581,0.6511031862095786,-0.0,-1.2309119225453715,1.8068515792854443,0.0,1.3441917940849974,0.17540891695485122
-0.2684935463257156,-1.6599753066664646,1.1532741412222345,1.0627553896507467,-0.4889759435575194,2.7555180187424235,-1.9144065962458823,-0.8842722002408193,2.0432833961066605,-1.7641477038469364,-0.42963322376517843,-1.6034130197112544,0.6143514654970313,0.5628622993385274,1.1139772777979025,0.13787342833228033,0.5145506395497765,0.518684084617798,-0.318583448398501,-1.1889696158737035,1.1294490182317103,0.2750613351269636,1.0265428778915582,0.23909747337796639
-0.21844213139432078,-1.6599753066664646,1.5627994026712868,1.357107842451074,-0.5079594289418561,2.7555180187424235,-2.594208417707437,-0.8842722002408193,2.0432833961066605,-2.2527655069521857,-0.8299876533332322,-1.4375807852280225,0.8325063998152878,0.7603863389879568,1.3534239837324809,0.266351010370329,0.4613334826087149,0.6603062825397487,-0.6154559612726856,-1.0660009947454352,1.8417416960422093,0.6785539212255369,1.1752898672377199,0.25802278145093654
-0.18686383120030056,-0.955768783388558,1.653969445389181,1.1229985082290515,-0.5081835354568571,0.9134939673000443,-1.5808123645814653,-0.5091399622719252,1.1764671906696607,-1.073326917957246,-0.6758305879804658,-0.6758305879804658,0.8810728658021222,0.808306170076779,1.169533010710043,0.37667721121749626,0.37667721121749626,0.5488170447882559,-0.8703861674752026,-0.8703861674752026,1.261125649484675,0.7940798604311392,0.7940798604311392,0.25825050570943076
-0.17441008749394304,-0.9656072409948048,1.7242804870292043,1.0945450732676207,-0.4991923481043416,0.932397343861599,-1.6649777237814483,-0.5143809285197442,1.188577465436647,-1.0569006483424037,-0.8362404007797035,-0.4828036204974025,0.9185276997641433,0.844036042215418,0.8621402435146024,0.4613334826087148,0.2663510103703291,0.5357802855258665,-1.066000994745435,-0.6154559612726859,1.1980289174144212,0.9479038390368592,0.5472725366338105,0.24919300040592615
-0.19918950318259399,-1.0545317616666523,1.3583582894887118,-0.17618437889597205,-0.5088739768561441,1.1120372363637732,-1.4324319599890318,-0.5617512003750317,1.2980357181382565,0.18579202345531437,-1.0091239780495638,-0.3061144120899839,0.7236002057004606,0.6650462014468743,0.39431059766015447,0.5097640505727914,0.15463523416350192,-0.08625909146779405,-1.1779092684173464,-0.3573148701647531,0.03104093536695944,-0.16859793869148218,-0.05114362556509518,0.2589527243213875
-0.32984729090577536,-0.7076630640105099,1.00601029830844,-0.518292848164229,-0.5088739768561441,0.5007870121647431,-0.7119163301270778,-0.3769735442019243,-0.0018369964482029622,0.36677670498663234,-0.7076630640105099,-4.333186531076397e-17,0.5359037187948182,0.4918594563932403,6.160036458663525e-17,0.5327020207406581,3.2618591229968697e-17,-0.2534042036937498,0.0025958631185189,1.5895077295594185e-19,0.2686274764581886,-0.518292848164229,-3.1736283876264413e-17,0.2589527243213875
-0.32689178958121706,-0.29142062682313896,0.45810917202311724,-0.5284445762157948,-0.5088739768561441,0.08492598173799122,-0.13350246206440602,-0.15524035679419534,-0.18230679719320295,0.15399964964209495,-0.2814907097618187,0.07542520835754284,0.2440356816565443,0.2237242865923184,-0.11856737845572957,0.5145506395497765,-0.13787342833228028,-0.2580736056764495,0.604263485521321,-0.1619119129610533,0.27925367013189095,-0.5104382639292181,0.13677152060577819,0.2589527243213875
-0.30509496731259966,0.07436818161424767,0.13482989011521762,-0.569623416762991,0.18971039210211652,0.005530626436609725,0.010027053755117562,0.04071310407913976,0.11391255089278675,-0.04236185770955841,0.06440473451119332,-0.03718409080712382,0.07381306400247076,0.06556870526466488,-0.06741494505760878,0.474108437696424,-0.2737266341291032,-0.2770117953346048,1.3265238001212765,-0.7658688730864639,0.32447083692474415,-0.4933083495072409,0.2848117083814954,0.03599003287153879
-0.22899080820522344,0.5789044691140913,-0.5954113216058958,-0.5711485590054797,-0.4865145311469107,0.33513038436026793,-0.34468627503878063,0.31253618511667386,0.46116510941001826,-0.33064045333634545,0.40934727576977226,-0.4093472757697722,-0.3214478259508985,-0.2901101187496997,0.4210193831027732,0.38174943821105645,-0.3817494382110564,-0.27828825261484386,0.5632932435458418,-0.5632932435458416,0.3262106764540359,-0.4038630191376997,0.4038630191376996,0.23669638901709833
