output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_glycerol_gl,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_gasflow,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_gasflow input_Timepoint (hr)_cos,poly_output_feed_%^2,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl^2,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2,poly_output_glucose_gl input_Timepoint (hr)_cos
-0.31232667653228624,-1.6230888441091122,1.4272464722622509,1.2917219928483985,2.6344173958714543,-2.3165478269229447,-0.8559561643105642,1.9242801266589493,-2.096579556282626,-0.0,-1.6230888441091122,2.0370324925850403,0.7526762446537117,0.7835394446446188,1.8436056574364412,1.4272464722622509,0.0,0.5273624838327227,1.4055684614205541,-1.1855667258406648,1.668545706808238,1.2917219928483985,0.19836478973007474,-0.44538162257784586
-0.2652917552229058,-1.6230888441091122,1.218346983365929,1.739238361866103,2.6344173958714543,-1.9774853969552295,-0.8559561643105642,1.9242801266589493,-2.822938382391479,-0.4200863047488746,-1.567783432886663,1.4843693718768594,0.6425104913179612,0.6699976060760229,2.1189958115338667,1.1768328166145288,0.1364914544884788,0.5093930429499781,1.4055684614205541,-1.1451695192784694,3.0249500793866853,1.679975251799161,0.23771202906505629,-0.4709440970118109
-0.24028107141802718,-1.6198742150836716,1.6042035440008826,1.8608923575095404,2.623992472692941,-2.5986079566728737,-0.8542608895631071,1.9204689694504653,-3.01441154697597,-0.8099371075418357,-1.4028522211978374,2.573469010584992,0.8459967655375619,0.8833679583986724,2.9852501149209623,1.3892810219457918,0.2636812419163613,0.45670930800199816,1.4055684614205541,-1.0267309024595568,3.462920366237415,1.6115800553115758,0.2573085513749588,-0.43929649842813356
-0.22875977750688212,-0.9304938689808359,1.654851782695429,1.5907759678191393,0.8658188402109249,-1.5398294378701032,-0.4907075579368536,1.103162569662422,-1.4802072849777645,-0.657958524608856,-0.657958524608856,2.7385344226902393,0.8727067464972704,0.9119260352628185,2.632498446214549,1.170156917402585,0.37290158846149923,0.37290158846149923,1.4055684614205541,-0.8383222713910666,2.530568179790919,1.1248484741935065,0.25797223447883033,-0.3591463730005013
-0.21308790208997283,-0.9402007879988329,1.7249273531861062,1.0913848639845045,0.8839775217536263,-1.6217780567063182,-0.49582662286054763,1.1146707698605893,-1.0261209091282302,-0.8142377670651366,-0.47010039399941655,2.975374373769626,0.9096619734072291,0.9493273946236952,1.88255960474017,0.8624636765930533,0.4567093080019981,0.2636812419163614,1.4055684614205541,-0.5927833629203325,1.1911209213344753,0.5456924319922524,0.24475960811648528,-0.24736592738111962
-0.22587838208139294,-0.9675566506859139,1.5983156639838059,-0.08978155592824792,0.9361658722865436,-1.5464609505830038,-0.5102530785545936,1.1471029704190587,0.08686874154730562,-0.92589398614731,-0.28086687006976924,2.554612961735994,0.8428917185072472,0.877761991207804,-0.14349926717695677,0.463966546670291,0.5046544323314571,0.1530852484154936,1.4055684614205541,-0.3441518543742872,0.00806072778489711,-0.026062209986034923,0.25835400423968535,-0.14754745083820336
-0.35118906855449056,-0.6965193014820952,1.1939136174251723,-0.5910115029746769,0.4851391373371058,-0.8315838788389425,-0.3673181488670307,-0.03278508288712222,0.4116509192198051,-0.6965193014820952,-4.264950665521991e-17,1.4254297258732607,0.6296252507670499,0.6542441120634949,-0.7056166814563845,7.310612450190875e-17,0.5273624838327227,3.229163889080708e-17,0.002215574001749918,2.8821991531362466e-18,0.34929459664838647,-3.6189017268860224e-17,0.25835400423968535,-3.1123501781143264e-17
-0.3512962633247841,-0.30572126309519004,0.6256129440674455,-0.5901404719796165,0.09346549070851841,-0.19126317946899993,-0.20021495627988892,-0.20471512373898215,0.18041849049719996,-0.2953040636693591,0.07912648538183356,0.39139155578473667,0.40971003121099847,0.3427549545739911,-0.3691995180885197,-0.16192054478731288,0.6325788239984674,-0.16949898503941857,0.44838240905578713,-0.1733087594488658,0.34826577666832453,0.15273959343411517,0.25835400423968535,0.1315539307635565
-0.33714655364604246,0.0157416394488771,0.30850473134745987,-0.588204847546149,0.00024779921253844376,0.004856370249144406,-0.022353274215435717,0.024795156841469494,-0.0092593086321532,0.01363265965994284,-0.007870819724438547,0.09517516926376839,-0.4380795837031458,0.16986971201141665,-0.18146397846949827,-0.15425236567372988,-1.229764116450266,0.710004643672303,2.481040179648234,-0.7875658987742283,0.34598494267678837,0.2941024237730744,0.02222521460343708,0.07454061745692254
-0.34668688820216376,0.3372045419929442,-0.3435267622228474,-0.5909631123638401,0.11370690314067126,-0.11583878451767429,-0.32317996802880156,0.2834305948649639,-0.19927544563937352,0.23843961829011479,-0.23843961829011476,0.11801063636331273,0.32923924267467486,-0.1893953483266619,0.20301164458348675,0.24291010308683408,-0.6776977130444434,0.6776977130444433,0.7064909859177533,-0.5943445910907885,0.34923740017475674,0.417874024183579,0.25835400423968535,0.35941202278143486
