output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_gasflow,poly_output_agitation,poly_output_glycerol_gl,poly_input_Timepoint (hr)_cos,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_gasflow,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_agitation output_glycerol_gl,poly_output_feed_% input_Timepoint (hr)_sin,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl^2,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2,poly_output_glucose_gl input_Timepoint (hr)_cos
-0.313756039397741,-1.647529807001919,1.2740462323734763,0.6475581064908413,0.5519707399359016,1.7184854931895859,1.0,2.7143544649597806,-2.0990291433337953,-1.066871282209384,1.9553754102139063,-2.8312560729302363,-0.0,0.8250189658175587,0.7032362415957354,0.0,0.9485537092449685,-0.0,-1.1868528277325598,2.9531923903030544,0.0,1.7184854931895859,0.2682471835760697,-0.517925847565141
-0.3116516071363049,-1.647529807001919,1.2070561029974853,0.6475581064908413,0.5512557752772433,1.2905395664865031,0.9659258262890683,2.7143544649597806,-1.9886609084119355,-1.066871282209384,1.9553754102139063,-2.126202402901849,-0.426412091426177,0.7816389644852656,0.6653966478610068,0.167600370770356,0.7114173892494748,-0.3071801155509677,-1.1464117983110902,1.6654923726671715,0.33401621826505784,1.2465654971172115,0.26978416221522133,-0.5017091289942336
-0.26130440058110554,-1.647529807001919,1.5073849933133687,0.6475581064908413,0.5532067074770226,1.879650564034947,0.8660254037844387,2.7143544649597806,-2.4834617071111635,-1.066871282209384,1.9553754102139063,-3.0967803309955446,-0.8237649035009594,0.9761193720227146,0.8338954890511624,0.3237790532454206,1.0398352997371014,-0.5934264138662798,-1.027844699369793,3.5330862428768945,0.9398252820174734,1.627825138692013,0.2800677058880636,-0.4583129710318569
-0.23532374219004648,-1.046698749263712,1.598935258778704,0.6475581064908413,0.5526900148562993,1.5755963778563806,0.7071067811865476,1.0955782717102192,-1.6736035355173193,-0.6777982601395413,1.2422773703477703,-1.6491747580467087,-0.7401277834638487,1.035403488576181,0.8837155519286627,0.4578927283119944,0.8708163854849744,-0.8392316827601224,-0.8392316827601224,2.4825039459141465,1.1141148831952086,1.1141148831952086,0.13598780108204564,-0.26075640076711987
-0.216006763213626,-1.0313845553758898,1.5363820245426103,0.6475596629903714,0.5497994456069663,0.7482246339731378,0.5000000000000001,1.063754101067922,-1.5846006912703896,-0.6678830350926852,1.2241016760275638,-0.7717073314316726,-0.8932052260264386,0.9948990260372772,0.8447019853340355,0.5608031186157514,0.4113734889479064,-1.027844699369793,-0.59342641386628,0.559840102884236,0.6479815407580504,0.37411231698656894,0.2896444934988973,-0.26909314999591566
-0.20383523976854867,-0.9941032800916011,1.8362742125809408,0.6475596629903714,0.5532859085356829,0.324030087612025,0.25881904510252074,0.9882413314888803,-1.8254462178743354,-0.64374118503374,1.1798542890349297,-0.3221193729434829,-0.9602300322391529,1.1890971102568235,1.0159846460284916,0.6254946025454451,0.1792812814173162,-1.1464117983110902,-0.3071801155509677,0.1049954976778566,0.31298903011916446,0.08386515786023045,0.2830553755260911,-0.13769936391057175
-0.2684637432288946,-0.9508595112854147,1.8860582722215073,0.6475596629903714,0.5493269331686409,-0.5897676879958117,0.19509032201612833,0.9041338102019376,-1.7933764469803561,-0.6157382646791724,0.31142216820590785,0.5607862155796265,-0.9325890124001441,1.2213352591399613,1.0360626064567864,0.6351169856438328,-0.32397527532869913,-0.321223351023442,-0.06389529720969976,0.3478259258039251,-0.5784354672437371,-0.1150579681658104,0.29063514186006106,-0.10517433828419448
-0.35285468163166034,-0.649596680705306,1.669453942557288,0.6475596629903714,0.5512029745714551,-0.5897676879958117,-0.06540312923014314,0.4219758475833512,-1.084471739675601,-0.4206526076371918,-0.055482937769060804,0.3831111325093218,-0.6482058443479675,1.0810710324203443,0.9202079790476203,0.6461731880443249,-0.32508170392942126,0.08522849051543382,-0.005586170398897227,0.3478259258039251,-0.5885049501044213,0.038572652313752814,0.27383708479433483,0.034225094750834316
-0.3507182021784257,-0.46130741159273597,1.0912601270826383,0.6475596629903714,0.5522358210301566,-0.5445587454131082,-0.3214394653031616,0.2128045279903899,-0.503406384598852,-0.29872407198595263,-0.33800163359359303,0.25120898530670865,-0.4368258869965615,0.7066560401284631,0.6026329322369538,0.6131937555312794,-0.3007248458723598,0.6938191813638275,-0.2355198759950522,0.2965442272058984,-0.5156590833117268,0.17504267195175,0.29471281469304034,0.1745013162266763
-0.35114549806907264,-0.03451840160424678,0.8423398288798056,0.6475596629903714,0.552460493421052,-0.502716426214223,-0.5555702330196023,0.0011915200493120667,-0.029076224500525643,-0.02235272450981234,-0.05745868888041025,0.017352967493114244,-0.028701001999186623,0.545465295712774,0.4653594774911419,0.5384261819293709,-0.27773096487717747,1.3840488419640358,-0.9247918700373127,0.2527238051856003,-0.41799343200246103,0.27929428205461754,0.28441847408834164,0.2962905973838638
