output_Ph,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_agitation,poly_output_glycerol_gl,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_gasflow,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_gasflow output_glycerol_gl,poly_output_gasflow output_glucose_gl,poly_output_gasflow input_Timepoint (hr)_cos,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2
0.3140663417751632,-0.214491861728429,-1.659037283638925,1.735879910441759,0.45268651509429314,2.4606015464092397,2.7524047085040233,-2.8798894913426767,-0.6588101387591438,2.103177818433403,-4.082229705672524,-0.0,-1.659037283638925,0.6893246438434131,0.7858094272800736,4.271308792013725,0.9771144158166168,-0.1821016243823239,0.39710387780684026,0.0,0.45268651509429314,0.0,2.4606015464092397,0.21029036919626873
1.149175799331144,-0.20945327864528923,-1.659037283638925,1.3946536365175277,0.45204192113301667,2.651538178158918,2.7524047085040233,-2.313782380745188,-0.67614078971035,2.103177818433403,-4.399000696557676,-0.42939044554090644,-1.6025069590433,0.5683912112565906,0.6304419091665312,3.697977362534395,1.0806346158750362,-0.18689198734753548,0.3936631547883012,0.11699705837395637,0.436638966187707,0.6862685793239686,2.5611892056751633,0.21029036919626873
1.1282965385407058,-0.1474894271122085,-1.6558464338436827,1.3644408935138197,0.4513055964926354,2.704045751890079,2.7418274124728415,-2.2593045877153464,-0.6539931327024776,2.0991327468864953,-4.477484515217347,-0.8279232169218412,-1.4340050764744983,0.5388995960604339,0.6157798113261989,3.689510601811148,1.0679899513050886,-0.1811185041397903,0.3420454066541661,0.22565279824631768,0.3908421114327115,1.3520228759450392,2.3417723141322018,0.21029036919626873
1.0303329980819391,-0.02817149154764299,-1.1835380984655357,1.2018252473468032,0.45584502550454803,2.0262207091787223,1.4007624305194162,-1.4224059679327075,-0.19746277196535306,1.5003828428157941,-2.398109405212874,-0.8368878152176121,-0.8368878152176121,0.20051381959459277,0.5478460605288132,2.435163204987933,0.33805684698005933,-0.07650902692986603,0.11797445749285268,0.32233110870442067,0.32233110870442067,1.4327544036408901,1.4327544036408901,0.21029036919626873
1.1604146254616667,-0.02570580195376607,-1.1341112094804078,0.660661703545092,0.4555047542692203,-0.5466504036481876,1.2862082354691133,-0.749263843664911,-0.039605562584079365,0.5416497366333967,0.6199623504443992,-0.9821691181267281,-0.567055604740204,0.02307170428078875,0.3009345469283916,-0.3611509869178238,-0.019090188503841397,-0.016185958581687126,0.017461057722119082,0.39447868874173303,0.22775237713461022,-0.47341313654834805,-0.27332520182409387,0.21482051931102922
0.7444691763795601,-0.30261346373568226,-0.7578411963708341,0.8561559229808497,0.45099631535159984,-0.5466504036481876,0.5743232789167771,-0.6488302289517829,-1.2480274999288734,0.07025288361176588,0.4142741958973419,-0.7320183838003941,-0.1961437347840512,1.4099340880701283,0.38612316663081137,-0.4680179808832681,-0.9002344288846492,-0.7631352580219729,0.42622819574883253,0.4356289885593193,0.11672643568405638,-0.5280237428351283,-0.14148353547713144,0.21473910958023504
0.4152462639806421,-0.30004057024641934,-0.13831581063571616,0.889923106337935,0.45220430922710747,-0.5466504036481876,0.01913126347181529,-0.12309043585658612,-0.26075198333975574,-0.06836100496144538,0.07561039371494052,-0.13831581063571616,-8.469400738325062e-18,1.6776767162840367,0.4024270635667876,-0.4864768252954812,-1.0305414564655415,-0.8742597870920609,1.1543477217126548e-16,0.45220430922710747,2.7689527992780856e-17,-0.5466504036481876,-3.347268335401808e-17,0.21506484107557924
0.6995008059871373,-0.2033426566082899,0.16443952581876117,0.22079970981463715,0.4521584438875551,-0.5466504036481876,0.027040357651499022,0.036308199582839,0.2950567516539916,0.22344801215356835,-0.08989093316454237,0.15883638485106946,-0.04256008104952305,0.396184827338014,0.09983645320061006,-0.12070025049557409,-0.9808644946382797,-0.32312858227602337,-0.46440359356366445,0.436751518525666,-0.11702721668201867,-0.5280237428351283,0.14148353547713138,0.03243038228615177
0.27552202429594363,-0.2958596183263672,0.26998783179080155,0.5211499196750286,0.4520927448876558,-0.5466504036481876,0.07289342931509815,0.14070413685101135,0.1072132149647882,0.2032246559093308,-0.14758895722854065,0.23381632104351402,-0.13499391589540072,0.20695065402167714,0.23560809768386498,-0.2848868139515749,-0.2170769950933698,0.12726286114642438,-0.19855193890342004,0.3915238019393473,-0.22604637244382778,-0.4734131365483481,0.2733252018240937,0.1027058330850671
0.2739192775352258,-0.3070088234465063,0.6496363917423967,0.026194100467223827,0.4526716398490329,-0.5466504036481876,0.42202744147608073,0.017016640912465117,0.2579731303253493,0.4889928975774151,-0.35512399577053333,0.4593622979066092,-0.45936229790660915,0.010401778871196548,0.011857326412868529,-0.014319015593609085,-0.2170769950933698,-0.18391365443914043,-0.28079484483269085,0.3200871861880858,-0.32008718618808574,-0.38654020735799693,0.3865402073579968,0.21449624414519053
