output_Ph,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_gasflow,poly_output_glycerol_gl,poly_input_Timepoint (hr)_sin,poly_input_Timepoint (hr)_cos,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_gasflow,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_gasflow output_glycerol_gl,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_feed_% input_Timepoint (hr)_sin,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl^2,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2
0.16710050276977997,-0.12516939570904578,-1.6213459261323906,-1.6067644761737834,1.987138962033714,0.0,1.0,2.628762612186099,-2.2811399810017448,2.6051210376986083,2.036641138441732,-3.2218396607523094,-0.0,-1.6213459261323906,-2.260624723927087,0.6630145957626881,-3.192864293416616,-0.0,-0.0,-1.2561422615715323,3.9487212544324266,0.0,1.987138962033714,0.2374391954332704
0.39549489704751495,-0.060987496503347165,-1.6213459261323906,-1.6067644761737834,2.704289458699288,0.25881904510252074,0.9659258262890683,2.628762612186099,-2.5132852514233863,2.6051210376986083,2.036641138441732,-4.384588696944858,-0.41963520438244745,-1.5660999033998442,-2.4906822137035114,0.7341009163866424,-4.345156235529246,-0.41586124742795055,-0.3251135406528648,-1.2133402519451013,7.313181476432089,0.6999216153813624,2.612143029918927,0.24404519806003794
0.514779268028335,-0.07922099059587523,-1.4712984113880296,-1.6067644761737834,2.7133214591624126,0.49999999999999994,0.8660254037844387,2.1647190153529396,-2.2362450099125692,2.364030021269207,1.8481601139275623,-3.9921055524507083,-0.7356492056940147,-1.2741818008097217,-2.4421415901337387,0.7160250988686394,-4.359668533022179,-0.8033822380868916,-0.628071130785766,-1.0878511092881842,7.362113340751244,1.356660729581206,2.349805312268111,0.2630681027378916
0.5496912042586184,-0.04173330268996938,-0.748904706381673,-1.6067644761737834,2.20120220295652,0.7071067811865476,0.7071067811865476,0.5608582592406197,-1.076388614039017,1.2033134782534298,0.940730851575839,-1.6484906894918443,-0.5295555963450013,-0.5295555963450013,-2.309376577364436,0.6790363148022917,-3.5368135045860107,-1.1361540568721331,-0.8882267112922365,-0.8882267112922365,4.845291138300636,1.5564850044733225,1.5564850044733225,0.25555086816003614
0.5802415075164116,-0.04269385067773032,-0.8052730717145031,-1.6067644761737834,-0.4998006307269616,0.8660254037844386,0.5000000000000001,0.6484647200285113,-0.5236293599114309,1.293884165250207,0.2897199048649809,0.4024759891503465,-0.6973869370882878,-0.4026365358572517,-1.0447996881306254,0.30720058633226877,0.803061898621333,-1.3914988542648927,-0.31157728528148093,-0.17988922953063588,0.24980067047506865,-0.43284004303703405,-0.24990031536348087,0.2681565772258156
0.4420427473952773,-0.3246550995312563,-0.6155016376027689,-1.6067644761737834,-0.566743692983056,0.9659258262890683,0.25881904510252074,0.37884226589169023,-0.2869485009657838,0.9889661663269188,-0.043628224539232825,0.3488316711321119,-0.5945289278837292,-0.1593035461033864,-0.7490778735193179,0.21911533798979815,0.9106236329807156,-1.5520153043000837,0.06846712707656637,0.01834571140824501,0.3211984135360725,-0.5474323699387764,-0.14668406143575075,0.2681565772258156
0.46095713653559156,-0.23818698321617504,-0.13559709147606197,-1.6719772188668767,-0.566743692983056,1.0,6.123233995736766e-17,0.018386571216767518,-0.015679771060083916,0.22671524789258357,-0.10131450051794423,0.07684879638090464,-0.13559709147606197,-8.302927202492507e-18,-0.1933391028091233,0.054700663118025204,0.9475825436041531,-1.6719772188668767,0.7471731097995571,4.575115786625007e-17,0.3211984135360725,-0.566743692983056,-3.470304247743249e-17,0.26478186215324256
0.3489407558829692,-0.2062313750127754,0.19920996101125257,-1.6598327744724555,-0.566550495112187,0.9659258262890683,-0.25881904510252063,0.03968460856610477,-0.024104037475393747,-0.33065522228785704,0.4321071507793268,-0.11286250204220462,0.1924220461948072,-0.051559331883842756,0.200836701115116,-0.05724147590019663,0.9403790801808047,-1.6032753441839833,2.095193706896815,-0.5614054617497717,0.32097946351186424,-0.54724575512572,0.14663405814729652,1.1445898236632692
0.34603439852726176,-0.025776175746518755,0.7054733695219172,-1.49470127009959,-0.4944876892780653,0.8660254037844387,-0.4999999999999998,0.4976926751046075,-0.39450615198958056,-1.054471941445847,0.5506264240411515,-0.34884789634210356,0.6109578596993869,-0.35273668476095843,0.8358484840335402,-0.26437283822119345,0.7391113772125356,-1.294449270975111,0.6759383015942533,-0.39025316038102037,0.24451807484756047,-0.42823890077347054,0.24724384463903254,0.08505997264266701
0.6384315627984324,-0.3246550995312563,0.9905327099042971,-1.6349499842605908,-0.5665987945799043,0.7071067811865476,-0.7071067811865475,0.9811550493903504,-0.8751186050180509,-1.619471438467631,0.9246645337959606,-0.5612346394237407,0.7004123961604158,-0.7004123961604157,1.4444501783678103,-0.41894615539835117,0.9263606902804842,-1.156084220771503,0.6600857857919639,-0.6600857857919638,0.32103419401940053,-0.40064584985957397,0.4006458498595739,0.2681565772258156
