output_Ph,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_glycerol_gl,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_gasflow,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_gasflow input_Timepoint (hr)_cos,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% input_Timepoint (hr)_sin,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl^2,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2
0.3897200531478,-0.32759109049277807,-1.6335098091989957,1.4057285300695317,2.445903684678849,0.0,2.668354296749339,-2.296271342939465,-1.0447527006492872,1.9577973228121337,-3.9954076612788674,-0.0,-1.6335098091989957,0.8990693963999239,0.6975163474556585,0.0,0.6395754067504436,0.4961956256384419,-0.0,-1.1985219260924762,5.9824448347255705,0.0,2.445903684678849,0.24174130728249196
0.8584202554151215,-0.22259117812437235,-1.6335098091989957,1.2765602367581428,2.3956827359218136,0.25881904510252074,2.668354296749339,-2.0852736687778184,-1.0450309520004109,1.9577973228121337,-3.91337124885697,-0.42278344898248493,-1.5778493122018382,0.8166739813820838,0.6322460232849474,0.1655783831698896,0.6179469386251355,0.4783971369893093,-0.31020030044568864,-1.1576832817864406,5.739295771193826,0.6200483180798781,2.3140518262217338,0.264543647575651
1.0034919819155277,-0.24150602010019193,-1.630335493462454,0.842347219064849,2.0394565249497267,0.49999999999999994,2.6579938212434637,-1.3733085690608164,-1.0427224863709341,1.9539928358015481,-3.3249983599991344,-0.8151677467312269,-1.4119119540299239,0.5387445652585058,0.4175665258721692,0.3197877033752217,0.5538885498816495,0.4293042239479046,-0.599260963046238,-1.0379504349887398,4.159382917160015,1.0197282624748631,1.7662211605203952,0.2936098034789544
0.6192894762010294,-0.13590084402315317,-0.9516543406928516,1.1892939847138946,1.364102959484088,0.7071067811865476,0.9056459841595461,-1.1317967829128757,-0.6086547120344558,1.140578593381462,-1.2981545025449974,-0.6729212376495284,-0.6729212376495284,0.7606431840192449,0.586574969119445,0.45224810719338304,0.45224810719338304,0.34875408744157543,-0.8474829813407521,-0.8474829813407521,1.8607768840732477,0.964566452887837,0.964566452887837,0.2939926015286057
0.2111745684384978,-0.0009452932119374211,-1.0372363826094149,0.8281069331626768,-0.15670894120443907,0.8660254037844386,1.0758593134086645,-0.8589426397674313,-0.6633978020427398,1.2431505470982285,0.16254421529744387,-0.898273057069229,-0.5186181913047075,0.5296423539776124,0.41038714524670594,0.5538943282518038,0.31979103951878596,0.24778632372957554,-1.0379504349887398,-0.5992609630462382,0.02455769225341634,-0.13571392408320618,-0.07835447060221955,0.2936098034789544
0.37377845178245994,-0.08194530585751608,-0.9992068352559456,0.7123779096714628,-0.16269107150787054,0.8898149277675999,0.9984142996222023,-0.7118128766290681,-0.6390869425428432,1.1975713007557234,0.16256203068577807,-0.8891091579381613,-0.4559596527026227,0.4556328121097967,0.3515476797170741,0.5691205079379911,0.29186066393367965,0.22518777506709708,-1.0664627010938614,-0.5469114320436211,0.026468384748379047,-0.14476494404220924,-0.07423944857577455,0.2936692363246806
0.3131999160119757,-0.09861744216584875,-1.005306500788908,0.8058475862618448,-0.17653680858113596,0.9135454576426009,1.0106411605284384,-0.8101238171140829,-0.642969314150931,1.2048818836388093,0.17747360129514306,-0.9183931873342845,-0.4088949913931597,0.5154002977622826,0.3993035163570702,0.5842812076567866,0.2601387539355149,0.20154105389187718,-1.0949042614668427,-0.4874827848715961,0.03116524478401264,-0.16127439958601808,-0.07180398890160636,0.2841650684711462
0.31479497731305095,-0.07691922972480707,-0.9986466618906747,0.5993723408590378,-0.2784742386710628,0.915135660599092,0.9972951553053876,-0.5985611874284777,-0.638709844978701,1.1968999206950333,0.2780973688714039,-0.9138971726344007,-0.40260043859419237,0.3833438086998846,0.29680815767449165,0.5852982623595001,0.2578422870650683,0.19963722501195927,-1.0968101545771343,-0.48317935814860896,0.07754790160342805,-0.2548417063660723,-0.11226578419027167,0.2936098034789544
0.3131999160119757,-0.34023000784242363,-0.8741636918302157,0.6216227875811817,-0.5748309036225171,0.9659258262890683,0.7641621601142323,-0.5434000709177558,-0.5590935987687796,0.17221410752032207,0.5024963048887584,-0.8443772863430036,-0.22625021198279063,0.39757464721257885,0.3082923155860789,0.6177824032395891,0.1655342960462061,0.1283606784154665,-0.19029165322220917,-0.050988494807274194,0.33043056775947954,-0.5552440155580716,-0.148777185570999,0.2936098034789544
0.4439273553596096,-0.3375617919574985,-0.5380596726669875,0.30655646199562436,-0.5751686045267431,1.0,0.28950821135050575,-0.16494566959531545,-0.3285280535524401,-0.15580947526288583,0.3094750310799874,-0.5380596726669875,-3.294665279409494e-17,0.1871770044838081,0.15142585637518957,0.6105792168441707,3.7387194176705565e-17,3.024617212614322e-17,0.28957657148061056,1.7731451068589723e-17,0.330818923633241,-0.5751686045267431,-3.521891952518629e-17,0.2936098034789544
0.330736578678391,-0.3014706613035105,-0.15838661398259998,0.2326849788781067,-0.5728529411834793,0.9659258262890683,0.025086319488873136,-0.036854185929116115,-0.09613354530546116,-0.16317355732842087,0.09073223766402479,-0.15298972098427058,0.04099347218799807,0.14122930843976586,0.11503888627432486,0.5862734977936729,-0.15709151027758417,-0.12795950490115493,0.9951191532404164,-0.2666413734835121,0.32816049222256277,-0.5533334505547752,0.1482652512212785,0.12553000682056467
0.2398676485668932,-0.2940277433087192,0.1652691081745839,-0.19274356244928406,-0.5716951095118474,0.8660254037844387,0.027313878116822315,-0.031854556672385397,0.09396869577366446,0.13746000388940338,-0.0944835408967941,0.1431272461399881,-0.08263455408729191,-0.10959011869899123,-0.09508804013261882,0.49240465202074496,-0.28428995839440097,-0.2466698210936071,0.720303126745125,-0.41586720412442685,0.3268352982397632,-0.4951024880565866,0.2858475547559236,0.016851749162850992
0.41363696101864633,-0.33728092712750635,0.5885112063801321,-0.7685851236183675,-0.5666295959484577,0.7071067811865476,0.34634544003499845,-0.4523209583064684,0.3364845384650561,0.4894850199863984,-0.3334678670823137,0.4161402648356672,-0.41614026483566713,-0.43944279699032307,-0.3782123721396946,0.4042922145468585,-0.40429221454685843,-0.3479595491122474,0.5881250402189451,-0.588125040218945,0.3210690990047125,-0.400667629716148,0.4006676297161479,0.2936098034789544
0.2940681920444474,-0.34079173750240793,0.7752356614708151,-1.039150555759637,-0.5749756325814711,0.49999999999999994,0.6009903308160923,-0.8055865684620873,0.3938275239741115,0.6447901741468374,-0.44574161485389713,0.3876178307354075,-0.6713737767533591,-0.5278989483464912,-0.5142304156449236,0.2540050358538219,-0.439949627477174,-0.4285583074356208,0.41586720412442696,-0.720303126745125,0.33059697806246285,-0.2874878162907355,0.4979435043725816,0.2936098034789544
0.4104468384164078,-0.32309725321290406,1.0242016015917257,-1.0453806808418373,-0.5713574086076213,1.2246467991473532e-16,1.048988920703056,-1.0706805675912585,0.4564640782239549,0.8518637130274225,-0.5851851729772237,1.2542852130708996e-16,-1.0242016015917257,-0.46590312701328496,-0.5156345247064908,5.457980845313585e-17,-0.4456779578498587,-0.4932504820074293,1.018580880802677e-16,-0.831734408248854,0.3264492883708163,-6.997110216204498e-17,0.5713574086076213,0.23424426186439865
0.5220448067080059,-0.31762038902805767,0.9806325620705664,-1.0453806808418373,-0.5701513339496714,-0.4999999999999997,0.9616402217930832,-1.025134335393004,0.43135192927665,0.8156258437233201,-0.5591089633790174,-0.4903162810352829,-0.849252710531331,-0.4598327558668358,-0.5155317587535101,-0.21993555280576624,-0.3809395518503351,-0.4270823133814532,-0.4158672041244268,-0.7203031267451251,0.32507254360458976,0.28507566697483555,0.4937655392020006,0.0005835947005684723
0.3785658885972202,-0.3420556292373725,1.2544950962035681,-1.0453806808418373,-0.5721775393750272,-0.8660254037844385,1.5737579463987996,-1.3114249377820322,0.6187902813999387,0.27505412623921965,-0.7177939173037957,-1.0864246222352931,-0.6272475481017846,-0.5156428332209372,-0.517621731448458,-0.42717433087543066,-0.24662921492182843,-0.24757571138182005,-0.18988026454608198,-0.10962742184947791,0.32738713656526086,0.49552028457364444,0.2860887696875139,0.2936098034789544
0.48377910586149026,-0.34317908855734097,0.9930808590766119,-1.0453806808418373,-0.5720810534023913,-1.0,0.9862095926643415,-1.0381475445925052,0.6724200740793658,0.2177377885372671,-0.5681227439742998,-0.9930808590766119,-1.8242599430440148e-16,-0.7078325480025969,-0.5175727383778264,-0.6771050594053303,-1.2438218155308242e-16,-9.094923155695385e-17,-0.21925484369895562,-4.027646138002188e-17,0.32727673166198973,0.5720810534023913,1.0508958463531268e-16,0.2936098034789544
0.24464832664735192,-0.3434599533873331,1.0055291560826574,-1.0453806808418373,-0.5714538945802573,-0.8660254037844386,1.011088883732301,-1.0511607537920065,1.2568863798502765,0.2204671379516458,-0.5746135523574339,-0.8708137934135092,0.5027645780413288,-1.30669979240334,-0.5181845542839447,-1.0825101669468842,0.6249875362872904,0.2478449065400054,-0.189880264546082,0.10962742184947784,0.32655955363094386,0.49489358979805737,-0.2857269472901287,0.2936098034789544
0.501318021439352,-0.34065130508741187,1.0242016015917257,-1.0453806808418373,-0.5711161936760314,-0.5000000000000004,1.048988920703056,-1.0706805675912585,0.6761290918746535,0.22456116207321383,-0.5849381202579615,-0.5121008007958633,0.8869846055751427,-0.6901105107650992,-0.5158890496830841,-0.330076173882111,0.5717087035317548,0.4273783041408228,-0.10962742184947791,0.18988026454608198,0.3261737066789982,0.285558096838016,-0.49460113223611657,0.2936098034789544
0.2111745684384978,-0.3313827656976717,0.8623737405131339,-1.0453806808418373,-0.5708749787444414,-2.4492935982947064e-16,0.743688468326614,-0.9015088479977419,0.5657133042054153,0.1890796196862909,-0.4923075907851997,-2.112206481976279e-16,0.8623737405131339,-0.6857650358876342,-0.5147586242002954,-1.60672561021629e-16,0.655995512883778,0.4924126049333187,-5.3701948506695843e-17,0.21925484369895562,0.3258982413564664,1.3982404308653868e-16,-0.5708749787444414,0.29084057959960097
0.8392322086615287,-0.21889640128582594,-1.6335098091989957,2.0794720568160483,2.0453904122668396,0.0,2.668354296749339,-3.396838002764226,-1.0680527250790983,1.9577973228121337,-3.3411653020794603,-0.0,-1.6335098091989957,1.3596403183506411,-3.687482383113022,0.0,0.6538391866791582,-1.7732781602071892,-0.0,-1.1985219260924762,4.183621938593112,0.0,2.0453904122668396,0.25106372663735177
0.4534233770886726,-0.2108917536310504,-1.6335098091989957,1.8827781077922963,2.133482105283503,0.25881904510252074,2.668354296749339,-3.07553650762384,-1.0447527006492825,1.9577973228121337,-3.4850639467311266,-0.42278344898248493,-1.5778493122018382,1.204178574112083,-3.3416673567547908,0.16553429604620534,0.6177824032395863,-1.714383011677052,-0.31020030044568864,-1.1576832817864406,4.551745893564929,0.5521858012327919,2.060785465418909,0.25746828066111827
1.0642935559188276,-0.1183467921486454,-1.6335098091989957,1.5632616928623102,2.106273061000151,0.49999999999999994,2.668354296749339,-2.553603309635611,-1.0483052138672013,1.9577973228121337,-3.4406177059953413,-0.8167549045994977,-1.4146609920974016,1.0032234725728484,-2.7763395484028113,0.3208750899332664,0.5557719586476504,-1.538053794464741,-0.599260963046238,-1.0379504349887398,4.436386207494945,1.0531365305000753,1.8240859781329415,0.2990575699159511
0.6202987805271337,0.0423078906068497,-1.278733344526698,1.3149467074431846,1.9403654310525604,0.7071067811865476,1.6351589664044348,-1.681466201083193,-0.42961836958185134,1.532589951040812,-2.4812099772538287,-0.904201019244182,-0.904201019244182,0.4417850390441351,-2.3354537294369173,0.23756795250074353,0.23756795250074353,-1.2558799226497246,-0.8474829813407521,-0.8474829813407521,3.7650180060237886,1.3720455542772239,1.3720455542772239,0.29947743604260896
1.1010385415418285,-0.11301036037879504,-1.0926935457713476,0.9820800244799125,-0.1350960833339767,0.8660254037844386,1.19397918497036,-1.0731125041801675,-0.3211493968453,1.3096171731066928,0.14761861831802447,-0.9463003691892812,-0.5463467728856739,0.288639398243082,-1.7417056519750636,0.2545302268457608,0.14695309498629655,-0.8867432431982476,-1.0379504349887398,-0.5992609630462382,0.01825095173218078,-0.11699664011900335,-0.06754804166698837,0.30105909867585406
0.2375471497814028,0.6295962501203819,-0.7116511744162937,0.8254368795560195,-0.40154209676827285,0.9659258262890683,0.50644739404809,-0.5874231247425621,-0.08240647139996596,0.014011146571635068,0.2857579047427224,-0.6874022486776443,-0.18418887740851256,0.09558241882113429,-1.4674002684326866,0.1118504990086842,0.02997025088239502,-0.4601092411368996,-0.019017362460708936,-0.005095686913516907,0.161236055477061,-0.387859881610739,-0.10392674205402835,0.3021169576163483
0.4197355922927969,-0.29135952742379406,-0.11388395218598715,0.2860860510112522,-0.504106685680334,1.0,0.012969554565500209,-0.03258061015444332,-0.11013296027857329,-0.12498588972382833,0.05740966168865561,-0.11388395218598715,-6.973380875940969e-18,0.2766632443596646,-0.5080528063978972,0.9670630335932844,5.921553243318725e-17,-1.087409261922636e-16,1.0974846527955957,6.720155335797353e-17,0.25412355054761104,-0.504106685680334,-3.08676319523601e-17,0.3055112465216192
