output_D0_%,output_Ph,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_glycerol_gl,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow^2,poly_output_gasflow output_agitation,poly_output_gasflow output_glycerol_gl,poly_output_gasflow input_Timepoint (hr)_cos,poly_output_agitation output_glycerol_gl,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl^2,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2
1.9201674569557046,0.42787931522638595,-1.6036702738370212,1.3051546540626806,-1.181876522098999,2.0416849323068615,2.5717583471885064,-2.0930377214803615,1.895340245836048,-3.274189434481465,-1.6036702738370212,0.5338373016218796,0.5538914606280372,1.3051546540626806,0.1672992062720405,0.1735839766955203,0.8350945779735929,0.4090222564507224,0.8664657830223637,-1.181876522098999,4.168477362808874,0.0,2.0416849323068615,0.1975800097057533
1.677559568903109,0.8916582584280682,-1.6036702738370212,0.7083565159327274,-1.181876522098999,1.5892746382175482,2.5717583471885064,-1.1359702878800753,1.895340245836048,-2.5486724942725685,-1.5490265343512413,0.2897335805183762,0.29989247630336374,0.6842198529595653,0.1672992062720405,0.17316519943164593,0.650048698643647,0.39508516103278324,0.6728412826888669,-1.141605056180126,2.5257938756815186,0.4113345442691199,1.5351214181205455,0.21494636486210825
1.4716486279553456,1.1141571868970164,-1.6036702738370212,0.6895335690900385,-1.181876522098999,2.145203370762014,2.5717583471885064,-1.1057844875624405,1.895340245836048,-3.44019887702602,-1.3888191964368077,0.2820345763277276,0.293367078167338,0.5971535875941257,0.1672992062720405,0.1740214975156509,0.8774359232547746,0.3542236647995591,0.912692395506852,-1.0235350922741338,4.601897501928707,1.0726016853810068,1.8578006153639122,0.23642628483710879
0.8975450283846861,0.7587370357771982,-0.9162798336790497,1.0931949858280001,-1.181876522098999,1.80291283264861,0.8395687336069071,-1.001672519793251,1.0829296230980445,-1.6519726704370927,-0.647907683858938,0.4471410798439841,0.4667376016347996,0.7730055876381107,0.1672992062720405,0.17463130499676538,0.737431474993898,0.2892224111925289,0.7697503394873895,-0.8357129033013748,3.2504946821290344,1.2748518898540793,1.2748518898540793,0.23681199592206503
0.1550424533981725,0.305077515791726,-0.9896201228748985,0.7223076412396613,-1.181876522098999,-0.279729497178229,0.9793479875989293,-0.7148101766770717,1.1696087890225693,0.27682593936925254,-0.4948100614374494,0.2954399012714451,0.306727489272377,0.3611538206198307,0.1672992062720405,0.1736910460511456,-0.11441559013166519,0.20451112822536124,-0.11878695647971692,-0.5909382610494996,0.07824859159158482,-0.24225285074419373,-0.13986474858911452,0.23642628483710879
-0.2168200979153923,0.37731533005828666,-0.9644530912271029,0.6675395093204409,-1.181876522098999,-0.22085552462272362,0.9301697651775144,-0.6438105432803227,1.139864465187117,0.21300479343696932,-0.4401007689376333,0.27307565219918045,0.28332608523352154,0.3046126908820266,0.16734471792329722,0.17362633186767143,-0.09034711142347007,0.18667107236029976,-0.09373846839006239,-0.5393157748121366,0.04877716275637848,-0.19652054268924418,-0.10078114435500043,0.23651477562849263
-0.42273103886315605,0.3498663687008055,-0.9681391716199618,0.44682827803607617,-1.181876522098999,-0.2637885378318048,0.9372934556249858,-0.43259195895422076,1.1442209570620063,0.2553840164993244,-0.3937776766948893,0.18276271052830662,0.18904467670252423,0.18174143383973393,0.1672992062720405,0.17304965696155156,-0.10789538296980154,0.1663643395320559,-0.11160399039968295,-0.48071248912864867,0.0695843926914415,-0.24098282051442863,-0.10729246435958201,0.23642628483710879
-0.4194691503364871,0.35131170477708545,-0.9681391716199618,0.5890323197360878,-1.181876522098999,-0.18545290325213756,0.9372934556249858,-0.5702652620866805,1.1442209570620063,0.17954422012904137,-0.390301464961072,0.24092732854085802,0.2493963823780305,0.23746604211637024,0.1672992062720405,0.17318009157224776,-0.07585436495352682,0.1648956994760118,-0.07852079015512865,-0.47646882958622033,0.0343927793246467,-0.16971456512766442,-0.07476460197295544,0.23642628483710879
0.02415659839863953,0.35131170477708545,-0.7711245299326733,0.5194627082055099,-0.17168440878076796,-0.584074684209345,0.5946330406638864,-0.40057043668252723,0.13239005901783862,0.45039431630650584,-0.1995817144923047,0.21247180905222082,0.2197133130046158,0.13444684210411945,0.1672992062720405,0.1730011291240917,-0.23889954527104942,0.10586274984025432,-0.2470417642742324,-0.04443519473962919,0.3411432367342461,-0.5641728219594383,-0.15116965203561902,0.23642628483710879
-0.6979583071328902,0.33252647714924954,-0.4724249118906554,0.10757234200079265,0.3220356105662052,-0.5838301909678355,0.2231852973748935,-0.05081985419159591,-0.1521376449473929,0.2758159265270842,-2.8927682809218074e-17,0.04399931697142559,0.04550076883304446,6.586906215402755e-18,0.1672979508659369,0.173006899028378,-0.2387986461212534,2.5045295887175683e-17,-0.246947515159463,1.9718993984568338e-17,0.34085769188553927,-0.5838301909678355,-3.5749288730717386e-17,0.23642628483710879
