output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_glycerol_gl,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_gasflow output_glycerol_gl,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_%^2,poly_output_feed_% output_glucose_gl,poly_output_glycerol_gl^2,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2
-1.618499643987857,-1.2517954202868438,-1.613689339708348,1.4766639959756889,-1.2527391633550913,1.7873727906010728,2.6039932850883645,-2.3828769486371,2.0215318333412657,-2.8842644182777124,-0.0,-1.613689339708348,0.5737562234981758,0.5075450658794151,0.6944817948520978,0.0,0.0,0.3437105985265527,1.5693554114036141,0.5019393551107281,3.1947014925810664,0.0,1.7873727906010728,0.1605392343749836
-1.3673812490305772,-1.2517954202868438,-1.613689339708348,1.2228378919605365,-1.2527391633550913,1.2688216250662205,2.6039932850883645,-1.9732804704481464,2.0215318333412657,-2.0474839303607824,-0.41765353399543187,-1.5587042088316472,0.47513236102040013,0.41160539913564975,0.4929992915617876,0.10056386442151133,0.0871181021325178,0.32512918341753105,1.5693554114036141,0.5557953170881583,1.6099083162356846,0.3283952014050678,1.2255875766055275,0.1968377795446872
-1.3196339887023576,-1.2517954202868438,-1.613689339708348,1.1544460048720298,-1.2527391633550913,1.0739991232071184,2.6039932850883645,-1.862917211330886,2.0215318333412657,-1.7331009359754397,-0.8068446698541739,-1.3974959620035663,0.44855876610594725,0.38749667816147954,0.4173012158832464,0.19427446767234033,0.1678279783230024,0.29068658538700837,1.5693554114036141,0.5688845115298179,1.1534741166496592,0.5369995616035591,0.9301105243395779,0.20621816135904414
-1.3709179973459082,-1.2517954202868438,-0.9461985881549522,1.5315198971862505,-1.2527391633550913,1.0877955664718186,0.8952917682264248,-1.4491219644488478,1.1853400276930033,-1.0292706291968512,-0.669063438033504,-0.669063438033504,0.5950704255109125,0.5161895187646575,0.422661809225289,0.27474558700503715,0.23832606404036916,0.23832606404036916,1.5693554114036141,0.5802156381135453,1.1832991944357447,0.7691876215968848,0.7691876215968848,0.21451494305576854
-1.2913353698961256,-1.2517954202868438,-1.0211066328237233,1.5012836689913567,-1.2527391633550913,0.7335939506693256,1.042658755596602,-1.5329707121570093,1.2791802688999254,-0.7490776488278077,-0.8843042839981334,-0.5105533164118617,0.5833221712369477,0.5069381400957002,0.2850371485078647,0.33649324862189084,0.292430615571186,0.16883489461931223,1.5693554114036141,0.5814257125857135,0.538160084458629,0.6353109973422243,0.3667969753346629,0.21541064363071927
-2.0252395971043686,-1.2517954202868438,-0.9715153004693565,2.087330330297897,-1.2527391633550913,0.11094234959173492,0.943841979046064,-2.0278733530181627,1.2170552646966517,-0.10778219009839074,-0.9384117193583357,-0.2514466623699674,0.7673281661721937,0.6970823935731434,0.04078376499751767,0.355086151044896,0.32257945818647904,0.08643490531593616,1.5693554114036141,0.4712312422600367,0.012308204932934726,0.10716208069984723,0.028713992982762865,0.1414968732183683
-1.5053190656129511,-0.3897766258734319,-0.9455242931538433,1.8271581342023049,-0.39082815964497497,-0.5533308446345807,0.8940161889440751,-1.7276224033219296,0.3695375193929324,0.523187755753331,-0.9273563089889585,-0.1844626388254554,0.7099376191726476,0.6274462670676995,-0.2149952842621173,0.3810816118513103,0.33680175320600747,0.0669940340678263,0.15274665037147805,0.1816407952587273,0.3061750236240185,-0.5426987476106836,-0.10794949266121663,0.21600066791633982
-2.1012808439554305,0.024440197416129725,-0.3815684740436169,1.503700809326704,0.023336868111834212,-0.5579761117270724,0.14559450038397434,-0.5737648232329421,-0.008904613154389724,0.2129060935044897,-0.3807515066509606,0.024955772218023194,0.5842591029962736,0.5035987108774365,-0.2168001909083088,0.38771553210060533,0.3341891314173834,-0.021903912908312055,0.0005446094132691445,-0.010847745841496089,0.3113373412580624,-0.5567814420408391,0.036493383742618506,0.21606969504131893
-2.1702485941758303,0.6715140456900934,-0.11798042815514206,0.7785587087224352,0.6703298033643631,-0.5568612476248744,0.013919381427670638,-0.09185468979898744,-0.07908579720607975,0.06569872841778927,-0.1117192221108367,0.03792356574242694,0.24083705187361676,0.26272904984426126,-0.1722578139299339,0.2929205699749071,0.3195469402678628,-0.10847156978068678,0.4493420452785057,-0.31406488160630136,0.3100944491063317,-0.5273086933242285,0.1789971816845911,0.2195137332346548
-2.014631668299945,1.6141371949057983,0.36015602717744016,0.416427138481273,1.612835082746075,-0.5557928361936013,0.129712363912237,0.149978743804285,0.5808722758942243,-0.20017213981716922,0.2994587922856511,-0.20009196794238465,0.20057588538342006,0.14065012890091544,-0.2677026300828062,0.4004848345504549,0.2808325811186446,-0.18764633153521704,2.6012370041365385,0.2199346683082731,0.30890567676412733,-0.46212485403042564,0.3087819555147047,0.018595482936368035
-2.253367969940944,0.7521184004923867,0.36015602717744016,0.23184551287291388,0.7509240790359583,-0.47385032468204735,0.129712363912237,0.08350055883522473,0.27044983301746883,-0.1706600504142263,0.23746736930251186,-0.2707796381354799,0.09629279332924114,0.07845067969112707,-0.19680506565858527,0.2738472249007172,0.22310601014070208,-0.2544036465691836,0.5638869724760021,0.9420305275737271,0.22453413020128168,-0.31243122856291683,0.3562595368828014,1.5737577887004677
-1.5689828514311135,0.7521184004923867,0.868942255287752,-0.6471146090716542,0.7509240790359583,-0.5543063507240039,0.7550606430245649,-0.5623052278363752,0.6525096627873838,-0.4816602105184396,0.3843233319671652,-0.7793306227335232,0.41730582632712143,-0.2180766601614907,0.3574564172783779,-0.2852194105334184,0.14905063034897417,-0.30224477908776654,0.5638869724760021,0.14152471161109265,0.30725553045296244,-0.24516342984179426,0.4971422564228172,0.035519962287221214
-1.7882658792668344,0.7521184004923867,1.0099312100653084,-1.0347360228492086,0.7509240790359583,-0.429162855252277,1.019961049063978,-1.045012203654266,0.7583816638079626,-0.4334249617200149,0.197027804985779,-0.9905256650518773,0.7176649050661352,-0.3480626226507999,0.2976557430797215,-0.13530936812608663,0.06562412792757116,-0.32991476996659747,0.5638869724760021,-0.15631696568180536,0.18418075632828684,-0.08372551962852771,0.4209166113272555,0.04333314113052438
-1.9332818247633077,0.7521184004923867,1.0834906647318594,-1.0505573050442107,0.7509240790359583,-0.5543063507240039,1.1739520205610865,-1.1382690327812628,0.8136192295578297,-0.6005857564110422,1.3268933744699095e-16,-1.0834906647318594,0.680237490649798,-0.35480077421029804,0.358914225104432,-7.929607091249966e-17,4.135953654173667e-17,-0.3377262454001659,0.5638869724760021,-0.0028934612096432446,0.30725553045296244,-6.788294981612015e-17,0.5543063507240039,1.4847155866979083e-05
-2.0464624031381704,0.14758573947518852,0.8812021643988439,-1.0540731455319892,0.14646701149899366,-0.5543063507240039,0.7765172545412071,-0.9288515372774865,0.1290670475459436,-0.48845595599801694,-0.44060108219942173,-0.7631434602392302,0.5307145597833797,-0.35399679402576134,0.2790873215550425,0.2517446545493427,-0.16791851472845346,-0.29084339904118445,0.02145258545744634,0.368515366999582,0.30725553045296244,0.2771531753620018,0.48004338120603424,6.330406000909239
-1.9226692636755462,-0.06512019680864035,1.0957505738429514,-1.0549521056539337,-0.06621232707882731,-0.5537953713438298,1.2006693200771572,-1.1559643751471278,-0.07255219539210221,-0.6068215959415719,-0.9489478331593721,-0.5478752869214761,-0.41734589463068117,-0.35626685562606425,-0.21908504040811771,-0.3426052661331694,-0.2924646018004031,-0.16885451657789963,0.004384072257193608,-0.20469838901325768,0.3066893133218504,0.47960086008199326,0.27689768567191514,9.557650514511703
-1.986333049493713,-0.24312148033037084,1.0528408919541299,-1.0549521056539337,-0.2441913525202669,-0.41838583559769604,1.1084739437707678,-1.110696715885575,-0.25709464139492316,-0.44049371633165224,-1.0528408919541299,-1.934037342514604e-16,-0.4098989420836853,-0.35590442008073214,-0.16256274619025385,-0.38854744199937025,-0.3373654767579401,-6.197303268816482e-17,0.059629416645677266,-0.8381442813759986,0.17504670742878234,0.41838583559769604,7.685623115599637e-17,11.780860453113531
-2.2109246740149575,-0.3942546455846703,0.9363717553987572,-1.0602258663856012,-0.39530561940450804,-0.37458096691549925,0.87679206430855,-0.9927655556266536,-0.3701530167607922,-0.3507470375296298,-0.8109217275615522,0.4681858776993787,-0.4119480483256915,-0.35895080618871034,-0.14554247651666796,-0.33649195534691534,-0.29320216259963283,0.16928034750387846,0.15626653273278177,-1.3793031760318073,0.14031090077535033,0.3243966331229607,-0.18729048345774965,12.174566224392377
-1.9385857891654934,-0.5229977122827772,1.0651008010652216,-1.064620666995324,-0.524032587491084,-0.4307886987346491,1.1344397164297768,-1.1339283252473102,-0.5581475287210343,-0.45883338811211916,-0.5325504005326113,0.9224043513136373,-0.4136556368606965,-0.36318299171890456,-0.16738184693558525,-0.1942737209996853,-0.17056920036312803,0.2954345212353332,0.27461015275260053,-1.7162269427482848,0.18557890295749224,0.21539434936732474,-0.37307395676744726,10.725877719709441
-1.8643117584012863,-1.2517954202868438,1.2183496649538699,-1.0628627467514349,-1.2527391633550913,-0.20163767306203267,1.484375906093207,-1.2949384713965606,-1.5262743399482668,-0.24566519141720547,-2.984096034856014e-16,1.2183496649538699,-0.412974188667793,-0.3558451582279089,-0.0783461031936316,-9.516704199639502e-17,-8.20020525411841e-17,0.334798786875845,1.5693554114036141,-3.36629990094068,0.04065775119787118,4.938698618058776e-17,-0.20163767306203267,7.220783093957053
0.5573824067381704,-1.2517954202868438,-1.613689339708348,1.3595513493277944,-1.2527391633550913,2.2676934079647157,2.6039932850883645,-2.1938935191963624,2.0215318333412657,-3.659352678159556,-0.0,-1.613689339708348,0.5282512141879226,0.45989223485211694,0.8811081661281828,0.0,0.0,0.3382676462198374,1.5693554114036141,0.5282405437254565,5.142433392526627,0.0,2.2676934079647157,0.17780425645316209
0.47113725883388163,-1.2517954202868438,-1.613689339708348,1.1783537201889225,-1.2527391633550913,2.0399824150907726,2.6039932850883645,-1.9014968366745377,2.0215318333412657,-3.29189787642447,-0.41765353399543187,-1.5587042088316472,0.45784808343884964,0.4013837869274684,0.7926329955053902,0.10056386442151133,0.08816178594959184,0.32902426444988875,1.5693554114036141,0.5516383150783726,4.161528253879581,0.5279863006997279,1.9704716999117238,0.19390434343380442
0.7857248837098582,-1.2517954202868438,-1.5986709510472605,0.9631403343307945,-1.2527391633550913,1.6381203589193116,2.5557488097223526,-1.5397444742765878,2.002717709695033,-2.618815432123416,-0.7993354755236302,-1.3844896558991564,0.37422715149175,0.3220397916813058,0.6364899214245447,0.19427446767234033,0.1671821749138272,0.28956802107061574,1.5693554114036141,0.581443785061755,2.6834383103059345,0.8190601794596557,1.4186538452806066,0.2154240350721881
0.42312132607306946,-1.2517954202868438,-0.9180007971994408,1.2524676376712878,-1.2527391633550913,1.5800080675922406,0.8427254636588088,-1.1497662898487426,1.1500155506429344,-1.4504486656312248,-0.6491245888343813,-0.6491245888343813,0.48664496717084615,0.42251778392782374,0.6139104524989714,0.27474558700503715,0.23854124545906077,0.23854124545906077,1.5693554114036141,0.5822441945756337,2.496425493656566,1.1172344189239263,1.1172344189239263,0.21601754430745754
0.21284345701283683,-1.2517954202868438,-1.0261944951048265,0.7653743068932667,-1.2527391633550913,-0.12382944926279615,1.0530751417834499,-0.7854229004285423,1.2855540332372206,0.12707309916534384,-0.8887105019845255,-0.5130972475524134,0.29738708653574375,0.2608999059615794,-0.04811407805556768,0.3364951885343474,0.2952097351227229,0.17043942004050222,1.5693554114036141,0.581443785061755,0.015333732504727407,-0.10723944879821769,-0.06191472463139809,0.2154240350721881
0.21119204800899982,-1.2517954202868438,-0.9884339750426636,0.581671641406852,-1.2527391633550913,-0.2668572230406161,0.977001723018641,-0.5749440126853655,1.2382499509266935,0.2637707457388829,-0.8795233061056293,-0.4510437639915494,0.22601832062819974,0.19689190863321268,-0.10369187202124185,0.3457525884492375,0.3011963227822975,0.15446176603286674,1.5693554114036141,0.581443785061755,0.07121277748894912,-0.2374535406441481,-0.12177271256117703,0.2154240350721881
1.1317680284751213,-1.2517954202868438,-0.987820979587109,0.7508802544824008,-1.2527391633550913,-0.1903032213563529,0.9757902877124357,-0.7417352685354228,1.2374820275125618,0.18798551453881496,-0.9024193688658678,-0.4017829891971093,0.29175372345047973,0.2542650684291718,-0.07394211405067402,0.3549571149560017,0.3093471920642964,0.1377302436266739,1.5693554114036141,0.5325066456320076,0.03621531605860504,-0.17385064344485057,-0.0774032934209939,0.18068776873725279
1.1450140426306712,-1.2517954202868438,-0.9884339750426636,0.6230003463406858,-1.2527391633550913,-0.2371275136486694,0.977001723018641,-0.6157947087864802,1.2382499509266935,0.2343848909077378,-0.9045511787092544,-0.39848323442064604,0.24206612129004082,0.21004155146569073,-0.09213564296912174,0.35557498662172826,0.30853355874171545,0.1359187332994775,1.5693554114036141,0.5306992650197618,0.0562294577291999,-0.2170038438490953,-0.09559701608270715,0.1794633056642142
0.4992853284321561,-0.23864346061913244,-0.8290551565984683,0.5763978806751844,-0.23971389276073374,-0.5550960461297275,0.6873324526825108,-0.47786563522619024,0.19873603890157854,0.46020523945127184,-0.8008057871765885,-0.21457526396813636,0.22395878287127322,0.19369282102517674,-0.2156819777377474,0.3753094514265485,0.32458984404287966,0.08697358658263366,0.057462750382504556,0.11126031437015199,0.30813162042885656,-0.5361816070276518,-0.14366942859948087,0.2154240350721881
0.48106887427345985,0.2561777174727223,-0.5041675651545354,0.19668710799513114,0.2550454106676707,-0.557047058308574,0.2541849337538527,-0.09916326033519243,-0.12858562370015814,0.2808450590639303,-0.5041675651545354,-3.087135974502082e-17,0.07642256640753245,0.06645307566317672,-0.21644004144268272,0.3885489353446807,0.3378618778858741,2.068807336534248e-17,0.06504816150264081,-0.11837625363613366,0.3103014251702359,-0.557047058308574,-3.410929484660221e-17,0.2154240350721881
0.42477736736024446,1.002887504321743,-0.11798042815514206,0.10791213567872979,1.0016618255698104,-0.5552354041425023,0.013919381427670638,-0.012731519970512322,-0.11817649104738746,0.06550691070762577,-0.11396034255169366,0.030535581755900407,0.042163014484017894,0.03640582910122219,-0.21693944095959727,0.37740282265899383,0.3258700268988188,-0.08731661054504668,1.0033264128038453,-0.320767435550947,0.30828635401328786,-0.5363162165312912,0.14370549710727457,0.10255062200784176
0.34530359856847254,0.7521184004923867,0.2682067088442513,-0.31574664309855205,0.7509240790359583,-0.5552818568134271,0.07193483866906498,-0.08468536797408308,0.2014028758301348,-0.14893031929685407,0.2322738233245381,-0.1341033544221256,-0.1325710063180247,-0.10766700114590101,-0.23314349069713014,0.36361387139384993,0.29530752006296196,-0.1704958762020718,0.5638869724760021,-0.0957851115600342,0.30833794050616736,-0.4808881942610211,0.27764092840671345,0.016270614581291216
0.5986246442447493,0.7521184004923867,0.537924709288272,-0.690183655046938,0.7509240790359583,-0.5559321942063761,0.2893629928628719,-0.3712668419966411,0.4039406169129812,-0.299049663952456,0.38037020970553936,-0.38037020970553925,-0.2721088776139038,-0.233501793030568,-0.21917946663724444,0.27878091747734346,0.23922719708554027,-0.23922719708554022,0.5638869724760021,-0.3485323613890398,0.30906060455511586,-0.39310342440324525,0.3931034244032452,0.2154240350721881
0.2260894711683866,0.7521184004923867,0.7586030732879253,-1.0426466639467098,0.7509240790359583,-0.5576973957015229,0.5754786228018853,-0.7909549636233767,0.5696533141625829,-0.42307095834384745,0.3793015366439626,-0.6569695328562917,-0.41053655306442877,-0.3535583855642707,-0.2195903697784372,0.1968723284983394,0.1695485142713415,-0.2936666410657804,0.5638869724760021,-0.3485323613890398,0.311026385172261,-0.2788486978507614,0.48298011230194127,0.2154240350721881
0.2691395962093859,0.7521184004923867,1.0283210737319461,-1.0540731455319892,0.7509240790359583,-0.5537024660019799,1.0574442306812226,-1.083925628805465,0.7721910552454294,-0.5693839143671824,1.2593301114415972e-16,-1.0283210737319461,-0.3435343630735897,-0.3560476747415015,-0.18045789781909724,3.9912624652140764e-17,4.1366450427495963e-17,-0.33778270156176377,0.5638869724760021,-0.22250455875021702,0.3065864208566737,-6.780899526693209e-17,0.5537024660019799,0.08779823099519427
0.2939755832333579,0.7521184004923867,0.9363717553987572,-1.0549521056539337,0.7509240790359583,-0.5537024660019799,0.87679206430855,-0.9878273550327891,0.7031440980580953,-0.5184713500588946,-0.4681858776993783,-0.8109217275615525,-0.48380722853416747,-0.35511853779612607,-0.25393120130595676,-0.22930293514806974,-0.16831026541057917,-0.2915219311265259,0.5638869724760021,0.14998888621440853,0.3065864208566737,0.2768512330009898,0.4795204016958042,0.0398957008867521
0.17311236297109958,0.14758573947518852,1.2367395286205076,-1.0549521056539337,0.14646701149899366,-0.5550495934588027,1.5295246616524754,-1.304700969863658,0.1811415427597199,-0.686451772575244,-1.0710478496497513,-0.6183697643102544,-0.3603417335936166,-0.3545178680646936,-0.1895892066241228,-0.2958097279140046,-0.2910288326778693,-0.16802557488851055,0.02145258545744634,-0.03984551420353852,0.3080800511987821,0.48068704829554804,0.27752479672940156,0.07400809591429924
0.25920798076981194,0.14758573947518852,0.862812300732206,-1.0549521056539337,0.14646701149899366,-0.5555141201680517,0.7444450662948028,-0.9102256534415558,0.1263735391728172,-0.4793044161114239,-0.862812300732206,-1.5849604835349894e-16,-0.4142667601366917,-0.3585634912859406,-0.21814358541855525,-0.39268774185715283,-0.3398860378250799,-6.243605224460404e-17,0.02145258545744634,-0.05429313565448856,0.30859593770608457,0.5555141201680517,1.0204628837174439e-16,0.1374074274191279
0.17807585454924346,0.14758573947518852,0.8199026188433847,-1.0549521056539337,0.14646701149899366,-0.5554212148262019,0.6722403043862405,-0.8649579941800033,0.12008868630218904,-0.4553913085971771,-0.7100564965477608,0.40995130942169244,-0.409972592397118,-0.35548751025508635,-0.21584626837016968,-0.33655241595179736,-0.29182482594141257,0.16848514181349028,0.02145258545744634,-0.05125408886254851,0.3084927258790139,0.4810088818403049,-0.277710607413101,0.1224552457950086
0.2857000090809115,0.14758573947518852,0.9179818917321194,-1.0549521056539337,0.14646701149899366,-0.5534702026473554,0.8426907535480807,-0.9684269296349808,0.13445406429219628,-0.5080756236435787,-0.4589909458660601,0.7949956384541113,-0.4276778126635341,-0.3558506721241417,-0.2243769403123152,-0.20270010855062923,-0.1686572642573004,0.29212295075921435,0.02145258545744634,-0.03886522042256412,0.3063292652185046,0.2767351013236779,-0.47931925573033085,0.07041134326166677
0.26417147234790406,0.14758573947518852,0.8015127551767468,-1.0549521056539337,0.14646701149899366,-0.5538418240147548,0.6424226967110197,-0.8455575687821949,0.11739517792906266,-0.44391128629818105,-1.9631400602059582e-16,0.8015127551767468,-0.40995408135577155,-0.35649927922225966,-0.21522277169126294,-9.517947797611796e-17,-8.27688193346469e-17,0.3379293498838758,0.02145258545744634,-0.02392754927464075,0.3067407660279906,1.3565212340272024e-16,-0.5538418240147548,0.026688047248478983
0.4327147848302619,-1.2517954202868438,-1.613689339708348,1.5810493000578254,-1.2527391633550913,2.594302137237804,2.6039932850883645,-2.551322401056658,2.0215318333412657,-4.186397702843228,-0.0,-1.613689339708348,0.6143150222649162,0.6221267511399138,1.0080133333861712,0.0,0.0,0.39348978625597575,1.5693554114036141,0.5371171720221596,6.730403579276638,0.0,2.594302137237804,0.18383016006747352
1.1585611552020971,-1.2517954202868438,-1.613689339708348,1.3788884720105752,-1.2527391633550913,2.612279320885749,2.6039932850883645,-2.225097627930198,2.0215318333412657,-4.215407292453897,-0.41765353399543187,-1.5587042088316472,0.5357656477587587,0.5463351105025636,1.014998348953076,0.1005638644215106,0.1025477654476824,0.38271347085340696,1.5693554114036141,0.5440269429907113,6.82400325032731,0.6761076393727109,2.5232680615244134,0.18859036808947602
