output_Ph,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_glycerol_gl,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_gasflow,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_gasflow output_glycerol_gl,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_sin,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2,poly_output_glucose_gl input_Timepoint (hr)_cos
0.36095209029947767,-0.08625227233202418,-1.633918604696723,1.64223922490943,2.7727494780326487,0.0,2.669690006774086,-2.6832852229422435,-0.7540274521723497,2.077986725440453,-4.530446958320672,-0.0,-1.633918604696723,0.7578672860792816,0.7662532934493654,1.2795797896072294,0.0,0.6359967740488527,-0.0,-1.2717810541279413,0.0,2.7727494780326487,0.2500835488629198,-0.5000835418836734
0.5104378507825759,0.2564559460044556,-1.633918604696723,1.4118415991904039,2.3610283750489227,0.25881904510252074,2.669690006774086,-2.3068342558019745,-0.770829789377917,2.077986725440453,-3.8577281882093066,-0.42288925304284886,-1.5782441783307637,0.6660610629015523,0.6579578417291139,1.1138565898097808,0.12210242875617451,0.6359967740488527,-0.329161158008871,-1.228446165567314,0.6110791094901183,2.280578284061067,0.2500835488629198,-0.4830436084075512
0.4979852763110198,-0.1432758987439343,-1.412630633343277,1.8037823877698964,2.744354919206185,0.49999999999999994,1.995525306259828,-2.548078256848837,-0.266112416701297,1.796556875966734,-3.876759827636971,-0.7063153166716384,-1.2233740146393788,0.3397978771539484,0.8449691092789703,0.5169836350692969,0.09419037447584154,0.6359967740488527,-0.6358905270639705,-1.1013947009265495,1.3721774596030922,2.376681077033347,0.2500835488629198,-0.4330850512857605
0.7471355260261068,-0.3079268995094497,-0.7873268125877569,0.8459991544168578,-0.5588787576057767,0.7071067811865476,0.619883509819597,-0.6660778176989622,-0.36333880330147517,0.22017608337507313,0.44002023084876174,-0.556724128190793,-0.556724128190793,0.3904151560005705,0.3949931061713161,-0.2579136588930336,0.32631853453363946,0.1409464782659491,-0.19774253730531452,-0.19774253730531452,-0.3951869593641575,-0.3951869593641575,0.25402605124208183,-0.35638886854255275
0.22702656122338616,-0.31189211856458243,-0.6885165734941622,2.4746720258789368,-0.5588787576057767,0.8660254037844386,0.47405507197614205,-1.7038527037800222,-0.3177384487431371,-0.13981761794187922,0.3847972871854038,-0.5962728435725599,-0.34425828674708114,1.1420181894248573,1.1555407746694275,-0.2579128467103731,0.3996556930709084,-0.10272858344224262,0.1758644798044516,0.10153540475599368,-0.4840032017220881,-0.2794393788028884,0.25591020158377475,-0.2529378389959551
0.21301576893814872,-0.3162349775297279,-0.29741588354834836,0.9086743706086232,-0.5588787576057767,0.9659258262890683,0.08845620778684471,-0.270254190792303,-0.13725226829419665,-0.2798912280584532,0.16621941948972527,-0.2872816830679317,-0.07697689497830602,0.4193374510428955,0.42348208820137734,-0.2579128467103731,0.44575800418059763,-0.476345388008292,0.9090105158740599,0.24356863363985257,-0.5398354257357677,-0.14464846637161027,0.2562085808453887,-0.13100656694555993
0.33291733769114895,-0.29735298202909544,0.19002324463818676,0.8627713953695836,-0.5588787576057767,1.0,0.03610883350282417,0.16394661992914414,0.07304868351373624,0.15302793401883788,-0.10619995487960837,0.19002324463818676,1.1635567915487493e-17,0.3316663428469427,0.41566219370946483,-0.21484401850219903,0.3844197253489929,-0.40738758050826424,0.805311657056537,4.931111715651695e-17,-0.5588787576057767,-3.4221454080668195e-17,0.25591020158377475,-3.097595149096449e-17
0.3765232950713653,-0.3162349775297279,0.19750044221812715,0.6668010010798375,-0.5588787576057767,0.9659258262890683,0.03900642467635578,0.1316934925847578,0.0839947091954572,0.15904940839207882,-0.11037880177345838,0.19077077784200086,-0.051116875862221224,0.2835829406148041,0.31302557057186375,-0.23768482841557445,0.4107973530202325,-0.40754586597090586,0.7778713277625543,-0.20842999408930146,-0.5398354257357677,0.1446484663716102,0.2561091017752107,0.13098113126985872
0.25661733697241107,-0.3134026782046331,0.5893426724198028,0.5626365572681706,-0.5588787576057767,0.8660254037844387,0.34732478553491497,0.33158573226150106,0.24505221168275082,0.4746045241005192,-0.32937110056604757,0.5103857258497598,-0.29467133620990127,0.23394764910883975,0.26238162747048244,-0.2323851335106575,0.3600985479287569,-0.40754586597090586,0.6974203529747028,-0.4026558285282683,-0.48400320172208816,0.2794393788028882,0.2561091017752107,0.2530361149002304
0.3220185916873161,-0.315668517664709,0.47329162237742006,0.4002106448838766,-0.5588787576057767,0.7071067811865476,0.2240049598126504,0.18941634540980348,0.20571229458515433,0.3811472606877369,-0.2645126338995149,0.3346677156618565,-0.33466771566185644,0.17394825131896177,0.18691624678632143,-0.24291203601804875,0.3073381222002949,-0.4078624368961892,0.5694413336732527,-0.5694413336732527,-0.3951869593641575,0.39518695936415743,0.2565071339537633,0.3581250716954646
