output_Ph,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_gasflow,poly_output_glycerol_gl,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_gasflow,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_feed_% input_Timepoint (hr)_sin,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl^2,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2
0.438672157127694,-0.24523298350657816,-1.639797344036749,1.63628671505666,-1.4418915388740343,2.629454574232596,2.6889353295099765,-2.683178609432528,2.3644099158347025,2.0378538922283638,-4.311772627091892,0.7529050380713375,-0.0,-1.639797344036749,2.677434213870915,-2.359347969612186,0.9666466957810782,-0.0,-0.0,-1.2427474039027924,6.914031357952723,0.0,2.629454574232596,0.21081429149004716
0.7055131150619485,-0.23822332546485242,-1.639797344036749,1.4833978543508044,-1.4418915388740343,2.683412445374751,2.6889353295099765,-2.4324718617142613,2.3644099158347025,2.0378538922283638,-4.400252600880674,0.7445160743749094,-0.4244107827452411,-1.5839226044853165,2.2004691942925705,-2.138898814972322,0.8748581804818729,-0.3731889912327817,-0.32164669638175736,-1.2004018129833993,7.200702351992101,0.6945182467281131,2.5919773835729756,0.2061426241528986
0.8280238426201989,-0.21229284500516,-1.4857742187526832,1.3760705362629744,-1.4418915388740343,2.6491534795702067,2.2075250291101463,-2.0445301259647066,2.1423252746966726,1.8464420531405965,-3.9360439414643764,0.7066336169222827,-0.7428871093763415,-1.2867182177278014,1.8935701207710698,-1.9841444631314378,0.808236644464544,-0.720945769437017,-0.6213737019513961,-1.0762508222669787,7.018014158318934,1.3245767397851032,2.294234211831739,0.2261949749063311
0.5779678262666638,-0.184256357448336,-0.8147842283387725,1.1888852511944143,-1.4418915388740343,1.792489006868869,0.663873338749609,-0.9686849519777886,1.1748304848496853,1.0125709845089494,-1.4604917722673842,0.04247100664700732,-0.5761394530621944,-0.5761394530621944,1.4134481405076058,-1.7142435843893569,0.701468204996059,-1.019571284873336,-0.8787551166016419,-0.8787551166016419,3.2130168397457446,1.2674811319593173,1.2674811319593173,0.0027170640848562058
1.0663317817230167,-0.3416803879589219,-0.93127856151778,0.552052636749639,-1.4418915388740343,-0.5777556078358845,0.8672797591426256,-0.5141147854343013,1.3428026781872688,0.3303900438842424,0.5380514113742332,0.4590926097941976,-0.8065108922742266,-0.4656392807588901,0.3047621137422289,-0.7960000259424053,0.3265120268912346,-1.248714702166751,-0.30724015668833443,-0.17738518716987273,0.3338015423858124,-0.5003510335647957,-0.2888778039179423,0.24301965097860256
0.4336398989836404,-0.3491865232338308,-0.6169051426939194,0.4894189371569084,-1.4456122905409972,-0.5778983535267367,0.38057195508220504,-0.3019250592638889,0.8918056563762775,-0.04186628908205828,0.35650846624499255,0.3041158721545488,-0.5958846096985997,-0.15966679995087452,0.23953089604779781,-0.7075100307775387,0.2893620733588781,-1.3963542462344454,0.0655525899794752,0.017564763546768884,0.3339665070089131,-0.5582069446414053,-0.14957110002610893,0.24301965097860256
0.1701568506027221,-0.3491865232338308,-0.23361521473167907,0.23888413878598566,-1.4449538955671835,-0.5779459354236874,0.05457606855412852,-0.055806969378480266,0.33756321459030375,-0.17134333897535367,0.13501696380730585,0.11516534692262512,-0.23361521473167907,-1.430480624766362e-17,0.05706563176352206,-0.3451765669280217,0.14131384559800403,-1.4449538955671835,0.7334425507009535,4.4910403603719655e-17,0.3340215042727611,-0.5779459354236874,-3.5388981994842084e-17,0.24301965097860256
0.7357181793911263,-0.283775915838196,0.09322644741964711,-0.03849367369610729,-1.4570106521435005,-0.5777556078358845,0.008691170498488228,-0.0035886284468191992,-0.13583192695192178,0.19981743158984902,-0.05386210279531835,0.014593298075223603,0.09004983325581702,-0.024128780099453413,0.0014817629146223821,0.05608569261536439,-0.022761938773651298,-1.407364218083685,2.0703225646535626,-0.5547412592708526,0.3338015423858124,-0.5580690628920196,0.14953415472271003,0.0245035290412688
0.1651245924586685,-0.24195601930656072,0.7118001910091376,-0.2979761434374201,-1.4641061061071219,-0.5777556078358845,0.5066595119206447,-0.21209947581492183,-1.0421510059846941,0.8042205524687512,-0.41124655201418303,-0.26940628783523807,0.616437047832529,-0.35590009550456864,0.08878978205783797,0.4362686910809784,-0.17569214626128732,-1.2679530817246825,0.9784704155474915,-0.5649201578104289,0.3338015423858124,-0.5003510335647957,0.28887780391794216,0.14325152536864025
0.22889493376333658,-0.3491865232338308,0.7743275008304579,-0.43219121399327154,-1.4570106521435005,-0.5778983535267367,0.5995830785423427,-0.3346575426122916,-1.1282034169576323,1.0127538382705354,-0.44748258782039446,-0.38172040878113417,0.5475322266964489,-0.5475322266964487,0.18678924545297784,0.6297072025510277,-0.2552267899525033,-1.030262112391703,0.9248349128059682,-0.924834912805968,0.3339665070089131,-0.4086358446152963,0.40863584461529623,0.24301965097860256
