output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_phosphate_mmol_l input_Timepoint (hr)_sin,poly_output_agitation output_feed_%,poly_output_agitation input_Timepoint (hr)_sin,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
0.3856797024215496,-1.238295105032891,-1.5359372181167215,1.7594647217885566,-1.2395645738392926,0.0,2.3591031379961334,-2.702427350158427,-0.26958691739413365,1.9038933632187625,-3.8100690364509364,-0.0,-1.5359372181167215,3.095716107218483,0.30882035086844156,4.364554734492347,0.0,-0.21756774198235038,0.0,0.5449375673448408,-1.2395645738392926,-1.0905283837059672,0.0,2.4806150873293022
1.1742513648198947,-1.238295105032891,-1.5359372181167215,1.4160356781866357,-1.2395645738392926,0.25881904510252074,2.3591031379961334,-2.1749419003080064,-0.26726181534899907,1.9038933632187625,-4.10582239739624,-0.39752980413039196,-1.483601426537527,2.005157041897485,0.2463982651681218,3.785305111715209,0.3664970020593654,-0.21569128890099068,0.045035986513699736,0.5449375673448408,-1.1973274352243757,-1.1751797198370633,0.6918674928377714,2.5820846353758595
1.1545356338552974,-1.238295105032891,-1.5263995387998723,1.3856278982843824,-1.2395645738392926,0.49999999999999994,2.329895552048463,-2.115021784889518,-0.262962715726651,1.8920707938209567,-4.161153679768507,-0.7631997693999361,-1.3219007769255404,1.9199646725039947,0.23871107521819393,3.7773927999672443,0.6928139491421911,-0.21354780211189908,0.08613823217393156,0.5449375673448408,-1.073494410576059,-1.1984588372731146,1.3630617587319904,2.3608922199779987
1.0620312666073446,-1.238295105032891,-1.0800481438522345,1.221962494692842,-1.2395645738392926,0.7071067811865476,1.166503993038657,-1.31977832425005,-0.19758088721636768,1.338789417160114,-2.2060534440485227,-0.7637093665258589,-0.7637093665258589,1.493192338435954,0.22354228857373007,2.4959207469218887,0.8640579663529392,-0.22676236208101277,0.12935607174439293,0.5449375673448408,-0.8765045158803768,-0.8979465940077236,1.4443016812036356,1.4443016812036356
1.1848638895913055,-0.443322303908343,-1.010525060026901,0.6773054958554208,-0.4445870288260972,0.8660254037844386,1.0211608969423718,-0.684434176855849,-0.18405501258257154,0.44926633399167337,0.557947374136504,-0.8751403731440909,-0.5052625300134506,0.4587427347159574,0.12336306786750617,-0.37396482071478243,0.5865637655336102,-0.08097619190409497,0.1577361343083646,0.19811109186422762,-0.22229351441304865,0.2460357145189743,-0.47816389626613515,-0.2760680542260135
0.7920976584320617,-0.05605698221767036,-0.41822917591011927,0.8740617187523545,-0.05731939618395473,0.9659258262890683,0.17491564358245748,-0.36555811232837965,-0.07174727007199659,0.02397264382968102,0.23091942962811143,-0.40397836231917805,-0.10824567594307125,0.7639838881883201,0.1499454026813182,-0.48260103593881504,0.8442787879135113,-0.009833149945659892,0.16570470239783536,0.025535789390622655,-0.014835351386184234,0.24597662081331745,-0.5333225267805547,-0.1429033403561754
0.4812212134570192,0.534494241474851,-0.03882149239395124,0.9080468845254611,0.5332353515401334,1.0,0.0015071082716936138,-0.03525173522095631,-0.00676996557960746,-0.0207009921440012,0.021434747734696197,-0.03882149239395124,-2.3771308199187853e-18,0.8245491444963962,0.1583516184932909,-0.5013654731138751,0.9080468845254611,0.09298934052105264,0.17438705114443992,-0.2377846173650307,3.26512483227919e-17,0.24621299563594473,-0.5521361084520269,-3.3808585895472526e-17
0.7496352215923732,1.404421620991142,0.3013557365736676,0.2346039943373196,1.4031679222260016,0.9659258262890683,0.09081527996585774,0.07069925951664749,0.05252007840484413,0.4228527027389595,-0.16638938365147898,0.2910872888568707,-0.0779966039761634,0.055039034159025085,0.040886628928245454,-0.129533336460709,0.22661005708099133,0.24454317720431687,0.1683409139867641,-0.1406880969537171,-0.36316658174902167,0.05535971648661694,-0.5333225267805547,0.14290334035617536
0.34928332798753087,0.7945639149855958,0.2986563933707855,0.5368931004244271,0.7933065769801644,0.8660254037844387,0.08919564130124535,0.16034655699841832,0.052003558612054045,0.23692608111821928,-0.1648989788000632,0.25864402366173866,-0.14932819668539268,0.28825420128335394,0.09348653648832375,-0.2964380671230864,0.4649630640841437,0.13813454521329352,0.15079671436773362,0.40434681670702943,-0.396653288490082,-0.2814226987647506,-0.4781638962661352,0.2760680542260133
0.3477698968246248,0.7945639149855958,0.6775242082463773,0.03874211790809918,0.7933065769801644,0.7071067811865476,0.4590390527598804,0.02624872276147269,0.11889503505216585,0.5374844104651296,-0.3740855797231954,0.47908196206906,-0.4790819620690599,0.001500951700005059,0.006798643370398307,-0.02139092221496746,0.027394814290345713,0.13921305265430667,0.12408631973815273,-0.35316466774144567,-0.5609524601425621,0.2458002630354979,-0.3904191864243793,0.3904191864243792
0.6889766538280162,0.7945639149855958,0.9174658262803185,-0.11955720687716133,0.7933065769801644,0.49999999999999994,0.8417435423922275,-0.10968965159532179,0.16513561262471274,0.7278316741427175,-0.5065660109601384,0.4587329131401592,-0.7945487126628366,0.014293925716268353,-0.02151922397088534,0.06601185094254976,-0.05977860343858066,0.1427880623302989,0.08999551149181327,-0.3536727744506762,-0.6870236486540978,0.2461539019302879,-0.2760680542260134,0.4781638962661352
0.4797036697094313,0.7945639149855958,1.0014453925921976,-0.37712898957860186,0.7933065769801644,0.258819045102521,1.0028928743441408,-0.37767408902644173,0.18166075818396815,0.7944532164298731,-0.5529341618930682,0.25919314023303186,-0.9673219683229988,0.1422262747805772,-0.06841065792181508,0.20822653269037422,-0.09760816496321233,0.14390467549460267,0.04694940364553726,-0.35358786889090915,-0.7662753108701176,0.2460948082246311,-0.14290334035617558,0.5333225267805546
0.549459274789952,0.7945639149855958,1.1094191207074706,-0.801049215274723,0.7933065769801644,1.2246467991473532e-16,1.2308107853913373,-0.8886993160534925,0.1991832656377063,0.8801094850847874,-0.6125503559496923,1.358646575087275e-16,-1.1094191207074706,0.6416798452922494,-0.14381904517130872,0.44228819640033545,-9.810023574456886e-17,0.14242894475625703,2.1987105157461294e-17,-0.35358786889090915,-0.7933065769801644,0.2460948082246311,-6.761717179094505e-17,0.5521361084520269
0.7526661965028671,0.7945639149855958,1.0607709576510882,-1.0219527927999168,0.7933065769801644,-0.2588190451025208,1.1252350245960068,-1.0840578426925718,0.18441651476354923,0.8415165773741556,-0.5856899485164017,-0.2745477263317412,-1.0246260637725737,1.0443875107115497,-0.1776679225064405,0.5642570380382266,0.26450084597232876,0.13791745806242578,-0.04499605301970983,-0.35358786889090915,-0.7662753108701177,0.2460948082246311,0.14290334035617547,0.5333225267805547
0.44937335768108233,0.397077514423322,1.3193680364871674,-1.0219527927999168,0.3958178044735668,-0.4999999999999997,1.7407320157040034,-1.3483318496190033,0.22952953443140536,0.5222293594949513,-0.7284707332820164,-0.6596840182435834,-1.1426062365390814,1.0443875107115497,-0.17778841252421143,0.5642570380382266,0.5109763963999581,0.06886014657621461,-0.08698465025821388,-0.1765062742205115,-0.34278827394429073,0.24621299563594473,0.27606805422601327,0.47816389626613526
0.49941940067402857,0.6469261090624657,1.044274971411255,-0.8698736476976026,0.6456678900491426,-0.7071067811865471,1.0905102159159772,-0.9083872785808179,0.18708914735299606,0.6742548174222337,-0.5765819188688619,-0.738413913708286,-0.7384139137082868,0.7566801629587327,-0.155843933358519,0.4802886506847237,0.6150935550624522,0.11567590752391002,-0.12668311354904016,-0.28819786025958016,-0.45655614344815915,0.24644937045857196,0.390419186424379,0.39041918642437945
0.458472451289587,0.930844966606947,1.277378253331228,-1.02553017867077,0.9295884418395697,-0.8660254037844385,1.6316952020835387,-1.3099899483689303,0.20932462147926653,1.1874360601539273,-0.7052866578155516,-1.1062420176266374,-0.6386891266656145,1.0517121473645015,-0.16805414990117207,0.5662322419513908,0.888135187076481,0.15233212888360675,-0.14191602163717124,-0.41452959056699135,-0.46479422091978523,0.24621299563594473,0.4781638962661351,0.27606805422601366
0.9422296185338777,0.874061195098051,1.1815215769266687,-0.9647190905986018,0.8728043314814843,-0.9659258262890683,1.395993236743282,-1.1398364212153218,0.2146083663035617,1.0312371500804303,-0.652360725536393,-1.1412622054712556,-0.3058002863081848,0.9306829237653933,-0.1752289522411942,0.5326562444324904,0.931847084723293,0.15853380534034814,-0.17544814043051601,-0.3780099579562899,-0.22589838363538164,0.23912913767033459,0.5333225267805547,0.14290334035617536
0.8573047448545006,0.874061195098051,1.1874001465685013,-1.0291075645416234,0.8728043314814843,-1.0,1.4099191080708984,-1.221962472971477,0.21315619581631512,1.0363679911267372,-0.6556064961016986,-1.1874001465685013,-2.1812186832033196e-16,1.0590623793967917,-0.18474029515443594,0.5682074458645551,1.0291075645416234,0.15668151257033922,-0.17951504927157097,-0.3891145471687455,-1.6033155462461176e-16,0.2461539019302879,0.5521361084520269,1.0142575768641758e-16
0.41601001444989855,0.874061195098051,1.1118785222923178,-1.0237325422706662,0.8728043314814843,-0.9659258262890684,1.2362738483349482,-1.138266226322466,0.19258467412632435,0.970452390337967,-0.6139082803698706,-1.0739921803782755,0.287775337409699,1.0480283181039614,-0.17731721055214056,0.5652397019850257,0.988849701791802,0.1511754516202578,-0.16730470708487585,-0.3892079611684297,0.22589838363538137,0.24621299563594473,0.5333225267805548,-0.1429033403561752
0.3871993024614784,0.874061195098051,1.1993972274701972,-1.0326849504124769,0.8728043314814843,-0.8660254037844386,1.438553709263196,-1.238599466374923,0.20815899357446085,1.0468390953028712,-0.6622305176635451,-1.0387084682178136,0.5996986137350987,1.0664382068084197,-0.17922557684309356,0.5701826497777194,0.8943314011630782,0.1514778149119328,-0.15030131163627708,-0.3888343051696929,0.43640216574074225,0.24597662081331745,0.47816389626613515,-0.2760680542260135
0.31288695355351215,0.14722891978417804,1.073427878002379,-1.0307576337745545,0.1459677188979909,-0.5000000000000004,1.1522474092726902,-1.1064439795573733,0.19101994200634687,0.1566858187535181,-0.5926782912641506,-0.5367139390011899,0.9296158114804831,1.0624612995845186,-0.18342663485937374,0.5691185086695021,0.5153788168872777,0.025975424870259584,-0.08897660752105216,-0.04545819870215836,0.12641175269812596,0.17194975106920138,0.27606805422601366,-0.47816389626613504
