output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
0.6391337108808631,-1.280967700834993,-1.567597836473072,1.9931463917916137,-1.2822995766499892,0.0,2.4573629769150562,-3.1244519715466437,-0.25916245708735797,2.010130042066859,-4.518603026666715,-0.0,-1.567597836473072,3.972632539111929,0.32951609412379385,5.745247351707566,0.027332217419453027,0.0,0.1653245820180805,0.4862675757014882,-1.2822995766499892,-1.093088553154188,0.0,2.882501443631161
0.527651659920871,-1.280967700834993,-1.567597836473072,1.4894947248942627,-1.2822995766499892,0.25881904510252074,2.4573629769150562,-2.3349287081823,-0.2593293273197635,2.010130042066859,-4.4744473888152765,-0.40572417514073794,-1.514183235484208,2.2185945354878354,0.24640864899522374,4.251515042564775,0.027367426236944454,0.04281670164523298,0.1597941059525274,0.4862675757014882,-1.2386062781257632,-1.0824069283228441,0.7387559319041778,2.7570746722592854
0.927515335872639,-1.280967700834993,-1.5586393182717815,1.3429619228526992,-1.2822995766499892,0.49999999999999994,2.4293565244627238,-2.093193255900092,-0.2732843728255088,1.998642537969933,-4.448876788090537,-0.7793196591358906,-1.3498212449606217,1.8035467262322193,0.23546852855109568,3.833261522295948,0.03074244050989959,0.08766761162182357,0.15184475750721424,0.4862675757014882,-1.1105040086409217,-1.0824069283228441,1.427166867900987,2.4719255260834503
0.9884608768920353,-1.280967700834993,-0.6717460163439936,1.2350365656604099,-1.2822995766499892,0.7071067811865476,0.45124271047402487,-0.8296308930215474,-0.11166540925822835,0.8613796323742197,-1.6335641334842745,-0.47499616339188727,-0.47499616339188727,1.52531531851826,0.20530209364535162,3.0033842972152396,0.02763294195203492,0.11754348546821922,0.11754348546821922,0.4862675757014882,-0.9067227261618465,-0.9221825558526808,1.719555082107612,1.719555082107612
0.43400150769695006,-1.280967700834993,-0.8763902620578334,0.7305074568346666,-1.2822995766499892,0.8660254037844386,0.7680598914297979,-0.6402096215305348,-0.144292044188641,1.123794862016933,-0.3826367914392101,-0.7589762305713852,-0.43819513102891683,0.5336411444910523,0.12027337455144343,0.31894355917339995,0.027107513682791667,0.14258553665114054,0.08232179796808327,0.4862675757014882,-0.6411497883249947,-0.16556746363246597,0.37811143751281945,0.21830274023170274
0.9185983489217606,-0.28079893394630584,-0.736527681976457,0.9875979418536974,-0.28207075682327815,0.9659258262890683,0.542473026317613,-0.7273932228382235,-0.12502147125149177,0.20775292067639395,0.39763292474214446,-0.7114311097978814,-0.19062739134071968,0.9753496947536591,0.1676392493003966,-0.5331794957588039,0.028813171375522268,0.16396052840595382,0.04393309117695547,0.10883673411778474,-0.07300528393234619,0.20831027918037479,-0.521479261119709,-0.13972994688660456
0.41616338346382226,0.2062298980573797,-0.42633137146917743,0.8752853750194449,0.20498731775749246,1.0,0.18175843829878977,-0.37316161435895323,-0.07322778405287125,-0.08739252431333983,0.23016567373504018,-0.42633137146917743,-2.610526747229147e-17,0.7661244877229303,0.15034129016985617,-0.47254474226826376,0.029502390136511486,0.17176259818863793,1.0517425804247421e-17,-0.07907108962014964,1.2551853127875727e-17,0.2082495128545849,-0.5398750576150846,-3.305781306239031e-17
0.612378599696857,0.9452876361329018,-0.06969702783683963,0.5866069805782805,0.9440894309325082,0.9659258262890683,0.004857675689289199,-0.040884763054648866,-0.011998885185356294,-0.06580022734816911,0.03762768691901395,-0.06732215920319153,0.018038918191214632,0.3441077496631672,0.10098895214534416,-0.31669447743711,0.02963829924027507,0.166291640360119,-0.04455771074254055,-0.3618352792804927,-0.24434832500533388,0.20691455263488828,-0.521479261119709,0.1397299468866045
0.4399468573860975,0.9327997173635767,0.3046715252960129,0.8752853750194449,0.9316007623535141,0.8660254037844387,0.09282473832619902,0.2666745302764669,0.050879277577341314,0.28383222523317353,-0.16448455727286065,0.26385328071610037,-0.15233576264800638,0.7661244877229303,0.1461701664168759,-0.47254474226826376,0.027888049387169746,0.1446237775760864,-0.083498576914774,-0.3593524134863802,-0.4658003811767568,0.2082495128545849,-0.4675455147642507,0.2699375288075422
0.5544067711048772,0.9327997173635767,0.4434980862656757,0.21808137065338987,0.9316007623535141,0.7071067811865476,0.19669055252131673,0.0967186705349739,0.07288136936426609,0.41316315526742803,-0.23943355487486143,0.31360050424171576,-0.3136005042417157,0.04755948422606122,0.03583796507418038,-0.11773669254627547,0.027005333669165008,0.11620097604832115,-0.11620097604832114,0.16486961148451243,-0.6587412164187271,-0.09554413714122913,-0.3817493142331044,0.3817493142331043
