output_Ph,output_feed,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_feed_%,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_agitation output_glucose_gl,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glycerol_gl,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
1.3589210274341093,-1.3624970720827512,-0.47878488621566745,-1.5913390972945094,-1.362497072082751,0.0,2.532360122578104,-0.8431943120395186,0.7369547573780593,2.168194860754577,-4.173060338546888,0.5529228345169913,-0.0,-1.5913390972945094,-0.2453821848288395,0.5298646363135691,0.16090883351354404,-0.46310353250980985,-3.572954691153748,0.4734099378302853,-1.362497072082751,-0.9111580657219954,0.0,2.622357702165209
0.8081628025608728,-1.3624970720827512,-0.2737096011177833,-1.5913390972945094,-1.362497072082751,0.25881904510252074,2.532360122578104,-1.150914988071967,0.7812628406868358,2.168194860754577,-3.168671377182244,0.5835360518304967,-0.4118688655960723,-1.537115532460299,-0.3550707914539229,0.698593098562038,0.18002772569019307,-0.4742181953691514,-2.71300157279063,0.4996208309250365,-1.3160711101679674,-0.7301623369060143,0.5153599892570346,1.9233496640954044
1.113519666810425,-1.3624970720827512,0.4743888932049459,-1.5913390972945094,-1.362497072082751,0.49999999999999994,2.532360122578104,-1.5633709271685683,0.8181862434440795,2.168194860754577,-3.3889156076641527,0.6252604305956936,-0.7956695486472546,-1.3781400842924416,-0.505113224065266,0.8508047975242083,0.20201687679495506,-0.4452665513303836,-2.901573650033563,0.5353450483458891,-1.1799570770055798,-0.8367509870370742,1.0647999579177576,1.844287627010759
0.8272180794161319,-1.3624970720827512,1.7205057909313497,-1.0549277529242187,-1.362497072082751,0.7071067811865476,1.1128725638897414,-0.6785620545490055,0.6378516772256826,1.4373359746180836,-1.545661664112599,0.41488766187578274,-0.7459465677546019,-0.7459465677546019,-0.38892318729017605,0.45483288205988226,0.23779613189738857,-0.42754515189050396,-1.9963068427637163,0.5358501783482985,-0.9634309190165296,-0.5762348490588205,1.0360404692022689,1.0360404692022689
0.540916492021835,-1.3624970720827512,1.3966441788155302,-0.9506818906517291,-1.362497072082751,0.8660254037844386,0.9037960572131463,-0.21459575363655878,0.6476131963585744,1.2953012924950749,0.5188422970553176,0.37367372319114184,-0.8233146682222172,-0.4753409453258647,-0.15376814362974575,0.11286412192486656,0.26775513384869026,-0.3406045716904372,0.7435937484050921,0.5355412349478575,-0.6812485360413756,0.21451491333954986,-0.4726403376630468,-0.2728790261796358
0.5818167187924478,-1.3624970720827512,1.8638264645028046,-0.9566440655576441,-1.362497072082751,0.8968727415326884,0.9151678681666582,-0.16144404331819495,0.596182812529394,1.3034247383476294,0.3405334618922929,0.37601720750205336,-0.8579879857476611,-0.4231128507612708,-0.10517214071815618,0.07464100498155604,0.24495505592554215,-0.27563534315241855,0.4850036303773992,0.5355412349478575,-0.6026170454387041,0.13991579671417043,-0.319256859000036,-0.1574400597449887
0.5818167187924478,-1.3624970720827512,1.8668057332225096,-0.9766818904991721,-1.362497072082751,0.9025852843498605,0.9539075152290368,-0.1636980521742016,0.5633470699832808,1.330726216161368,0.07221622810812157,0.38389324755728155,-0.8815387018555546,-0.4204723919115979,-0.09667479979142905,0.07215637831769219,0.22671499358701955,-0.24831745867458288,0.10074354844839739,0.5355412349478575,-0.586570108900436,0.029062903784868237,-0.06673749704556291,-0.03183215320424927
1.1544198935810415,-0.47216395106763626,1.5113528891986612,-0.9766818904991721,-0.47216395106763626,0.9108638249211758,0.9539075152290368,-0.5833975371379542,0.5361530529168355,0.46115398035429755,0.0406001079855228,0.37784121293590556,-0.8896242025113209,-0.4030834820916544,-0.32790429429164825,0.24652066050323498,0.21236935090583228,-0.22655701528035366,0.019627585590247396,0.18266234043187318,-0.19486538182583174,0.016081636638427568,-0.03786408861641263,-0.017155995354719854
0.7454176258749027,-0.222467126760281,-0.69570859944768,-0.7922847284605721,-0.2224671267602812,0.9659258262890683,0.6277150909518424,0.11126976167010844,0.4404425138163208,0.17625730711667303,0.4284921159946779,0.31141435134352563,-0.7652882809944882,-0.2050583768694752,0.07807353088709683,-0.03634896954305701,0.2185069655346937,-0.1438812421261593,0.12031711133696675,0.0874426244589145,-0.05757872931479741,0.21257827998998133,-0.522402598879713,-0.1399773544937388
0.6227169455630642,0.33745908532287905,-0.69570859944768,-0.466516408859042,0.337459085322879,1.0,0.21763755973473684,0.1101336029978985,0.26908521043176475,-0.15743020062168656,0.252306520620001,0.1833683013658888,-0.466516408859042,-2.8565891342947186e-17,0.13616824124667806,-1.4455522016878742e-17,0.22671499358701955,-3.531862281747967e-17,-0.18250832350711516,-0.13264120635645144,2.0663409434192867e-17,0.21257827998998133,-0.54083096720449,-3.311634564333729e-17
0.7045173991042899,1.179870593592138,-0.5034977143053904,-0.10386865684979293,1.1798705935921376,0.9659258262890683,0.010788697875780037,0.03248563603714695,0.05726007807863813,-0.12255157381298325,0.05617538614630479,0.025659862811631098,-0.10032941819317194,0.026883186581944794,0.17241469520590919,0.0809474345166635,0.13618749593309085,0.1426801807232423,-0.6381105543085716,-0.2914769333239179,-0.30537298037806127,0.13360766225000661,-0.522402598879713,0.13997735449373874
0.8272180794161319,0.8948631072615205,-0.41288401130973956,0.24033937895559604,0.8948631072615201,0.8660254037844387,0.0577630170767616,-0.08303647798544092,-0.1336081290395893,0.21507084344950866,-0.12998297877788145,0.0669039289958181,0.2081400077053213,-0.12016968947779796,0.1920666375672251,0.1727483826127018,-0.15475141761812436,0.27795721537641577,-0.48396967981586314,0.24910548595643647,-0.4474315536307598,-0.1505525926954898,-0.46837335675239694,0.2704154836022449
0.5818167187924478,0.8948631072615205,-0.6270618547540052,0.5169351220134979,0.8948631072615201,0.7071067811865476,0.26722192037111,-0.41865868760392855,-0.34014662839845655,0.4625861695376117,-0.2795745220205311,-0.20318581177414544,0.36552833020923975,-0.3655283302092397,0.5329104021123365,0.572676114275842,0.25863510267943934,0.46528080081200013,-0.48396967981586314,-0.3517336685645408,-0.6327637713782857,0.21257827998998133,-0.3824252443859742,0.38242524438597414
0.7863178526455155,0.8948631072615205,-0.6696228364640836,0.7382117164598193,0.8948631072615201,0.49999999999999994,0.5449565383185526,-0.753693856070804,-0.43607533081761163,0.6605984304080942,-0.4028849886039057,-0.29016048723065313,0.3691058582299096,-0.6393100998255186,0.6031073572130549,0.8841881149810983,0.2321870122885701,0.5115772427222243,-0.488378746547213,-0.3517336685645408,-0.7749741837979555,0.21451491333954986,-0.27287902617963566,0.4726403376630469
0.5818167187924478,0.8948631072615205,-0.6504017479498546,0.8488500136829801,0.8948631072615201,0.258819045102521,0.7205463457295954,-0.8666525141413177,-0.4128010729684906,0.7596045608433354,-0.4632667302127641,-0.333647824958907,0.2196985499766908,-0.8199261508622194,0.4965053113497202,0.9861836983371841,0.19114687202692013,0.46973577319045534,-0.488378746547213,-0.3517336685645408,-0.8643713862971868,0.21451491333954986,-0.1412525779686383,0.5271617976790418
0.540916492021835,0.8948631072615205,-0.5282105423951134,0.9594883109061408,0.8948631072615201,1.2246467991473532e-16,0.9206178187655192,-0.9796111722118315,-0.5801451584655422,0.8586106912785766,-0.5236484718216226,-0.37713516268716085,1.175034288770506e-16,-0.9594883109061408,0.617320963328213,1.0209724923972097,0.23765903099014143,0.6046401523304156,-0.488378746547213,-0.3517336685645408,-0.8948631072615201,0.21451491333954986,-6.683608519306754e-17,0.5457580523592714
0.6227169455630642,0.8948631072615205,-0.4279862951423481,1.0209540315856747,0.8948631072615201,-0.4999999999999997,1.0423471346110427,-1.0423659822510059,-0.648105390919577,0.9136140970759329,-0.5521635563738039,-0.1099042753837509,-0.510477015792837,-0.8841721274493346,0.6481171099109384,0.8841881149810984,0.06833573096346487,0.5497561256448186,-0.48396967981586314,-0.09633076350996908,-0.7749741837979555,0.05821969816151773,0.2704154836022448,0.468373356752397
0.5000162652512222,0.8948631072615205,-0.5007518445176434,1.0578334639933948,0.8948631072615201,-0.8660254037844385,1.119011637544265,-1.0800188682745102,-0.703424594899251,0.9466161405543466,-0.5721090954728237,0.6843249329898166,-0.916110652791571,-0.5289167319966979,0.6789132564937179,0.5104862461986053,-0.4301751408271454,0.33248361809418225,-0.48396967981586314,0.5788974888353716,-0.4474315536307604,-0.3498699256439303,0.46837335675239683,0.2704154836022452
0.540916492021835,0.21387176824146079,-0.45132618833819754,1.1377389008767886,0.21387176824146073,-1.0,1.294449806568323,-1.1616001213254368,-0.5506496821750929,0.2433302305276148,-0.6153244301873669,0.03424419998841678,-1.1377389008767886,-2.0899924548362802e-16,0.4941363769972028,1.875496042247607e-16,-0.014567237558598024,8.890678303355258e-17,-0.11566847527576372,0.006437212965024603,-3.928760646073341e-17,-0.016278184552366896,0.54083096720449,9.934903693001186e-17
