output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_glucose_gl,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_agitation^2,poly_output_agitation output_glucose_gl,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glucose_gl,poly_output_glycerol_gl output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
0.7074451404712208,-1.2971108733429153,-1.597371944567627,0.47035936532077555,-1.2984834732396586,-0.3866822538376892,0.0,2.5515971292917623,-0.7513388540280421,-0.0743303601182092,2.07416107063776,-2.623263549431409,-0.0,-1.597371944567627,0.02188718859634723,0.7724416234903043,0.0021653114325442986,-0.017993449350868686,0.0,0.04653290698574825,0.5021005160033021,-0.6350239624240808,0.0,1.6422371498088804
1.0683594233674254,-1.2971108733429153,-1.597371944567627,0.4621690083609882,-1.2984834732396586,-0.4005116610385381,0.25881904510252074,2.5515971292917623,-0.7382558076044836,-0.0695826522048588,2.07416107063776,-2.394023587306542,-0.4134302813665499,-1.542942815447461,0.020132409034736006,0.692664918212126,0.0018975352465638833,-0.01744657135666566,0.0112743407448771,0.042076412481725285,0.5200577726983058,-0.600257420808225,0.38789894922519585,1.4476585867110114
1.1886641843328283,-1.2971108733429153,-1.593931451048708,0.6371623625438352,-1.2984834732396586,-0.4168511254076579,0.49999999999999994,2.5406174706422395,-1.0155931290831182,-0.06355830409270959,2.069693646663655,-2.568365382841273,-0.7969657255243539,-1.3803851284991735,0.025406964125305305,1.02668515269603,0.0015900300087758447,-0.016622013809073473,0.019937590180208867,0.0345329191726081,0.5412742971431961,-0.6716888606414343,0.8056699618893421,1.395461308124422
0.6673435534827543,-1.2971108733429153,-1.0788231757775597,0.6241299605371234,-1.2984834732396586,-0.4236769184973503,0.7071067811865476,1.1638594445947794,-0.6733258661245826,-0.04314652781436799,1.4008340642950845,-1.4841272593071835,-0.7628431832935193,-0.7628431832935193,0.024961496292185543,0.8586099266136372,0.001599525502054237,-0.016944563630713838,0.028280076927531837,0.028280076927531837,0.5501374766619151,-0.5828484945440534,0.972760386282521,0.972760386282521
0.6272419664942879,-1.2971108733429153,-0.9896721419627617,-0.06503487037028197,-1.2984834732396586,-0.4236769184973503,0.8660254037844386,0.9794509485771606,0.0643631994616275,-0.0387573944545295,1.2850729202643392,0.5380118083809731,-0.8570812163575109,-0.49483607098138094,-0.002546886001298653,0.035354666189092464,0.0015336506918351882,-0.0165919729931119,0.03391515913093127,0.01958092625385217,0.5501374766619151,0.23032191715326103,-0.47079418914416593,-0.27181315183529586
0.5069372055288851,-1.2971108733429153,-1.0106772602887941,0.8480976212950955,-1.2984834732396586,-0.4237774360841193,0.8968727415326884,1.021468524464863,-0.8571529803479704,-0.04522739034595915,1.312347719264136,-0.11221141920621071,-0.9064488852399573,-0.44701112168725937,0.03795201858883458,0.09416085772399885,0.002002525568350121,-0.018963865394685506,0.04013468509260688,0.019792236378625847,0.5502679970871046,-0.04705029923892858,0.0995761625684454,0.04910552911237839
0.5069372055288851,-1.2971108733429153,-0.9908189731357349,0.7750893164281327,-1.2984834732396586,-0.4215463649307132,0.9025852843498605,0.981722237525752,-0.7679732005918012,-0.03621078432914711,1.286562061589041,0.006279193950468344,-0.8942986246069541,-0.42655856286313404,0.028326659898508282,-0.00491203365977676,0.0013356332897548433,-0.01540596710308541,0.03298616796448582,0.015733595036531618,0.5473709880667851,0.002671498483863045,-0.005720023748974968,-0.0027283113747134636
0.7475467274596871,-1.2971108733429153,-0.9696327762034447,0.5545874522115457,-1.2984834732396586,-0.42372915804673844,0.9108638249211758,0.9401877206879994,-0.5377461709354763,-0.043736499653068264,1.2590521350116615,0.34709581450810534,-0.8832034193016081,-0.40017426306791304,0.02501536097636724,-0.19852359384451423,0.0020345739045635,-0.019112833877655225,0.04108565256904927,0.01861566699151214,0.5502053088534452,0.1516807402271721,-0.32605851305365624,-0.14773519024806703
0.7475467274596871,-0.2917186982404742,-0.8066620305704343,-0.14643493441735503,-0.2930042390038033,-0.4236769184973503,0.9659258262890683,0.6507036315640162,0.11812350154355199,-0.035905988170760815,0.2363553944005528,0.438522697990419,-0.7791756884147644,-0.2087794964727002,-0.006518084183604807,0.07960588212555221,0.001981301354381607,-0.018858627091983795,0.042995108209124173,0.011520504523123556,0.12413913308779251,0.23032191715326103,-0.5251026865654882,-0.14070084080863549
0.5470387925173515,0.19684082891841737,-0.4927924463883426,-0.1573442213514989,0.19559759360574616,-0.4236769184973503,1.0,0.2428443952174075,0.07753804376487403,-0.01718952963667491,-0.09638901666064849,0.26789493610688286,-0.4927924463883426,-3.017483460567387e-17,-0.005488463096184968,0.08553645745724273,0.0012167459284600551,-0.014778649714013927,0.034881885391418496,2.135899464641274e-18,-0.08287018572437956,0.23032191715326103,-0.5436263036705916,-3.3287510636124855e-17
0.5069372055288851,0.9398584431392316,-0.1245992803285811,-0.4090969967548174,0.9386795473661026,-0.3151083678317707,0.9659258262890683,0.015524980658400337,0.05097319138023413,-0.00542763281749394,-0.11695879606097463,0.0677354462050424,-0.12035366280640795,0.03224866675510464,-0.017820554655445534,0.2223958881885614,0.0018975352465638833,-0.013726343473256453,0.042076412481725285,-0.011274340744877097,-0.29578578008759787,0.17130119726005866,-0.5251026865654882,0.14070084080863543
0.9079530754135563,0.7272445748386029,0.15305458260173083,-0.5089589309981338,0.7260472683600947,0.0668353402250961,0.8660254037844387,0.023425705255390044,-0.0778984967453425,0.007140271005408071,0.11112486160798114,-0.08249868177072824,0.13254915669872266,-0.07652729130086539,-0.02374384769259673,0.2743363848963921,0.0021763899731018915,0.0031179885883432586,0.0404016395685425,-0.023325897480600235,0.04852561620034858,-0.036025236033711557,-0.4668004902413871,0.269507388698714
0.6272419664942879,0.7272445748386029,0.5393556092873822,-0.8471468259565917,0.7260472683600947,-0.4236769184973503,0.7071067811865476,0.2909044732697633,-0.4569133924696895,0.022212254059544183,0.3915976667977984,-0.29320789624089943,0.38138200879811,-0.38138200879810996,-0.03488800375831093,0.46053129766105594,0.0016960352134159481,-0.017448264541573753,0.029120741863969988,-0.02912074186396998,-0.30760946934222366,0.23032191715326103,-0.3844018457568527,0.38440184575685266
0.9881562493904926,0.7272445748386029,0.714398262004318,-1.0418356389351582,0.7260472683600947,-0.4236769184973503,0.49999999999999994,0.5103648767547901,-0.7442855697494352,0.029760759992137398,0.5186869066494343,-0.38836568652210224,0.35719913100215894,-0.6186870433151908,-0.043401309956458085,0.5663692574266092,0.0017354306216004567,-0.017649744905918863,0.020829249996101973,-0.036077319276802466,-0.30760946934222366,0.23032191715326103,-0.27181315183529575,0.470794189144166
0.5470387925173515,0.7272445748386029,0.9498004501408868,-1.0418356389351582,0.7260472683600947,-0.4236769184973503,0.258819045102521,0.9021208950878311,-0.9895359588334316,0.034260028972543384,0.6896000223119791,-0.5119564782046672,0.24582644554340893,-0.917436784612065,-0.03757980865270412,0.5615648050053417,0.0013011000982138152,-0.015282350624874985,0.009335800991190404,-0.03484168362847444,-0.30760946934222366,0.2283681199122776,-0.13950728998215028,0.520648294239629
0.6673435534827543,0.7272445748386029,0.9618723572248135,-1.0418356389351582,0.7260472683600947,-0.2662445815938017,1.2246467991473532e-16,0.9251984315932191,-1.0021129018633803,0.04761759336075542,0.698364797474161,-0.5184634145142724,1.1779539034636874e-16,-0.9618723572248135,-0.05157618412768478,0.5615648050053417,0.0024507555569086596,-0.013180466332784913,6.062627005998861e-18,-0.04950510637205681,-0.19330615118185607,0.14350976388105444,-6.601027218328836e-17,0.5390147773974282
