output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_input_Timepoint (hr)_sin,poly_input_Timepoint (hr)_cos,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_sin,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
0.4679818082332272,-1.245852505315933,-1.5393834338760135,1.4070937384204873,-1.2471437946766788,0.0,1.0,2.3697013564919067,-2.166056790835167,-0.0890580122686351,1.9198324971865477,-3.0798956567691373,-0.0,-1.5393834338760135,1.9799127887021428,0.08140465114909406,2.8152192613353515,0.0033469743043831727,0.0,0.43012199449328237,-1.2471437946766788,-0.690024189434281,0.0,2.0007332734601855
0.9285409854836146,-1.245852505315933,-1.5393834338760135,0.8186555350135105,-1.2471437946766788,0.25881904510252074,0.9659258262890683,2.3697013564919067,-1.2602247686507029,-0.08540833054272141,1.9198324971865477,-2.4005354804193475,-0.3984217504024292,-1.4869302153423918,0.6701968850082571,0.04542078405963534,1.2766225845976586,0.003078270983856641,0.014359841783673527,0.47139892725105403,-1.2046484003743552,-0.5894315529902279,0.40360594190134574,1.5062778814125148
1.1494952244305714,-1.245852505315933,-1.5359183077309455,0.7835581048170089,-1.2471437946766788,0.49999999999999994,0.8660254037844387,2.3590450480230913,-1.2034812383594071,-0.0926619946247442,1.9155109866169542,-3.223113440822258,-0.7679591538654726,-1.3301442726326038,0.6139633036244228,0.047272082461202874,1.6442910059662632,0.0036397122874069323,0.030165014036988826,0.5048242120591505,-1.080058208362128,-0.8494368941282022,1.0492463774274075,1.8173480353618605
0.7965425628717917,-1.245852505315933,-1.014629593801868,0.9649755731205485,-1.2471437946766788,0.7071067811865476,0.7071067811865476,1.0294732126185435,-0.9790927737840268,-0.06471551270897406,1.2653890018053187,-1.8899707232894238,-0.717451466169853,-0.717451466169853,0.9311778567193311,0.06154845999724222,1.7974791914490598,0.004068194814445573,0.04510096902753628,0.5048998377056633,-0.8818638343306029,-0.7541126958554811,1.317141864228892,1.317141864228892
0.34603255516440234,-1.245852505315933,-0.9936564618711936,0.8167535270376259,-1.2471437946766788,0.8660254037844386,0.5000000000000001,0.9873531642183788,-0.8115724198970257,-0.058088366578789075,1.239232490463043,-0.025562416400112985,-0.8605317386150171,-0.4968282309355969,0.667086323928402,0.04774676168636502,0.02101148088453044,0.0034174786227205273,0.050627156418669175,0.5048242120591505,-0.6235718973383395,-0.010413321807510978,0.022279029860003553,0.012862803886956766
0.4177688614212079,-1.245852505315933,-0.9256305643917027,0.7050554171331185,-1.2471437946766788,0.8898149277675999,0.45632159090047575,0.856791941736102,-0.6526208436883558,-0.05364876596042023,1.154394414544184,0.2006288718625184,-0.8236398937936856,-0.422385211729327,0.4971031412287557,0.04086441666687924,-0.15281957876243493,0.00335926372421748,0.051572921902448055,0.5049070932188174,-0.5690986404685183,0.08775071953884406,-0.19286589271364615,-0.09890693923772594
0.39051046333200945,-1.245852505315933,-0.9314665663202378,0.5377325456697385,-1.2471437946766788,0.9135454576426009,0.4067366430758002,0.867629964172414,-0.5008798879136318,-0.051070480698415285,1.1616727481350777,-0.007273431945412769,-0.8509370506078037,-0.3788615843224358,0.2891562906724574,0.029482818372135306,0.0041989280315379044,0.003006113327650026,0.050087901540012296,0.5048242120591505,-0.5072590804796073,-0.0031607908136809487,0.0071334935202816575,0.003176035941691964
0.3919457652229198,-1.245852505315933,-0.9314665663202378,0.6332097573648204,-1.2471437946766788,0.915135660599092,0.4031460314822205,0.867629964172414,-0.5898137184530802,-0.05175831718085214,1.1616727481350777,-0.029673141406138016,-0.8524182714954388,-0.3755170496703744,0.4009545968220148,0.03518523653851807,0.020171762840892882,0.003087633562712389,0.05085086625483032,0.5048242120591505,-0.5027810715115802,-0.012894957081261888,0.029152898069151438,0.012842768202356022
0.3919457652229198,-0.24746903753727417,-0.7430123373779474,0.6113007786992133,-0.24872951022058387,0.9659258262890683,0.25881904510252074,0.5520673334958407,-0.4542040204222618,-0.04053377334789709,0.18480909476386806,0.41073685593831105,-0.7176948059247658,-0.1923057436595523,0.3736886420382645,0.03334847345688547,-0.3379267708550007,0.0029760623064126125,0.052694439303456124,0.10068179751920046,-0.0643759343241092,0.22376455561395392,-0.5339633233543161,-0.14307504128062742
0.37329095325364287,0.24047963928247562,-0.4572914096267328,0.1941150670076775,0.23923422790322818,1.0,6.123233995736766e-17,0.20911543331840435,-0.08876715262172855,-0.024963372800117154,-0.10939975730883027,0.2528556658084042,-0.4572914096267328,-2.8001023053847975e-17,0.03768065923939513,0.01059667136058332,-0.10733439001562196,0.0029800286457517216,0.05458963862997924,-0.09683825643388322,1.464887157240884e-17,0.22382226806218067,-0.5529420856927956,-3.385793776787718e-17
