output_D0_%,output_Ph,output_feed,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_agitation^2,poly_output_agitation output_feed_%,poly_output_agitation input_Timepoint (hr)_sin,poly_output_feed_% output_glycerol_gl,poly_output_feed_% output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
1.9129620158209002,0.6592036028214315,-1.3181670591597288,0.5133569511376138,-1.5743669801340305,1.5742026528834678,-1.318148032108819,0.0,2.478631388136347,-2.478372676739125,-0.276609996816777,2.0752487366807766,-4.3061384951244035,-0.0,-1.5743669801340305,0.2765811251745051,4.30568903454223,0.030869087959265556,-0.2315933499409526,0.0,-3.6053398317926093,0.5202593616140381,0.0,2.735155493897496
1.6043569799594695,1.2849773000007547,-1.3181670591597288,0.6261984481637096,-1.5743669801340305,1.3750532949688947,-1.318148032108819,0.25881904510252074,2.478631388136347,-2.164838503523527,-0.28771876695790405,2.0752487366807766,-4.340350268167666,-0.407476158439229,-1.5207217261681887,0.25129378570692107,3.7908651622349083,0.03339830571661548,-0.24089423320733644,0.04729970677851731,-3.633983840388426,0.5302164438137259,0.7135345989802133,2.6629473763524403
1.3331772203839038,1.209347952229422,-1.3181670591597288,1.4214623319666704,-1.561040242641845,1.2711492821438997,-1.318148032108819,0.49999999999999994,2.4368466391473103,-1.9843151838319202,-0.28466810124156156,2.0576821238810212,-4.006545389252496,-0.7805201213209224,-1.3519005064576621,0.231804179455417,3.2625150565024525,0.03325442256507026,-0.24037477523365158,0.09117897587310116,-3.383141431037104,0.5928650825143122,1.2832934346625076,2.222729429855035
0.41840516427687374,0.9765373572193243,-1.3181670591597288,2.7379464639377877,-1.154154536686741,1.1516596673951556,-1.318148032108819,0.7071067811865476,1.3320726945545858,-1.329193229843262,-0.21057010222298458,1.5213465312830934,-2.3985165416015066,-0.8161104994284125,-0.8161104994284125,0.21011492497846215,2.3933318067373355,0.03328629746068353,-0.24048994917351837,0.12900832814334803,-2.7393210863846336,0.5921008117679936,1.469480262342771,1.469480262342771
0.17238043533902211,1.2968403747231174,-1.3181670591597288,-0.9186553801697446,-0.9002261601464501,0.8970948359739184,-1.318148032108819,0.8660254037844386,0.810407139412022,-0.80758823947601,-0.1577198820220228,1.1866313414499217,0.26370618481149544,-0.7796187238381441,-0.45011308007322515,0.15717127312691576,-0.26278891581010133,0.030695140720365395,-0.2309399141188513,0.15172789967660544,0.3861294016468579,0.5974602903244666,-0.2536876457185787,-0.14646663054570386
0.20980552317369408,0.6176878333293185,-0.07907491788993411,-0.8783548455175676,-0.5792438837017846,0.8546673640703787,-0.07797138054721098,0.9659258262890683,0.33552347680592653,-0.4950608432372932,-0.10201666781114675,0.04516444528575626,0.3168301494281977,-0.5595066269875353,-0.14991934886117148,0.15052436291979032,-0.4674790641539711,0.03101839731265575,-0.013732351176894827,0.17011924842605936,0.04264815709752761,0.03547701006870304,-0.5283343208113671,-0.1415667545950515
-0.6681542883793354,0.685895021743132,1.1001747051935356,-0.48340960592623233,-0.1768604539264728,0.5801875968576841,1.099645172255785,1.0,0.031279620163078004,-0.1026122417427594,-0.03074316505260526,-0.1944837443232125,0.0967377051741334,-0.1768604539264728,-1.0829579439840142e-17,0.10085241022329151,-0.31734633404164614,0.030215910312343275,0.191148288265814,0.17382724272202926,-0.6014750505732844,-0.5017460796870888,-0.5469719376291475,-3.349237163204806e-17
-0.557105465241435,0.48867564771458505,2.2864646245342195,0.16811570428396358,-0.009795992481643284,0.3533305021897785,2.2875149553571625,0.9659258262890683,9.596146870041175e-05,-0.003461222942986316,-0.0017906742445328886,-0.022408479304325338,0.005353866071426712,-0.00946220213215279,0.0025353894199303863,0.06458761899467812,-0.19310796646882333,0.033414601646459305,0.4181499855392633,0.17656796924928145,-1.2502100966612268,1.0511874727996564,-0.5279135849251226,0.14145401875410546
-0.5331780056769972,0.4308439072484903,1.4662701105687022,0.7000827616927007,0.3047630366131849,-0.009467675924161964,1.466267850366798,0.8660254037844387,0.09288050848568946,-0.0028853976643171417,0.053581516977768244,0.4468642425660724,-0.16654933084784806,0.2639325318415051,-0.15238151830659238,-0.001664547131135079,0.005173970923038239,0.03091045697796984,0.25778997542310683,0.15225913021384754,-0.8012977296595746,0.3677831442927032,-0.47327245817085306,0.2732439811249778
-0.68533312225985,0.6740319470207693,1.4662701105687022,-0.3772848646754994,0.9829258899880478,-0.6406845538360056,1.466267850366798,0.7071067811865476,0.9661433052087958,-0.6297454352808511,0.17177772716770204,1.4412326317826467,-0.5375377362065519,0.695033562214371,-0.695033562214371,-0.11196707463951382,0.3503744567107689,0.030541626062941585,0.25624735427219597,0.12357513112058913,-0.8018654396906769,-0.659143991045423,-0.38669912176180476,0.3866991217618047
