output_Ph,output_feed,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_feed_%,poly_input_Timepoint (hr)_cos,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_agitation^2,poly_output_agitation output_feed_%,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2
-1.1148906988513065,-1.2830413683016253,-0.022598945783091358,-1.5509075746980476,-1.2843761229992137,1.0,2.4053143052557804,-2.370496476119527,-0.07296333250812463,1.9919486579207917,-2.943231492026441,-0.0,-1.5509075746980476,0.07190716083071494,2.9006271093169143,0.002213285756068807,-0.06042420815833132,0.0,0.04704557105688916,0.47341688325097,-1.2843761229992137,0.0,1.8977478349085182,0.135863574749592
-0.9008466489186119,-1.2830413683016253,0.012927032786155939,-1.5509075746980476,-1.2843761229992137,0.9659258262890683,2.4053143052557804,-2.1807619481223184,-0.04435118676329634,1.9919486579207917,-2.2170321176968426,-0.40140441752561506,-1.4980616805881866,0.040210703539293915,2.010057176092911,0.0008177840887632434,-0.03672920697195451,0.007401428682476319,0.0276225078915992,0.4807108069600814,-1.2406120678739654,0.3699834503520518,1.3807970346734948,0.14008231969497176
-0.8601486467846724,-1.2830413683016253,0.5869882911396123,-1.5509075746980476,-1.2843761229992137,0.8660254037844387,2.4053143052557804,-2.46808664992154,-0.04055931575394647,1.9919486579207917,-2.307055606819152,-0.7754537873490237,-1.3431253586102212,0.04161780667230626,2.367263659212922,0.0006839264585230144,-0.03358898851834996,0.013075993829562385,0.02264828567225919,0.5046329101731774,-1.112302350531486,0.7437759813857125,1.288257789209458,0.1543713469628485
-0.9038612426250382,-1.2830413683016253,1.0520619059366376,-1.084111065817275,-1.2843761229992137,0.7071067811865476,1.175296803027468,-1.711194759885452,-0.03225492832896176,1.392406367614937,-1.498332517146217,-0.7665822861987708,-0.7665822861987708,0.04696214964154057,2.181524484115068,0.0008852065272589236,-0.038213298527248814,0.021038138311872127,0.021038138311872127,0.5138911936567092,-0.9081910661668313,0.9772809417342234,0.9772809417342234,0.1600876775787531
-0.8360279487457339,-1.2830413683016253,1.0008154523545136,-1.0410221573052036,-1.2843761229992137,0.5000000000000001,1.08372713200038,-1.633710605372592,-0.0326629342243858,1.337064002355935,-1.0066259851390684,-0.9015516341287864,-0.5205110786526019,0.04923913083773172,1.5174811989156256,0.0009844427076189312,-0.04029836687961652,0.027172265836955856,0.01568791499545854,0.5011880190023952,-0.6421880614996069,0.8374112588502658,0.4834796157196245,0.152270899960384
-1.4615808202552094,-1.2830413683016253,0.8071437901155739,-0.9396901902535101,-1.2843761229992137,0.25881904510252074,0.883017653658678,-1.9645508733461012,-0.020437954047842308,1.2069156433781967,-0.13116284937871275,-0.9076710234763535,-0.24320971773361952,0.04547066562908858,0.29181306764350995,0.0004730482611881909,-0.027934760258508228,0.021008570543866383,0.00562922951136127,0.3579653309497627,-0.33242100170713423,0.13482484437810538,0.036126208170765124,0.07767790208566187
-1.0184197518575155,-0.38588826481627214,0.33667701965719654,-0.8875331357410188,-0.3871487760830578,0.19509032201612833,0.7877150670382856,-1.6254662970415084,-0.04103963610622384,0.34360736723529384,0.4834542778592258,-0.8704794354049135,-0.17314912525169948,0.0846861360470491,-0.9976178794895614,0.0021381484272782244,-0.017901804732229017,0.04535162619306927,0.009020999330580719,0.15468278692552942,-0.07552897939419372,-0.5342502948652307,-0.10626899092492341,0.15963502884388198
-1.5263955720407245,0.04521127841694961,-0.6226162001067146,-0.32762076524517564,0.04398644256496507,-0.06540312923014314,0.10733536581983448,-0.4944458990701694,-0.007930752222225014,-0.014410871973546822,0.18002832353706535,-0.3269193040381582,0.02142742324780861,0.036533419184529105,-0.8293097583399738,0.0005859842217885681,0.001064784696595194,0.02415528169290285,-0.0015832208074303847,-0.016928725747424617,-0.0028768509874506796,-0.5483256500628428,0.03593916185553531,0.14811903008775376
-1.5851811364133874,0.7186586729812796,-0.628353599746451,-0.06592259207864086,0.7174895679124169,-0.3214394653031616,0.004345788146366883,-0.051867018413328414,-0.0020317610571278033,-0.04729877210617055,0.036161515952117085,-0.06242408865368042,0.021190122749156753,0.024249085462122944,-0.43158799982238794,0.0009498974303918102,0.022113319834888966,0.029184771112064713,-0.009906894847943187,-0.29111697022284055,-0.23062946307036375,-0.5194338982063816,0.17632404894416148,0.1646280611849729
-1.452539013329505,1.6997014173120164,-0.5881918022682968,0.408785722037399,1.6986134979168368,-0.5555702330196023,0.16710576654163764,0.174149623795,0.01291578897734973,0.6943689452084061,-0.22359187802561403,0.3398929058172521,-0.22710917884740411,0.01346021647230595,-0.23301674291458965,0.0009982755733678583,0.05366854151321019,0.026270697518628032,-0.01755351888518679,0.6596539217741146,-0.9436990968478988,-0.4547855810848177,0.3038780101145904,0.15081451985611716
