output_Ph,poly_output_WCW_gl,poly_output_feed_%,poly_output_glucose_gl,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_phosphate_mmol_l output_glucose_gl,poly_output_agitation output_glucose_gl,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl^2,poly_output_glycerol_gl output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
0.7476386585775099,-1.592288508225293,-1.2889430128061454,-0.4330162768864818,0.25881904510252074,2.5353826934263295,-2.1104880914470887,-0.2632626475114269,2.052369147048512,-3.7377735254606277,-0.4121145912265876,-1.5380325929981042,0.21914351783510883,3.1113750734609065,-0.5739385111748673,-0.0715931885960373,0.04279211128391078,0.1597023334746965,0.558133304524162,-1.245023344684297,5.510391375573348,-1.0164720573432766,0.6075575937852109,2.2674358085307005
0.7367542044973083,-1.316457231609393,-1.2889430128061454,-0.4330162768864818,0.49999999999999994,1.733059642656667,-2.240415774513332,-0.22662819153227665,1.6968383503410487,-3.5903314974365883,-0.6582286158046964,-1.140085405569469,0.2929739766370689,4.641407095637132,-0.7369297490747171,-0.07454377808753627,0.0860750300468248,0.1490863253041183,0.558133304524162,-1.116257393120573,7.437989982690378,-1.18095137500794,1.363633930229295,2.361883250081973
0.9545296097590088,-0.7538397641299242,-0.3028531541110334,-0.4369213789782254,0.7071067811865476,0.5682743899834597,-0.5895207319526241,-0.126481736296864,0.228302750261065,0.41157339572195295,-0.533045209144337,-0.533045209144337,0.1312105684765001,-0.4269610838969794,-0.341682972160912,-0.07330811834020153,0.11864072139387294,0.11864072139387294,0.13232301772209773,-0.21414951897564627,0.2980825162137425,0.23854567530957904,-0.3860586200395884,-0.3860586200395884
0.49991661731898046,-0.5166260902530145,0.17692857830670522,-0.43877695154039537,0.8660254037844386,0.2669025171301159,-1.2120854297745431,-0.08675653012564283,-0.09140591966461745,0.2820620036267318,-0.4474113184169427,-0.2583130451265073,0.39398776464825846,-1.2809292642313548,-1.0294392016139582,-0.07368339797958919,0.14543082598906404,0.08396452653325576,-0.07763218222979225,0.08846428915335262,0.2980825162137425,0.23955876102986104,-0.47282331494999996,-0.27298466816551376
0.48767016775112226,-0.20615525238470714,0.9104410345992094,-0.43907017782182467,0.9659258262890683,0.0424999880858023,-0.17362714083036926,-0.03409404912154961,-0.18769220126919392,0.11255444632563401,-0.19913068250352967,-0.05335690556507906,0.13928597477142263,-0.4598238160399281,-0.36979169202453166,-0.07261362510681917,0.15974525115575397,0.04280361104189114,-0.3997475069577609,0.23563947919711845,0.2980825162137425,0.2397188535881278,-0.5273658823240419,-0.1413072622844535
0.5924728430707654,0.2843678632302115,0.7755024223567202,-0.43877695154039537,1.0,0.08086508163811629,0.2269629548572618,0.059652196229491625,0.22052796677543351,-0.15525613356167095,0.2843678632302115,1.741250967426254e-17,0.16742503000935585,-0.4357553361605853,-0.35020171517851595,-0.09204278049195908,0.20977122925173816,1.2844783222817339e-17,-0.34027258879387384,4.748582796350881e-17,0.2980825162137425,0.23955876102986104,-0.5459693363310274,-3.3430980008519874e-17
0.6305876153865084,0.2207804000831248,0.7755024223567202,-0.4389724357280149,0.9659258262890683,0.04874398506086465,0.13465992784606942,0.03863085973991778,0.1712157350733491,-0.12053932850828235,0.2132574903787234,-0.05714217232686683,0.10672145042538875,-0.3330014412910833,-0.26774114232645607,-0.0768088226487238,0.16901203684968455,-0.0452866387850121,-0.34042418725490525,-0.20071479642905796,0.2980825162137425,0.23966548940203888,-0.5273658823240419,0.14130726228445342
0.5257811034598578,0.5953283062045599,0.7755024223567202,-0.4389724357280149,0.8660254037844387,0.35441579216839025,0.30355216952588526,0.09895824222760215,0.46167854355915944,-0.32503100023757825,0.5155694367651099,-0.29766415310227984,0.08475635054767695,-0.27838450618026683,-0.22382781708604824,-0.07296804162220884,0.1439547738445853,-0.08311232743030297,-0.34042418725490525,-0.3877512111783599,0.2980825162137425,0.23966548940203888,-0.47282331495,0.2729846681655136
0.5829465478712093,0.4946532562748602,0.7755024223567202,-0.439363404103254,0.7071067811865476,0.24468184394332249,0.17505830174655732,0.08320291814564627,0.38360479846779355,-0.270065510042367,0.3497726718479608,-0.34977267184796074,0.05952775782705209,-0.1932191158379768,-0.15549116557147194,-0.07390291458524752,0.11893856330464396,-0.11893856330464393,-0.34072738417696796,-0.5483630216750308,0.2980825162137425,0.23987894614639457,-0.3860586200395884,0.38605862003958835
0.6959192778132667,0.5497338307044827,0.7755024223567202,-0.4394611461970637,0.49999999999999994,0.3022072846210248,0.1055364354145712,0.09603776341855899,0.4263199173627654,-0.30013781470843975,0.2748669153522413,-0.4760834627098159,0.03353818300274515,-0.10481373781962137,-0.08436657939243988,-0.07677327323304249,0.08734932985249134,-0.15129347731160792,-0.34080318340748367,-0.6716047984572889,0.2980825162137425,0.2399323103324835,-0.27298466816551364,0.47282331495
0.5856705388465153,0.7027354263423256,0.7755024223567202,-0.4401438136335164,0.258819045102521,0.49383707943653005,-0.02892381069641017,0.11743642763319176,0.544973025404356,-0.3836719943364211,0.1818813120056337,-0.6787902973523114,-0.006878197573986887,0.022471492311518626,0.01811583117560143,-0.07355387985348288,0.04325210160312553,-0.1614190407169956,-0.34133259365811675,-0.7490778181040889,0.2980825162137425,0.24030502581969837,-0.14130726228445364,0.5273658823240418
0.5666141118403957,0.7516959369464337,0.7755024223567202,-0.4401438136335164,1.2246467991473532e-16,0.5650467816217768,-0.31770769445147556,0.12475401101237893,0.5829420199776637,-0.4104029318173742,9.205620231135207e-17,-0.7516959369464337,-0.07014518178221824,0.2307564143442932,0.18602877757279845,-0.07304776236535528,2.0324654259504224e-17,-0.16596339674145263,-0.34133259365811675,-0.7755024223567202,0.2980825162137425,0.24030502581969837,-6.686196001703975e-17,0.5459693363310274
0.6727807009511956,0.9638785497769919,0.7755024223567202,-0.4424606067008512,-0.2588190451025208,0.9290618587201971,-0.557742405444554,0.16333645120609813,0.7474901502097397,-0.5262481321254574,-0.24947012584808362,-0.9310351846356498,-0.09805554316690814,0.31592180468658326,0.2560271137405077,-0.0749782691125712,-0.043858828834169694,-0.16368337756958815,-0.34312927229393414,-0.749077818104089,0.2980825162137425,0.24156992379308745,0.14130726228445353,0.5273658823240419
0.8007219531329098,1.0760593196986572,0.3833731218229917,-0.44082800829018476,-0.4999999999999997,1.157903659510337,-0.9592749101690433,0.1820326834632303,0.4125322206595989,-0.5874953926286927,-0.5380296598493283,-0.9318947068380381,-0.15080648950609976,0.48671544075345835,0.3929850709076043,-0.07457312420033269,-0.08458301514186373,-0.14650207968307574,-0.1690016097252198,-0.33201086262685725,0.2980825162137425,0.24067857512232083,0.27298466816551353,0.4728233149500001
0.6101711111962395,1.1055580273376326,0.3833731218229917,-0.4411212345716141,-0.7071067811865471,1.2222585518106777,-1.0619585622646208,0.18950056483958522,0.42384123229689663,-0.6036007824609672,-0.7817475781256621,-0.781747578125663,-0.1646474447548401,0.5244381544105052,0.42372490675878605,-0.07561133929384169,-0.12120316720004197,-0.12120316720004211,-0.16911402480013193,-0.271085734165694,0.2980825162137425,0.24083866768058762,0.38605862003958813,0.3860586200395886
0.6700567099758895,1.2107007238599572,0.3833731218229917,-0.44092575038399456,-0.8660254037844385,1.4657962427550244,-1.2466058523888723,0.21251265511582998,0.4641501160995476,-0.6610054707013153,-1.0484975832429313,-0.6053503619299792,-0.1807342056465942,0.5621608680675522,0.4540020585312068,-0.07739509862049194,-0.15201226391376801,-0.0877643214907385,-0.1690390814168572,-0.19168656091149602,0.2980825162137425,0.24073193930840975,0.4728233149499999,0.2729846681655139
0.4985565401348276,1.080955370759068,0.3833731218229917,-0.4414129336328277,-0.9659258262890683,1.1684645135728742,-1.1139291075695796,0.17747787970298734,0.4144092350392333,-0.590168486376788,-1.044122709682059,-0.27977183685830315,-0.16919450599862826,0.5626237234498473,0.45487790572334413,-0.07247388158089924,-0.158591623888929,-0.04249449754737885,-0.1692258543798622,-0.09922426530819903,0.2980825162137425,0.24099792642344678,0.5273658823240419,0.14130726228445342
0.5870306160306645,1.0882994473496845,0.3833731218229917,-0.4411212345716141,-1.0,1.1843956871016288,-1.1224198352808106,0.17980937830177807,0.4172247566086852,-0.5941781269989311,-1.0882994473496845,-1.9991736520659368e-16,-0.17040049619676562,0.5630865788321424,0.45495127710714484,-0.07288227071804158,-0.16522049950467632,-3.0350513380789304e-17,-0.16911402480013193,-7.042449997794827e-17,0.2980825162137425,0.24083866768058762,0.5459693363310274,1.0029294002555961e-16
0.5421135394906714,1.1597205921934286,0.3833731218229917,-0.4414129336328277,-0.9659258262890684,1.3449518519574768,-1.1990296997497267,0.19826088885778206,0.4446057038716034,-0.6331718820492723,-1.1202040712788852,0.30015777625723256,-0.1767503377115513,0.5644751449790276,0.45637476892463374,-0.0754620735067271,-0.1651305617748463,0.044246600673267605,-0.1692258543798622,0.0992242653081989,0.2980825162137425,0.24099792642344678,0.5273658823240419,-0.14130726228445326
0.6264997106200457,1.0515790643966023,0.3833731218229917,-0.42538017580759324,-0.8660254037844386,1.1058185286772335,-1.0979206217308835,0.1808312919300407,0.40314714876142627,-0.5741299238882157,-0.9106941838553296,0.5257895321983013,-0.1795397701481077,0.5700294095665682,0.444126060423854,-0.07314908536796794,-0.1489231745978464,0.08598083494264028,-0.16307932596097008,0.1916865609114959,0.2980825162137425,0.23224453227404743,0.47282331494999996,-0.27298466816551376
0.5598060527056343,1.0699392558731433,-0.1356215406481198,-0.44151067572663744,-0.5000000000000004,1.1447700112583756,-1.1062051957649892,0.17817735301658416,-0.14510681028141856,-0.5841540254435733,-0.5349696279365721,0.9265945760923605,-0.1721749449550459,0.5644751449790276,0.4564758240185784,-0.07352492498776288,-0.0832651723163384,0.14421950895287547,0.059878358054638994,-0.11745169950165557,0.2980825162137425,0.2410512906095357,0.2729846681655139,-0.47282331494999985
0.7816655261267902,1.0454590005710898,0.2334413304424483,-0.30778421919270904,-2.4492935982947064e-16,1.0929845218751018,-1.080895174228593,0.18073763390558237,0.24405334001634751,-0.570788556703097,-2.560636037378352e-16,1.0454590005710898,-0.17873852042743035,0.5644751449790276,0.3182166656438793,-0.05320934776015133,-4.234307892074755e-17,0.17287873920149244,-0.07184955761753613,0.2334413304424483,0.2980825162137425,0.1680407458858068,1.337239200340795e-16,-0.5459693363310274
-0.7178895874756575,-1.592288508225293,-1.2889430128061454,-0.39938122174805596,0.0,2.5353826934263295,-2.2130393403288817,-0.04019983074513069,2.052369147048512,-2.84465045817164,-0.0,-1.592288508225293,0.03508890675328803,2.4829874360745454,-0.5550792780023035,-0.01008300784318901,0.0,0.025246574686352514,0.5147796352181385,-1.2889430128061454,3.1916429224499048,-0.7135013344390788,0.0,1.7865169807337138
-0.7634895800629952,-1.592288508225293,-1.2889430128061454,-0.4162684745562202,0.25881904510252074,2.5353826934263295,-2.1446808403502855,-0.030880902822995514,2.052369147048512,-2.178448300630263,-0.4121145912265876,-1.5380325929981042,0.026122163249325644,1.8427499502023876,-0.5606791842124182,-0.008073126349052565,0.005019546231266631,0.018733201566027945,0.5365463417307127,-1.245023344684297,1.8717635845757086,-0.5695069369141259,0.3540965761303844,1.3215064129047758
-0.7344733212654785,-1.5891672756742812,-1.2889430128061454,-0.43312348774562937,0.49999999999999994,2.525452630074017,-2.4045234064192287,-0.040722621796139814,2.0483460561605424,-2.928725768644017,-0.7945836378371405,-1.3762592315968358,0.03877265251920651,2.788486142177725,-0.6553467215793314,-0.01109884670574186,0.012812566184658335,0.022192015607167163,0.5582714932119571,-1.116257393120573,3.396394977191909,-0.7982167384030565,0.9214655415684175,1.5960251354204709
-1.2996400629293632,-1.065289812210313,-1.2889430128061454,-0.4333915148934984,0.7071067811865476,1.1348423839990838,-1.6930407891425843,-0.02649164516373762,1.3730978600620536,-1.6503797147364039,-0.7532736501428561,-0.7532736501428561,0.03952217194747978,2.4621570484315733,-0.6887792448334514,-0.010777587561558883,0.01758434345786127,0.01758434345786127,0.5586169649314453,-0.9114203449182444,2.4001158585698477,-0.6714234535248712,1.0954715556713117,1.0954715556713117
-1.4557880498299958,-1.0283858273424655,-1.2889430128061454,-0.43344197424942765,0.8660254037844386,1.0575774098788473,-1.6401267872249037,-0.02549897991386467,1.325530726621938,-1.1922106031251811,-0.8906082513704526,-0.5141929136712329,0.03954467976810336,1.8489204931326677,-0.691277314187834,-0.010747258374586134,0.021473229004975482,0.012397574546393078,0.558682004165701,-0.6444715064030728,1.3439830587596753,-0.5024905087179831,1.0039857041162272,0.5796514165340398
-0.7137460519075828,-1.0047623809759842,-1.2889430128061454,-0.4330162768864818,0.9569403357322088,1.009547442224529,-1.2976833190943282,-0.024313227713751193,1.2950814504894612,-0.12488591202978006,-0.9614976501822519,-0.2916671234790389,0.031252488707172385,0.1605297166360248,-0.5592546158685745,-0.01047812253228996,0.02315603045222572,0.007024305043193305,0.558133304524162,-0.37416040647182647,0.0154489926586741,-0.05382131505578393,0.11894191984966175,0.03608063692828524
-1.2374563365522044,-0.674278934398246,-0.03182260815389746,-0.4330162768864818,1.0,0.4546520813732342,-0.666780507877693,-0.013724112323349056,0.021457314315782915,0.36804076236314986,-0.674278934398246,-4.128767693716501e-17,0.020127413818261948,-0.539758678123675,-0.42820085025991156,-0.00881350983793088,0.02035376106714206,1.246308417074277e-18,0.013779707303618076,-1.9485727608095495e-18,0.2979289181998736,0.23635269104644316,-0.5458286527838875,-3.342236562573499e-17
-1.4212432403347137,-0.3009550410419136,0.6013508800608586,-0.4330162768864818,0.9659258262890683,0.09057393672853992,-0.14018679262713263,-0.0062485887526718365,-0.18097957878930657,0.16426988460042727,-0.29070024669427086,0.07789289634125798,0.009671320992797494,-0.25425049500036606,-0.20170176516034571,-0.008990514424046078,0.020055066142668606,-0.005373738777080801,-0.26039471918636226,-0.15564106054891183,0.2979289181998736,0.23635269104644316,-0.5272299924525254,0.14127085070312104
-1.110326526752603,0.06624878848890522,1.521701414842963,0.3055122933986593,0.8660254037844387,0.004388901976247701,0.010134739804047213,0.0014507295726975196,0.10081087517519928,-0.035943017629769154,0.05737313380133402,-0.0331243942444526,0.0033499874968490662,-0.082998693846753,0.046737271294428014,0.006690170929394463,0.01896440210658043,-0.010949102661254512,0.4648984891166583,-0.7608507074214812,0.2943562019214675,-0.16575448394166825,-0.46985865049086906,0.2712730183419774
-1.396368598801761,0.555853894529997,0.7755024223567202,-0.4330162768864818,0.7071067811865476,0.30897355206416505,-0.2999646246203349,0.011783957896771164,0.4310660416844295,-0.3025407879226709,0.3930480581711129,-0.3930480581711128,-0.011440365958289926,0.29371942444678184,0.2336757306712348,-0.009179832372608372,0.014990479728615067,-0.014990479728615063,-0.3358051716453549,-0.5483630216750308,0.29624195257289254,0.23568259012262413,-0.3848648805573799,0.38486488055737983
-0.9376005609726425,0.7272156816443791,0.7755024223567202,-0.4330162768864818,0.49999999999999994,0.528842647629499,-0.7512483840048683,0.016538634810916657,0.5639575226910094,-0.396253107251071,0.3636078408221895,-0.6297872543344493,-0.023493987731587684,0.5628980715031688,0.4473264073777945,-0.009847832288784978,0.011371203363986537,-0.01969550196962282,-0.3358051716453549,-0.6716047984572889,0.29690594302472506,0.23594656927443164,-0.2724453812348105,0.47188924258616427
-1.2001472517080416,0.8985774687587612,0.7755024223567202,-0.4330162768864818,0.258819045102521,0.8074414673609025,-0.9229407625639586,0.022698779266799224,0.6968490036975894,-0.4899215305765819,0.23256896241478298,-0.8679591839955458,-0.025945693270180762,0.5600016463171643,0.4447567256991933,-0.010938334456075945,0.006537974274984954,-0.024400052172822116,-0.3358051716453549,-0.7490778181040889,0.29726378421832705,0.23608871189463568,-0.1411130671840142,0.5266411363426208
-1.302404338278244,0.9352978517118431,0.7755024223567202,-0.11636701900777725,1.2246467991473532e-16,0.8747820714167889,-0.9670000773148039,0.02129752052632395,0.7253257496275708,-0.507442142565278,1.1454095203483045e-16,-0.9352978517118431,-0.023542668132434278,0.5609358114743778,0.12031131705419804,-0.002649775118556368,2.7886239976496053e-18,-0.022770842985840114,-0.09024290512296176,-0.7755024223567202,0.2943562019214675,0.06313446496339602,-6.644272672150881e-17,0.5425460366839551
