output_Ph,output_feed,poly_output_WCW_gl,poly_output_feed_%,poly_output_glycerol_gl,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_agitation,poly_output_agitation^2,poly_output_agitation output_feed_%,poly_output_agitation output_glucose_gl,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl^2,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
0.6439383631556135,-1.316739082546125,-1.5890890569404308,-1.3167246066217408,1.7849238375941512,0.0,2.525204030887828,-0.4806183605311374,-0.07066030311730208,2.0923926633868017,-2.8364029377929842,0.6370634739819575,-0.0,-1.5890890569404308,0.013448671324562568,0.0019772178309384295,-0.058549367903293216,-0.017826321210448845,0.0,0.044465917632929036,-1.3167246066217408,3.185953106011832,0.0,1.7849238375941512
1.317413248966814,-1.316739082546125,-1.5890890569404308,-1.3167246066217408,1.6673347302915953,0.25881904510252074,2.525204030887828,-0.9049991487459316,-0.04237771651384863,2.0923926633868017,-2.6495433741630987,0.6657259728344261,-0.4112865123001875,-1.5349421603721018,0.015187603418067349,0.0007111785166510745,-0.03511432028464137,-0.011172145382155305,0.006902168304435554,0.02575924279454502,-1.2718583036462534,2.780005102836547,0.43153798276033967,1.61052167705737
1.1069523471508136,-1.316739082546125,-1.5890890569404308,-1.3167246066217408,1.685873334909662,0.49999999999999994,2.525204030887828,-1.1991554678833902,-0.04005947171028377,2.0923926633868017,-2.679002867892614,0.7071947246679119,-0.7945445284702153,-1.3761914921862695,0.01902322899627933,0.0006354976683380364,-0.033193414742126344,-0.011218834882239492,0.012604539542740507,0.021831702894037547,-1.1403169591224993,2.8421689013594253,0.8429366674548309,1.4600091355945584
0.6860305435188129,-1.316739082546125,-1.0711356946864816,-1.3167246066217408,1.4758338564096758,0.7071067811865476,1.1473316764314916,-0.7008940987809729,-0.02762739556393513,1.4103907262245625,-1.5808183230272073,0.4766715761716392,-0.7574073132837746,-0.7574073132837746,0.016877315351108063,0.0006652592282818563,-0.03396177695913061,-0.01147810564242245,0.01823813625732981,0.01823813625732981,-0.9310648982974222,2.1780855717250556,1.0435721277719754,1.0435721277719754
1.2332288882404152,-1.316739082546125,-0.9563166626343826,-1.3167246066217408,-0.5445343343095599,0.8660254037844386,0.9145415592321636,0.0074009995815630175,-0.026619085411739175,1.2592056814130734,0.5207472572767535,0.425461049667512,-0.8281945239037279,-0.47815833131719143,-0.00021541704475330447,0.0007747878715893191,-0.0366510447186499,-0.012383673443967205,0.024105827172946986,0.013917505807339543,-0.6583623033108705,0.2965176412419555,-0.4715805667449271,-0.27226716715478
0.8543992649716139,-1.316739082546125,-0.9733403046105625,-1.3167246066217408,-0.40418447945236124,0.8968727415326884,0.9473913485793827,-0.19321412243118585,-0.032630778280891996,1.2816211296974283,0.39340904434902296,0.288590454035601,-0.8729623874403372,-0.4304974084635694,0.006654828756081752,0.001123894252162379,-0.04414257633445019,-0.009939853402438577,0.03006723900829137,0.01482752139032889,-0.5823724016418594,0.16336509343017622,-0.3625020421714018,-0.1787662240238337
1.359505429330017,-0.46713646876298637,-0.9840857240139649,-0.46731848775535656,-0.09742395643979136,0.9025852843498605,0.9684247122080895,-0.1946028430285508,-0.03069399769258862,0.4598814523678412,0.09587352470935706,0.4329098481723057,-0.8882212930337828,-0.42365982439863736,0.00616789218572321,0.0009728391711571668,-0.014575836469164516,-0.0137209777005819,0.02815196883681845,0.01342780033244349,-0.20118579472235246,0.009491427288382365,-0.08793342942569751,-0.04194209434229816
1.4015976096932163,-0.4433380762200413,-0.9733403046105613,-0.4435255992717043,-0.4129684779755815,0.9108638249211758,0.9473913485793802,-0.4155006037132059,-0.03405073715192151,0.43170134189770243,0.40195886414731236,0.33029319622756614,-0.8865804728075183,-0.4017043861047296,0.01493374608573136,0.0012238371210881909,-0.015516026131263324,-0.011871257664192763,0.031865098503235524,0.014437888296675798,-0.1830461327176393,0.17054296380146836,-0.3761580474207145,-0.17043499394814385
0.7702149042452114,-0.1994045526548545,-0.816384740291184,-0.1996484923142689,-0.5396812964514272,0.9659258262890683,0.6664840441803039,0.13813786383120755,-0.022843177130600138,0.16298998254751088,0.4405875750435079,0.36320595688461904,-0.7885671048355484,-0.21129591891843363,-0.004734558493174274,0.0007829305832245964,-0.005586343850774882,-0.012448577097158443,0.02702747081856591,0.0072419889792904694,-0.051672832136937026,0.2912559017394932,-0.5212921022076004,-0.1396797978072488
1.191136707877216,0.3491483954600291,-0.4541795918618466,0.34877758723391483,-0.5445343343095599,1.0,0.20627910166379354,0.059867358653104955,-0.015557448571967841,-0.15840766222045904,0.24731638171147824,0.20206248980206362,-0.4541795918618466,-2.7810479170583086e-17,-0.004515160992426952,0.001173333624769738,0.011947012753706418,-0.015239434184384693,0.03425395779716175,2.097449988721133e-18,2.135646779101753e-17,0.2965176412419555,-0.5445343343095599,-3.3343111476901865e-17
0.5597540024292111,1.166623179310192,-0.20063598796131324,1.166063306647369,-0.5445343343095599,0.9659258262890683,0.04025479966521223,0.07572307787634415,-0.005643244673816292,-0.23395426355463061,0.10925318414305457,0.04762620988622826,-0.19379948245485507,0.05192841481734792,-0.010615475905099191,0.0007911158598083175,0.032797608302650126,-0.006676628812210423,0.02716838504345712,-0.007279746832052124,-0.30179939155555974,0.2965176412419555,-0.5259797768107294,0.14093585643153703
