input_Vessel Type,input_Vessel Volume,input_Vessel Name,input_Timepoint (hr),input_Agitation,input_DO,input_pH setpoint,input_Gas flow,input_Air (%),input_O2,input_Temp,input_Media type,input_Feed Type,input_Glucose Limit,output_OD600,output_WCW (g/L),output_Agitation.1,output_Air %,output_D0 %,output_GasFlow,output_O2.1,output_Ph,output_Temp.1,output_Feed %,output_Feed,output_Titre (µg/µl),output_Acetate (mmol/L),output_Glycerol (g/L),output_Phosphate (mmol/L),output_Glucose (g/L)
5L Fermenter,5000ml,Ferm3,0,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,0.2976666666666667,,1195.04296875,100.0,60.12702941894531,5.000000953674316,0.0,6.736390113830566,30.00783920288086,0.0,0.0,,9.61,,31.0,0.26916
5L Fermenter,5000ml,Ferm3,2,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,0.5793333333333334,,1195.5150146484375,100.0,59.50600051879883,5.000000953674316,0.0,6.781516075134277,29.989410400390625,0.0,0.0,,10.22,,28.31,0.22441
5L Fermenter,5000ml,Ferm3,4,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,1.5499999999999998,,1195.072021484375,100.0,59.04022979736328,5.014362812042236,0.0,6.8983540534973145,30.013940811157227,0.0,0.0,,15.51,,26.18,-0.03389
5L Fermenter,5000ml,Ferm3,6,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,6.616666666666667,28.5,1195.06494140625,100.0,56.033870697021484,4.999999046325684,0.0,6.864071846008301,30.013940811157227,0.0,0.0,,23.15,,24.84,-0.03516
5L Fermenter,5000ml,Ferm3,8,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,16.240000000000002,,1194.9649658203125,98.13037109375,40.95977020263672,5.028180122375488,1.8683819770812988,6.699659824371338,30.032320022583008,0.0,0.0,,6.72,,23.45,-0.04667
5L Fermenter,5000ml,Ferm3,10,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,30.13333333333333,,1195.16796875,100.0,53.577980041503906,4.967864036560059,0.0,6.703856945037842,29.989410400390625,10.364439964294434,0.352,,-0.85,,22.24,-0.06074
5L Fermenter,5000ml,Ferm3,12,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,41.43333333333333,,1195.02001953125,99.88912963867188,39.774169921875,4.962851047515869,0.11129000037908554,6.775218963623047,30.00786018371582,20.217599868774414,0.687,,0.37,,17.41,-0.07479999999999999
5L Fermenter,5000ml,Ferm3,14,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,48.26666666666666,,1195.0999755859375,86.57466125488281,35.525760650634766,3.789405107498169,13.432339668273926,6.738839149475098,30.050880432128906,30.133350372314453,1.024,,8.02,,15.56,4.19728
5L Fermenter,5000ml,Ferm3,16,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,53.699999999999996,,1195.012939453125,79.03945922851562,40.46577072143555,3.799973964691162,20.95992088317871,6.722746849060059,30.03853988647461,23.270000457763672,0.791,,10.27,,12.14,7.13825
5L Fermenter,5000ml,Ferm3,18,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,67.53333333333335,198.5,1194.9840087890625,99.1530532836914,36.55609893798828,4.886563777923584,0.8470190763473511,6.76997184753418,29.946409225463867,16.280000686645508,0.554,,3.01,,6.91,-0.03772
