input_Vessel Type,input_Vessel Volume,input_Vessel Name,input_Timepoint (hr),input_Agitation,input_DO,input_pH setpoint,input_Gas flow,input_Air (%),input_O2,input_Temp,input_Media type,input_Feed Type,input_Glucose Limit,output_OD600,output_WCW (g/L),output_Agitation.1,output_Air %,output_D0 %,output_GasFlow,output_O2.1,output_Ph,output_Temp.1,output_Feed %,output_Feed,output_Titre (mg/ml) (Sample 1),output_Titre (mg/ml) Sample 2,output_Average Titre (mg/ml),output_Acetate (mmol/L),output_Glycerol (g/L),output_Phosphate (mmol/L),output_Glucose (g/L)
5L Fermenter,5000ml,Ferm1,0,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,0.379333333333333,,1194.8189697265625,100.0,89.27613830566406,2.5,0.0,6.671144008636475,30.35906982421875,0.0,0.0,,,,,,,
5L Fermenter,5000ml,Ferm1,2,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,0.6756666666666667,,1195.27197265625,100.0,81.55718994140625,2.5,0.0,6.723080158233643,29.99622917175293,0.0,0.0,,,,,,,
5L Fermenter,5000ml,Ferm1,4,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,2.5566666666666666,,1194.7900390625,100.0,77.92671966552734,2.5,0.0,6.750205039978027,30.00836944580078,0.0,0.0,,,,,,,
5L Fermenter,5000ml,Ferm1,6,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,7.420000000000001,70.5,1195.052001953125,100.0,68.96782684326172,2.5,0.0,6.758143901824951,30.00956916809082,0.0,0.0,,,,,,,
5L Fermenter,5000ml,Ferm1,8,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,30.266666666666666,,1195.050048828125,100.0,47.44190979003906,2.5,0.0,6.7650909423828125,29.98539924621582,7.704248905181885,0.2618,,,,15.0,,19.3,0.0
5L Fermenter,5000ml,Ferm1,10,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,33.766666666666666,,1194.5770263671875,99.82832336425781,39.075069427490234,2.5,0.1731071025133133,6.7336649894714355,30.004060745239258,11.405779838562012,0.387,,,,0.0,,17.2,0.0
5L Fermenter,5000ml,Ferm1,12,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,43.56666666666666,,1195.1689453125,97.14460754394531,39.063899993896484,2.418529987335205,2.8564610481262207,6.737966060638428,30.009469985961914,17.2185001373291,0.585,,,,4.6,,13.2,0.0224
5L Fermenter,5000ml,Ferm1,14,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,48.4,,1195.175048828125,96.61512756347656,40.18096923828125,2.433701992034912,3.3840909004211426,6.712493896484375,29.9923095703125,29.440000534057617,1.0,,,,6.3,,10.5,10.88
5L Fermenter,5000ml,Ferm1,16,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,60.03333333333333,,1195.114013671875,82.22001647949219,39.935211181640625,2.640000104904175,17.785640716552734,6.7118330001831055,30.041439056396484,17.5049991607666,0.595,,,,15.9,,5.5,1.55
5L Fermenter,5000ml,Ferm1,18,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,68.66666666666667,,1195.3929443359375,93.16815185546875,45.118408203125,2.4647879600524902,6.825756072998047,6.778323173522949,29.967849731445312,18.81999969482422,0.639,,,,0.0,,1.8,0.0
5L Fermenter,5000ml,Ferm1,20,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,54.93333333333334,,1194.998046875,92.19309997558594,40.90705871582031,2.519115924835205,7.799624919891357,6.716133117675781,29.986400604248047,18.81999969482422,0.639,,,,0.0,,0.7,0.0
5L Fermenter,5000ml,Ferm1,22,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,68.53333333333333,215.5,1194.8280029296875,91.32528686523438,40.560768127441406,2.473459005355835,8.674003601074219,6.716794013977051,29.992290496826172,24.88599967956543,0.846,,,,,,,
5L Fermenter,5000ml,Ferm1,24,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,67.2,208.0,1194.6180419921875,92.38506317138672,38.795799255371094,2.474289894104004,7.616336822509766,6.700915813446045,30.029340744018555,24.88599967956543,0.846,,,,,,,
5L Fermenter,5000ml,Ferm1,26,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,,,1194.85400390625,92.1375503540039,36.85210037231445,2.3392040729522705,7.8664021492004395,6.7654218673706055,30.01085090637207,24.88599967956543,0.846,,,,4.5,,0.0,21.149
5L Fermenter,5000ml,Ferm1,28,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,108.8,163.0,1194.9169921875,91.94239807128906,37.745750427246094,2.3224809169769287,8.057076454162598,6.767076015472412,30.016939163208008,24.88599967956543,0.846,,,,,,,
5L Fermenter,5000ml,Ferm1,30,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,,,1195.0909423828125,92.26107025146484,38.87398910522461,2.300884962081909,7.740433216094971,6.737966060638428,30.010549545288086,12.119999885559082,0.412,,,,5.3,,0.0,21.354
5L Fermenter,5000ml,Ferm1,32,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,158.0,219.5,1195.0589599609375,93.13629913330078,37.1090202331543,2.3497989177703857,6.859504222869873,6.757152080535889,30.016910552978516,12.119999885559082,0.412,,,,,,,
5L Fermenter,5000ml,Ferm1,34,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,,,1195.1400146484375,94.72073364257812,40.3708610534668,2.3156590461730957,5.276573181152344,6.700254917144775,29.992189407348633,10.300000190734863,0.35,,,,6.4,,,0.006
5L Fermenter,5000ml,Ferm1,36,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,173.0,216.5,1195.14599609375,96.33487701416016,41.09695816040039,2.360625982284546,3.6654210090637207,6.719771862030029,29.992149353027344,10.300000190734863,0.35,,,,,,,
5L Fermenter,5000ml,Ferm1,38,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,,,1195.4139404296875,97.79691314697266,40.88471984863281,2.4009389877319336,2.2021288871765137,6.708856105804443,29.98586082458496,10.300000190734863,0.35,,,,13.4,,,0.1
5L Fermenter,5000ml,Ferm1,40,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,176.0,212.0,1195.5670166015625,98.69393157958984,39.1867790222168,2.4254350662231445,1.3070869445800781,6.726057052612305,30.004159927368164,10.300000190734863,0.35,,,,,,,
5L Fermenter,5000ml,Ferm1,42,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,,,1194.6199951171875,99.57444763183594,39.86819076538086,2.4599199295043945,0.425777405500412,6.70918607711792,29.998210906982422,10.300000190734863,0.35,,,,12.2,,,0.012
5L Fermenter,5000ml,Ferm1,44,1195,1,6.8,2.5,100,0-100%,30,Media type A,Glucose,0,193.33333333333334,216.5,1194.81103515625,99.51441955566406,39.5330696105957,2.4786510467529297,0.4863167107105255,6.725726127624512,29.99626922607422,10.300000190734863,0.35,,,,,,,
