input_Vessel Type,input_Vessel Volume,input_Vessel Name,input_Timepoint (hr),input_Agitation (rpm),input_DO (%),input_pH setpoint,input_Gas flow,input_Air (%),input_O2,input_Temp (oC),input_Media type,input_Feed Type,input_Glucose Limit,output_OD600,output_WCW (g/L),output_Agitation,output_Air %,output_D0 %,output_GasFlow,output_O2.1,output_Ph,output_Temp,output_Feed %,output_Titre sample 1,output_Titre sample 2,output_Titre (µg/µl),output_Feed,output_Glycerol (g/L),output_Glucose (g/L),output_Acetate (mmol/L),output_Phosphate (mmol/L)
5L Fermenter,5000ml,Ferm2,20,1195,100,6.8,5,100,0,30,Media A,Glucose,0,67.53333333333335,204.50000000000006,1195.2679443359375,100.0,41.08229064941406,5.000000953674316,0.0,6.784422874450684,30.01,17.9,,,,0.6085999999999999,0.0,-0.037079999999999995,1.12,10.12
5L Fermenter,5000ml,Ferm2,22,1195,100,6.8,5,100,0,30,Media A,Glucose,0,71.86666666666666,211.50000000000009,1195.385986328125,100.0,50.466148376464844,4.999999046325684,0.0,6.735894203186035,29.95,17.9,,,,0.6085999999999999,0.0,-0.03644,0.99,7.24
5L Fermenter,5000ml,Ferm2,24,1195,100,6.8,5,100,0,30,Media A,Glucose,0,90.0,220.50000000000009,1195.22998046875,99.64280700683594,37.43413162231445,4.99988317489624,0.36110690236091614,6.75206995010376,30.06,17.9,,,,0.6085999999999999,0.0,-0.03644,3.12,2.5
5L Fermenter,5000ml,Ferm2,26,1195,100,6.8,5,100,0,30,Media A,Glucose,0,103.5,,1194.7530517578125,99.7506103515625,42.805030822753906,4.9988322257995605,0.2459830939769745,6.799191951751709,30.0,17.9,,,,0.6085999999999999,0.0,-0.03644,0.97,0.03
5L Fermenter,5000ml,Ferm2,28,1195,100,6.8,5,100,0,30,Media A,Glucose,0,112.0,238.0,1194.762939453125,99.42765808105469,34.941219329833984,4.98881721496582,0.5979232788085938,6.728860855102539,30.0,14.4,,,,0.48960000000000004,0.0,-0.03772,1.38,0.03
5L Fermenter,5000ml,Ferm2,30,1195,100,6.8,5,100,0,30,Media A,Glucose,0,,,1195.197998046875,100.0,53.2428092956543,5.000000953674316,0.0,6.740466117858887,30.0,16.6,,,,0.5644,0.0,-0.04028,,
5L Fermenter,5000ml,Ferm2,32,1195,100,6.8,5,100,0,30,Media A,Glucose,0,126.83333333333333,234.5,1193.916015625,98.79155731201172,35.285770416259766,4.959971904754639,1.2143360376358032,6.730970859527588,29.98,19.1,,,,0.6494,0.0,-0.03772,2.01,-0.01
5L Fermenter,5000ml,Ferm2,34,1195,100,6.8,5,100,0,30,Media A,Glucose,0,,,1195.406005859375,97.45188903808594,36.76530075073242,4.961617946624756,2.5520589351654053,6.8431501388549805,30.04,18.6,,,,0.6324000000000001,0.0,0.039,,
5L Fermenter,5000ml,Ferm2,36,1195,100,6.8,5,100,0,30,Media A,Glucose,0,134.0,227.00000000000009,1195.22802734375,98.48275756835938,39.98783874511719,4.960000991821289,1.5172619819641113,6.823456764221191,29.98,18.6,,,,0.6324000000000001,0.0,-0.037079999999999995,1.83,-0.05
5L Fermenter,5000ml,Ferm2,38,1195,100,6.8,5,100,0,30,Media A,Glucose,0,,,1194.698974609375,99.00840759277344,39.521690368652344,4.9824628829956055,0.986114501953125,6.721124172210693,30.0,18.6,,,,0.6324000000000001,0.0,-0.03772,,
5L Fermenter,5000ml,Ferm2,40,1195,100,6.8,5,100,0,30,Media A,Glucose,0,141.33333333333334,227.99999999999997,1194.72802734375,99.21977233886719,37.312530517578125,4.959953784942627,0.785614013671875,6.714443206787109,30.04,18.6,,,,0.6324000000000001,0.0,-0.03516,1.53,-0.09
5L Fermenter,5000ml,Ferm2,44,1195,100,6.8,5,100,0,30,Media A,Glucose,0,154.0,217.50000000000003,1195.0970458984375,99.65131378173828,37.373329162597656,4.983560085296631,0.3529854118824005,6.697210788726807,29.98,12.2,0.43,,,0.41479999999999995,0.0,0.76657,1.46,
5L Fermenter,5000ml,Ferm2,48,1195,100,6.8,5,100,0,30,Media A,Glucose,0,167.66666666666666,211.50000000000003,1195.43896484375,100.0,46.980140686035156,5.000000953674316,0.0,6.701079845428467,30.01,18.5,0.46,,,0.629,0.0,0.827,2.65,
