input_Vessel Type,input_Vessel Volume,input_Vessel Name,input_Timepoint (hr),input_Agitation,input_DO,input_pH setpoint,input_Gas flow,input_Air (%),input_O2,input_Temp,input_Media type,input_Feed Type,input_Glucose Limit,output_OD600,output_WCW (g/L),output_Agitation.1,output_Air %,output_D0 %,output_GasFlow,output_O2.1,output_Ph,output_Temp.1,output_Feed %,output_Feed,output_Titre (µg/µl),output_Acetate (mmol/L),output_Glycerol (g/L),output_Phosphate (mmol/L),output_Glucose (g/L)
5L Fermenter,5000ml,Ferm1,0,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,0.29666666666666663,,1195.072021484375,100.0,102.74479675292969,5.000000953674316,0.0,6.733858108520508,29.94268035888672,0.0,0.0,,9.5,,29.61,0.26021
5L Fermenter,5000ml,Ferm1,2,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,0.557,,1194.9210205078125,100.0,105.03890228271484,5.000000953674316,0.0,6.829975128173828,30.027809143066406,0.0,0.0,,10.07,,27.4,0.21353999999999998
5L Fermenter,5000ml,Ferm1,4,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,1.7080000000000002,,1194.8370361328125,100.0,106.52739715576172,5.013671875,0.0,6.886013984680176,29.8785400390625,0.0,0.0,,16.04,,25.8,-0.037079999999999995
5L Fermenter,5000ml,Ferm1,6,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,6.95,30.0,1194.4310302734375,100.0,96.88652038574219,5.000000953674316,0.0,6.865296840667725,30.001680374145508,0.0,0.0,,25.15,,24.29,-0.037079999999999995
5L Fermenter,5000ml,Ferm1,8,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,17.013333333333332,,1194.248046875,100.0,106.66390228271484,4.980000019073486,0.0,6.896543979644775,29.908220291137695,0.0,0.0,,-1.05,,22.1,-0.055619999999999996
5L Fermenter,5000ml,Ferm1,10,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,23.400000000000002,,1194.5379638671875,100.0,123.93830108642578,5.000000953674316,0.0,6.891448974609375,29.981380462646484,10.364439964294434,0.352,,-1.02,,21.46,-0.05243
5L Fermenter,5000ml,Ferm1,12,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,28.0,,1194.9520263671875,100.0,122.88680267333984,5.019999980926514,0.0,6.8802409172058105,29.981910705566406,20.206050872802734,0.687,,-1.18,,21.45,-0.05626
5L Fermenter,5000ml,Ferm1,14,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,22.066666666666666,,1194.9659423828125,100.0,122.39520263671875,5.018664836883545,0.0,6.890089988708496,30.00071907043457,30.133350372314453,1.024,,-1.24,,21.95,-0.05818
5L Fermenter,5000ml,Ferm1,16,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,26.366666666666664,,1195.031982421875,100.0,122.04010009765625,4.986563205718994,0.0,6.890089988708496,29.96363067626953,30.250999450683594,1.028,,-1.32,,22.03,-0.06393
5L Fermenter,5000ml,Ferm1,18,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,23.63333333333333,64.5,1194.866943359375,100.0,121.54850006103516,5.019987106323242,0.0,6.894845008850098,30.006959915161133,39.32600021362305,1.337,,0.12,,21.86,-0.0358
5L Fermenter,5000ml,Ferm1,20,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,31.733333333333334,84.50000000000001,1194.5670166015625,99.58297729492188,38.35860061645508,5.015076160430908,0.38903048634529114,6.758312225341797,30.068239212036133,39.32600021362305,1.337,,2.21,,20.13,16.73795
5L Fermenter,5000ml,Ferm1,22,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,46.53333333333333,130.50000000000006,1194.822998046875,100.0,40.516178131103516,5.038274765014648,0.0,6.767821788787842,29.964019775390625,27.530000686645508,0.93,,11.5,,14.54,30.06822
5L Fermenter,5000ml,Ferm1,24,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,45.400000000000006,84.50000000000001,1195.2239990234375,99.6707992553711,38.59074020385742,5.020370960235596,0.33089450001716614,6.727405071258545,29.994510650634766,19.25,0.654,,22.15,,15.04,39.357839999999996
5L Fermenter,5000ml,Ferm1,28,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,53.53333333333333,146.00000000000003,1194.8719482421875,99.62348175048828,35.69575881958008,5.0415568351745605,0.381832093000412,6.823522090911865,30.037660598754883,16.299999237060547,0.554,,33.01,,9.63,46.198800000000006
5L Fermenter,5000ml,Ferm1,32,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,76.93333333333334,205.99999999999997,1195.3740234375,91.9894790649414,46.797760009765625,5.008749008178711,8.002243041992188,6.727745056152344,29.996620178222656,7.980000019073486,0.271,,90.11,,0.38,12.057979999999999
5L Fermenter,5000ml,Ferm1,36,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,95.66666666666667,198.00000000000006,1195.136962890625,100.0,74.84636688232422,4.980000019073486,0.0,6.819786071777344,29.964670181274414,6.78000020980835,0.23,,8.15,,0.05,-0.039
5L Fermenter,5000ml,Ferm1,40,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,110.0,202.5,1194.4639892578125,100.0,72.68878936767578,4.98428201675415,0.0,6.7246880531311035,30.001760482788086,7.796999931335449,0.265,,3.01,,-0.05,-0.04667
5L Fermenter,5000ml,Ferm1,44,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,112.33333333333333,198.00000000000006,1195.0689697265625,100.0,64.18135070800781,4.9974260330200195,0.0,6.782425880432129,30.002059936523438,8.960000038146973,0.204,,2.26,,-0.09,-0.04603
5L Fermenter,5000ml,Ferm1,48,1195,1,6.8,5,100,0-100%,30,Media type A,Glucose,0,115.13333333333333,202.5,250.35009765625,0.0,0.0819336324930191,0.0,0.0,6.393883228302002,20.64920997619629,0.0,0.0,0.11,1.71,                                      ,-0.1,-0.04475
