output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_gasflow,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_gasflow,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_feed_%^2,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glucose_gl^2,poly_output_glucose_gl input_Timepoint (hr)_sin
-0.3372571436365312,0.764011216993082,-0.04149766979688081,0.4849874649139691,0.49999999999999994,0.5837131396912503,-0.031704685203891976,0.37053586329531124,0.7917885562793309,0.38200560849654097,-0.6616531226922743,0.0017220565985709539,-0.020125849674626207,-0.024329281337163878,0.03593803624195701,0.24249373245698452,1.0740363291916222,-0.8975116973575982,0.22948446295218505,-0.2395226831388757
-0.3386783710702119,0.8200336419490832,-0.3566856193454856,0.5141702602665963,0.258819045102521,0.6724551739282773,-0.2924942074627429,0.42163691110832496,0.8498478019927103,0.21224032416120434,-0.7920916731845021,0.12722463104787265,-0.1833971377322204,-0.20818294879130397,0.34453185159171623,0.13307705578231516,1.0740363291916222,-1.0010442235133652,0.22973703973635376,-0.12405427669862178
-0.31145639945586573,1.0378986278890892,-0.7486385422798535,0.5146532877816049,1.2246467991473532e-16,1.077233561774054,-0.7770109158171478,0.5341579412271362,1.0756337575447423,1.271059232483803e-16,-1.0378986278890892,0.560459666986904,-0.3852892871443546,-0.43732196184459593,0.7486385422798535,6.30268501552404e-17,1.0740363291916222,-1.0363572401404944,0.22956863977802255,-5.867689607498554e-17
-0.3308069575913648,1.1502547134952907,-1.027701798470452,0.5926078206525776,-0.2588190451025208,1.3230859059181335,-1.1821188377582248,0.6816499389597992,1.5849529346082396,-0.2977078265715248,-1.1110607345758343,1.0561709865794013,-0.609024123072309,-0.6009006214938376,0.9926837088663328,-0.15337819026158603,1.8986490549758046,-1.3309634422958747,0.22973703973635376,0.12405427669862167
-0.3281831530984158,1.367808463741097,-1.0322173851402028,0.5432758273828122,-0.4999999999999997,1.8708999934817798,-1.411875675815473,0.7430972748401578,1.8847234557298904,-0.6839042318705482,-1.1845568771111565,1.0654727301856777,-0.5607787539509665,-0.6030797222574542,0.8939264777593617,-0.27163791369140594,1.8986490549758046,-1.193309176714842,0.15166475434508858,0.19472079649146903
-0.3366646011218735,0.9730993563566466,-0.9367849764616897,0.5141688561168434,-0.7071067811865471,0.9469223573417198,-0.9115848576394465,0.5003373829459336,0.9626345092892693,-0.6880851536480491,-0.6880851536480499,0.8775660921243285,-0.481665659774751,-0.5478225670412107,0.6624070093697414,-0.36357228483515003,0.9786073708049357,-0.6995024556086049,0.22965283203941217,0.3388604668882252
-0.3313535835273959,1.2246400444090935,-1.0376360891439038,0.5141688561168434,-0.8660254037844385,1.4997432383703064,-1.2707307062896684,0.6296717707887038,1.2114700934748845,-1.0605693889499779,-0.6123200222045473,1.0766886534938556,-0.5335201610206759,-0.6041129662946574,0.5188180445719524,-0.44528329123197213,0.9786073708049357,-0.4946229298174867,0.2299055014368932,0.41524586220415227
-0.32980663212842803,1.12149653535121,-1.0248795568018576,0.5141688561168434,-0.9659258262890683,1.257754478804768,-1.149398872105567,0.5766385907205347,1.1094358041911512,-1.0832824675894448,-0.29026466236538545,1.050378105950372,-0.5269611493783485,-0.5987321033408184,0.2652583482365513,-0.49664897719676704,0.9786073708049357,-0.25603566876234574,0.23007402487964101,0.46331629324703394
-0.3319002094634269,1.1686176194530922,-1.057504670490807,0.5141688561168434,-1.0,1.3656671404962122,-1.2358185905894936,0.600866784632185,1.1560501415404494,-1.1686176194530922,-2.1467157406356433e-16,1.1183161281098706,-0.5437359667644777,-0.619676220820965,1.9426045646999148e-16,-0.5141688561168434,0.9786073708049357,-1.8172151633576113e-16,0.22998975544049108,0.47957247152071925
-0.3338844616112196,1.0629842248416086,-1.004929694894899,0.49027759910814095,-0.9659258262890684,1.1299354622621154,-1.0682244127481684,0.5211573536451721,1.0515527432818519,-1.0267639157123756,0.27512056203254787,1.0098836916815546,-0.49269451808554765,-0.5901006897858736,-0.2600949440278648,-0.47357179502955166,0.9786073708049357,0.2560356687623454,0.2298212628688475,0.4630617209633565
-0.33026033165533375,1.031673914005089,-1.0584077878247573,0.5379944691245961,-0.8660254037844386,1.0643510648385799,-1.0919317050786352,0.5550348596748621,1.020579147922941,-0.8934558179501294,0.5158369570025446,1.1202270453280965,-0.5694175359281185,-0.6183916465430717,-0.5292038939123788,-0.46591687735742304,0.9786073708049357,0.49462292981748635,0.17956880449057908,0.3669831104668637
-0.35092279203730736,0.9818762029330873,-0.9961017229555361,0.9448342226889112,-0.5000000000000004,0.9640808778862973,-0.9780485774706879,0.9277102389750231,0.9713169684256646,-0.4909381014665441,0.850329735111458,0.9922186424749876,-0.941150997127779,-0.5816796308118921,-0.862649396832943,-0.472417111344456,0.9786073708049357,0.8567120450324609,0.22222793142311667,0.23570528813707017
-0.3182345610626507,0.9943256307010883,-1.0088988955776097,0.5141702602665963,-2.4492935982947064e-16,0.988683459869117,-1.0031740306588381,0.5112526683273261,1.4520730446435062,-2.4353954018965216e-16,0.9943256307010883,1.0178769814977207,-0.5187458077218211,-0.5893687347014918,-1.0088988955776097,-1.2593539269044973e-16,2.1326503502540537,1.4603596646901933,0.00965635121339092,2.4068408503348727e-17
-0.24290950707757236,-1.6574024838829726,1.7647369981034324,0.5141702602665963,0.0,2.7469829935814474,-2.9248794840568095,-0.8521870665046112,2.088861740615189,-0.0,-1.6574024838829726,3.114296672475114,0.9073752816169337,1.0306889000811403,1.7647369981034324,0.0,1.5884129539939742,-1.2603225595037066,0.2243840669564105,-0.0
-0.23777122327888053,-1.6574024838829726,1.4179399418665721,0.5241063749557824,0.25881904510252074,2.7469829935814474,-2.3500971816465346,-0.8686552076706143,2.088861740615189,-0.42896732822913697,-1.6009278637382145,2.0105536787405778,0.7431513628367019,0.8273227192610646,1.3696248099757422,0.1356487114981993,1.5884129539939742,-1.2173781096793712,0.2243840669564105,-0.12260049911743952
-0.17458126507369146,-1.641529463478772,1.387233952512267,0.5121310837879005,0.49999999999999994,2.6946189794689053,-2.277185405786998,-0.8406782632011544,2.0688566149123124,-0.8207647317393859,-1.4216062164332566,1.9244180390028067,0.7104456275674802,0.8084897998736077,1.2013798438679189,0.2560655418939502,1.5884129539939742,-1.0914713534928349,0.2243840669564105,-0.2368459768269299
-0.05290233171318029,-1.1843242286989615,1.2219634803993884,0.2951513328416772,0.7071067811865476,1.40262387868339,-1.4472009564223043,-0.3495548746171898,1.4926305431961284,-0.8374436932365633,-0.8374436932365633,1.4931947474297864,0.3606641499237342,0.7171485216452701,0.8640586633527224,0.20870350892859774,1.5884129539939742,-0.8911826283074571,0.2243840669564105,-0.3349507926221481
-0.05038785240743746,-1.1609193044951214,0.671965024023743,0.1696740536575924,0.8660254037844386,1.3477336315494364,-0.7800971683346913,-0.19697788436304006,0.5060138451387295,-1.0053856094365372,-0.5804596522475608,0.45153699351122956,0.11401502954222993,0.3941590017030614,0.33598251201187157,0.14694204083055895,0.189985621400359,-0.21793670032853524,0.22906381035627849,-0.4144850513193556
-0.3327748109610766,-0.7275547238910316,0.8706508374927774,1.70286130747239,0.9659258262890683,0.5293358762561552,-0.6334461296775531,-1.2389247883827956,0.024917935776130558,-0.7027638978449596,-0.18830501889730494,0.7580328808268747,1.482597623484882,0.5071797640818408,0.2253410183775906,1.6448377154759515,0.0011729859078036507,-0.00886426289559763,0.22897972614375336,-0.46221314668443153
-0.33015100646812756,-0.13720285913245833,0.9049692961828832,1.9295949846773566,1.0,0.018824624554121205,-0.1241643748633801,-0.26474594886538544,-0.07933056482788621,-0.13720285913245833,-8.401252113521514e-18,0.8189694270337431,1.7462242152014888,0.5281526347298074,5.541338759485005e-17,1.9295949846773566,0.3343141584480462,3.5404481694229886e-17,0.22931615560716626,-0.47886966453009555
-0.2315396876081266,0.12548006677234771,0.22492194371841534,1.8431572810740442,0.9659258262890683,0.015745247157192842,0.028223220516352992,0.23127949870110992,0.18575843238488615,0.12120443717988744,-0.03247663106141956,0.050589880766069996,0.4145665182379236,0.13125830568116567,-0.058214082695803145,1.7803532197021588,2.1915308700839917,-0.3831510559906108,0.03807968521926623,-0.18849092814677526
-0.32588732416708543,0.26734129618871066,0.5301756025935683,0.5141702602665963,0.8660254037844387,0.07147136864785993,0.1417378328049953,0.13745894384135857,0.2266818177753713,0.2315243539800834,-0.13367064809435528,0.2810861695854533,0.27260052757253456,0.30936473865924585,-0.26508780129678405,0.445284507261329,0.7189542817225071,-0.4239558590592028,0.09335037936276622,0.2645992904791596
-0.3372571436365312,0.6395169393130792,0.027139247583331076,0.5141702602665963,0.7071067811865476,0.4089819156683686,0.01735600854975177,0.32882059113150297,0.5422539067787773,0.4522067644719441,-0.452206764471944,0.0007365387593893417,0.013954193993360934,0.015850226819403335,-0.019190346002474025,0.3635732777189623,0.7189542817225071,-0.5995641257290611,0.22872887909306355,-0.3381781180776364
-0.33364941245872626,0.8885054946730858,-0.13271252052584678,0.5141702602665963,0.49999999999999994,0.789442014064265,-0.11791580369912955,0.4568431014443614,0.7533742205459004,0.44425274733654285,-0.7694683297889516,0.017612613104323303,-0.06823683121941064,-0.07773715305005742,0.11493241417564708,0.2570851301332981,0.7189542817225071,-0.7343130880570496,0.22923202508798496,-0.23939090682813377
-0.335070639892407,0.9756514890490878,-0.3928103127034918,0.5141688561168434,0.258819045102521,0.9518958280837023,-0.38324596650299964,0.5016496100930644,0.8272663303643931,0.2525171867485376,-0.9424069707299,0.15429994176621503,-0.20197082915365394,-0.23030233569888792,0.3794256258729876,0.13307669236161693,0.7189542817225071,-0.8190198269437047,0.22914791000435566,-0.12389511434369274
-0.31178437501748435,1.0876963389610903,-0.820887928995866,0.5140835540193527,1.2246467991473532e-16,1.1830833257893592,-0.8928767950661549,0.5591667996269558,0.9222704715595981,1.3320438399529938e-16,-1.0876963389610903,0.673856991971122,-0.42200498398978087,-0.48069797166682277,0.820887928995866,6.295707789240958e-17,0.7189542817225071,-0.8479117181184059,0.22914791000435566,-5.862310292926768e-17
-0.3352892902668194,1.082031849326649,-1.0439579104815548,0.5133098675054871,-0.2588190451025208,1.170792922957248,-1.129595708497541,0.5554176252145794,0.917467484421395,-0.280050450013238,-1.045162508131932,1.0898481188570142,-0.5358738967105922,-0.6090545649998846,1.0083859072929051,-0.13285436974947165,0.7189542817225071,-0.8190198269437048,0.22914791000435566,0.12389511434369264
-0.3308069575913648,1.3055613249010942,-1.0439579104815548,0.5059370281902785,-0.4999999999999997,1.7044903730775005,-1.3629510727492766,0.6605318168406223,0.5688162780371259,-0.6527806624505468,-1.130649273562817,1.0898481188570142,-0.5281769627847707,-0.6091016139038719,0.9040940709587476,-0.2529685140951391,0.18982328282431285,-0.3773161302121004,0.22931615560716626,0.23943483226504764
-0.3326469004920453,0.993703159312687,-0.9337595333929567,0.5141702602665963,-0.7071067811865471,0.9874459688280155,-0.9278797983709216,0.5109326120515433,0.6904246882567708,-0.7026542424364968,-0.7026542424364975,0.8719068662022322,-0.48011138231107203,-0.5466575395558037,0.6602676980597465,-0.3635732777189621,0.48274666685837075,-0.49129760169289005,0.22965283203941217,0.3388604668882252
-0.32391947079737365,1.2619883277130932,-1.0475703798173555,0.4847017204392474,-0.8660254037844385,1.5926145392840896,-1.3220215917874742,0.6116879136167851,1.2484167280978402,-1.0929139510789798,-0.6309941638565472,1.0974037006706783,-0.507759165378668,-0.6071654372924252,0.5237851899086782,-0.4197640031584113,0.9786073708049357,-0.4946229298174867,0.22931615560716626,0.4147132945847946
-0.3234023626618882,1.0542073782651689,-0.9923628171929824,0.4859135016760278,-0.9659258262890683,1.1113531963887209,-1.046156203800851,0.512253598665533,0.9807888279839836,-1.0182861329308157,-0.27284894698262274,0.9847839609471926,-0.4822024914353299,-0.5819069328024572,0.25684239674113496,-0.46935640061143175,0.8655634664335221,-0.24079401561746983,0.21934098901407925,0.4523802922273888
-0.32588732416708543,1.1686176194530922,-1.051182849153156,0.4847231337229796,-1.0,1.3656671404962122,-1.2284307987872802,0.5664559946251913,1.0872311548710594,-1.1686176194530922,-2.1467157406356433e-16,1.1049853823537468,-0.5095326447573679,-0.6155453914956502,1.9309915673010112e-16,-0.4847231337229796,0.8655634664335221,-1.7090374108460475e-16,0.22923202508798496,0.4787818136562676
-0.3305019403190595,1.1249201279874101,-1.046870463883544,0.5012591032883851,-0.9659258262890684,1.2654452943512111,-1.1776456562181157,0.5638764546260245,1.0465769037966695,-1.0865894041354438,0.2911507533423064,1.0959377681517466,-0.5247533499853609,-0.6104957404773778,-0.2709500138083713,-0.48417911352875087,0.8655634664335221,0.24079401561746952,0.22931615560716626,0.46255257639600156
-0.32916707978327164,1.1810670472210913,-1.0547953184889567,0.48468838101659456,-0.8660254037844386,1.3949193700315476,-1.2457839922303826,0.5724494749896406,1.0988135625845594,-1.0228340664661402,0.5905335236105458,1.1125931639062197,-0.5112470352222956,-0.6152568971524457,-0.5273976592444785,-0.4197524508795221,0.8655634664335221,0.46517831700153506,0.22897972614375336,0.4144089702308759
-0.32993235609371513,1.0503480556570888,-1.053792858248272,0.5020668404337594,-0.5000000000000004,1.103231038022627,-1.1068492797263987,0.527344929659497,0.1854647309800558,-0.5251740278285448,0.90962809901463,1.1104793880950627,-0.5290744508123705,-0.6164446207530176,-0.9126113855696173,-0.2510334202168799,0.031178570264988326,0.1529180424238462,0.13576807515929543,0.18423359842825607
-0.3169226588161762,0.9756514890490872,-1.0449377927888908,0.5141702602665963,-2.4492935982947064e-16,0.9518958280837011,-1.0194951134981478,0.5016509800538613,0.8962127631764489,-2.389656946294627e-16,0.9756514890490872,1.0918949907985187,-0.5372759368806667,-0.6128931006445899,-1.0449377927888908,-1.2593539269044973e-16,0.8437869913741651,0.9185787888766892,0.1297239795296144,8.821673477189365e-17
-0.2665773168558447,-1.6574024838829726,1.0329229600569436,-1.326277605971512,0.0,2.7469829935814474,-1.7119690796581308,2.1981757984555466,2.088861740615189,-0.0,-1.6574024838829726,1.0669298414127983,-1.3699425906173308,0.6037086250017308,1.0329229600569436,-0.0,1.5884129539939742,-1.2603225595037066,0.2033371452136294,-0.0
-0.25578254787110355,-1.6574024838829726,1.1168315915542515,-1.326277605971512,0.25881904510252074,2.7469829935814474,-1.85103945392099,2.1981757984555466,2.088861740615189,-0.42896732822913697,-1.6009278637382145,1.2473128038936023,-1.4812287295199262,0.6516256608200803,1.0787764778977755,-0.34326590351840397,1.5884129539939742,-1.2173781096793712,0.2051714918305195,-0.11723431189915816
-0.24263291435394063,-1.4773215112188485,1.3490501516328552,-1.326277605971512,0.49999999999999994,2.1824788475099424,-1.9929808087202663,1.9593384371495506,1.861901628229223,-0.7386607556094241,-1.2793979582727404,1.8199363116206297,-1.7892150054431286,0.7838010573163978,1.1683117022933018,-0.6631388029857559,1.5884129539939742,-1.0914713534928349,0.22125848376856436,-0.2351906055567294
-0.22938707467203634,-0.829515537310954,1.1387773427692378,-1.326277605971512,0.7071067811865476,0.6880960266402807,-0.9446334993647647,1.1001678809409445,1.045457145131834,-0.5865560615321782,-0.5865560615321782,1.296813836404566,-1.5103348879025846,0.6647260058570705,0.8052371813337256,-0.9378198889183161,1.5884129539939742,-0.8911826283074571,0.2204988895642462,-0.33203831824372787
-0.33824107032138706,-0.9010997469769555,0.5789439386268768,-1.326277605971512,0.8660254037844386,0.8119807540019333,-0.5216862366105207,1.1951084151621318,0.31802338133236535,-0.7803752722257733,-0.45054987348847786,0.33517608407280086,-0.767840380913772,0.33878229444114827,0.28947196931343844,-1.1485900992417373,0.12455821221820519,-0.17646402765025881,0.2243840669564105,-0.4102292654325235
-0.34589383342582175,-0.5940346110792285,0.5157257252503659,-1.3299010144089531,0.9659258262890683,0.35287711916005027,-0.3063589306226541,0.7900072318682939,-0.04689853416490707,-0.5737933725510092,-0.15374747079737322,0.26597302368501585,-0.6858641651672546,0.3016759403665169,0.13347963974410465,-1.284585736225638,0.006232970026654995,0.02043354646830549,0.2243840669564105,-0.45755129173958764
-0.34589383342582175,-0.2535427616244209,0.2628528717443219,-1.3292598445280208,1.0,0.06428393197213793,-0.0666444430029651,0.3370242118980828,-0.19245947299590702,-0.2535427616244209,-1.5525016573516372e-17,0.06909163218423695,-0.3493997674286012,0.15384303800871438,1.609509640141868e-17,-1.3292598445280208,0.5762038445612895,4.648030100720536e-17,0.2243840669564105,-0.47369195365385985
-0.2792054692300339,0.06715449767926636,-0.01711350178022662,-1.3410011692433204,0.9659258262890683,0.004509726558554591,-0.0011492486155843492,-0.09005425990784403,0.1477281230582142,0.06486626365987268,-0.017380862963687158,0.00029287194318181964,0.02294922589713154,-0.010012014828019127,0.00442930018911854,-1.295307662455961,4.83922873348169,-0.5693565295853518,0.022762617611476483,0.1457319846836071
-0.23656864621961224,0.7512505535308817,-0.27901752862577206,-1.3479109901774995,0.8660254037844387,0.5643773941804561,-0.20961207282492988,-1.0126188774812053,0.8745658917803412,0.6506020639648649,-0.37562527676544066,0.07785078128043353,0.37609079328684325,-0.16275327156194996,0.13950876431288597,-1.1673251595339516,1.3552376600345946,-0.5820733759661649,0.13220774329134197,-0.3148901514314262
-0.34589383342582175,0.7064948607049206,-0.41448512871829557,-1.3410011692433204,0.7071067811865476,0.4991349882024652,-0.2928316132780933,-0.9474104342696953,0.9510229536478066,0.4995673068778947,-0.49956730687789463,0.17179792192862206,0.5558250422452025,-0.24216194298147806,0.2930852452176858,-0.948231020351041,1.8120241612838535,-0.951846668661464,0.2243840669564105,-0.3349507926221481
-0.34589383342582175,0.1086110921467071,-0.802825582316863,-1.3410011692433204,0.49999999999999994,0.0117963693373005,-0.08719576329875059,-0.14564760156152823,0.1462029625370721,0.05430554607335354,-0.0940599649318209,0.6445289156224101,1.0765900445853627,-0.46719740716601593,0.6952673490944384,-0.6705005846216601,1.8120241612838535,-1.1657693257942972,0.2243840669564105,-0.2368459768269299
-0.2798264362933652,1.069022197309089,-0.48048494348337273,-1.3557247325151287,0.258819045102521,1.1428084583395528,-0.5136490700565286,-1.4492998324995998,2.3380079502290165,0.27668330430093724,-1.0325961492571372,0.2308657809142199,0.6514053214815422,-0.2797608278079222,0.464112816053633,-0.3508873806914363,4.783199787719753,-2.112530747144452,0.41772147365109924,0.1672783096563559
-0.28165653992719714,1.081471625077089,-0.5221457460984936,-1.3640067587953608,1.2246467991473532e-16,1.16958087584688,-0.564685808560227,-1.475134606050552,2.365235505625577,1.3244207640193435e-16,-1.081471625077089,0.2726361801687526,0.7122103267545917,-0.30523380633534763,0.5221457460984936,-1.6704265111740946e-16,4.783199787719753,-2.1870527629025673,0.5322974669377192,8.934866161985702e-17
-0.2945109954389033,0.8391435135729637,-0.6673579822243394,-1.3704475937120606,-0.2588190451025208,0.7041618363715787,-0.5600091220146955,-1.150002208955152,1.8352511398315183,-0.21718632288692866,-0.810550391723077,0.4453666764385417,0.914579140883882,-0.38872523876360043,0.6446183104106504,0.35469793756760293,4.783199787719753,-2.112530747144452,2.189267411024436,-0.38295314165044153
-0.29166744731966976,1.1125951944970898,-0.9823788550661633,-1.3851070926513913,-0.4999999999999997,1.237868066818017,-1.0929899933221663,-1.5410634951477733,2.4333043941169796,-0.5562975972485446,-0.9635357025629684,0.9650682148811058,1.360699919822896,-0.5739749015550952,0.8507650446279688,0.6925535463256953,4.783199787719753,-1.8940432520905683,1.6312348888687886,-0.6385990308614606
-0.29560424731096535,1.1407931483916103,-1.0125836143001263,-1.3705757223770156,-0.7071067811865471,1.3014090074172426,-1.155148449367197,-1.5635433934395813,0.4835928432700076,-0.8066625711588585,-0.8066625711588594,1.0253255759491071,1.387822518636525,-0.5922592842587876,0.7160047401900033,0.9691433874224381,0.17969910821970517,-0.29974915197520186,0.48035637162280787,-0.49007977494628735
-0.2908136176075892,1.1437187639170905,-1.0045503856146396,-1.3704475937120606,-0.8660254037844385,1.3080926109360373,-1.1489231253276122,-1.567406627893509,0.4848330389463899,-0.9904895043371371,-0.5718593819585458,1.009121477238521,1.3766836587281055,-0.5884996490501723,0.5022751928073202,1.1868424307098995,0.17969910821970517,-0.21195465801658234,0.07415650062889903,-0.23583336377975497
-0.34589383342582175,1.0443100831896082,-0.9692339822705188,-1.3741020689627856,-0.9659258262890683,1.0905835498514864,-1.0121808206551206,-1.4349886459495393,0.44269277309144367,-1.008726080006928,-0.27028733852206827,0.9394145123879684,1.3318264203469599,-0.5654329801211616,0.2508562137721691,1.327280676368397,0.17969910821970517,-0.10971580438576622,0.22282624578503063,0.4559602149666034
-0.2535599668152013,1.1997411888730918,-1.0137757291809406,-1.3662233846990834,-1.0,1.4393789202786196,-1.2162684985782273,-1.6391144678250977,0.5085814667920077,-1.1997411888730918,-2.203888810138008e-16,1.027741229076348,1.385044108047366,-0.5897639856738284,1.8622758026920693e-16,1.3662233846990834,0.17969910821970517,-7.787087805131376e-17,0.07740658130448247,0.278220382618676
-0.34589383342582175,1.0446835660226481,-0.9630656908796391,-1.3702782181481132,-0.9659258262890684,1.0913637531177967,-1.0060989002622067,-1.431507135378131,0.4428510959437478,-1.009086836721037,0.2703840029922775,0.9274955249494766,1.3196679388581336,-0.562686504354036,-0.2492597424844672,1.3235871201106286,0.17969910821970517,0.10971580438576607,0.22295585695148587,0.45609280469768543
-0.2572562513946432,1.069022197309089,-1.0162773641959826,-1.3703349106943878,-0.8660254037844386,1.1428084583395528,-1.0864230609482786,-1.4649184372798687,0.4531684684855663,-0.9258003800791316,0.5345110986545446,1.0328196809771337,1.3926403511062297,-0.5944706458397636,-0.5081386820979914,1.1867448443540198,0.17969910821970517,0.2119546580165822,0.1405890061997635,0.32471796169879885
-0.34589383342582175,1.028997287034968,-0.9769466043024532,-1.3593806119156067,-0.7071067811865477,1.0588354167253242,-1.0052754054052486,-1.398798961709094,0.4362015361469749,-0.7276109594849863,0.727610959484986,0.954424667658094,1.3280422727655428,-0.5708678567709408,-0.6908055687594352,0.9612272488990442,0.17969910821970517,0.29974915197520163,0.2227225839846728,0.3337083936498098
-0.2459520270375212,1.2682130415970934,-1.0188918888777683,-1.3704505775302855,-0.5000000000000004,1.6083643188769507,-1.292171981452282,-1.7380232952881767,0.5376073230477628,-0.6341065207985472,1.0983047114338136,1.0381406812209064,1.396340977553461,-0.5960561335056487,-0.8823862594780584,0.6852252887651433,0.17969910821970517,0.3671162365856062,0.06083793104043241,0.12332673173366807
-0.34589383342582175,0.8880075175623648,-0.9313211165912911,-1.326277605971512,-0.25881904510252157,0.7885573512472737,-0.8270201527976422,-1.1777444844773186,-0.07329440610161626,-0.22983325773935193,0.8577493951523314,0.8673590222088493,1.235190340903413,-0.5431925145259291,-0.8995871190839004,0.3432659035184051,0.006812529180397031,-0.07972563111899346,0.22321519233775627,0.12228075331512712
