output_Ph,output_feed,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_input_Timepoint (hr)_sin,poly_input_Timepoint (hr)_cos,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_gasflow,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glucose_gl^2,poly_output_glucose_gl input_Timepoint (hr)_sin
0.17622051722014936,-1.234600092033322,-0.18528348216339827,-1.6012509542070312,1.159431770494896,0.0,1.0,2.5640046183489282,-1.8565412288428997,2.3073898171176404,1.978366967804213,-0.0,-1.6012509542070312,-1.6707319073589175,0.5492541764432097,1.159431770494896,-0.0,-1.2355133732200876,0.22649459747598627,-0.0
0.4044943450660723,-1.234600092033322,-0.13380104085991196,-1.6012509542070312,1.4695083991091629,0.25881904510252074,0.9659258262890683,2.5640046183489282,-2.3530517262887938,2.3073898171176404,1.978366967804213,-0.414434242937364,-1.5466896510385857,-2.1175498489882107,0.6995743900795379,1.4194361146482442,-0.37295617378189805,-1.193414275918807,0.2239953799820722,-0.12249426637040885
0.5237157473780439,-1.234600092033322,-0.16458084601407527,-1.4360259709810737,1.358376414468881,0.49999999999999994,0.8660254037844387,2.0621705893321356,-1.9506638095454643,2.0693019378708772,1.7742292914384779,-0.7180129854905367,-1.243634971363825,-1.957409548030797,0.643297231594409,1.1763884828316709,-0.7204960006597784,-1.0699859679240002,0.23905054479077553,-0.24446397730073416
0.558609254051016,-1.234600092033322,-0.15292763281332264,-0.7303454351468437,1.0897025879555349,0.7071067811865476,0.7071067811865476,0.5334044546398324,-0.7958593107810268,1.052421930246853,0.9023515521941695,-0.516432209800973,-0.516432209800973,-1.5702527130611468,0.5175294306759075,0.770536089419889,-1.0189352157686333,-0.8736398844505897,0.23514238765904613,-0.34288656116786365
0.5891434302008466,-0.3511619649698984,-0.10040367540896326,-0.7655522540024683,0.6564383235047586,0.8660254037844386,0.5000000000000001,0.5860702536082597,-0.5025378381726694,1.1031546746097145,0.26925614435206574,-0.6629876998905747,-0.38277612700123426,-0.9459223735299769,0.31175383080905056,0.32821916175237936,-1.2479356797929155,-0.17585745645992026,0.24094973445824105,-0.4251026944676789
0.4510176234087174,0.07132257860665127,-0.2881770109028834,-0.5534466119845476,0.4716436701318952,0.9659258262890683,0.25881904510252074,0.30630315231717437,-0.26102959129845493,0.7975121410271415,-0.040351168881087245,-0.5345883759880595,-0.14324252362906592,-0.6796347561330606,0.22284264848595361,0.12207036433218539,-1.3918913895505314,0.018870204952786195,0.24094973445824105,-0.47414044624678064
0.46992202788887494,0.7394690612596607,-0.23059318801808124,-0.1199086092694087,0.11965385418358417,1.0,6.123233995736766e-17,0.014378074576923727,-0.014347527248878198,0.18023856621973072,-0.08869870862043898,-0.1199086092694087,-7.3422847265996e-18,-0.17985563548868508,0.05689894056402722,7.326685476578524e-18,-1.5031328218874898,4.529474166298951e-17,0.23807159386593577,-0.4879258077473826
0.3579647792274842,2.139877093082888,-0.20931220999543693,0.18713191096095957,-0.1179392715815257,0.9659258262890683,-0.25881904510252063,0.0350183520999005,-0.0220702012683945,-0.27911855838470534,0.4007836857369118,0.18075554572001723,-0.04843330250312547,0.17591355366239725,-0.056087313346945396,0.03052492965081733,-1.44073676561026,-0.5543172743890645,0.8786769952924425,0.9054373514873012
0.35505995610004476,0.7732138331108228,-0.08913727527932805,0.7234491181949743,-0.5579265415169145,0.8660254037844387,-0.4999999999999998,0.5233786266170858,-0.4036314644779835,-0.9652313572592784,0.5589260883952744,0.6265253147022987,-0.36172455909748696,0.7443898670620946,-0.26515269744861725,0.2789632707584571,-1.1554577300494877,-0.3862926046477258,0.08259533677683463,-0.24889054337725647
0.6473027677091038,0.9216908292559363,-0.2881770109028834,1.0235100410030868,-0.8835171212691021,0.7071067811865476,-0.7071067811865475,1.0475728040341405,-0.904288645017068,-1.5023590071949564,0.945146470998407,0.7237308906058041,-0.723730890605804,1.2968704282067622,-0.4211577640665435,0.6247409477437993,-1.0379265461070732,-0.6529681703977465,0.24094973445824105,-0.34709489657602366
0.3739601689162417,0.9216908292559363,-0.2881770109028834,0.6574826576023302,-0.9803143206548878,0.49999999999999994,-0.8660254037844387,0.4322834450478229,-0.6445396648297985,-0.9378407784351179,0.6071434462591873,0.328741328801165,-0.5693966840313238,1.3983315528759512,-0.4653055479242721,0.8489771053808169,-0.7132057154596149,-0.7997194178765893,0.24094973445824105,-0.24543315508414965
0.3768649920436811,1.6202076065749915,-0.21637373923224493,1.0608786820691447,-0.7975524084691259,0.258819045102521,-0.9659258262890682,1.1254635780687654,-0.8461063479777985,-1.550194126520683,1.7178829697323654,0.274575607462757,-1.0247301175700962,1.165412294636609,-0.3778592440765195,0.7703764691593769,-0.37819570732355384,-1.5641256206319947,0.5693763613506176,0.19529716857475776
0.3070758828657547,1.6202076065749915,-0.19102559076280237,0.9682291587648695,-0.6408641418997353,1.2246467991473532e-16,-1.0,0.9374677038825269,-0.6205033489941506,-1.4141976862496404,1.5678554115126002,1.185738740122532e-16,-0.9682291587648695,0.9360476065718862,-0.30293147614698546,0.6408641418997353,-1.7887218683193967e-16,-1.619301998209442,0.6112116805971527,9.574292126589696e-17
0.5905979375965486,1.6202076065749915,-0.23184501025470733,1.2705754364811543,-1.041912538445842,-0.2588190451025208,-0.9659258262890683,1.614361939789276,-1.3238284783110132,-1.9867203429070261,2.0574453431697672,-0.3288491212007709,-1.2272816283456527,1.6291742908182345,-0.4937701391113461,1.0064102296192408,0.40469935690007025,-1.5641256206319947,5.2231185292146245,-0.5915087471616739
0.5978683787430763,1.6202076065749915,-0.22788925198696877,0.41233201893921784,-0.7058326621783947,-0.4999999999999997,-0.8660254037844388,0.1700176938424915,-0.29103740662926036,-0.6499976140666549,0.667690062194009,-0.2061660094696088,-0.357090003195089,1.112670191188578,-0.3347283533950263,0.6112690162672897,0.7881968707388586,-1.4023566668482808,2.7919041102147872,-0.8354495960581321
0.46992202788887494,0.1556845082345564,-0.22183043236169825,1.1233244607762263,-1.041912538445842,-0.7071067811865471,-0.7071067811865479,1.2618578441781996,-1.1704058404256648,-1.7893052750130949,0.17393684030144063,-0.7943103436875911,-0.7943103436875919,1.6596269966873,-0.49504159675079484,0.7367434213383447,1.1263263088745836,-0.10948922022967603,5.346847596945329,-1.635060793509728
0.5542499235278745,0.1556845082345564,-0.22097668959631922,1.1102917611647583,-1.0318632292005179,-0.8660254037844385,-0.5000000000000004,1.2327477949103405,-1.1456692420301975,-1.72712221115707,0.17191884223394538,-0.9615408707812451,-0.5551458805823796,1.6051221529005075,-0.4900969221743483,0.5159316146002594,1.3471519492617574,-0.07742057009123127,0.45312676912073363,-0.5829623288348486
0.30417105973831526,-0.05353307724264862,-0.20806038775881075,1.0971972952044207,-1.0191211978631889,-0.9659258262890683,-0.25881904510252063,1.2038419046038966,-1.11817702178098,-1.7353240462822581,-0.05918439683238291,-1.0598112039724608,-0.2839755562338766,1.6118391181400766,-0.4844703685900826,0.26376797527468754,1.527705473400921,0.013961070757353682,0.2401771082692914,0.4733796496671479
0.38995346277301685,-0.05353307724264862,-0.16392864662879308,1.073231951843048,-1.016410876280387,-1.0,-1.8369701987210297e-16,1.1518268224568384,-1.0908446286249025,-1.660610505831556,-0.05789167181572168,-1.073231951843048,-1.9714951118508823e-16,1.5726913240834126,-0.48321324647338115,1.8671164893829985e-16,1.5472987949900392,9.908880899137736e-18,0.02703524490827226,0.16442397911579765
