output_Ph,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_gasflow,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_gasflow,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow input_Timepoint (hr)_cos,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% input_Timepoint (hr)_sin,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glucose_gl^2
0.38875848516661077,-1.678006838809465,1.721135569132541,0.4978144437849692,0.0,2.815706951091334,-2.888077255522625,-0.8353360411293084,2.19173893262285,-0.0,-1.678006838809465,0.8568061460262423,0.8107833500080931,1.721135569132541,0.4978144437849692,0.2219113336327981,0.4710746582366728,-0.0,-1.306156138301483,0.1966755108033624
0.5392353420744865,-1.678006838809465,1.4868347419100179,0.5104122220282155,0.25881904510252074,2.815706951091334,-2.4949188651045158,-0.8564751991752807,2.19173893262285,-0.4343001276961652,-1.62083014229574,0.7588986244070405,0.6995756089722658,1.4361720766347277,0.4930203473106434,0.22138282117359126,0.4544810052529087,-0.33805808446998586,-1.2616499471513987,0.1966755108033624
0.5267002065482979,-1.408858839781595,1.8854154594839652,0.16324851970763712,0.49999999999999994,1.9848832304307422,-2.6562842367548622,-0.2299941200713645,1.840189621581036,-0.7044294198907974,-1.2201075455971317,0.3077912827946518,0.8916567814900399,1.632817684601024,0.14137736519701835,0.22365638774391494,0.40956353696091674,-0.6530780691507414,-1.131164397078065,0.1966755108033624
0.7775023321405723,-0.8224783964238923,0.911406273520604,0.4978144437849692,0.7071067811865476,0.6764707125840174,-0.7496119703359018,-0.40944162544091334,0.2493657147553484,-0.5815800514907717,-0.5815800514907717,0.45371120711479096,0.42961766711574023,0.6444615564223805,0.3520079689729611,0.22219804714322464,0.3333152015309418,-0.21438640657992483,-0.21438640657992483,0.20006341753465426
0.25394502460711377,-0.6957727606866412,2.5676707418177473,0.4978126634948094,0.8660254037844386,0.48409973451351007,-1.78651536056885,-0.3463644911845535,-0.12858271013303754,-0.602556886015862,-0.34788638034332064,1.278219010961986,1.2104780962580421,1.283835370908874,0.24890633174740476,0.2222466409091575,0.23571521000412637,0.16004635385950847,0.09240280548360533,0.20168337597659988
0.23984134022233908,-0.31115964560249915,0.9751432801596809,0.4978126634948094,0.9659258262890683,0.09682032505147287,-0.30342523746614486,-0.15489921194948106,-0.28965011794021517,-0.30055713778640764,-0.0805340423492776,0.48543867358535586,0.4588332637008971,0.2523856526090685,0.12884339820566906,0.22139760858184315,0.12178188537882663,0.8991542877110196,0.24092766526314904,0.2019399670909757
0.3605378610546027,0.17393122596327726,0.9284626555789484,0.40340654675614357,1.0,0.030252071365088614,0.16148864794596654,0.07016499523890818,0.13803612875477547,0.17393122596327726,1.0650215957385126e-17,0.37454791367914225,0.45144498154798396,5.685194096413052e-17,2.4701526811999915e-17,0.2364181303526479,2.9772907306602166e-17,0.7936247674349145,4.859550155816153e-17,0.20168337597659988
0.40443292763370775,0.16768649280717818,0.729172296791975,0.45347320184750606,0.9659258262890683,0.02811875986997182,0.12227234510120111,0.07604133079984988,0.13308015385607325,0.1619727141222895,-0.04340045794494455,0.3306600961247569,0.34557080018054104,-0.18872367757091074,-0.11736750108175412,0.2246020711056218,-0.12266004195652806,0.7665826592480395,-0.20540520447721458,0.20185441859508177
0.2837319883539552,0.5827114583615227,0.6232431871664668,0.44185636348230656,0.8660254037844387,0.3395526437058126,0.3631709465076553,0.2574747659510939,0.4624542456238233,0.5046429260173568,-0.29135572918076125,0.2753839682464976,0.29344011669763,-0.31162159358323327,-0.22092818174115317,0.22167866317027,-0.23541381818527018,0.6872992096711531,-0.3968123837174571,0.20185441859508177
0.34956685593950704,0.4514471674203199,0.45806559249618245,0.4649311493159438,0.7071067811865476,0.20380454497183031,0.2067924142251121,0.20989185040415662,0.3582796532531023,0.31922135343036684,-0.3192213534303668,0.2129689623813389,0.21599068212670963,-0.3239012866822843,-0.3287559684661591,0.2223385094921942,-0.3334205373789939,0.5611774547708248,-0.5611774547708247,0.20219672132526958
0.47967246069951786,0.5076497658252113,0.2866040675938765,0.4600945460243219,0.49999999999999994,0.2577082847423918,0.14549448779858443,0.2335668885467039,0.4028834273414221,0.2538248829126056,-0.4396375934298543,0.1318649683683287,0.13580005298321232,-0.24820640336424948,-0.3984535649997314,0.2245097360153729,-0.41034412632756145,0.3968123837174572,-0.6872992096711531,0.20228234231890488
0.35270395365667095,0.6637680947276899,0.03973537990731036,0.46086719195367276,0.258819045102521,0.44058808357842755,0.02637507741435633,0.30590893792558993,0.5267827998089792,0.17179582444694041,-0.6411507453641644,0.018312732959094514,0.018721002925321986,-0.0383814296698788,-0.44516352319737396,0.22197470270724465,-0.455088142148978,0.2054052044772149,-0.7665826592480394,0.20288085680877102
0.33075752497899064,0.7137259599764815,-0.36423156357979797,0.4727884599361971,1.2246467991473532e-16,0.50940474594435,-0.25996152236972614,0.33744139743376456,0.5664305989985962,8.740622123535699e-17,-0.7137259599764815,-0.17220448000504573,-0.17145663208887257,0.36423156357979797,-0.4727884599361971,0.22159166512211945,-0.4707352388786285,9.719100311632306e-17,-0.7936247674349145,0.20288085680877102
0.45302480389358074,0.7922847030802078,-0.5294091582500823,0.49463440048703616,-0.2588190451025208,0.6277150507348931,-0.4194427777521092,0.39189126912312805,0.6287767632242702,-0.2050583703005536,-0.7652882564789388,-0.26186398160337593,-0.2498657575269166,0.5113699786277108,-0.4777801420014383,0.22275660290724011,-0.4558889557148937,-0.20540520447721472,-0.7665826592480395,0.2049186487535859
0.6003689815317815,1.044696817249733,-0.8606620519095111,0.42253042365265675,-0.4999999999999997,1.0913914399717222,-0.8991309063574907,0.44141618878111183,0.41242927650179484,-0.5223484086248662,-0.9047339829910181,-0.3636559014150906,-0.40611878974901716,0.7453552010268779,-0.36592208075500204,0.2226593092440848,-0.4086495833022024,-0.19739185077042504,-0.34189271453443026,0.2034815973633787
0.38092015932119005,1.075296009714618,-0.9338249538966206,0.4607189827978699,-0.7071067811865471,1.15626150850818,-1.0041382466969733,0.49540928380232724,0.424509338967243,-0.7603491002520417,-0.7603491002520425,-0.43023088287051875,-0.4413821704654127,0.6603139573415159,-0.3257775169577423,0.22340794911480133,-0.33422144538823473,-0.27915423246146115,-0.2791542324614615,0.20373932946759774
0.4498877061764168,1.1820809466839124,-1.0069878558837302,0.4978126634948094,-0.8660254037844385,1.3973153645131344,-1.190341157982243,0.5884548645351843,0.46666629165278745,-1.0237121291578266,-0.5910404733419568,-0.501291306644407,-0.4774311875642773,0.5034939279418655,-0.24890633174740492,0.22478799027146143,-0.23705905924023546,-0.34189271453443015,-0.19739185077042531,0.2035674899403497
0.25237868497227217,1.085100240769694,-1.0078855602025905,0.4978144437849692,-0.9659258262890683,1.1774425325184477,-1.0936568640441287,0.5401785728097014,0.42837988959392764,-1.0481263466719335,-0.2808446081565274,-0.5017399895511546,-0.47381373907423835,0.26085997826425356,-0.12884385897866815,0.221000294822752,-0.12167256318167663,-0.38133177311630273,-0.10217754065484137,0.20399588106486344
0.3542702932915084,1.0571862835619312,-1.0087832645214507,0.4978144437849692,-1.0,1.117642838151488,-1.0664718303389051,0.5262826017284815,0.41735991424279417,-1.0571862835619312,-1.9420196973999078e-16,-0.5021868797273314,-0.47460478759859226,1.8531047938944183e-16,-9.144702977258737e-17,0.22134437622335776,-8.642439676103483e-17,-0.3947837015408503,-7.252058946713194e-17,0.20373932946759774
0.3025413193144716,1.1341213960450713,-1.0114763774780313,0.4978126634948094,-0.9659258262890684,1.2862313409672215,-1.1471370012919964,0.5645799928916486,0.4477326427273499,-1.0954771465869473,0.2935322167547226,-0.50352574953442,-0.477923446186252,-0.26178935016262045,0.12884339820566884,0.22325705145032967,0.12229221831403382,-0.3813317731163028,0.10217754065484125,0.20399588106486344
0.39972507183421746,1.0197178846253363,-1.0222488293043543,0.4978126634948094,-0.8660254037844386,1.0398245642247708,-1.0424054137789627,0.5076284761586314,0.402568001019796,-0.8831015927788705,0.5098589423126683,-0.5088884124704514,-0.483377115864759,-0.5111244146521773,0.24890633174740476,0.22359337349435016,0.23642830493320288,-0.34189271453443015,0.1973918507704252,0.19013433969845378
0.3229169899098254,1.0384520840936335,-1.0114763774780313,0.47924468220069205,-0.5000000000000004,1.0783827309584109,-1.0503697522035405,0.49767263902209974,-0.13821192838316915,-0.5192260420468172,0.8993258854379805,-0.48474467507796637,-0.47634038413037366,-0.8759642382238331,0.4150380694143992,0.22178047848212262,0.4078423210771436,0.06654708989476456,-0.1152629407935855,0.2040818821052521
0.5784225528541013,1.0134731514692383,-1.0114763774780313,0.46047997884391745,-2.4492935982947064e-16,1.0271278287489898,-1.0251041519193493,0.4666840953474332,0.24554999815426437,-2.482293301937167e-16,1.0134731514692383,-0.4657646209022061,-0.4786113470474811,-1.0114763774780313,0.46047997884391745,0.2239002056886891,0.47318094391964804,-5.934286839948632e-17,0.2422856469342962,0.10336974861629321
0.4212826771328896,-1.678006838809465,1.4608013166630711,0.49781444378497247,0.0,2.815706951091334,-2.4512345995025044,-0.8353360411293138,2.19173893262285,-0.0,-1.678006838809465,0.7272079949349822,0.6160802633548974,1.4608013166630711,0.49781444378497247,0.17786573395536126,0.42174131165367384,-0.0,-1.306156138301483,0.1551400588126195
0.8808940033823115,-1.678006838809465,1.0580103658336704,0.4980076052673102,0.25881904510252074,2.815706951091334,-1.775348629400203,-0.8356601674176711,2.19173893262285,-0.4343001276961652,-1.62083014229574,0.526897208636817,0.4451333419345347,1.0219595368402874,0.48103840761606675,0.17701106119524462,0.40639090598902944,-0.33805808446998586,-1.2616499471513987,0.172370654919254
1.0231525479606993,-1.665767161823511,0.8925544828245389,0.49781444378497247,0.49999999999999994,2.7747802374095554,-1.486787947627484,-0.8292429531384434,2.175752003396819,-0.8328835809117554,-1.4425966789290645,0.44432651341508156,0.3759580864099564,0.7729748563877321,0.43111995468860653,0.1774227840379798,0.36478361809226695,-0.6530780691507414,-1.131164397078065,0.1966755108033624
0.6464003674718208,-0.9755992534114408,1.0247324667335205,0.49781444378497247,0.7071067811865476,0.9517939032569608,-0.9997282294916867,-0.4856673996940508,1.2742849533656975,-0.6898528478077629,-0.6898528478077629,0.5101266229553503,0.42881045636610293,0.7245952761292906,0.35200796897296344,0.17510951345805506,0.2958965304443895,-0.9235918626814127,-0.9235918626814127,0.19682650687206488
0.24619948615896126,-1.0616516763024864,0.8781912137227751,0.49782201001815246,0.8660254037844386,1.1271042817958792,-0.9323331741628992,-0.5285135714360447,1.3866828537405516,-0.9194173216482868,-0.5308258381512433,0.4371829151957528,0.3697678442529262,0.43909560686138766,0.24891100500907629,0.17728831294268024,0.21052809369694603,-1.131164397078065,-0.6530780691507416,0.1966755108033624
0.40565020991691714,-1.0381090323039928,0.6769977217798183,0.4978358072668867,0.8898149277675999,1.0776703629511324,-0.702797449828855,-0.5168078481281048,1.3559324847700727,-0.9237249135944703,-0.47371156514911134,0.337033707340099,0.28349961897613846,0.30892867743856434,0.22717322757924838,0.1753600031712656,0.19108926513189148,-1.1622372298559414,-0.5960272469941545,0.19642339493259725
0.34624639265156765,-1.0443537654600918,0.7713374686488409,0.49781444378497247,0.9135454576426009,1.0906747874306726,-0.8055491898238726,-0.5198943888672573,1.3640890813139663,-0.954064638608013,-0.4247769447468093,0.3839829329259314,0.3247211434044627,0.3137312126768148,0.20247937573974636,0.17722797634837617,0.17122983541228123,-1.1932330071173205,-0.5312615630255958,0.18890159232060788
0.3478105230626277,-1.0410440568873605,0.6474812037756932,0.49781444378497247,0.915135660599092,1.0837727283804939,-0.6740564591369593,-0.5182467681350326,1.359766085145704,-0.9526965407123733,-0.4196927801322904,0.3223254953188211,0.2723593970455889,0.26102947776150165,0.2006919174264406,0.1769417821582651,0.16958115450384223,-1.1953100604700866,-0.5265716636523853,0.1966755108033624
0.34624639265156765,-0.9161493937653753,0.6699238117471992,0.49781444378497247,0.9659258262890683,0.8393297116966647,-0.613750294001186,-0.45607240088125,0.24767405237825105,-0.8849323601770491,-0.2371169112656077,0.3334977497232406,0.28235179681910344,0.17338904124785096,0.12884385897866907,0.1776357125573476,0.10908407964348914,-0.2611307340504466,-0.06996976930776344,0.1966755108033624
0.47443880964883683,-0.5789338033360263,0.35213648287067395,0.4649333746786477,1.0,0.33516434864511674,-0.20386371332169073,-0.26916564690056327,-0.13483434930388066,-0.5789338033360263,-3.5449471458683395e-17,0.16372000332853226,0.14764374677260578,2.1562140830528883e-17,2.846895845584915e-17,0.17579562846737437,2.5673488930370082e-17,0.23290115126620053,1.42610824707943e-17,0.1966755108033624
0.36344299027860016,-0.19800508081398382,0.277627024405274,0.4608235748447595,0.9659258262890683,0.039206012028152264,-0.054971561403512136,-0.09124540917812553,-0.19778937609354905,-0.19125822129468106,0.05124748594172272,0.12793707785995165,0.11653779685056387,-0.0718551613512272,-0.11926991760205059,0.17620171463015522,-0.10864288649070539,0.9648735565217276,-0.258537090268142,0.06661762373760462
0.27433615976865433,0.12672104330316822,-0.15147564000992095,0.41730705232382365,0.8660254037844387,0.016058222815843435,-0.019195151137072312,0.05288158504824474,0.1005689585205866,0.10974364269461159,-0.06336052165158408,-0.06321185283140475,-0.06340776735846136,0.07573782000496045,-0.20865352616191174,0.17522631621454154,-0.20930021274149568,0.6872992096711531,-0.3968123837174571,0.04857164277344866
0.44473579640428984,0.5513628979179055,-0.7322903343124967,0.42090813424454643,0.7071067811865476,0.3040010452004307,-0.40375772084381,0.23207312865429192,0.43757525163233824,0.38987244401241716,-0.3898724440124171,-0.3082269583407881,-0.30552994349954943,0.5178074611897303,-0.2976269959808964,0.1740768245646666,-0.2950227318060988,0.5611774547708248,-0.5611774547708247,0.1966755108033624
0.3274856646134381,0.7387048926008778,-1.0051924472460096,0.34862212274133053,0.49999999999999994,0.5456849183524743,-0.742540578786077,0.2575288677379246,0.5862544985934052,0.36935244630043884,-0.6397372028922156,-0.3504323247224568,-0.422450831352573,0.8705221950072936,-0.3019156146152489,0.17662570351946222,-0.36396329161001484,0.3968123837174572,-0.6872992096711531,0.1966755108033624
0.4416075355820833,0.9884942188448409,-1.0114763774780313,0.27793881745446053,1.2246467991473532e-16,0.9771208206896722,-0.999838551635156,0.2747409142463058,0.7844934945414943,1.2105562810839977e-16,-0.9884942188448409,-0.28112854823936556,-0.4233052621868463,1.0114763774780313,-0.27793881745446053,0.17514423453411043,-0.41850237100177873,9.719100311632306e-17,-0.7936247674349145,0.1492148635607321
0.5510414337650168,0.9447810867521473,-1.0114763774780313,0.27135396922592453,-0.4999999999999997,0.8926113018845685,-0.9556237511378196,0.2563700979397777,0.7498016702505788,-0.4723905433760734,-0.8182044221424293,-0.2744681298069233,-0.4231959101090908,0.8759642382238335,-0.23499943076739147,0.17505375650865565,-0.36234005765508703,-0.39681238371745703,-0.6872992096711532,0.004652067864045144
0.41034481037393233,1.2195493456205069,-1.0114763774780313,0.3318940713273551,-0.8660254037844385,1.4873006064034064,-1.2335453542639339,0.40476119750260176,0.19533681610067272,-1.0561607144760472,-0.609774672810254,-0.3357030129726285,-0.4254198262020737,0.5057381887390161,-0.1659470356636777,0.17689842355470764,-0.21029647141280566,-0.13871242327753427,-0.08008565491922981,0.1966755108033624
0.5135177684649966,0.9572705530643455,-1.0114763774780313,0.5403722800548589,-1.0,0.9163669117641179,-0.9682565512799157,0.5172824713887562,0.15332727835410276,-0.9572705530643455,-1.7584774780924008e-16,-0.5465737963194329,-0.4253676932347456,1.8580519621374465e-16,-9.926477746757101e-17,0.17685507026415065,-7.725220216404984e-17,-0.16017130983845948,-2.942299228633625e-17,0.1966755108033624
