output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_gasflow,poly_input_Timepoint (hr)_cos,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_feed_%,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_gasflow input_Timepoint (hr)_cos,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glucose_gl^2,poly_output_glucose_gl input_Timepoint (hr)_sin
0.428146021158747,-1.213601275247018,-1.6301554460830738,1.5209858974252164,0.4725951640158565,1.0,2.6574067783943054,-2.4794434441032682,1.9798469183365535,-0.0,-1.6301554460830738,0.7188105796594748,0.823125923855781,-1.8472589525656886,1.5209858974252164,0.0,0.4725951640158565,-1.2145141882596018,0.2241445498974014,-0.0
0.8437295965024554,-1.213601275247018,-1.6301554460830738,1.3268211206824057,0.4725951640158565,0.9659258262890683,2.6574067783943054,-2.162924675858471,1.9798469183365535,-0.4219152759238949,-1.574609246237418,0.627049245148604,0.7171128260279794,-1.611443076351287,1.2816107873329403,0.12231662907065315,0.4564918743022339,-1.173130620834453,0.22990288590185617,-0.12409904574067733
1.086026209829422,-1.213601275247018,-1.5196440194304113,1.1862493366152127,0.4829417348287308,0.8660254037844387,2.309317945790616,-1.8026767099406007,1.8456292227020845,-0.7598220097152055,-1.3160503255358293,0.5728893125643819,0.6406723613172203,-1.4407166501327162,1.0273220607312121,0.24147086741436538,0.4182398109094089,-1.0518001402894515,0.26207451931253783,-0.25596607163476653
0.9964509731995423,-1.213601275247018,-1.2551166678500563,1.053584715401799,0.4725951640158565,0.7071067811865476,1.5753178499150284,-1.3223717372928558,1.5243570010250074,-0.8875015070170384,-0.8875015070170384,0.49791904137991266,0.5670259162735035,-1.2795935853889395,0.7449968968151108,0.3341752452315808,0.3341752452315808,-0.8587912183656397,0.26207451931253783,-0.3619906900132501
1.1315550139009949,-1.213601275247018,-1.0538458568650035,0.8611770859598284,0.45745784581753024,0.5000000000000001,1.1105910900315334,-0.9075479040658422,1.2799107454011442,-0.9126572837180724,-0.5269229284325019,0.3939522146106012,0.4627390471140968,-1.0459117895022703,0.43058854297991433,0.3961701156384861,0.22872892290876518,-0.607257094129801,0.2645381267350054,-0.44542518457228486
1.1095256124833996,-0.056580292922709545,-0.8665764936006501,0.8049483723329511,0.4725951640158565,0.25881904510252074,0.7509548192611977,-0.6975493380258394,0.04884736465929434,-0.8370486156238915,-0.22428650058201094,0.38041470804698774,0.43361476209616345,-0.04537349785692779,0.20833596908404273,0.4564918743022339,0.12231662907065315,-0.01458916595390523,0.26411341650657566,-0.49640827182953473
1.061065052790318,1.0445618351416184,-0.6318022184267811,0.804069798682531,0.4877310386744809,6.123233995736766e-17,0.399174043209002,-0.5080130825775984,-0.6591944261629604,-0.6318022184267811,-3.868672822452772e-17,0.3921697980782116,0.43469549543643643,0.8389307825751545,4.923507526238092e-17,0.4877310386744809,2.986491276787585e-17,6.388710900908309e-17,0.26462337615116754,-0.514415567563004
1.1036497309634983,2.1522779460600616,-0.6990591726565688,0.8479984812035289,0.48672056088319915,-0.25881904510252063,0.4886837268752865,-0.5928011166841659,-1.504832932112231,-0.6752393089732487,0.18092982753713124,0.4127382963994826,0.458499261753765,1.8254478173096524,-0.21947815715348515,0.4701359599429829,-0.12597255079955286,-0.5571480037205032,0.26487920680318805,-0.4971274126564642
1.1036497309634983,2.1654259117682924,-0.6385529164349755,0.8550270704068887,0.46242506593153104,-0.4999999999999998,0.40774982708761276,-0.5459800294391719,-1.3829785179757426,-0.5530030472933306,0.31927645821748757,0.39538594940614935,0.4625630688586839,1.851818447971764,-0.4275135352034442,0.4004718544433999,-0.2312125329657654,-1.082900478864677,0.2656461056882001,-0.4463570087566119
1.1242091311447113,3.18110626272912,-0.8238220728820861,0.8400913183497493,0.48772129478149356,-0.7071067811865475,0.6786828077677372,-0.6920857712931349,-2.619640572295985,-0.5825301742260813,0.5825301742260812,0.4097304255202316,0.4538357886219349,2.6713745290697224,-0.5940342680210543,0.3448710348690772,-0.34487103486907716,-2.2485020417837585,0.26190485739110825,-0.36187349819454057
