output_Ph,output_feed,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_input_Timepoint (hr)_cos,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_gasflow,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_gasflow input_Timepoint (hr)_cos,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glucose_gl^2
0.6326520560535087,-1.2232617218898203,-0.2868838876410664,-1.6297701279372092,1.3955642509029356,1.0,2.6561506699164674,-2.274448927738673,-0.8580144469467711,-0.0,-1.6297701279372092,0.7347136067788453,0.6096959894885585,1.3955642509029356,0.0,0.5264634761914277,0.0,0.4368813468058406,-1.224144682472282,0.19847776473143428
0.5548491941061214,-1.2232617218898203,-0.2511068034190729,-1.6297701279372092,1.0020283502446365,0.9659258262890683,2.6561506699164674,-1.633075872574912,-0.8580156023434853,-0.42181554824932155,-1.5742370574889895,0.5275320388824336,0.4399217647150783,0.9678850621751225,0.13625895767440452,0.5085253530272549,0.1136296503343188,0.42407162829396366,-1.182432963914408,0.21362532676548707
0.8386427540144921,-1.2232617218898203,-0.20368136619456984,-1.5988641900794311,0.9949306507654829,0.8660254037844387,2.5563666983183553,-1.5907589891213552,-0.841744732953705,-0.7994320950397155,-1.384657005810019,0.5237953543098878,0.43113384623861967,0.8616352185666917,0.2632320925618727,0.4559313584998372,0.2166652750656101,0.375275264649523,-1.0601403929286315,0.23788265718731214
0.5115334009439333,-1.2232617218898203,-0.1949368447039182,-0.8932098271125446,1.1041588269803424,0.7071067811865476,0.7978237952504218,-0.9862455149519017,-0.47024298377532736,-0.6315947257737441,-0.6315947257737441,0.5813000770933966,0.4814629277800136,0.780758194064784,0.3722663953528504,0.3722663953528504,0.3083303713236879,0.3083303713236879,-0.8656010061296036,0.23775890414196585
0.32183901911923113,-1.2232617218898203,0.004261424046521672,-1.0134620216864452,0.7950580121159776,0.5000000000000001,1.0271052694007767,-0.8057611003170648,-0.5335536128289508,-0.8776838565511972,-0.5067310108432227,0.41857125940169526,0.34923458130503543,0.3975290060579889,0.45593320036002116,0.26323315596034585,0.38040748559372284,0.21962836420928464,-0.6120723412361411,0.23788265718731214
0.32034926172572775,-1.2232617218898203,-0.05061413208307609,-0.9929204993526896,0.6093985388815483,0.45632159090047575,0.9858911180347943,-0.6050843015310663,-0.5227539755066538,-0.8835154824104826,-0.4530910619023141,0.32083687372348196,0.266359906250635,0.27808171075485355,0.46847083050347427,0.24024473853471404,0.38892613883779337,0.19945203084252353,-0.5586036489981094,0.23788265718731214
1.150812744723879,-1.2232617218898203,-0.17239086679317214,-0.9907976672574077,0.7304147591625352,0.4067366430758002,0.9816800174427208,-0.7236932395086211,-0.5216194865151791,-0.9051387083658899,-0.4029937171476117,0.3845372109848609,0.3193404728292392,0.29708644719478866,0.480948964931311,0.21413227535686888,0.39940600150122973,0.17782700895273174,-0.4979044987878673,0.23300435976103145
1.162762145191498,-1.2232617218898203,-0.17735761272990194,-0.9929204993526896,0.6446827220244744,0.4031460314822205,0.9858911180347943,-0.6401186902765923,-0.5227370815843762,-0.9086569570975038,-0.40029195889138147,0.33940236391397305,0.2809915597155671,0.25990128094932236,0.4817861498349815,0.21224194695015905,0.39887123981789074,0.1757153221410977,-0.4935090706987634,0.23046730902642995
0.5802419312774968,-0.1917439384833043,-0.29818926841776594,-0.8305862803017322,0.6040686018508946,0.25881904510252074,0.6898735690254677,-0.5017310930584026,-0.4372739292340143,-0.8022847391048143,-0.21497154794294895,0.31802048423227147,0.2626822501528672,0.15634445870746333,0.5085253530272549,0.13625895767440452,0.42003767246457535,0.11254875512753137,-0.04989395992075826,0.23788265718731214
0.5638086326801913,0.3120470673351268,-0.296664947414166,-0.4996742183901693,0.22031313564384458,6.123233995736766e-17,0.2496743245238266,-0.11008479385392539,-0.2630605802121249,-0.4996742183901693,-3.0596221608398815e-17,0.11598697542879384,0.09616937652649725,1.3490288818817546e-17,0.5264641851237455,3.223663395887573e-17,0.43651222268454953,2.6728664814966514e-17,1.903976700463721e-17,0.23788265718731214
0.5130273371800707,1.0722927706855647,-0.27164067760506705,-0.10632591838208359,0.13059252896117776,-0.25881904510252063,0.011305200919793501,-0.013885370575636075,-0.0561955722737377,-0.10270295056915812,0.02751917266529942,0.06902100646124922,0.05694626314947322,-0.0337998336432553,0.5105129154609184,-0.13679152342341103,0.42120224429593256,-0.11286080120927153,-0.27721569713032135,0.11879213476597086
0.44133302379554545,0.8169778718092559,-0.25957313632656753,0.28702238162600213,-0.2975790791679847,-0.4999999999999998,0.08238184755426241,-0.0854118560248676,0.15964113551090522,0.24856867394282975,-0.143511190813001,-0.1655127444540825,-0.1307441787191976,0.1487895395839923,0.48168117781694714,-0.2780987576761903,0.38049643975086145,-0.21967972191585394,-0.40790053835955664,0.023439179627164287
0.6698572112314749,0.8169778718092559,-0.2532217988115678,0.5617418292506969,-0.6760046083443814,-0.7071067811865475,0.31555388272991913,-0.37974006527327375,0.29878067928451507,0.3972114567393035,-0.39721145673930347,-0.35955505814835353,-0.2953649822395938,0.4780074426736682,0.3760977612997324,-0.3760977612997323,0.3089543758853532,-0.3089543758853531,-0.5768584734473721,0.23788265718731214
0.3337884195868501,0.8169778718092559,-0.2980622416674659,0.7865122863981745,-1.032222066559722,-0.8660254037844387,0.618601576655284,-0.8118553376405355,0.4179504980459115,0.3932561431990872,-0.6811396204094011,-0.5485200095071485,-0.4517373599081475,0.893930531987591,0.2656986453192688,-0.46020355319519635,0.21881791454707822,-0.3790037456018045,-0.7065044568734502,0.23788265718731214
0.3726244934619819,0.8169778718092559,-0.28662983414046644,1.0612317340228692,-1.0437702634594712,-1.0,1.1262127932971857,-1.1076821266126016,0.4955873264958884,1.299634046224702e-16,-1.0612317340228692,-0.4874329496187505,-0.4555432990236082,1.0437702634594712,5.719009464506883e-17,-0.4669925621402579,5.344850898254675e-17,-0.43644019663269185,-0.8158010767191136,0.10295963572584439
0.3950293581611252,0.8169778718092559,-0.2810406571272666,0.967577376878087,-1.0446585862979134,-0.8660254037844388,0.9362059802462795,-1.0107880146633057,0.5737541432996187,-0.4837886884390432,-0.8379465885035334,-0.6194617676529973,-0.45482656781412323,0.9047008740155315,-0.29649005702823,-0.5135358427118887,-0.2176914897267769,-0.3770527205821362,-0.7065044568734503,0.029688147130469782
0.2859970859802397,0.20148659773243946,-0.28624875388956644,1.2735149435510424,-1.0446585862979134,-0.5000000000000004,1.6218403114478148,-1.330388320559299,0.613657635104357,-1.1028962932143078,-0.6367574717755218,-0.5033806009150646,-0.45428547513631595,0.5223292931489572,-0.41730417371058837,-0.24093067702576282,-0.37660415297265176,-0.21743250909669173,-0.10019922272733527,0.08806073962885916
0.36366505488791595,0.20148659773243946,-0.29653792066386603,0.8926538911622611,-1.0446585862979134,-1.8369701987210297e-16,0.7968309694071259,-0.9325185519948992,0.4734580866926024,-0.8926538911622611,-1.6397785958374393e-16,-0.5540804340992933,-0.45792983573521534,1.919006690867308e-16,-0.5303937969464809,-9.743175985771786e-17,-0.43835358435911415,-8.052424709702375e-17,-3.6812597217025124e-17,0.15588296954588093
0.290474715845979,0.20148659773243946,-0.29552170666146604,0.848948524494696,-1.0446585862979134,0.5000000000000001,0.7207135972417216,-0.8868613654383287,0.4469960621645303,-0.7352109887177225,0.42447426224734813,-0.5500430955569083,-0.45515894396928563,-0.5223292931489568,-0.45598753523542984,0.26326452621528945,-0.37732826150790677,0.21785057335444355,0.10019922272733521,0.14001908849840602
0.3875638558231539,0.20148659773243946,-0.297681161416566,0.9488465054491305,-1.0446585862979134,0.8660254037844384,0.9003096909030268,-0.9912206489962041,0.5147148089239811,-0.4744232527245657,0.8217251780110366,-0.5666893871128389,-0.455486085854288,-0.904700874015531,-0.2712318620388155,0.46978736568274015,-0.21800715172813115,0.37759946320649984,0.17355014464265464,0.08415574930098664
0.3681426847536085,0.20148659773243946,-0.29387035890756613,0.8302176530657396,-1.0446585862979134,1.0,0.6892613514619848,-0.867293999771227,0.4371198828289532,-2.0334467828451715e-16,0.8302176530657396,-0.5500256916394975,-0.4560703612608888,-1.0446585862979134,-1.2895834324249312e-16,0.52651239252117,-1.0692969271107785e-16,0.4365736014070607,0.20039844545467037,0.03560761098336946
0.5370661293430443,-1.2232617218898203,-0.21758952508491625,-1.6297701279372092,1.000864647326279,1.0,2.6561506699164674,-1.6311793043207794,2.170788704304217,-0.0,-1.6297701279372092,-1.3331117276663065,0.4881231406795404,1.000864647326279,-0.0,-1.3319600519686614,0.0,0.4877014509239766,-1.224144682472282,0.21701739313318344
0.7791506610760564,-1.2232617218898203,-0.20504690376029475,-1.6297701279372092,1.083398722245947,0.9659258262890683,2.6561506699164674,-1.7656908741617858,2.170788704304217,-0.42181554824932155,-1.5742370574889895,-1.4430438183854928,0.527146958264244,1.046482805985937,-0.34473662876523287,-1.2865746137818597,0.1259330194554883,0.46998842695844223,-1.182432963914408,0.21883874118657407
0.8902953382006114,-1.2232617218898203,-0.18976812623421135,-1.4491420911239723,1.3118131736946017,0.8660254037844387,2.100012800267159,-1.9010036856917698,1.9301993750034607,-0.724571045561986,-1.254993864606664,-1.7472827430074362,0.6346578673701101,1.1360635334386135,-0.6659800259843306,-1.153511241830902,0.24190101155283195,0.41898484241181094,-1.0601403929286315,0.23478838854016817
0.6634385089694602,-1.2232617218898203,-0.17437756516786404,-0.7993681612534728,1.1049849672200913,0.7071067811865476,0.6389894572257581,-0.8832898014594532,1.0647264576052689,-0.5652386474869523,-0.5652386474869523,-1.4717958343630624,0.5379733257861679,0.7813423634305215,-0.9418379850166267,-0.9418379850166267,0.34426222803546064,0.34426222803546064,-0.8656010061296036,0.23403618498840775
1.106494029333248,-0.34829863619238544,-0.30085683017406584,-0.8711698350644725,0.5543225228981289,0.5000000000000001,0.7589368815262603,-0.48290906084568525,1.160363418786005,-0.7544552081765326,-0.4355849175322364,-0.7383354564067912,0.270784816886456,0.2771612614490645,-1.153511241830902,-0.6659800259843308,0.4230506982771201,0.24424843453115452,-0.17307094788751698,0.23788265718731214
0.5325007437823202,0.07074498722592627,-0.3097487026950655,-0.5631718725343317,0.4921399242071718,0.25881904510252074,0.3171625580138255,-0.277159362664657,0.7521829696742053,-0.5439822563204861,-0.14575960627793424,-0.6573113604192337,0.24028767620256183,0.12737518524012714,-1.2901087428844034,-0.3456835958042067,0.4716139877433202,0.12636858715504404,0.018569293803249027,0.23788265718731214
0.29346258831820715,0.7311577377331854,-0.3097487026950655,-0.22164565014635887,0.24340952944334293,6.123233995736766e-17,0.04912679422880211,-0.05395066340528903,0.2958906081376592,-0.22164565014635887,-1.3571881799833624e-17,-0.3249447649702742,0.11893467336491897,1.4904535055737666e-17,-1.3349714192102318,-8.174342377445048e-17,0.4886196265072799,2.991932308013578e-17,4.469027804325996e-17,0.23788265718731214
0.8065534215469438,2.1223825674819805,-0.23226238501206867,0.10002584852692019,-0.0319705504737532,-0.25881904510252063,0.010005170373530381,-0.0031978814390098936,-0.1347175561065078,0.09661755038863057,-0.025888594601306852,0.04305881420285712,-0.015612588006176667,0.008274587345018741,-1.3009353943426036,0.34858458831916467,0.47170291868317027,-0.12639241612855895,-0.5497119298082503,0.012686960376386544
0.288897202757483,1.1200302202653787,-0.18272195239507066,0.7862001052076918,-0.2895841736220045,-0.4999999999999998,0.6181106054285856,-0.22767110776810243,-1.0643614273367945,0.6808692635678595,-0.39310005260384573,0.3920404262589602,-0.14085318967992122,0.1447920868110022,-1.1724292947511437,0.6769023689303755,0.4212331044931486,-0.24319904627070096,-0.5608964181305839,0.14585444670405637
