output_Ph,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_gasflow,poly_output_feed_%,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow output_glucose_gl,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_feed_%^2,poly_output_glucose_gl^2,poly_output_glucose_gl input_Timepoint (hr)_sin
0.705958460828617,-1.5899045354796293,1.3401782850827473,0.40433409965589795,-1.2045528988918275,0.0,2.527796431938696,-2.1307555338043715,1.9151241171732518,-0.0,-1.5899045354796293,1.7960778358073335,0.541879780277318,0.5752866126205529,1.3401782850827473,-0.19142523335692008,0.0,1.4509476862287052,0.22413910419516236,-0.0
0.631010821869977,-1.5899045354796293,0.9516277616685107,0.40433486713335004,-1.2045528988918275,0.25881904510252074,2.527796431938696,-1.512997294365093,1.9151241171732518,-0.41149757367700446,-1.5357298521538982,0.9055953967782198,0.3847762845746446,0.41054331146247397,0.9192018320092727,-0.19886629087130103,0.10464956421310825,1.4509476862287052,0.24190227906443498,-0.12729642603247293
0.9043896762517466,-1.5590205704315563,0.944619977008842,0.40433486713335004,-1.2045528988918275,0.49999999999999994,2.430545139028735,-1.4726819753973686,1.8779227475453217,-0.779510285215778,-1.3501514190162345,0.8923069009641853,0.3819427928953783,0.402133830700684,0.8180648970119296,-0.21025219226953867,0.202167433566675,1.4509476862287052,0.270395013598222,-0.2599976026804006
0.5892846392351773,-0.8538678977581744,1.0524644327976842,0.40433486713335004,-1.2045528988918275,0.7071067811865476,0.7290903868219641,-0.898665592698208,1.0285290515152796,-0.6037757807423068,-0.6037757807423068,1.1076813823041511,0.42554806659782823,0.4509017676965529,0.744204737388896,-0.2101956183498712,0.28590792642015356,1.4509476862287052,0.2702495192988275,-0.36759319858970974
0.4065516948983193,-0.9740345981270414,0.7472793576815057,0.40433716956569854,-1.2045528988918275,0.8660254037844386,0.9487433983485071,-0.727875948847939,1.173276198794864,-0.8435387061429844,-0.4870172990635208,0.5584264384168837,0.3021528203598132,0.32255355750089504,0.3736396788407529,-0.21025338952332057,0.3501662605381911,1.4509476862287052,0.270395013598222,-0.4503290576885601
0.4051166088813068,-0.9535076799435744,0.563971849061891,0.4043532865921292,-1.2045528988918275,0.8898149277675999,0.9091768957113779,-0.5377514893524914,1.1485504399916535,-0.8484453673548434,-0.43510614144767357,0.3180642465342884,0.22804387071361587,0.24220702043367484,0.2573525313870051,-0.21026177029978918,0.35979959050156707,1.4509476862287052,0.270395013598222,-0.4626994960976197
1.205103598230998,-0.9513863570917875,0.6834550160439486,0.40433486713335004,-1.2045528988918275,0.9135454576426009,0.9051360004603822,-0.6502297779501615,1.145995194401048,-0.869134684984344,-0.3869636931516282,0.4671107589556341,0.2763446931037516,0.2936015321547135,0.27798619891903287,-0.20801080958469242,0.3693782812361965,1.4509476862287052,0.2646606784055369,-0.4699751262707318
1.2166144775174816,-0.9535076799435744,0.5988090463938103,0.40433486713335004,-1.2045528988918275,0.915135660599092,0.9091768957113779,-0.5709690245561863,1.1485504399916535,-0.8725888805714705,-0.3844028371570713,0.3585722740430644,0.2421193762118893,0.2564339281414597,0.24140749066931746,-0.2068358594055249,0.37002125573732436,1.4509476862287052,0.26167924802963943,-0.46813393110179213
0.6554716919466952,-0.7912888736304611,0.5587094325464952,0.40433486713335004,-0.1576249625574688,0.9659258262890683,0.6261380815313637,-0.44210055756643024,0.12472687907814309,-0.7643263590948493,-0.20480063067328513,0.3121562300164267,0.22590570417483652,0.23869991075447758,0.1446046418214551,-0.21025219226953867,0.3905574906332618,0.024845628821243443,0.270395013598222,-0.5022767984044858
0.6396414654056298,-0.4606120761460416,0.17981544343800945,0.40433486713335004,0.35369232789533395,1.0,0.21216348469156682,-0.08282516472510265,-0.16291495746879628,-0.4606120761460416,-2.820435523504334e-17,0.03233359369880798,0.07270565343103197,0.07712141341628781,1.1010520362181011e-17,-0.21025219226953867,0.40433486713335004,0.1250982628120204,0.270395013598222,-0.5199952053608013
