output_D0_%,output_acetate_mmol_l,poly_output_WCW_gl,poly_input_Timepoint (hr)_cos,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_gasflow,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_gasflow input_Timepoint (hr)_cos,poly_output_agitation output_glucose_gl,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glucose_gl^2,poly_output_glucose_gl input_Timepoint (hr)_sin
1.670669750694227,-0.2710742264963394,-1.6156992924486098,1.0,2.610484203618938,-1.612634630761798,2.3140743991694777,1.9529266327038866,-0.0,-1.6156992924486098,-1.4295265641089234,0.5909579804379567,0.9981031979767924,-0.0,-1.4322432459956536,-0.27292910919345703,0.5920810409543418,-1.2087191235593135,0.21248946641079305,-0.0
1.25987480882947,-0.2603354590856085,-1.6156992924486098,0.9659258262890683,2.610484203618938,-1.747641664958366,2.3140743991694777,1.9529266327038866,-0.4181737480443676,-1.5606456740930865,-1.5492041017507794,0.6393586251691112,1.0448059407909938,-0.37069182928312977,-1.383440740835289,-0.2736180750269052,0.5709478622369921,-1.1675330181754284,0.21428127421066645,-0.119808695821568
0.7888685715953114,-0.24725404381152796,-1.4346356372722646,0.8660254037844387,2.058179411731597,-1.8835547224525184,2.054747201947871,1.734071530110689,-0.7173178186361322,-1.2424309070522586,-1.8804137159349452,0.7728706618941079,1.137017788128777,-0.7161216229978267,-1.240359035430921,-0.2822989563779698,0.5098011679962656,-1.0467814670424274,0.22997369142529753,-0.2397778614808389
-0.24540252573492904,-0.23407692147524936,-0.7832946557927539,0.7071067811865476,0.6135505177934889,-0.8643790809242261,1.121868480383662,0.9467832298385117,-0.5538729627782389,-0.5538729627782389,-1.5805049753348588,0.6525590706362664,0.7803044551845262,-1.0127489115521593,-1.0127489115521593,-0.2831260620090217,0.4181438836472806,-0.854693488818651,0.2292335626084983,-0.33855100251549863
-0.7028127691067072,-0.3423661996116745,-0.8552694927968317,0.5000000000000001,0.7314859053089499,-0.46698833504097337,1.2249539545643906,0.276996780574359,-0.7406851078438882,-0.427634746398416,-0.782023554510288,0.32366416770172296,0.2730065429516647,-1.2403590354309209,-0.7161216229978269,-0.2861453074984005,0.2963886544644346,-0.16193537996342358,0.23301834584552608,-0.41804755636667046
-0.40175726961530744,-0.3499792613774347,-0.5465287354567311,0.25881904510252074,0.2986936586799335,-0.26400502868069076,0.7848084564692037,-0.05316388397278085,-0.5279062203867626,-0.1414520454319993,-0.6936651416527718,0.2862416886003183,0.1250245869840629,-1.3870574548292536,-0.3716609248770669,-0.28604130104033143,0.15336629208451819,0.025176765266106887,0.23301834584552608,-0.46627146218462684
-0.6037559864209929,-0.3499792613774347,-0.20417885857646567,6.123233995736766e-17,0.04168900628958837,-0.047213748815648514,0.2930630165771526,-0.15527965442285,-0.20417885857646567,-1.250234928046144e-17,-0.3319005388546655,0.1370970165126049,1.4159195218827527e-17,-1.4353249823237675,-8.788830726695166e-17,-0.286197178403697,3.630372145288486e-17,4.656768410977129e-17,0.23301834584552608,-0.48271973840472493
-0.46099723640299467,-0.2836368659900959,0.11826841120180276,-0.25881904510252063,0.013987417088198704,-0.005625352690478052,-0.1711885624541537,0.2561047384887069,0.11423851281399663,-0.030610117253042843,0.06884731000071707,-0.028188615350750037,0.012310543423383976,-1.3981371015259372,0.3746297072618653,0.06765920270475988,-0.15338715073775314,-0.5604605928862559,0.013033715956790913,0.11027521272045329
-0.2939599957275753,-0.24122123615228916,0.8060975057016414,-0.4999999999999998,0.6497931886984077,-0.24858321032928932,-1.1725481376585274,0.9314530087992275,0.6981009178648929,-0.40304875285082054,0.44856699853785403,-0.18223328833173116,0.15418929383295762,-1.2597191619995731,0.7272991972837829,-0.223086141136948,-0.29547007415630805,-0.5777545533951716,0.14251421629446848,-0.32693372756699696
-0.6367746424952289,-0.3499792613774347,0.7610975858703962,-0.7071067811865475,0.5792695352177452,-0.33738126810264835,-1.1016568184902944,1.0145091744670705,0.5381772641136678,-0.5381772641136677,0.6416328700877947,-0.26236367607932815,0.3134480872750046,-1.0235073942640718,1.0235073942640716,-0.285705198745808,-0.4185121663370409,-0.9425418371564624,0.23301834584552608,-0.3413344004385773
