output_feed,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_gasflow,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_gasflow input_Timepoint (hr)_cos,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glucose_gl^2,poly_output_glucose_gl input_Timepoint (hr)_sin
-1.1985220155986407,-0.3122909692117975,-1.6139441119859732,1.4060327560797252,0.0,2.6048155966141917,-2.2692582879342824,-0.7500849650579116,1.935757902767265,-0.0,-1.6139441119859732,1.9769281111691481,0.6534575905584429,0.7025530761794713,1.4060327560797252,0.0,0.4647527504127296,-1.199395870272916,0.19819290888063082,-0.0
-1.1985220155986407,-0.28154892068560256,-1.6139441119859732,1.010912240583248,0.25881904510252074,2.6048155966141917,-1.6315558584238807,-0.750086134815557,1.935757902767265,-0.41771947391304537,-1.5589502999544278,1.0219435581610428,0.46982497692795766,0.5071044767825066,0.9764662412911073,0.12028705065797864,0.44891738454818764,-1.1585274470410625,0.21333162159019858,-0.1195429166922026
-1.1985220155986407,-0.2407978331043673,-1.583232779913934,1.0037859614500075,0.49999999999999994,2.5066260353940035,-1.5892268381850765,-0.7358129365072174,1.898922857909481,-0.7916163899569669,-1.3711198075097242,1.007586256404116,0.4665130139355764,0.4983127031066385,0.8693041425778938,0.23237673759736605,0.40248831601573903,-1.0387072928504903,0.2375756658497977,-0.24370867129105073
-1.1985220155986407,-0.23328395907438954,-0.8820217191499177,1.1134539567220043,0.7071067811865476,0.7779623130521762,-0.9820905731022203,-0.40992265917215626,1.057893207439429,-0.6236835387647234,-0.6236835387647234,1.2397797137398872,0.5174815958558764,0.5555110704368323,0.7873308433371219,0.328630333890209,0.328630333890209,-0.8481009531971195,0.23745197805710233,-0.34456637826194125
-1.1985220155986407,-0.062119567748851044,-1.0015167203029434,0.8031085140183299,0.8660254037844386,1.0030357410463642,-0.8043266050070083,-0.46546055387029817,1.2012150183406254,-0.8673389220972232,-0.5007583601514718,0.6449832852887301,0.3732492190842811,0.4030288663655949,0.4015542570091651,0.4024901990546116,0.23237782477036611,-0.5996979351364581,0.2375756658497977,-0.4221158009212025
-1.1985220155986407,-0.1092722926319195,-0.9811045420166787,0.6167014628484606,0.8898149277675999,0.9625661223657569,-0.6050486062689547,-0.4559888115174717,1.176732736000805,-0.8730014671870351,-0.4476991854527335,0.38032069427943127,0.2866248753953636,0.3082628982530665,0.2814141926376602,0.41356005808436586,0.21208498278558838,-0.5473102316423977,0.2375756658497977,-0.4337112274823681
-1.1985220155986407,-0.21391095643666772,-0.9789950767834478,0.7382049680200935,0.9135454576426009,0.9584313603662288,-0.7226990293487541,-0.454991364133641,1.1742026521115836,-0.894356505449988,-0.39819317111863484,0.5449465748095472,0.3430833242933546,0.36907659208811266,0.30025501059437126,0.4245734261877607,0.18903226835851752,-0.4878382499937838,0.23269995947713798,-0.44068504879434983
-1.1985220155986407,-0.21817871463788988,-0.9811045420166787,0.6521277215683996,0.915135660599092,0.9625661223657569,-0.6398054696057449,-0.4559717454315875,1.176732736000805,-0.8978437531752029,-0.3955284025832055,0.4252705652379921,0.3030786248697364,0.32524187815306055,0.26290270296984275,0.42531247853805493,0.18736351914232688,-0.4835316852766902,0.2301642717727651,-0.4390403478029518
-0.17642829344702818,-0.3220053037363185,-0.8197924947696025,0.6113500642502824,0.9659258262890683,0.6720597344805687,-0.5011801943492957,-0.38100141088273204,0.14549083162653448,-0.791858742895905,-0.21217791067848174,0.3737489010588244,0.2841270669208415,0.30434416310663936,0.1582290398526228,0.44891738454818764,0.12028705065797864,-0.04593332868134418,0.2375756658497977,-0.47080899938123827
0.3227600216811628,-0.32069550582289996,-0.4909640907659506,0.22604936518146174,1.0,0.24104573842163657,-0.1109821210445367,-0.22817726737929744,-0.15790987920616067,-0.4909640907659506,-3.00628801126406e-17,0.051098315498941844,0.10505722803364742,0.1128741245046501,1.3841531575938414e-17,0.46475347519473215,2.845794278949188e-17,1.969429452792288e-17,0.2375756658497977,-0.4874173425821015
1.0760600356868266,-0.2991929900776118,-0.10009259166726871,0.13596748877879763,0.9659258262890683,0.010018526906670589,-0.013609338334360132,-0.04672894257726157,-0.10758016938588522,-0.09668201931162083,0.025905868997159,0.01848715800481246,0.06347739497684111,0.06783720688450497,-0.035190975610716095,0.45094938315315863,-0.12083152304320172,-0.27818039525823807,0.1185635623877986,-0.33259781973038655
0.8230777221376981,-0.2888237565963815,0.2907789074314132,-0.2939281986081737,0.8660254037844387,0.08455237300700637,-0.08546812045456818,0.14397962877119705,0.23898142149766294,0.25182192072028753,-0.14538945371570655,0.08639378593704601,-0.14553900520096555,-0.14753131397031286,0.1469640993040868,0.42881382712644134,-0.24757577852368443,-0.41093321315617093,0.023330782176998896,-0.1322803335070984
0.8230777221376981,-0.2833662652904708,0.5637685258495403,-0.6738774990788164,0.7071067811865476,0.31783495073856377,-0.37991092425883927,0.26513638231778686,0.463342423607339,0.39864454764775337,-0.3986445476477533,0.45411088376472025,-0.316919859905054,-0.3367450361787415,0.4765033492876625,0.33254735814430886,-0.3325473581443088,-0.5811473232750111,0.2375756658497977,-0.34465610820773057
0.8230777221376981,-0.3218961539102003,0.7871236681916443,-1.0315293053903838,0.49999999999999994,0.6195636690274697,-0.8119411307060578,0.36978823620196405,0.6469105162425285,0.39356183409582207,-0.6816690925739572,1.0640527078791677,-0.48460923974919096,-0.516134303339804,0.8933305832161887,0.2348984353700886,-0.4068560246794277,-0.7117572037040197,0.2375756658497977,-0.24370867129105073
0.8230777221376981,-0.3120726695595611,1.0601132866097713,-1.043124002353103,1.2246467991473532e-16,1.1238401804465712,-1.1058296144760869,0.42823513467592955,0.8712715183522045,1.2982643431802371e-16,-1.0601132866097713,1.0881076842851565,-0.42137227527816773,-0.5207987401017589,1.043124002353103,4.9469881529402856e-17,-0.40395223801544833,-0.8218664263123422,0.10274504226182758,-3.9254666251565804e-17
0.8230777221376981,-0.30727007721035965,0.9670486439672279,-1.0440159021194662,-0.4999999999999997,0.9351830797988543,-1.0096141624248518,0.5152014593173526,0.7947848130875421,-0.48352432198361367,-0.8374886923709125,1.0899692038783226,-0.556206267055889,-0.5202377462769455,0.9041442931903858,-0.266378254357395,-0.4613806705785142,-0.7117572037040198,0.029823709537502557,-0.08634771209693765
0.2132096448317634,-0.3117452200812064,1.2710598099328694,-1.0440159021194662,-0.8660254037844385,1.6155930404265821,-1.3270066541148617,0.5327691086686595,0.2695919723998048,-1.100770085131285,-0.6355299049664352,1.0899692038783226,-0.4376028706607213,-0.5197447351758309,0.5220079510597335,-0.3629975386311833,-0.20957672664388546,-0.10605007344778035,0.08786059485862276,0.2567010832543701
