output_feed,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_gasflow,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_gasflow,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_gasflow input_Timepoint (hr)_cos,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glucose_gl^2,poly_output_glucose_gl input_Timepoint (hr)_sin,poly_output_glucose_gl input_Timepoint (hr)_cos
-1.2664364061695297,0.5753416966448549,-1.6679179321495048,1.5044264633746764,-1.3158167576873,0.0,2.78195022838588,-2.5092598758628832,2.1946743655694676,2.1123612455006766,-0.0,-1.6679179321495048,-1.9795495512166386,-2.739988594440248,-1.3158167576873,-1.821284496879962,-1.2664659362336863,0.1840832509706813,0.0,0.42904924072964085
-1.2664364061695297,0.051645936830437576,-1.6679179321495048,1.518784769383074,-1.3141469916431672,0.25881904510252074,2.78195022838588,-2.5332083519295794,2.191889332841964,2.1123612455006766,-0.4316889265083058,-1.6110850067938647,-1.9959064356382281,-2.766602377368007,-1.2693685187682195,-1.7595203357602713,-1.2233121559234819,0.09217541144739276,0.07857850701581086,0.29325898056591365
-1.2664364061695297,0.11072051228407259,-1.4827346936447172,1.3604877796124601,-1.2826597500107297,0.49999999999999994,2.1985021717376934,-2.017242431111063,1.9018441114825688,1.877832981972925,-0.7413673468223585,-1.2840859117688623,-1.7450429152903708,-2.476903853199018,-1.1108159279210894,-1.5766857238607026,-1.0967916738060155,0.1761921763007968,0.20987625896036738,0.3635163438218392
-1.2664364061695297,0.16889415871167046,-0.7816661548340891,1.1066702698701778,-1.667825470211639,0.7071067811865476,0.6110019776131101,-0.8650466945186256,1.3036827222346885,0.9899535586041402,-0.5527214387071983,-0.5527214387071983,-1.8457328632154708,-2.0150952932969526,-1.1793306998222923,-1.2875447957904589,-0.8955266516526094,0.11693145911585753,0.24179687665048274,0.24179687665048274
-0.2830561849958817,-0.08892096511008625,-0.877046678280832,0.6179544300672709,-1.3072593378445772,0.8660254037844386,0.7692108758834413,-0.5419748802194246,1.1465274599081865,0.24710879677724804,-0.7595447036959582,-0.43852333914041614,-0.8078266990678636,-1.1255352632235296,-0.6536296689222887,-0.9106943881776229,-0.14087551033294227,0.16777555610962758,-0.3547275956029086,-0.20480207281032806
0.19507006047130582,-0.2702054642517655,-0.44179169701606535,0.11119068859436348,-1.3030997845262609,0.9659258262890683,0.1951799035523349,-0.0491231230064887,0.5756986651871259,-0.08703782917859575,-0.42673800998789263,-0.1143441051559202,-0.14489256234864162,-0.20237600299415953,-0.3372670419043874,-0.47107149446386687,0.05099020191631463,0.2479873833723322,-0.48101494633264913,-0.12888756641713314
0.9309097432115873,-0.15923737689837397,-0.28895974716572864,-0.16441766203125274,-1.3011497425691703,1.0,0.08349773548208182,0.04751008605013102,0.37597990063754033,-0.26871938033964476,-0.28895974716572864,-1.7693681472446903e-17,0.21393199862578935,0.29924148696887487,-7.967244337243685e-17,-1.1144335853616163e-16,5.694328227887455e-17,0.030250377653703493,-0.17392635698393585,-1.0649917818386847e-17
1.1038490234869527,0.08027790075548108,0.6659610489794409,-0.3600106850558837,-1.33048377280543,0.9659258262890683,0.4435041187577972,-0.23975309346362342,-0.8860503689876282,0.7365792494700096,0.6432689765118011,-0.17236340277233186,0.4789883745034195,0.6552175750566653,0.3443545396019004,0.47104931645079173,-0.28626409649980084,0.001710451150200384,-0.03994837479927205,0.010704134766400754
0.7511885303764032,1.0064768872793333,0.5957426389306042,-0.45780719656819907,-1.3268162322251436,0.8660254037844387,0.35490929184000025,-0.27273526740496074,-0.7904410035617684,0.44695600543729364,0.5159282594314836,-0.297871319465302,0.6074260196361736,0.8318713303149438,0.6634081161125714,0.9085389401376747,-0.3751250760224313,0.2479873833723322,-0.43126620262808585,0.24899165817971292
0.9003910466924051,1.79753651989757,0.7130625420395611,-0.5022601563465243,-1.33048377280543,0.7071067811865476,0.5084581888599209,-0.35814290384964004,-0.9487181411790258,0.6427998964930659,0.5042113588862913,-0.5042113588862912,0.6682489877457688,0.9124732293538972,0.9407940980093813,1.2846251090683265,-0.6374309951216597,0.2479873833723322,-0.35212737991551596,0.3521273799155159
0.9003910466924051,2.5446483951481267,-0.0968352359994497,-0.10218351834159753,-1.33048377280543,0.49999999999999994,0.009377062931069118,0.009894965113862694,0.128837710133052,-0.08729343642044017,-0.04841761799972484,0.08386177435698483,0.13595351300166153,0.1861379370782356,1.152232746572466,1.5775556051895994,-0.7806903421412899,0.01683162990896613,-0.06486838580727541,0.11235534002318091
0.9003910466924051,3.050047604876445,0.2285369200079582,-0.45780719656819907,-1.31450926967913,0.258819045102521,0.052229123806723884,-0.10462584666117411,-0.3004138998143789,0.20601770513112905,0.05914970740713097,-0.2207497132962457,0.6017918036147133,0.8344157735917451,1.2697184524794534,1.7605309650373133,-0.8707469324957817,0.653761874319211,0.20926954285447874,-0.7810045664096263
0.5748582838211286,2.620305558150522,0.35248821753458975,-0.4571670739473909,-1.2975636795780532,1.2246467991473532e-16,0.12424794350071226,-0.1611460070112198,-0.45737590855209154,0.20278452367164396,4.316735673408913e-17,-0.35248821753458975,0.5932033906531085,0.8321476675364864,1.2975636795780532,1.820226597579175,-0.5752944739259112,0.8213392469473173,1.1098700691943009e-16,-0.9062776875479818
-1.2664364061695297,4.148741539068441,-0.13420655220372912,-0.6356190356814999,-1.2877727309980156,-0.2588190451025208,0.01801139865441227,0.08530423929387318,0.172827538249224,0.1699680267853909,0.034735211687870776,0.12963357483079405,0.8185328614538903,1.1568146626792841,1.2438929392617883,1.7579667948643847,1.2233121559234819,2.55384695396406,-0.4136125085473578,-1.5436228965447558
-1.2664364061695297,3.208307873933198,0.29051256877127396,-0.5574351700233817,-1.2864834268294882,-0.4999999999999997,0.08439755261408419,-0.16194192316694447,-0.3737396050099059,-0.36792427239656467,-0.1452562843856369,-0.2515912646745971,0.7171311077669585,1.0153879314985563,1.1141273291819962,1.5774959863709332,1.0967916738060155,0.6005251916951673,-0.38746780243497864,-0.6711139201144435
-1.2664364061695297,4.796970960241718,-0.3459773440279791,0.07184981919054624,-1.2864834268294882,-0.7071067811865471,0.11970032258065459,-0.02485840961243571,0.4450941191504793,0.4381685209200387,0.24464292609909494,0.24464292609909521,-0.09243360160933306,-0.13087774512489658,0.9096811549952393,1.2880274735109667,0.8955266516526098,0.2479873833723322,0.35212737991551574,0.3521273799155161
-1.2664364061695297,1.7383773450110023,0.26572230926594764,-0.6539425457021255,-1.2864834268294882,-0.8660254037844385,0.07060834564162792,-0.1737671233712213,-0.3418473470095014,-0.33652825318267554,-0.23012227017657574,-0.13286115463297393,0.8412862471444696,1.1897790224516371,0.6432417134147447,0.9096969070686443,0.6332329681168437,0.7000179004483896,-0.7245781016124432,-0.41833536201485255
-1.2664364061695297,-0.3229427730929813,-0.6531286592989721,0.15534136824619663,-1.288013142339448,-0.9659258262890683,0.4265770455976728,-0.10145789957630633,0.8412382968156199,0.8271651989801251,0.630873839906431,0.1690421359288495,-0.20008172385009307,-0.28248142446407715,0.33336233157979295,0.47065101437190615,0.3277855042708725,0.2479873833723322,0.48101494633264913,0.1288875664171331
-1.2664364061695297,2.691839322817896,0.32769795802926344,-0.7109934742816282,-1.2971683559104314,-1.0,0.1073859516965489,-0.23299110969422118,-0.4250794214520252,-0.41501830121739836,-0.32769795802926344,-6.019713830814917e-17,0.9222782360969453,1.294590747567407,2.3828596125314165e-16,3.3447910688970947e-16,2.3264601825566098e-16,0.9049616778487535,-0.9512947376332708,-1.7475000832324593e-16
-1.2664364061695297,-0.3229427730929813,0.7967916435188006,-0.8680991247301851,-1.301165128895022,-0.9659258262890684,0.6348769231813914,-0.6916941283309965,-1.0367575015416166,-1.0091094747922154,-0.7696416266461223,0.20622485232120372,1.129540309523207,1.5812332494073782,-0.3367663161813073,-0.47143611603475977,-0.32778550427087205,0.24784070056074312,0.48087266679344487,-0.12884944272950366
-1.2664364061695297,1.8436651847246215,0.19135153074996872,-0.6401443469869333,-1.3011534143060213,-0.8660254037844386,0.03661540832035622,-0.12249260069688882,-0.24897769756800542,-0.24234019554100814,-0.16571528668251206,0.09567576537498439,0.8329260027307467,1.164549152824229,-0.6505767071530107,-0.9095988727429942,-0.6332329681168433,0.7939631998458164,-0.7716685816361596,0.44552306333281355
-1.2664364061695297,-0.3229427730929813,0.7717534814184209,-0.8782877431113773,-1.3011497425691703,-0.7071067811865477,0.5956034360814529,-0.6778216234333332,-1.0041668436744393,-0.9773994953861873,-0.5457121201152918,0.5457121201152915,1.142783870851026,1.5996878755115336,-0.9200518063097907,-1.287903825856606,-0.895526651652609,0.24784070056074312,0.352023224063941,-0.3520232240639408
-1.2664364061695297,2.6969856052056502,0.6189835072168477,-0.6951593300085888,-1.3011497425691703,-0.5000000000000004,0.38314058220646935,-0.4302921601632303,-0.8053902310697635,-0.7839215269805957,-0.3094917536084241,0.5360554417733784,0.9045063832852321,1.2654393776270028,-1.1268287311924836,-1.5764769322172711,-1.096791673806015,0.3673653514717321,-0.30305335812020495,0.5249038136685605
-1.2664364061695297,-0.3229427730929813,0.7735507752325572,-0.8870183044118404,-1.3011497425691703,-0.25881904510252157,0.5983808018628902,-0.6861536970232476,-1.0065053920580238,-0.9796757067791945,-0.20020967298400574,0.747192671743057,1.154143638439608,1.6131399501429529,-1.256814140216934,-1.7566419221697163,-1.2233121559234816,0.24776737542761063,0.12883038088568965,-0.4808015270238425
-1.2664364061695297,5.445200381414995,0.09219049272866346,-0.5270115643510956,-1.301151141326066,-2.4492935982947064e-16,0.008499086949553751,-0.04858545579123124,-0.11995376483331284,-0.11675611868545162,-2.258015836639501e-17,0.09219049272866346,0.6857216984474636,0.958904496920042,-1.301151141326066,-1.8195131981605224,-1.2664659362336863,0.2477380484119213,1.2190940269615562e-16,-0.49773290870899956
-1.2664364061695297,-0.24591114397891212,-1.6679179321495048,1.5594503369882864,0.5175625799034947,0.0,2.78195022838588,-2.601035181359351,-0.8632519080305998,2.1123612455006766,-0.0,-1.6679179321495048,0.8071131396430318,0.7535614656063966,0.5175625799034947,0.4832224840591745,-1.2664659362336863,0.15107269878432894,-0.0,-0.3886807157350734
-1.2664364061695297,-0.22422182702402793,-1.6679179321495048,1.683118471091588,0.5175625799034947,0.25881904510252074,2.78195022838588,-2.8073034798657175,-0.8632519080305998,2.1123612455006766,-0.4316889265083058,-1.6110850067938647,0.871119138181388,0.8195121044446743,0.4999270626495851,0.4703102724113236,-1.2233121559234819,0.22395746968785776,-0.12248390010709481,-0.45711613830886894
-1.2664364061695297,-0.20574728852058954,-1.6591793656738771,1.624200518201395,0.5175625799034947,0.49999999999999994,2.7528761674779694,-2.694839985516573,-0.8587291530208158,2.1012941487277805,-0.8295896828369385,-1.4368914801085284,0.8406254104809071,0.7883819907495692,0.44822234224463986,0.4203660965650644,-1.0967916738060155,0.2440446672897133,-0.2470043862412737,-0.42782414666225305
-1.2664364061695297,-0.18824179806710842,-0.9919495310880194,1.6364073009565248,0.5175625799034947,0.7071067811865476,0.9839638722257416,-1.6232334548528362,-0.5133959584439772,1.2562702915859547,-0.7014142400271546,-0.7014142400271546,0.8469431844559735,0.7978350298714819,0.3659720099381655,0.34475192060102205,-0.8955266516526094,0.2473744350573599,-0.3516919355468362,-0.3516919355468362
