output_Ph,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_glucose_gl,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_gasflow output_glucose_gl,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_gasflow input_Timepoint (hr)_cos,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_%^2,poly_output_feed_% output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2
0.6508038890595165,0.44622782986606907,-1.6345289276061918,2.054315982530912,-1.3214019827161971,-0.43959274620189814,0.0,2.6716848151814476,-3.357838899890512,2.1598697657458015,-4.741994424131273,-0.0,-1.6345289276061918,0.7414611492094026,0.31487427106417737,-0.15866154260330403,0.0,0.3609284820419517,0.15327450778835544,1.746103199926297,0.5808787264188462,0.0,2.901138269284742,0.19324178251332644
0.5405513326303475,0.5078293518787166,-1.6345289276061918,1.546666723394384,-1.3214019827161971,-0.43959274620189814,0.25881904510252074,2.6716848151814476,-2.528071500754005,2.1598697657458015,-4.695899576340537,-0.4230472162354818,-1.5788337049913956,0.5582360726995342,0.23727966743807002,-0.15866154260330403,0.09341516507240025,0.3486301422476314,0.14818613174059406,1.746103199926297,0.5808787264188462,0.7435709602434236,2.775044602661235,0.19324178251332644
0.9360050591918415,0.8375786755934771,-1.6345289276061918,1.3989708588023975,-1.3214019827161971,-0.43959274620189814,0.49999999999999994,2.6716848151814476,-2.286658337590596,2.1598697657458015,-4.695899576340537,-0.8172644638030958,-1.4155435745274978,0.5049262933058114,0.23272202242231527,-0.15866087167380985,0.18046347789476413,0.31257191262431455,0.14406531928073882,1.746103199926297,0.5808787264188462,1.4364687883553697,2.4880369249184056,0.19324178251332644
0.9962784542584485,0.852073151361159,-0.7391082329800868,1.2901888747017127,-1.3214019827161971,-0.43959274620189814,0.7071067811865476,0.5462809800589462,-0.9535892193913494,0.9766590845017517,-1.8107613549269868,-0.522628443571026,-0.522628443571026,0.4835566598214178,0.19928181879342682,-0.1647572725227995,0.2650202617246202,0.2650202617246202,0.10921929974679065,1.746103199926297,0.5808787264188462,1.7323601281193008,1.7323601281193008,0.19324178251332644
0.44793401348564005,-0.6336106148262232,-0.8885277543350415,0.7816552091903821,-1.3214019827161971,-0.43959274620189814,0.8660254037844386,0.7894815702236718,-0.6945223476862173,1.174102336276694,-0.4019505246482886,-0.7694876072216847,-0.44426387716752086,0.2946305644881295,0.11911243126802014,-0.16569640608229694,0.32643235863847814,0.18846581013212987,0.07619243745039049,1.746103199926297,0.5808787264188462,0.39177095336815054,0.2261890653877781,0.19324178251332644
0.9271864144098874,-0.6034137903102195,-0.7945390378855124,1.04078627700746,-0.32013866719727585,-0.4460109958870683,0.9659258262890683,0.6312922827240357,-0.8269453271779517,0.2543626686248738,0.41732835492217274,-0.7674657766884849,-0.20564183508220388,0.38819262456805637,0.16553554725827246,-0.16635324936972878,0.36027116222491684,0.09653436697438846,0.04116479359729508,0.10248876623484815,0.14278536577861572,-0.5073485591530399,-0.1359436367061507,0.19892580845217442
0.4302926193628387,-0.6541444554971056,-0.5059942875151819,0.9275822610327639,0.16742315159684124,-0.44590209663472175,1.0,0.2560302189979966,-0.4693513252829949,-0.08471515830578998,0.26577141403989174,-0.5059942875151819,-3.0983214229615654e-17,0.33482731235394697,0.1499761961435423,-0.16095629127595001,0.3609677830418539,2.210290200487613e-17,9.900354732473543e-18,0.028030511690618883,-0.07465433432222437,-0.5252458784565182,-3.2162034190855735e-17,0.19882867978324073
0.624343850154761,-0.5526831251233333,-0.1508716582859173,0.6366125637228025,0.9072896878088932,-0.4435097161847352,0.9659258262890683,0.022762257273942602,-0.09604679317450841,-0.13688429974543992,0.07924471669057827,-0.14573083119342664,0.03904845853059491,0.22977719315424816,0.10325939599467256,-0.16007918085314327,0.34863861916577216,-0.09341743645577033,-0.04198078987464213,0.8231745776043589,-0.4023917919374592,-0.5073485591530399,0.13594363670615064,0.1967008683502644
0.4538137941000917,-0.6348184878068633,0.2320881993409073,0.9275822610327639,0.8947881027116081,-0.44590209663472175,0.8660254037844387,0.05386493227330472,0.2152808967036616,0.20766975955000394,-0.12190337014220635,0.20099427654781254,-0.1160440996704536,0.290624848726504,0.14420150938613563,-0.1397075330408023,0.27133820097845956,-0.15665718337634232,-0.07772976880001058,0.8006457487542394,-0.3989878910429108,-0.45487627397641833,0.26262293922825897,0.19882867978324073
0.567011371535103,-0.49470522205260614,0.3755991623707786,0.26516188630583054,0.8947881027116081,0.09852610306491393,0.7071067811865476,0.14107473077363053,0.09959458238912558,0.33608166187781824,-0.197281911986972,0.2655887147203647,-0.26558871472036466,0.095704477119744,0.04029906771585121,0.03556087682072827,0.2552149771752311,-0.25521497717523106,-0.10746545989082323,0.8006457487542394,0.0881599848290227,-0.37140492244688916,0.3714049224468891,0.00970739298515804
