output_Ph,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_gasflow output_glucose_gl,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2
0.49818858723498605,0.7774472639312855,-1.6114874327289181,1.6755222516430341,0.0,2.5968917458432395,-2.7000830517804095,-0.264478854010122,2.078254424975852,-4.580000260590049,-0.0,-1.6114874327289181,2.807374815750943,0.4697528978890952,0.27498830954740267,4.761993294700681,-0.1195093725279809,0.0,0.1641209534983772,0.5497363934865978,-1.289649787374701,0.0,2.8420949289279935,0.1817043800078874
0.6440595357462134,2.930050079997882,-1.6114874327289181,1.4466053358833033,0.25881904510252074,2.5968917458432395,-2.331186318894539,-0.2622575841531976,2.078254424975852,-3.9078115520112613,-0.41708363853361125,-1.5565773300131296,2.092666997806045,0.42221121962864133,0.23542425023409994,3.507977119742672,-0.12441203825857165,0.0421208730039428,0.15719723810987088,0.5497363934865978,-1.2457060364934294,0.6276288811135228,2.342342872613274,0.1817043800078874
0.6319080850414625,0.419273131450783,-1.3060754727816397,1.8360272155665238,0.49999999999999994,1.7058331406017837,-2.397990113611005,-0.22028341731692477,1.6843799557681538,-3.674418456552062,-0.6530377363908197,-1.1310945386886713,3.3709959363009627,-0.04605849730539638,0.3096653736789762,5.165346435333782,0.010693339325335276,0.0843302787272208,0.14606432737199135,0.5497363934865978,-1.116869477851691,1.4066639076861298,2.4364133572857543,0.1817043800078874
0.8750334712340702,-0.6149250259101384,-0.7789876612848845,0.8843994239982943,0.7071067811865476,0.606821776434094,-0.6889362389421302,-0.1284301654339694,0.24723855770166547,0.4153923620866363,-0.5508274577551913,-0.5508274577551913,0.7821623411685147,0.24795205907128456,0.1458091956764247,-0.47160280453833753,-0.12067412068398976,0.11657930593852919,0.11657930593852919,0.13660937282351818,-0.224424685280983,-0.3770621419087396,-0.3770621419087396,0.18526345101110103
0.3675015980992798,-0.6398311741952064,-0.5565826128553097,2.5026052078170804,0.8660254037844386,0.3097842049328436,-1.392906545512136,-0.09183312963968969,-0.08664376630887576,0.2967956717940446,-0.4820146820374175,-0.2782913064276549,6.2630328261931725,0.7016315254119088,0.4129163634979979,-1.3345052050385104,-0.12122686685654023,0.14288952141175792,0.08249730365145526,-0.06731158507415652,0.07783549495409754,-0.46180492449865634,-0.2666231974723941,0.18696669924914963
0.3538296098548045,-0.6671093366026619,-0.23488525591919895,0.9466718416953855,0.9659258262890683,0.05517108344822759,-0.22235925780812002,-0.038234890946859154,-0.2064406408058464,0.1252517159445968,-0.22688173490687152,-0.06079277764566828,0.896187575858933,0.2654093447414351,0.15410032651064676,-0.5048093467798075,-0.12131432495176503,0.15723451217228407,0.042130860558865044,-0.38030740153122217,0.2274760470367793,-0.5150764646527113,-0.13801432274397168,0.18723656764098648
0.47083176113303166,-0.5485086304832902,0.2365405270634886,0.9010638738045581,1.0,0.05595142094347298,0.21313812362759896,0.04762379058367566,0.1764244893840745,-0.1261343833149454,0.2365405270634886,1.448392996684646e-17,0.8119161046756767,0.17496017938677166,0.1814153276874454,-0.4804890623212661,-0.08395871206727866,0.20133459232080433,1.2328188202165515e-17,-0.32250424797078864,4.5670331612439105e-17,-0.5332463949447881,-3.2651924536300007e-17,0.18696669924914963
0.5133832546213464,-0.6671093366026619,0.18045313370269733,0.7063529339629481,0.9659258262890683,0.03256333346312356,0.1274636004337084,0.03087792597919274,0.13459153222698905,-0.0962259830034532,0.17430434227822963,-0.046704707750689606,0.4989344673180649,0.16943989592967484,0.12086636104656082,-0.376660155594416,-0.10377312175232906,0.16528272772853828,-0.044287373417674934,-0.3226593599409364,-0.1930409915034562,-0.5150764646527113,0.13801432274397163,0.1871465898854789
0.39637682013878195,-0.6493192306847562,0.5615800363667105,0.6028579299029933,0.8660254037844387,0.3153721372456359,0.33855297819888275,0.09182638631970301,0.41885622051435734,-0.29946052986551136,0.4863425777517602,-0.28079001818335514,0.3634376836469223,0.13821972838534663,0.09857591364059794,-0.3214718177846489,-0.09918500424806473,0.14160756818402584,-0.08175716761033555,-0.3226593599409364,-0.37292655845127387,-0.4618049244986564,0.26662319747239394,0.1871465898854789
0.4601965647636638,-0.6635513154190809,0.4606470348799553,0.44147588967391105,0.7071067811865476,0.21219569074369474,0.2033645595492774,0.07611448711176716,0.3435750267571314,-0.2456383706917422,0.3257266420970925,-0.32572664209709246,0.19490096116337127,0.11051937272401607,0.07294676481201645,-0.23541542662365605,-0.10840260926956301,0.11683798202954332,-0.1168379820295433,-0.32296958388123187,-0.5273977967309145,-0.3770621419087396,0.37706214190873955,0.18750663065688153
0.5863197996780444,-0.6303431177056568,0.5153368008872272,0.273954315305679,0.49999999999999994,0.26557201834868166,0.14117874043887935,0.08805767059839265,0.3843655591963262,-0.27480149125549397,0.25766840044361355,-0.4462947610733419,0.07505096687460337,0.06737221811343676,0.04681167503400317,-0.1460851510163211,-0.10651610853740491,0.08543700978349358,-0.14798124179177016,-0.32304713986630573,-0.6459277467294113,-0.266623197472394,0.4618049244986564,0.18759669491197054
0.46323763984310445,-0.6410171812564002,0.6672528175740966,0.0327583312676485,0.258819045102521,0.44522632256057065,0.02185808883736409,0.10962037258821038,0.49767259374964723,-0.3558101594881394,0.17269773708649433,-0.6445167291589682,0.0010731082674409974,0.008079200753982276,0.005381738951636397,-0.017468262052880695,-0.10700075167910388,0.042520375200832426,-0.15868820060639816,-0.3235888199495562,-0.7204387882343707,-0.13801432274397185,0.5150764646527113,0.18822634040915037
0.4419629639000314,-0.49395230566837917,0.7158659429138932,-0.3619260062491287,1.2246467991473532e-16,0.5124640482239974,-0.2590905017285921,0.11689191161838967,0.5339308448067087,-0.381732933322585,8.766829356081012e-17,-0.7158659429138932,0.13099043399944432,-0.0932010680349555,-0.05909796820709857,0.19299573806911272,-0.11172266788852389,1.9996943118565838e-17,-0.1632874322007659,-0.3235888199495562,-0.7458531169025481,-6.530384907260001e-17,0.5332463949447881,0.18822634040915037
0.5604877943201475,-0.629157110644463,0.8059217576058683,-0.5233080464782108,-0.2588190451025208,0.6495098793825319,-0.4217453405870131,0.13404257268395653,0.6010992548899167,-0.4297548718508966,-0.20858789973089606,-0.7784606396397865,0.2738513115088413,-0.14519642175596356,-0.08703767604504752,0.27905212923010553,-0.12105952357554596,-0.043047318598529734,-0.16065478013931764,-0.32542713915826044,-0.7204387882343708,0.13801432274397174,0.5150764646527113,0.1903710558739499
0.7033219509562715,-0.5710427646459708,1.0379278982900528,-0.8469492032419682,-0.4999999999999997,1.0772943220488063,-0.8790722064793709,0.17236756888708832,0.3728457885201232,-0.5534713099757913,-0.5189639491450261,-0.8988719272157769,0.7173229528722048,-0.1792399989024506,-0.14065194256188884,0.45163260933014016,-0.09196991448722797,-0.08303446182102693,-0.14381990665315691,-0.15610983702797057,-0.31109475435087813,0.2666231974723939,0.46180492449865645,0.18885845294649284
