output_Ph,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_gasflow output_glucose_gl,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_gasflow input_Timepoint (hr)_cos,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glycerol_gl,poly_output_feed_% input_Timepoint (hr)_sin,poly_output_glycerol_gl output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
0.4196274543296943,0.9122162728777368,-1.6733859092466898,1.6594302620349506,-1.380975025945864,2.800220401265371,-2.7768672178668288,2.3109041494393905,-4.325407715667784,0.7234713513799136,-0.0,-1.6733859092466898,-2.732555330377515,0.2520579156855762,0.7119265497711729,-0.0,-1.646682836208252,0.0,0.15189425036547116,-3.569577106729527,-0.0,-1.1175222364315311,0.0,2.584823794539395
0.6734479095600713,1.5071365882199683,-1.6733859092466898,1.5521718683136412,-1.380975025945864,2.800220401265371,-2.5973825331651557,2.3109041494393905,-4.4149151164150195,0.7553015852091673,-0.43310414311924167,-1.6163666670895929,-2.555934774397368,0.23443657150650377,0.7432488523132822,-0.42619287925413035,-1.5905734792004822,0.03909145038193763,0.14589127896694903,-3.6434438008293384,-0.35742263752573733,-1.1908321161024809,0.6828455458631261,2.5484142708832906
0.8160220591596663,1.3412081780337943,-1.6733859092466898,1.4087914211503727,-1.380975025945864,2.800220401265371,-2.357451713220653,2.3109041494393905,-4.366866194952247,0.7879890993432833,-0.8366929546233448,-1.4491947077425547,-2.31983265300575,0.2122095813974299,0.7754147551008791,-0.8233414181041259,-1.4260691681321562,0.0753161817326182,0.1304514533929857,-3.6037910463767844,-0.6904875129729319,-1.2288471858708352,1.3047994998709185,2.2599790274668923
0.8504905830895082,1.3617226716662874,-0.758737390464558,1.0246711354810034,-1.380975025945864,0.5756824276889672,-0.7774563034192121,1.04779738748289,-1.3818735100987283,0.3628945752946845,-0.5365083539372744,-0.5365083539372744,-1.6873083715545887,0.15495516422551325,0.7875877424795948,-1.164380599946352,-1.164380599946352,0.10693172044150635,0.10693172044150635,-2.515142696861247,-0.9764968054955889,-0.8710955492794583,1.2878396952792739,1.2878396952792739
0.8097538585111878,1.1693772395780688,-0.9117275993728491,0.6464441681479706,-0.48555478425172777,0.8312472154581784,-0.5893809895541275,0.4426936978098294,0.4728869985651718,0.43520438591932115,-0.7895792623882885,-0.45586379968642465,-1.0743077868050532,0.09668025033755116,0.7932788280099419,-1.4392238041563552,-0.8309362507537892,0.1295201611555001,0.07477849990861171,0.2518433627782058,-0.4205027780910685,0.2475827792173107,-0.4491825783913083,-0.2593356825495121
0.554369642937086,-0.8355576345903019,-0.6386745282324234,0.593271371128401,-0.05384838094745463,0.40790515301290864,-0.37890731306923453,0.0343915892976954,0.33132068587252483,0.3048651330209817,-0.6169122214126845,-0.16530113152841874,-0.9769297840508738,0.08860706488526679,0.786028187617504,-1.5905734792004822,-0.42619287925413035,0.1442642549927236,0.03865549062197785,0.027934545249537528,-0.05201354186099864,0.24762649901589662,-0.5010865364457046,-0.13426573277873485
0.5152010651270168,-0.8355576345903019,-0.024884395561693962,0.3185452531939596,0.6200779803871341,0.0006192331424708542,-0.007926806084778448,-0.015430265743049756,0.01290910258757537,0.011878326483535219,-0.024884395561693962,-1.5237297686672556e-18,-0.5249326348346344,0.04943831243937374,0.786612054305405,-1.647906002589237,-1.0090514056833094e-16,0.15520027984617668,9.503276297019687e-18,-0.32167348575008586,0.6200779803871341,0.24762649901589662,-0.5187629555064268,-3.1765069648858323e-17
0.565340090678055,0.3192848529306797,0.29621821109875296,0.06154340093270768,2.042274793910465,0.08774522858654538,0.018230276129219992,0.6049589860242323,-0.1535856424245118,-0.06606260519426804,0.28612482031743264,-0.07666691453855612,-0.1023222342900682,0.009263751216837484,0.3707938003015533,-1.6059510395346195,0.4303132841272231,0.14539489877142261,-0.038958445709407506,-1.0588953497040636,1.9726859678173025,0.11563326943744894,-0.5008211278258526,0.1341946167533812
0.2582552824214537,1.025021928637946,0.7873844656847578,-0.2663555140213034,0.6600390221927792,0.6199742968016716,-0.20972419408985302,0.5197044728203515,-0.40832165881048443,-0.25570167722214776,0.681894949828237,-0.39369223284237875,0.4301383156432373,-0.0395610694217307,0.5244368167668969,-1.3985470128405117,0.807451494337816,0.1286284282342971,-0.07426365766650986,-0.34228288741640955,0.5716105607079878,0.16840784132921963,-0.44910325877175467,0.2592898873458106
0.8238562133641327,-0.8355576345903019,0.7047612161547719,-0.7537728200340225,0.8131682837712628,0.49668837179595315,-0.5312298493515897,0.5730894686091239,-0.36553946205184396,-0.336410976817387,0.4983414350603175,-0.4983414350603174,1.2412247651503163,-0.107383608891864,0.786028187617504,-1.164380599946352,1.1643805999463517,0.10073549485678432,-0.1007354948567843,-0.4217671037988715,0.5749968077004868,0.2475827792173107,-0.3667560394688036,0.36675603946880353
