output_Ph,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_gasflow,poly_output_feed_%,poly_input_Timepoint (hr)_sin,poly_input_Timepoint (hr)_cos,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_gasflow output_glucose_gl,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_gasflow input_Timepoint (hr)_cos,poly_output_agitation input_Timepoint (hr)_cos,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2
0.4839528884833908,0.5302776395841601,-1.6625512990640372,1.4257304231694043,0.35726454311728123,-1.3694656194653376,0.0,1.0,2.7640768220195175,-2.3703499671554127,2.2768068446656335,-4.357962219171418,-0.0,-1.6625512990640372,0.5093629282420252,0.24700598245316677,3.7371955514355664,-0.15029049468387595,0.0,0.35726454311728123,0.17324872811795058,0.0,2.621249775345164,0.17696329442289643
0.6289017501263098,0.5568433416326367,-1.6625512990640372,2.0493689004944433,0.35726454311728123,-1.3694656194653376,0.25881904510252074,0.9659258262890683,2.7640768220195175,-3.4071809277784744,2.2768068446656335,-4.28106607323317,-0.4302999396577095,-1.6059012372963941,0.7321668439139123,0.2866761479295835,5.277120577503451,-0.15029049468387595,0.09246686789860308,0.34509104901434634,0.13511861871205405,0.6664584928710395,2.4872569565305,0.17696329442289643
1.1220299970818686,1.012445131764008,-1.6594255541741554,1.329374263582703,0.35938134074687245,-1.3694656194653376,0.49999999999999994,0.8660254037844387,2.7536931698462026,-2.2059976240505867,2.272526244503721,-4.533972639443988,-0.8297127770870776,-1.437104685603889,0.477752305200738,0.20918491783791232,3.6321885748376337,-0.15118096805725093,0.1796906703734362,0.3112333707329032,0.13627422908576745,1.3661271601004135,2.3662016508936987,0.17696329442289643
1.0605900331578122,2.476215314635061,-1.3499768100758593,1.2053603174479672,0.3580056706035492,-1.3694656194653376,0.7071067811865476,0.7071067811865476,1.8224373877425928,-1.627208476340432,1.848746828474377,-2.9142365710984803,-0.9545777568492242,-0.9545777568492242,0.43152582876686646,0.17730692740191892,2.602048488714669,-0.15060226482362493,0.2531482373870071,0.2531482373870071,0.1040144833892459,1.5264532146220882,1.5264532146220882,0.17696329442289643
0.15782502386067965,2.047179226552166,-1.037341031972193,0.7771107192848504,0.3572695094354882,-1.3694656194653376,0.8660254037844386,0.5000000000000001,1.0760764166131342,-0.8061288354995999,1.4206028789466119,0.010874420735196656,-0.8983636860758847,-0.5186705159860966,0.27763796545595787,0.11180011218981621,-0.008146432714869504,-0.1502925838652248,0.3094044711687369,0.17863475471774412,0.07193319395510477,-0.00907852318365924,-0.005241487803929922,0.17696329442289643
1.1440880476861264,-0.5735272805300369,-0.86585408683711,0.8975559187682272,0.36334522672497077,-0.34619694943465207,0.9659258262890683,0.25881904510252074,0.7497032996925256,-0.7771524604303066,0.2997560435185338,0.4455932910832745,-0.8363508242739022,-0.22409952795329588,0.3261226588031809,0.13305224038701569,-0.4619079610008779,-0.15511079075976847,0.35096453835250624,0.09404066462351583,0.03836691740942199,-0.49709307194094093,-0.13319568718968108,0.1822405868860911
-0.4140779329250246,-0.6293152548318375,-0.5597149549751591,0.48179693388486794,0.37328703172632044,0.1520803030547509,1.0,6.123233995736766e-17,0.3132808308228444,-0.26966894915653855,-0.08512161997689845,0.28804533309643854,-0.5597149549751591,-3.4272656402261676e-17,0.1798485473447246,0.07400010218290488,-0.2479464896768191,-0.15935491211300157,0.37328703172632044,2.285723842834274e-17,9.40479088815947e-18,-0.514628616827332,-3.151191441736109e-17,0.1822405868860911
-6.319040281393565,-0.6970577950554524,-0.26908196933164114,1.3873663966672918,0.3893014978213331,0.9093688080036807,0.9659258262890683,-0.25881904510252063,0.07240510621939426,-0.37331528219977766,-0.24469474970639746,0.13847728169031703,-0.2599132235661552,0.0696435383567211,0.5401038162495625,0.21332884145134273,-0.713978449749608,-0.1661914309851021,0.3760363709586431,-0.10075864192309845,-0.03979739394719135,-0.49709307194094093,0.13319568718968103,0.1822405868860911
0.5217676223641655,-0.6452546760609233,0.15479355338252349,0.5344359469924177,0.35738870107245485,0.7095933128331039,0.8660254037844387,-0.4999999999999998,0.023961044168788147,0.0827272392903103,0.10984047034991276,-0.07966119227103584,0.13405514957132797,-0.07739677669126171,0.1910013689020475,0.08421277781403645,-0.27503603218351325,-0.15268948623487627,0.30950769415426876,-0.17869435053622734,-0.07878659574449544,-0.44568145568691736,0.25731430841366587,0.18253099931553363
0.3453119240825419,-0.6718203781093999,0.01064155375503574,0.7012748529434654,0.35726454311728123,0.7095933128331039,0.7071067811865476,-0.7071067811865475,0.00011324266632131526,0.0074626540446526704,0.007551175382727367,-0.005476448089847744,0.007524714822546941,-0.0075247148225469395,0.25054063993648573,0.10459069806232434,-0.3608961075860862,-0.1525149684580691,0.25262418111574325,-0.25262418111574325,-0.1054604931839277,-0.3638973847512599,0.3638973847512598,0.1822405868860911
