output_Ph,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_feed_%,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_gasflow,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_gasflow output_glucose_gl,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_gasflow input_Timepoint (hr)_cos,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glycerol_gl,poly_output_feed_% output_glucose_gl,poly_output_glycerol_gl^2,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
0.5146441807833667,0.4171726755509874,-1.5975190456867483,-1.2839907451640664,0.0,2.552067101331899,-2.484346432676457,-0.2932828038645684,-0.2661131486613789,2.0511996698851163,-4.2001909312999945,-0.0,0.285500364455947,0.25905167274801105,-0.06954690631935075,0.0,0.18358642086704557,0.0,0.166579014741562,-3.3758635293095147,0.4864062584100844,6.912672417652237,0.0,2.629196154274579
0.9283631508465663,0.4843583999051076,-1.5975190456867483,-1.2839907451640664,0.25881904510252074,2.552067101331899,-2.176319685823438,-0.2932828038645684,-0.26307363442755105,2.0511996698851163,-4.296269732447834,-0.4134683539377344,0.25010202091898126,0.224340625341316,-0.0709407354884573,0.047515662142598225,0.17733086527145364,0.042621380344744636,0.1590651569353045,-3.4530859522993147,0.4961546033313497,7.232542437584953,0.6960520643915065,2.5977016690223063
1.1695726481962345,1.1880404602456296,-1.5909073336206851,-1.2839907451640664,0.49999999999999994,2.530986144168078,-1.9452296426713425,-0.31324945609295146,-0.26030130821030484,2.0427102927826017,-4.042579895966128,-0.7954536668103425,0.2407528500093674,0.2000587091018025,-0.08411299044758319,0.0984499378037434,0.17052029427807955,0.08180907294515231,0.14169747086111228,-3.262688569794731,0.5485036542027342,6.456950486641715,1.27052651356059,2.2006164738502907
1.0803993101714304,2.261833352993059,-1.2302017086832437,-1.2839907451640664,0.7071067811865476,1.5133962440471724,-1.3421184169777614,-0.22584832864168058,-0.19498989841210584,1.5795676086343058,-2.593912051638205,-0.8698839704371993,0.2002880623669616,0.17292201881224756,-0.07842566084439227,0.12981520312885542,0.12981520312885542,0.11207810756307242,0.11207810756307242,-2.70732762323821,0.5485036542027342,4.445881082432631,1.490952897048165,1.490952897048165
1.2148971774756268,-0.8263525734594827,-0.8503343626654526,-1.2839907451640664,0.8660254037844386,0.7230685283296615,-0.7652188836749028,-0.13954707101619704,-0.13281946160066782,1.091821451957426,0.16266028583421174,-0.7364111597791319,0.14768178909652624,0.14056200229202448,-0.07059990299008508,0.14212210376271053,0.08205423486519686,0.1352703511858481,0.07809837367052463,0.24561432630124017,0.5523762557634854,0.036591785634465565,-0.1656618218716949,-0.09564489745206692
1.1929666157154353,-0.8228164827040028,-0.783972363780153,-0.10299132919277615,0.9659258262890683,0.6146126671710406,-0.661724015386897,-0.14392668032507572,-0.12531779996092213,0.08074235579612059,0.4250448448498664,-0.7572591532721383,0.1549589618196254,0.13492367180013862,-0.07888409833626685,0.17733086527145364,0.047515662142598225,0.1544030186119251,0.041372164145992936,0.05583861824739144,0.04425369862027818,0.2939463011151546,-0.5236942167092112,-0.14032344244808248
1.1447234847680046,-0.841675633399896,-0.5548275650461334,1.018433154446096,1.0,0.30783362693502136,-0.4678267291760997,-0.11266468048789498,-0.09158374885787013,-0.5650547872435802,0.3008098336098937,-0.5548275650461334,0.17122089451730996,0.13918338324651802,-0.08737917909032804,0.2030625145283238,1.2433992922196232e-17,0.16506704898530955,1.0107441659227936e-17,-0.5521620175923599,-0.43823870299538004,0.2939463011151546,-0.5421681483775624,-3.3198224375511454e-17
1.1871170976043877,-0.848747814910856,-0.7025503540777094,2.149621617255968,0.9659258262890683,0.49357700001471483,-0.6230332312556474,-0.1417481624947834,-0.11609110237530634,-1.5102174283362786,0.3809334865371343,-0.678611531272189,0.17892611629197186,0.14653967796465592,-0.08688269923244554,0.1948873987295524,-0.052219921104585745,0.1596118959101304,-0.04276787861151984,-1.1655575328431682,-0.9256682012126056,0.29399733204953027,-0.5237396730482008,0.14033562243740555
1.1871170976043877,-0.8581773902588028,-0.6575539802947802,2.1630274060223833,0.8660254037844387,0.43237723700150815,-0.5877192703246128,-0.11211298158040571,-0.10920295734560645,-1.4223072803167118,0.35650482395471716,-0.5694584512948518,0.15239229563817897,0.14843677445541792,-0.07358006715385675,0.14765736814355793,-0.0852500212455148,0.1438247475702101,-0.08303725672579072,-1.1727245636130774,-0.9334642939994163,0.2939463011151546,-0.46953138961774,0.2710840741887811
1.2075842536055694,-0.6884450339957623,-0.8077867711292135,3.1970987729165525,0.7071067811865476,0.6525194676113604,-0.7100156982799571,-0.16402108495098072,-0.13247297840003525,-2.5825740947554325,0.43799427232341726,-0.5711915036182525,0.17847367158318825,0.144145728871874,-0.08669795034252574,0.1435780153520997,-0.14357801535209969,0.11596196508603149,-0.11596196508603146,-1.7335155769290038,-1.3650920592917408,0.29399733204953027,-0.38340405061079513,0.3834040506107951
0.6199026673823047,-0.44209737803065496,-0.5629085464602103,3.1970987729165525,0.49999999999999994,0.3168660316779467,-0.40981266656968696,-0.11160643750290888,-0.09018686471945402,-1.7996742231521785,0.30516459394003104,-0.2814542732301051,0.14434406716683562,0.11664146934438162,0.45636339335837894,0.09913372092565828,-0.17170464138659416,0.0801079192051572,-0.13875098615195494,-1.733214666855685,7.358943209668586,0.2938952746100408,-0.27106054425627896,0.4694906345791475
0.6608349269221733,0.6529120592496547,0.0003113702784972421,1.8529770837417667,0.258819045102521,9.695145033145009e-08,7.48275064294481e-05,6.876906859593945e-05,5.089075152098181e-05,0.0005769619906136813,-0.00016880039430938322,8.058855815396223e-05,0.05307623459904616,0.03927767994823307,0.9873102302953791,0.057162632067814606,-0.21333384717144988,0.04230171157240637,-0.15787213683534476,-1.004537953626912,8.283382157921348,0.2938952746100408,-0.14031126245875955,0.5236487603702217
0.4868682058371179,1.9082242774450582,-0.5629085464602103,0.9094937880829729,1.2246467991473532e-16,0.3168660316779467,-0.15983239486439949,-0.11450899190802982,-0.09484669364842407,-0.5119618262643768,0.27154827607825216,-6.893641496351857e-17,0.05776020330500561,0.04784221934588871,1.2167865682778884,2.4912229756609568e-17,-0.20342379348849343,2.0634559648573853e-17,-0.16849396628432325,-0.4387417313360473,5.440169049517482,0.23271180520863236,-5.907722119417491e-17,0.4824021198218685
0.9005871759003173,3.1882891309288217,0.19009199439697425,0.5733493181310427,-0.4999999999999997,0.03613496633381929,-0.03574976341385131,0.04259119509731223,0.031186121238064066,0.10898911536967518,-0.08975061767461061,-0.09504599719848707,-0.04213716803209104,-0.030853673579128944,1.5895441041896865,-0.11202785060050417,-0.19403792910280893,-0.08202902320267426,-0.14207843588227823,-0.2707029068152961,4.067577943302403,0.2229190778416517,0.2360715346254454,0.4088878921920272
